"Status","Year","Disability","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Cabinet Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","London","105","105","48100","53590"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Outside London","75","75","43570","38460"
"In post","2023","Declared disabled","Cabinet Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Finance","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","London","60","60","48040","43520"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","Outside London","110","100","35080","33020"
"In post","2023","Declared disabled","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Legal","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","London","40","40","46960","41870"
"In post","2023","Declared disabled","Cabinet Office","Policy","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","London","50","50","39940","31930"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","Outside London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Property","Outside London","30","30","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Security","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Security","Outside London","40","40","33330","34320"
"In post","2023","Declared disabled","Cabinet Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Statistics","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office","Unknown","London","270","270","40900","32960"
"In post","2023","Declared disabled","Cabinet Office","Unknown","Outside London","160","155","35370","30130"
"In post","2023","Declared disabled","Cabinet Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Other","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Chancellor's other departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Operational Delivery","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Economics","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Project Delivery","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","35","30","34280","31620"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","70","70","37850","35230"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","Outside London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","35","30","38520","34640"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","Outside London","10","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","70","70","44820","39260"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","430","395","30790","28300"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","Outside London","35","35","36970","37420"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","London","375","365","50030","54710"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","Outside London","90","90","45150","41070"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Property","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","100","95","39310","39650"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Security","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Statistics","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Economics","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Finance","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Human Resources","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Other","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","London","100","100","47430","41360"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Commercial","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Communications","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Digital, Data and Technology","Outside London","85","85","38930","37590"
"In post","2023","Declared disabled","Department for Education","Economics","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Finance","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Finance","Outside London","35","35","41600","38070"
"In post","2023","Declared disabled","Department for Education","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Human Resources","Outside London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Operational Delivery","London","50","45","48510","42090"
"In post","2023","Declared disabled","Department for Education","Operational Delivery","Outside London","150","140","40660","37590"
"In post","2023","Declared disabled","Department for Education","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Policy","London","95","90","56240","55020"
"In post","2023","Declared disabled","Department for Education","Policy","Outside London","145","140","41310","37590"
"In post","2023","Declared disabled","Department for Education","Project Delivery","London","35","35","50780","55020"
"In post","2023","Declared disabled","Department for Education","Project Delivery","Outside London","80","75","42520","37590"
"In post","2023","Declared disabled","Department for Education","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Social Research","Outside London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Statistics","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Statistics","Outside London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Commercial","London","[c]","[c]","[c]","[c]"
