"Status","Year","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Animal and Plant Health Agency","Wales","Outside London","340","315","29430","25920"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Outside London","315","295","30370","26270"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","305","295","29620","25920"
"In post","2023","Attorney General's Office","London","London","50","50","50950","43000"
"In post","2023","Building Digital UK","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","London","140","140","48800","53010"
"In post","2023","Building Digital UK","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","Outside London","60","60","42750","39930"
"In post","2023","Building Digital UK","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Outside London","55","50","50430","50990"
"In post","2023","Cabinet Office (excl. agencies)","London","London","3565","3495","53850","56430"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Outside London","340","315","29510","24860"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Outside London","295","290","43980","39820"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","15","15","34390","33020"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Outside London","390","380","37820","33020"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Outside London","120","115","37020","34320"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Outside London","155","150","47140","50560"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","165","160","42460","36460"
"In post","2023","Cabinet Office (excl. agencies)","Wales","Outside London","50","45","46940","51290"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","65","65","61470","52060"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","695","660","35970","34020"
"In post","2023","Central Civil Service Fast Stream","East Midlands (England)","Outside London","20","20","31100","30130"
"In post","2023","Central Civil Service Fast Stream","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","London","1190","1185","30770","30130"
"In post","2023","Central Civil Service Fast Stream","North East (England)","Outside London","40","40","30620","30130"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Outside London","115","115","30510","30130"
"In post","2023","Central Civil Service Fast Stream","Scotland","Outside London","50","50","30820","30130"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Outside London","25","25","30730","28840"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Outside London","40","40","30280","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Wales","Outside London","35","35","30880","30130"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","Outside London","50","50","30610","30130"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","Outside London","85","85","30500","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","475","450","36290","31270"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Outside London","175","170","34920","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Charity Commission","London","London","80","80","45710","41370"
"In post","2023","Charity Commission","North West (England)","Outside London","380","360","33830","30170"
"In post","2023","Charity Commission","South West (England)","Outside London","35","30","34850","32360"
"In post","2023","Charity Commission","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Outside London","30","25","27600","25610"
"In post","2023","Companies House","Scotland","Outside London","50","50","28190","25610"
"In post","2023","Companies House","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Companies House","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Companies House","Wales","Outside London","1105","1025","32610","28070"
"In post","2023","Companies House","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","London","795","770","62880","58330"
"In post","2023","Competition and Markets Authority","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Outside London","15","15","48150","42920"
"In post","2023","Competition and Markets Authority","Northern Ireland","Outside London","15","15","59620","59300"
"In post","2023","Competition and Markets Authority","Scotland","Outside London","70","65","59150","55950"
"In post","2023","Competition and Markets Authority","Wales","Outside London","10","10","56500","57910"
"In post","2023","Criminal Injuries Compensation Authority","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Scotland","Outside London","335","310","28020","25830"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","East of England","Outside London","145","140","40760","40450"
"In post","2023","Crown Commercial Service","London","London","65","65","57030","57000"
"In post","2023","Crown Commercial Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","North West (England)","Outside London","380","370","39860","40450"
"In post","2023","Crown Commercial Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Wales","Outside London","110","110","38040","32350"
"In post","2023","Crown Commercial Service","West Midlands (England)","Outside London","30","30","34410","32110"
"In post","2023","Crown Commercial Service","Yorkshire and The Humber","Outside London","10","10","46430","42520"
"In post","2023","Crown Office and Procurator Fiscal Service","Scotland","Outside London","2450","2310","39960","33120"
"In post","2023","Crown Prosecution Service","East Midlands (England)","Outside London","520","485","38870","32420"
"In post","2023","Crown Prosecution Service","East of England","Outside London","560","510","42280","36780"
"In post","2023","Crown Prosecution Service","London","London","1870","1775","45320","40540"
"In post","2023","Crown Prosecution Service","North East (England)","Outside London","395","365","39460","32910"
"In post","2023","Crown Prosecution Service","North West (England)","Outside London","1080","1015","40020","35000"
"In post","2023","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","South East (England)","Outside London","785","740","42810","36780"
"In post","2023","Crown Prosecution Service","South West (England)","Outside London","350","330","40690","38760"
"In post","2023","Crown Prosecution Service","Wales","Outside London","435","400","41340","38940"
"In post","2023","Crown Prosecution Service","West Midlands (England)","Outside London","640","600","41170","38760"
"In post","2023","Crown Prosecution Service","Yorkshire and The Humber","Outside London","880","815","40030","34410"
"In post","2023","Defence Electronics and Components Agency","Wales","Outside London","385","375","30490","30060"
"In post","2023","Defence Electronics and Components Agency","West Midlands (England)","Outside London","60","55","26600","27130"
"In post","2023","Defence Equipment and Support","East Midlands (England)","Outside London","205","195","38610","38240"
"In post","2023","Defence Equipment and Support","East of England","Outside London","205","200","37060","34780"
"In post","2023","Defence Equipment and Support","London","London","180","175","30130","26880"
"In post","2023","Defence Equipment and Support","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","North West (England)","Outside London","140","135","33280","31920"
"In post","2023","Defence Equipment and Support","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Overseas","Overseas","45","45","57610","58060"
"In post","2023","Defence Equipment and Support","Scotland","Outside London","495","480","33090","31920"
"In post","2023","Defence Equipment and Support","South East (England)","Outside London","445","425","31950","31920"
"In post","2023","Defence Equipment and Support","South West (England)","Outside London","8775","8440","40590","38790"
"In post","2023","Defence Equipment and Support","Wales","Outside London","15","15","34440","36580"
"In post","2023","Defence Equipment and Support","West Midlands (England)","Outside London","190","185","28610","25660"
"In post","2023","Defence Equipment and Support","Yorkshire and The Humber","Outside London","20","20","35470","33210"
"In post","2023","Defence Science and Technology Laboratory","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","East of England","Outside London","10","10","48860","46690"
"In post","2023","Defence Science and Technology Laboratory","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","South East (England)","Outside London","1675","1605","43680","42270"
"In post","2023","Defence Science and Technology Laboratory","South West (England)","Outside London","3265","3160","41940","39890"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Outside London","10","10","47180","50310"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","London","4970","4865","52150","55120"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Outside London","90","90","44260","39970"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Outside London","410","405","43250","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Outside London","185","175","48670","43690"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Outside London","15","10","54930","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Outside London","185","180","39820","37470"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Outside London","400","390","42100","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Outside London","10","10","47820","50710"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","London","1500","1470","50310","53030"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","Outside London","25","25","39370","35620"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","Outside London","95","95","42080","35880"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","Outside London","15","15","29970","31880"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","Outside London","20","20","39980","35880"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","Outside London","15","15","50150","52900"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","Outside London","15","15","55950","52010"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","Outside London","10","10","44260","39430"
"In post","2023","Department for Education (excl. agencies)","East Midlands (England)","Outside London","345","330","43320","38210"
"In post","2023","Department for Education (excl. agencies)","East of England","Outside London","95","90","50860","51910"
"In post","2023","Department for Education (excl. agencies)","London","London","2130","2045","52300","55020"
"In post","2023","Department for Education (excl. agencies)","North East (England)","Outside London","780","745","40300","37590"
"In post","2023","Department for Education (excl. agencies)","North West (England)","Outside London","1095","1070","42470","37590"
"In post","2023","Department for Education (excl. agencies)","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","South East (England)","Outside London","55","55","60490","62540"
"In post","2023","Department for Education (excl. agencies)","South West (England)","Outside London","315","305","47410","51360"
"In post","2023","Department for Education (excl. agencies)","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","West Midlands (England)","Outside London","865","845","42830","37670"
"In post","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","Outside London","1480","1410","43000","38070"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Outside London","145","140","39230","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Outside London","220","210","39930","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","London","2555","2485","46450","40620"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Outside London","320","315","40700","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Outside London","485","470","41690","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Outside London","55","55","41350","37310"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Outside London","380","365","44170","39530"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Outside London","1120","1070","42320","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Outside London","60","60","39860","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Outside London","260","250","42040","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Outside London","725","700","41730","37710"
"In post","2023","Department for International Trade","East Midlands (England)","Outside London","40","35","47380","46070"
"In post","2023","Department for International Trade","East of England","Outside London","40","40","43610","45190"
"In post","2023","Department for International Trade","London","London","2690","2660","49260","43290"
"In post","2023","Department for International Trade","North East (England)","Outside London","195","190","40080","38050"
"In post","2023","Department for International Trade","North West (England)","Outside London","75","70","43810","40170"
"In post","2023","Department for International Trade","Northern Ireland","Outside London","15","15","54540","52000"
"In post","2023","Department for International Trade","Overseas","Overseas","175","175","57480","55370"
"In post","2023","Department for International Trade","Scotland","Outside London","45","45","46270","50490"
"In post","2023","Department for International Trade","South East (England)","Outside London","30","30","43340","42920"
"In post","2023","Department for International Trade","South West (England)","Outside London","50","45","40920","42370"
"In post","2023","Department for International Trade","Wales","Outside London","50","50","49040","52000"
"In post","2023","Department for International Trade","West Midlands (England)","Outside London","75","70","41720","38740"
"In post","2023","Department for International Trade","Yorkshire and The Humber","Outside London","60","55","43080","43540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Outside London","55","50","42960","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Outside London","105","100","43040","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","London","2110","2065","51130","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Outside London","95","95","42940","38800"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Outside London","200","190","41030","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","Outside London","15","15","44730","41720"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","Outside London","35","35","46430","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","Outside London","15","15","36460","33050"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Outside London","150","145","44340","43430"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","Outside London","35","35","47670","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Outside London","315","305","39470","37060"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","Outside London","125","125","46200","40230"
"In post","2023","Department for Transport (excl. agencies)","East Midlands (England)","Outside London","30","30","58300","55020"
"In post","2023","Department for Transport (excl. agencies)","London","London","3020","2940","52170","55190"
"In post","2023","Department for Transport (excl. agencies)","North East (England)","Outside London","20","15","29260","27450"
"In post","2023","Department for Transport (excl. agencies)","North West (England)","Outside London","10","10","68950","61680"
"In post","2023","Department for Transport (excl. agencies)","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","South East (England)","Outside London","240","225","49740","39820"
"In post","2023","Department for Transport (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Wales","Outside London","55","55","46550","39820"
"In post","2023","Department for Transport (excl. agencies)","West Midlands (England)","Outside London","200","200","42050","39630"
"In post","2023","Department for Transport (excl. agencies)","Yorkshire and The Humber","Outside London","205","205","42280","39820"
"In post","2023","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Outside London","4125","3630","26920","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","East of England","Outside London","4045","3565","29460","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","London","London","9050","8375","36160","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","North East (England)","Outside London","9775","8735","29640","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North West (England)","Outside London","17475","15765","28890","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Scotland","Outside London","7865","6925","26570","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South East (England)","Outside London","5655","5045","28930","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South West (England)","Outside London","4905","4240","27520","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","340","325","34000","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wales","Outside London","5475","4925","27300","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Outside London","7115","6265","27360","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Outside London","9125","8135","31440","28120"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Outside London","30","25","54090","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","East of England","Outside London","40","40","53420","52740"
"In post","2023","Department of Health and Social Care (excl. agencies)","London","London","2385","2310","50910","54660"
"In post","2023","Department of Health and Social Care (excl. agencies)","North East (England)","Outside London","20","20","54370","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","North West (England)","Outside London","105","105","45140","39800"
"In post","2023","Department of Health and Social Care (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","South East (England)","Outside London","45","40","51960","51520"
"In post","2023","Department of Health and Social Care (excl. agencies)","South West (England)","Outside London","75","70","54140","51670"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Midlands (England)","Outside London","50","45","51670","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Outside London","920","885","45390","41950"
"In post","2023","Disclosure Scotland","Scotland","Outside London","365","345","31330","24890"
"In post","2023","Driver and Vehicle Licensing Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Wales","Outside London","6050","5365","27470","22500"
"In post","2023","Driver and Vehicle Licensing Agency","West Midlands (England)","Outside London","150","140","23600","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","East Midlands (England)","Outside London","525","505","32710","28590"
"In post","2023","Driver and Vehicle Standards Agency","East of England","Outside London","370","345","29680","27490"
"In post","2023","Driver and Vehicle Standards Agency","London","London","350","335","32970","31450"
"In post","2023","Driver and Vehicle Standards Agency","North East (England)","Outside London","380","355","27500","26960"
"In post","2023","Driver and Vehicle Standards Agency","North West (England)","Outside London","490","455","28990","27450"
"In post","2023","Driver and Vehicle Standards Agency","Scotland","Outside London","295","275","29140","27450"
"In post","2023","Driver and Vehicle Standards Agency","South East (England)","Outside London","495","465","30320","27490"
"In post","2023","Driver and Vehicle Standards Agency","South West (England)","Outside London","555","515","32720","28590"
"In post","2023","Driver and Vehicle Standards Agency","Wales","Outside London","575","545","30410","27450"
"In post","2023","Driver and Vehicle Standards Agency","West Midlands (England)","Outside London","400","380","29200","27450"
"In post","2023","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Outside London","470","435","28020","27450"
"In post","2023","Education Scotland","Scotland","Outside London","360","350","59670","65280"
"In post","2023","Education and Skills Funding Agency","East Midlands (England)","Outside London","30","30","41050","38210"
"In post","2023","Education and Skills Funding Agency","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","London","London","120","120","48990","42170"
"In post","2023","Education and Skills Funding Agency","North East (England)","Outside London","120","115","39960","37590"
"In post","2023","Education and Skills Funding Agency","North West (England)","Outside London","105","100","39100","37590"
"In post","2023","Education and Skills Funding Agency","South West (England)","Outside London","50","50","42500","37880"
"In post","2023","Education and Skills Funding Agency","West Midlands (England)","Outside London","175","170","43790","38210"
"In post","2023","Education and Skills Funding Agency","Yorkshire and The Humber","Outside London","165","160","40770","37880"
"In post","2023","Estyn","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Wales","Outside London","120","115","59550","73210"
"In post","2023","Estyn","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","London","London","175","170","49110","45400"
"In post","2023","FCDO Services","Overseas","Overseas","125","125","42020","41490"
"In post","2023","FCDO Services","South East (England)","Outside London","810","780","40650","35370"
"In post","2023","Food Standards Agency","East Midlands (England)","Outside London","95","90","36560","31260"
"In post","2023","Food Standards Agency","East of England","Outside London","145","140","36450","33320"
"In post","2023","Food Standards Agency","London","London","225","220","45670","41160"
"In post","2023","Food Standards Agency","North East (England)","Outside London","35","35","35020","31500"
"In post","2023","Food Standards Agency","North West (England)","Outside London","115","110","35780","30960"
"In post","2023","Food Standards Agency","Northern Ireland","Outside London","110","110","39140","38100"
"In post","2023","Food Standards Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Scotland","Outside London","10","10","39860","37720"
"In post","2023","Food Standards Agency","South East (England)","Outside London","120","115","45120","41160"
"In post","2023","Food Standards Agency","South West (England)","Outside London","135","130","36810","31260"
"In post","2023","Food Standards Agency","Wales","Outside London","160","155","38090","33220"
"In post","2023","Food Standards Agency","West Midlands (England)","Outside London","125","120","34710","31260"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Outside London","300","290","38160","33450"
"In post","2023","Food Standards Scotland","Scotland","Outside London","290","280","38730","34730"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","London","4390","4295","51930","51960"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","2105","2100","53290","54000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Outside London","845","810","42760","39660"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Outside London","260","255","33580","28090"
"In post","2023","Forestry and Land Scotland","Scotland","Outside London","1105","1065","34400","32220"
"In post","2023","Government Actuary's Department","London","London","200","190","68340","62610"
"In post","2023","Government Actuary's Department","Scotland","Outside London","15","10","70680","70000"
"In post","2023","Government Commercial Organisation","East Midlands (England)","Outside London","15","15","77170","73000"
"In post","2023","Government Commercial Organisation","East of England","Outside London","40","40","70250","67200"
"In post","2023","Government Commercial Organisation","London","London","650","640","78800","68230"
"In post","2023","Government Commercial Organisation","North East (England)","Outside London","35","35","64980","65500"
"In post","2023","Government Commercial Organisation","North West (England)","Outside London","220","220","67410","66270"
"In post","2023","Government Commercial Organisation","Scotland","Outside London","60","60","71180","69180"
"In post","2023","Government Commercial Organisation","South East (England)","Outside London","75","75","75240","70280"
"In post","2023","Government Commercial Organisation","South West (England)","Outside London","115","115","77190","70000"
"In post","2023","Government Commercial Organisation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Wales","Outside London","20","20","60390","65500"
"In post","2023","Government Commercial Organisation","West Midlands (England)","Outside London","90","90","78070","67510"
