"Status","Year","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Animal and Plant Health Agency","Devon CC","Outside London","215","205","28220","24920"
"In post","2023","Animal and Plant Health Agency","Dorset","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Cumbria","Outside London","190","180","26020","22150"
"In post","2023","Animal and Plant Health Agency","East Kent","Outside London","40","35","30590","30320"
"In post","2023","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","10","10","33080","30320"
"In post","2023","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","30","30","30350","29150"
"In post","2023","Animal and Plant Health Agency","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire CC","Outside London","80","75","31600","26030"
"In post","2023","Animal and Plant Health Agency","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gwynedd","Outside London","65","55","28240","25920"
"In post","2023","Animal and Plant Health Agency","Harrow and Hillingdon","London","15","15","38850","38060"
"In post","2023","Animal and Plant Health Agency","Heart of Essex","Outside London","35","35","31930","29740"
"In post","2023","Animal and Plant Health Agency","Hertfordshire CC","Outside London","10","10","34280","32480"
"In post","2023","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","45","45","35330","32720"
"In post","2023","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","20","20","29480","25920"
"In post","2023","Animal and Plant Health Agency","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","20","20","35850","33810"
"In post","2023","Animal and Plant Health Agency","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire CC","Outside London","20","20","35900","34950"
"In post","2023","Animal and Plant Health Agency","Manchester","Outside London","20","20","33070","29740"
"In post","2023","Animal and Plant Health Agency","Mid Kent","Outside London","25","25","30550","29150"
"In post","2023","Animal and Plant Health Agency","Mid Lancashire","Outside London","90","85","30680","25920"
"In post","2023","Animal and Plant Health Agency","North Yorkshire CC","Outside London","140","135","31890","26990"
"In post","2023","Animal and Plant Health Agency","North and West Norfolk","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","15","15","33230","30320"
"In post","2023","Animal and Plant Health Agency","Nottingham","Outside London","10","10","31060","26380"
"In post","2023","Animal and Plant Health Agency","Oxfordshire CC","Outside London","10","10","40190","37980"
"In post","2023","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Outside London","45","45","30810","26320"
"In post","2023","Animal and Plant Health Agency","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Powys","Outside London","20","15","35260","34150"
"In post","2023","Animal and Plant Health Agency","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scottish Borders","Outside London","15","15","33620","30320"
"In post","2023","Animal and Plant Health Agency","Shropshire","Outside London","45","40","35170","31110"
"In post","2023","Animal and Plant Health Agency","Somerset CC","Outside London","30","30","37050","37300"
"In post","2023","Animal and Plant Health Agency","South Ayrshire","Outside London","15","15","30730","25920"
"In post","2023","Animal and Plant Health Agency","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Lanarkshire","Outside London","15","15","34280","33810"
"In post","2023","Animal and Plant Health Agency","South Nottinghamshire","Outside London","20","20","30190","30320"
"In post","2023","Animal and Plant Health Agency","South West Wales","Outside London","155","145","28980","25920"
"In post","2023","Animal and Plant Health Agency","South and West Derbyshire","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Staffordshire CC","Outside London","95","90","27530","22150"
"In post","2023","Animal and Plant Health Agency","Suffolk CC","Outside London","45","45","33480","31840"
"In post","2023","Animal and Plant Health Agency","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Tyneside","Outside London","55","50","33200","29180"
"In post","2023","Animal and Plant Health Agency","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Surrey","Outside London","655","630","34130","29240"
"In post","2023","Animal and Plant Health Agency","West Sussex (North East)","Outside London","25","25","34070","30990"
"In post","2023","Animal and Plant Health Agency","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Westminster","London","20","20","44260","47300"
"In post","2023","Animal and Plant Health Agency","Wiltshire","Outside London","10","10","31150","26850"
"In post","2023","Animal and Plant Health Agency","Worcestershire CC","Outside London","170","155","30710","27500"
"In post","2023","Animal and Plant Health Agency","York","Outside London","130","130","27000","24920"
"In post","2023","Attorney General's Office","Westminster","London","50","50","50950","43000"
"In post","2023","Building Digital UK","Belfast","Outside London","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2023","Building Digital UK","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Darlington","Outside London","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Manchester","Outside London","60","60","42750","39930"
"In post","2023","Building Digital UK","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Westminster","London","140","140","48800","53010"
"In post","2023","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Belfast","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Birmingham","Outside London","60","60","62460","53420"
"In post","2023","Cabinet Office (excl. agencies)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Bristol, City of","Outside London","130","125","48520","51290"
"In post","2023","Cabinet Office (excl. agencies)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","45","45","46640","51290"
"In post","2023","Cabinet Office (excl. agencies)","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","City of Edinburgh","Outside London","10","10","41920","38460"
"In post","2023","Cabinet Office (excl. agencies)","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Dorset","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Glasgow City","Outside London","375","365","37590","33020"
"In post","2023","Cabinet Office (excl. agencies)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Greater Manchester South West","Outside London","85","85","43080","38460"
"In post","2023","Cabinet Office (excl. agencies)","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leeds","Outside London","65","60","44220","41050"
"In post","2023","Cabinet Office (excl. agencies)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Liverpool","Outside London","30","30","33080","33020"
"In post","2023","Cabinet Office (excl. agencies)","Manchester","Outside London","155","155","47200","50690"
"In post","2023","Cabinet Office (excl. agencies)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Milton Keynes","Outside London","70","65","35000","34320"
"In post","2023","Cabinet Office (excl. agencies)","North Hampshire","Outside London","25","25","42870","37110"
"In post","2023","Cabinet Office (excl. agencies)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Outside London","45","45","50140","51290"
"In post","2023","Cabinet Office (excl. agencies)","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Portsmouth","Outside London","10","10","34880","34320"
"In post","2023","Cabinet Office (excl. agencies)","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Sheffield","Outside London","45","40","43740","39580"
"In post","2023","Cabinet Office (excl. agencies)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Tower Hamlets","London","1185","1155","56250","56430"
"In post","2023","Cabinet Office (excl. agencies)","Tyneside","Outside London","335","310","29490","24860"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","165","160","42460","36460"
"In post","2023","Cabinet Office (excl. agencies)","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Westminster","London","2375","2335","52630","55790"
"In post","2023","Cabinet Office (excl. agencies)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","York","Outside London","575","550","34310","33020"
"In post","2023","Central Civil Service Fast Stream","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Birmingham","Outside London","45","45","30770","30130"
"In post","2023","Central Civil Service Fast Stream","Blackpool","Outside London","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Bristol, City of","Outside London","25","25","30240","30130"
"In post","2023","Central Civil Service Fast Stream","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cardiff and Vale of Glamorgan","Outside London","35","35","30760","30130"
"In post","2023","Central Civil Service Fast Stream","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Central Hampshire","Outside London","10","10","30750","30130"
"In post","2023","Central Civil Service Fast Stream","City of Edinburgh","Outside London","20","20","30310","30130"
"In post","2023","Central Civil Service Fast Stream","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Glasgow City","Outside London","30","30","31190","30130"
"In post","2023","Central Civil Service Fast Stream","Greater Manchester South West","Outside London","45","45","30670","30130"
"In post","2023","Central Civil Service Fast Stream","Hackney and Newham","London","30","30","30990","30130"
"In post","2023","Central Civil Service Fast Stream","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Leeds","Outside London","50","50","30800","30130"
"In post","2023","Central Civil Service Fast Stream","Liverpool","Outside London","15","15","30870","30130"
"In post","2023","Central Civil Service Fast Stream","Manchester","Outside London","40","40","30190","30130"
"In post","2023","Central Civil Service Fast Stream","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Nottingham","Outside London","20","20","31100","30130"
"In post","2023","Central Civil Service Fast Stream","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Tower Hamlets","London","60","60","30620","30130"
"In post","2023","Central Civil Service Fast Stream","Tyneside","Outside London","40","40","30530","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Westminster","London","1095","1090","30760","30130"
"In post","2023","Central Civil Service Fast Stream","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","York","Outside London","25","25","29880","28840"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Dorset","Outside London","160","150","35380","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Suffolk CC","Outside London","475","450","36290","31270"
"In post","2023","Charity Commission","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2023","Charity Commission","Sefton","Outside London","380","360","33830","30170"
"In post","2023","Charity Commission","Somerset CC","Outside London","35","30","34850","32360"
"In post","2023","Charity Commission","Westminster","London","80","80","45710","41370"
"In post","2023","Companies House","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Belfast","Outside London","25","25","26290","25610"
"In post","2023","Companies House","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Cardiff and Vale of Glamorgan","Outside London","1100","1020","32600","28070"
"In post","2023","Companies House","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","City of Edinburgh","Outside London","45","45","25940","25610"
"In post","2023","Companies House","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Belfast","Outside London","15","15","59620","59300"
"In post","2023","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Outside London","10","10","56500","57910"
"In post","2023","Competition and Markets Authority","City of Edinburgh","Outside London","70","65","59150","55950"
"In post","2023","Competition and Markets Authority","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Manchester","Outside London","15","15","48150","42920"
"In post","2023","Competition and Markets Authority","Tower Hamlets","London","795","770","62880","58330"
"In post","2023","Criminal Injuries Compensation Authority","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Glasgow City","Outside London","335","310","28020","25830"
"In post","2023","Criminal Injuries Compensation Authority","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Birmingham","Outside London","30","30","33640","32110"
"In post","2023","Crown Commercial Service","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
