"Status","Year","Age","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","East of England","East Anglia","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East of England","East Anglia","HEO","20","[c]","33160","32580"
"Leaver CS","2023","40-49","East of England","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East of England","East Anglia","SEO","15","[c]","42940","41980"
"Leaver CS","2023","40-49","East of England","East Anglia","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East of England","Essex","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East of England","Essex","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East of England","Essex","EO","35","[c]","28500","29290"
"Leaver CS","2023","40-49","East of England","Essex","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East of England","Essex","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East of England","Essex","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East of England","Essex","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East of England","Essex","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Inner London - East","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Inner London - East","AO","40","[c]","25360","25610"
"Leaver CS","2023","40-49","London","Inner London - East","EO","65","[c]","30640","31060"
"Leaver CS","2023","40-49","London","Inner London - East","G6","55","[c]","71790","69220"
"Leaver CS","2023","40-49","London","Inner London - East","G7","75","[c]","58620","56430"
"Leaver CS","2023","40-49","London","Inner London - East","HEO","45","[c]","36460","34590"
"Leaver CS","2023","40-49","London","Inner London - East","SCS level","35","[c]","96650","94150"
"Leaver CS","2023","40-49","London","Inner London - East","SEO","50","[c]","43890","42480"
"Leaver CS","2023","40-49","London","Inner London - East","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Inner London - West","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Inner London - West","AO","35","[c]","24820","25480"
"Leaver CS","2023","40-49","London","Inner London - West","EO","60","[c]","29910","29750"
"Leaver CS","2023","40-49","London","Inner London - West","G6","180","[c]","70210","67890"
"Leaver CS","2023","40-49","London","Inner London - West","G7","245","[c]","56920","55610"
"Leaver CS","2023","40-49","London","Inner London - West","HEO","85","[c]","35260","34960"
"Leaver CS","2023","40-49","London","Inner London - West","SCS level","130","[c]","92960","86150"
"Leaver CS","2023","40-49","London","Inner London - West","SEO","125","[c]","43580","43560"
"Leaver CS","2023","40-49","London","Inner London - West","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - East and North East","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - East and North East","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - East and North East","EO","35","[c]","31220","31060"
"Leaver CS","2023","40-49","London","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - East and North East","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - East and North East","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - South","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - South","AO","15","[c]","25530","25540"
"Leaver CS","2023","40-49","London","Outer London - South","EO","25","[c]","30710","31060"
"Leaver CS","2023","40-49","London","Outer London - South","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - South","G7","20","[c]","63070","61140"
"Leaver CS","2023","40-49","London","Outer London - South","HEO","35","[c]","36000","35700"
"Leaver CS","2023","40-49","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - South","SEO","20","[c]","42630","43210"
"Leaver CS","2023","40-49","London","Outer London - South","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - West and North West","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - West and North West","AO","20","[c]","24830","25480"
"Leaver CS","2023","40-49","London","Outer London - West and North West","EO","55","[c]","30800","31060"
"Leaver CS","2023","40-49","London","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - West and North West","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - West and North West","HEO","15","[c]","33950","33770"
"Leaver CS","2023","40-49","London","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Outer London - West and North West","SEO","20","[c]","42190","41750"
"Leaver CS","2023","40-49","London","Outer London - West and North West","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","AO","80","[c]","21630","21690"
"Leaver CS","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","EO","40","[c]","26950","27570"
"Leaver CS","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","G7","25","[c]","55120","56160"
"Leaver CS","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Tees Valley and Durham","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Tees Valley and Durham","AO","55","[c]","22190","21780"
"Leaver CS","2023","40-49","North East (England)","Tees Valley and Durham","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Tees Valley and Durham","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Tees Valley and Durham","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Tees Valley and Durham","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North East (England)","Tees Valley and Durham","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cheshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cheshire","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cheshire","EO","10","[c]","29750","28120"
"Leaver CS","2023","40-49","North West (England)","Cheshire","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cheshire","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cheshire","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cheshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cumbria","AO","15","[c]","23690","22150"
"Leaver CS","2023","40-49","North West (England)","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cumbria","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cumbria","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cumbria","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Cumbria","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Greater Manchester","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Greater Manchester","AO","75","[c]","21740","21590"
"Leaver CS","2023","40-49","North West (England)","Greater Manchester","EO","65","[c]","27020","27570"
"Leaver CS","2023","40-49","North West (England)","Greater Manchester","G6","15","[c]","69630","68490"
"Leaver CS","2023","40-49","North West (England)","Greater Manchester","G7","25","[c]","58690","56450"
"Leaver CS","2023","40-49","North West (England)","Greater Manchester","HEO","30","[c]","32500","32800"
"Leaver CS","2023","40-49","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Greater Manchester","SEO","30","[c]","39630","39190"
"Leaver CS","2023","40-49","North West (England)","Greater Manchester","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Lancashire","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Lancashire","AO","65","[c]","21670","21690"
"Leaver CS","2023","40-49","North West (England)","Lancashire","EO","25","[c]","28070","28120"
"Leaver CS","2023","40-49","North West (England)","Lancashire","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Lancashire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Lancashire","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Lancashire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Lancashire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Merseyside","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Merseyside","AO","80","[c]","21940","21690"
"Leaver CS","2023","40-49","North West (England)","Merseyside","EO","30","[c]","27210","27570"
"Leaver CS","2023","40-49","North West (England)","Merseyside","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North West (England)","Merseyside","HEO","15","[c]","31430","31080"
"Leaver CS","2023","40-49","North West (England)","Merseyside","SEO","15","[c]","44630","41670"
"Leaver CS","2023","40-49","North West (England)","Merseyside","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northern Ireland","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northern Ireland","Northern Ireland","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northern Ireland","Northern Ireland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northern Ireland","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northern Ireland","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northern Ireland","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northern Ireland","Northern Ireland","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Overseas","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Overseas","HEO","20","[c]","45840","44220"
"Leaver CS","2023","40-49","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Eastern Scotland","AA","15","[c]","22740","22920"
"Leaver CS","2023","40-49","Scotland","Eastern Scotland","AO","65","[c]","23370","21690"
"Leaver CS","2023","40-49","Scotland","Eastern Scotland","EO","45","[c]","30180","28610"
"Leaver CS","2023","40-49","Scotland","Eastern Scotland","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Eastern Scotland","G7","20","[c]","61300","65100"
"Leaver CS","2023","40-49","Scotland","Eastern Scotland","HEO","30","[c]","36430","34730"
"Leaver CS","2023","40-49","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Eastern Scotland","SEO","15","[c]","45580","43860"
"Leaver CS","2023","40-49","Scotland","Highlands and Islands","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Highlands and Islands","AO","15","[c]","23960","23700"
"Leaver CS","2023","40-49","Scotland","Highlands and Islands","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Highlands and Islands","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Highlands and Islands","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","North Eastern Scotland","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","North Eastern Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","North Eastern Scotland","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Southern Scotland","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Southern Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Southern Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Southern Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Southern Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","Southern Scotland","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","West Central Scotland","AA","15","[c]","22520","22180"
"Leaver CS","2023","40-49","Scotland","West Central Scotland","AO","80","[c]","23530","21690"
"Leaver CS","2023","40-49","Scotland","West Central Scotland","EO","30","[c]","29810","27610"
"Leaver CS","2023","40-49","Scotland","West Central Scotland","G6","15","[c]","71830","70920"
"Leaver CS","2023","40-49","Scotland","West Central Scotland","G7","15","[c]","56340","57030"
"Leaver CS","2023","40-49","Scotland","West Central Scotland","HEO","25","[c]","35900","34450"
"Leaver CS","2023","40-49","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scotland","West Central Scotland","SEO","20","[c]","43970","42860"
"Leaver CS","2023","40-49","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AO","50","[c]","25250","23160"
"Leaver CS","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","45","[c]","28620","28120"
"Leaver CS","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","15","[c]","34770","33730"
"Leaver CS","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","10","[c]","41540","39710"
"Leaver CS","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Hampshire and Isle of Wight","AA","10","[c]","22130","20620"
"Leaver CS","2023","40-49","South East (England)","Hampshire and Isle of Wight","AO","70","[c]","22640","21500"
"Leaver CS","2023","40-49","South East (England)","Hampshire and Isle of Wight","EO","50","[c]","27420","27470"
"Leaver CS","2023","40-49","South East (England)","Hampshire and Isle of Wight","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Hampshire and Isle of Wight","G7","30","[c]","54500","52640"
"Leaver CS","2023","40-49","South East (England)","Hampshire and Isle of Wight","HEO","35","[c]","33500","33300"
"Leaver CS","2023","40-49","South East (England)","Hampshire and Isle of Wight","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Hampshire and Isle of Wight","SEO","30","[c]","41630","40580"
"Leaver CS","2023","40-49","South East (England)","Hampshire and Isle of Wight","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Kent","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Kent","AO","40","[c]","24200","22480"
"Leaver CS","2023","40-49","South East (England)","Kent","EO","50","[c]","28530","29290"
"Leaver CS","2023","40-49","South East (England)","Kent","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Kent","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Kent","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Kent","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Surrey, East and West Sussex","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Surrey, East and West Sussex","AO","40","[c]","22100","21690"
"Leaver CS","2023","40-49","South East (England)","Surrey, East and West Sussex","EO","50","[c]","27580","27570"
"Leaver CS","2023","40-49","South East (England)","Surrey, East and West Sussex","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Surrey, East and West Sussex","G7","10","[c]","59030","57750"
"Leaver CS","2023","40-49","South East (England)","Surrey, East and West Sussex","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Surrey, East and West Sussex","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South East (England)","Surrey, East and West Sussex","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Cornwall and Isles of Scilly","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Devon","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Devon","AO","35","[c]","23660","21780"
"Leaver CS","2023","40-49","South West (England)","Devon","EO","25","[c]","27920","27570"
"Leaver CS","2023","40-49","South West (England)","Devon","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Devon","G7","20","[c]","50480","48540"
"Leaver CS","2023","40-49","South West (England)","Devon","HEO","15","[c]","35420","34000"
"Leaver CS","2023","40-49","South West (England)","Devon","SEO","20","[c]","42780","43420"
"Leaver CS","2023","40-49","South West (England)","Devon","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Dorset and Somerset","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Dorset and Somerset","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Dorset and Somerset","EO","30","[c]","27810","27570"
"Leaver CS","2023","40-49","South West (England)","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Dorset and Somerset","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Dorset and Somerset","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Dorset and Somerset","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Dorset and Somerset","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","60","[c]","22890","21690"
"Leaver CS","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","75","[c]","28180","27570"
"Leaver CS","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","20","[c]","73990","70810"
"Leaver CS","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","75","[c]","53760","53860"
"Leaver CS","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","60","[c]","32870","33000"
"Leaver CS","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","85","[c]","41650","41540"
"Leaver CS","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","25","[c]","40140","42130"
"Leaver CS","2023","40-49","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Unknown","30","[c]","34880","33710"
"Leaver CS","2023","40-49","Wales","East Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Wales","East Wales","AO","60","[c]","21950","21690"
"Leaver CS","2023","40-49","Wales","East Wales","EO","45","[c]","27650","27020"
"Leaver CS","2023","40-49","Wales","East Wales","G6","10","[c]","65960","64310"
"Leaver CS","2023","40-49","Wales","East Wales","G7","20","[c]","56340","54810"
"Leaver CS","2023","40-49","Wales","East Wales","HEO","20","[c]","33790","33640"
"Leaver CS","2023","40-49","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Wales","East Wales","SEO","20","[c]","43930","43770"
"Leaver CS","2023","40-49","Wales","East Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Wales","West Wales and The Valleys","AA","15","[c]","18690","19000"
"Leaver CS","2023","40-49","Wales","West Wales and The Valleys","AO","95","[c]","22040","21840"
"Leaver CS","2023","40-49","Wales","West Wales and The Valleys","EO","35","[c]","27910","28120"
"Leaver CS","2023","40-49","Wales","West Wales and The Valleys","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Wales","West Wales and The Valleys","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Wales","West Wales and The Valleys","HEO","15","[c]","33910","32160"
"Leaver CS","2023","40-49","Wales","West Wales and The Valleys","SEO","15","[c]","41640","40070"
"Leaver CS","2023","40-49","Wales","West Wales and The Valleys","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AO","30","[c]","24510","21690"
"Leaver CS","2023","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","20","[c]","27940","28120"
"Leaver CS","2023","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","AO","50","[c]","21660","21690"
"Leaver CS","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","EO","35","[c]","27820","28120"
"Leaver CS","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","West Midlands","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","West Midlands","AO","75","[c]","21950","21690"
"Leaver CS","2023","40-49","West Midlands (England)","West Midlands","EO","55","[c]","27480","27570"
"Leaver CS","2023","40-49","West Midlands (England)","West Midlands","G6","15","[c]","75900","75160"
"Leaver CS","2023","40-49","West Midlands (England)","West Midlands","G7","35","[c]","53770","51460"
"Leaver CS","2023","40-49","West Midlands (England)","West Midlands","HEO","35","[c]","35190","32970"
"Leaver CS","2023","40-49","West Midlands (England)","West Midlands","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Midlands (England)","West Midlands","SEO","40","[c]","43070","39820"
"Leaver CS","2023","40-49","West Midlands (England)","West Midlands","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AO","20","[c]","25720","22400"
"Leaver CS","2023","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
