"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Animal and Plant Health Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","EO","Female","5","5","[c]","[c]"
"In post","2023","Asian","Building Digital UK","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Asian","Building Digital UK","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Asian","Building Digital UK","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","EO","Female","45","40","28030","28370"
"In post","2023","Asian","Cabinet Office (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","G6/G7","Female","90","90","60300","58310"
"In post","2023","Asian","Cabinet Office (excl. agencies)","G6/G7","Male","75","75","58730","56430"
"In post","2023","Asian","Cabinet Office (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","SEO/HEO","Female","95","95","37830","37190"
"In post","2023","Asian","Cabinet Office (excl. agencies)","SEO/HEO","Male","70","70","39030","38460"
"In post","2023","Asian","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Civil Service Fast Stream","SEO/HEO","Female","100","100","30690","30130"
"In post","2023","Asian","Central Civil Service Fast Stream","SEO/HEO","Male","85","85","30920","30130"
"In post","2023","Asian","Central Civil Service Fast Stream","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","EO","Female","10","10","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","EO","Male","5","5","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","G6/G7","Male","30","30","66770","61880"
"In post","2023","Asian","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","EO","Female","10","10","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","AA/AO","Female","170","155","23260","22870"
"In post","2023","Asian","Crown Prosecution Service","AA/AO","Male","60","60","23070","22870"
"In post","2023","Asian","Crown Prosecution Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","EO","Female","115","110","28480","28200"
"In post","2023","Asian","Crown Prosecution Service","EO","Male","35","35","28440","28200"
"In post","2023","Asian","Crown Prosecution Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","G6/G7","Female","220","200","57270","55170"
"In post","2023","Asian","Crown Prosecution Service","G6/G7","Male","105","105","57610","55290"
"In post","2023","Asian","Crown Prosecution Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","SEO/HEO","Female","80","75","37600","38760"
"In post","2023","Asian","Crown Prosecution Service","SEO/HEO","Male","40","40","36530","37770"
"In post","2023","Asian","Crown Prosecution Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","AA/AO","Male","50","50","25050","24750"
"In post","2023","Asian","Defence Equipment and Support","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","EO","Female","10","10","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","EO","Male","10","10","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","SEO/HEO","Female","75","70","36050","34080"
"In post","2023","Asian","Defence Equipment and Support","SEO/HEO","Male","120","120","38570","38790"
"In post","2023","Asian","Defence Equipment and Support","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","G6/G7","Male","25","20","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","SEO/HEO","Male","35","35","33430","30650"
"In post","2023","Asian","Defence Science and Technology Laboratory","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","30","30","28490","28720"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","130","130","59380","55350"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","95","95","59250","57300"
