"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Criminal Injuries Compensation Authority","Operational Delivery","20","[c]","23000","21780"
"New entrant CS","2023","20-29","Crown Commercial Service","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Legal","10","[c]","52360","52360"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","85","[c]","24100","22180"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Finance","10","[c]","21610","19560"
"New entrant CS","2023","20-29","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Legal","65","[c]","35080","28200"
"New entrant CS","2023","20-29","Crown Prosecution Service","Operational Delivery","320","[c]","22930","21890"
"New entrant CS","2023","20-29","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","Commercial","55","[c]","26490","26000"
"New entrant CS","2023","20-29","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","Digital, Data and Technology","35","[c]","28030","24750"
"New entrant CS","2023","20-29","Defence Equipment and Support","Finance","35","[c]","25320","25000"
"New entrant CS","2023","20-29","Defence Equipment and Support","Human Resources","20","[c]","23860","21250"
"New entrant CS","2023","20-29","Defence Equipment and Support","Operational Delivery","50","[c]","25770","21500"
"New entrant CS","2023","20-29","Defence Equipment and Support","Other","45","[c]","24420","22410"
"New entrant CS","2023","20-29","Defence Equipment and Support","Project Delivery","80","[c]","26190","24750"
"New entrant CS","2023","20-29","Defence Equipment and Support","Science and Engineering","110","[c]","27900","27540"
"New entrant CS","2023","20-29","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Human Resources","10","[c]","25800","24630"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Operational Delivery","20","[c]","26140","24630"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Operational Research","25","[c]","28140","27330"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Other","65","[c]","25240","26310"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Project Delivery","30","[c]","28320","24630"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Science and Engineering","235","[c]","27400","27330"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","40","[c]","34070","34480"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","10","[c]","29080","25900"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","190","[c]","32610","31120"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","60","[c]","32610","35040"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Commercial","10","[c]","31580","33960"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Communications","25","[c]","31860","29530"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","30","[c]","31400","30330"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","20","[c]","27620","27710"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Policy","65","[c]","29730","30330"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Project Delivery","20","[c]","30950","25900"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Social Research","10","[c]","26720","18370"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","10","[c]","32230","30320"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","20","[c]","32660","33830"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","45","[c]","33510","32070"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","10","[c]","41620","42490"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","10","[c]","36650","32070"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","205","[c]","36000","33830"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","20","[c]","31440","29700"
"New entrant CS","2023","20-29","Department for International Trade","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Communications","15","[c]","35610","35010"
"New entrant CS","2023","20-29","Department for International Trade","Digital, Data and Technology","20","[c]","33580","33380"
"New entrant CS","2023","20-29","Department for International Trade","Economics","15","[c]","33410","35010"
"New entrant CS","2023","20-29","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Human Resources","15","[c]","28920","29280"
"New entrant CS","2023","20-29","Department for International Trade","International Trade","120","[c]","33230","35010"
"New entrant CS","2023","20-29","Department for International Trade","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Operational Delivery","15","[c]","30740","29280"
"New entrant CS","2023","20-29","Department for International Trade","Other","10","[c]","32230","29280"
"New entrant CS","2023","20-29","Department for International Trade","Policy","20","[c]","35800","35010"
"New entrant CS","2023","20-29","Department for International Trade","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","Unknown","40","[c]","22880","18300"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","75","[c]","31370","33880"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","35","[c]","30240","28000"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
