"Status","Year","Function_of_post","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","155","150","34280","30350"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","10","10","29980","26240"
"In post","2023","Analysis","Department for International Trade","London","London","245","240","49200","55370"
"In post","2023","Analysis","Department for International Trade","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","London","210","205","49480","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","20","20","45520","42450"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","25","25","38030","34180"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","East Midlands (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Analysis","Department for Transport","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","London","London","320","310","51080","55230"
"In post","2023","Analysis","Department for Transport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","South East (England)","Outside London","10","10","40770","35380"
"In post","2023","Analysis","Department for Transport","South West (England)","Outside London","15","10","33890","32950"
"In post","2023","Analysis","Department for Transport","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","West Midlands (England)","Outside London","25","25","34740","31660"
"In post","2023","Analysis","Department for Transport","Yorkshire and The Humber","Outside London","30","30","35810","32230"
"In post","2023","Analysis","Department for Work and Pensions","East Midlands (England)","Outside London","30","30","42820","40820"
"In post","2023","Analysis","Department for Work and Pensions","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","London","London","225","215","50310","43760"
"In post","2023","Analysis","Department for Work and Pensions","North East (England)","Outside London","105","100","43140","38470"
"In post","2023","Analysis","Department for Work and Pensions","North West (England)","Outside London","80","75","39190","34170"
"In post","2023","Analysis","Department for Work and Pensions","Scotland","Outside London","20","15","34290","34170"
"In post","2023","Analysis","Department for Work and Pensions","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Yorkshire and The Humber","Outside London","195","175","45940","41510"
"In post","2023","Analysis","Department of Health and Social Care","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","London","London","150","145","44750","41480"
"In post","2023","Analysis","Department of Health and Social Care","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Yorkshire and The Humber","Outside London","60","60","46240","50830"
"In post","2023","Analysis","Estyn","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","London","London","15","15","39630","39790"
"In post","2023","Analysis","Food Standards Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","London","London","45","40","53970","55850"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","London","10","10","57230","59150"
"In post","2023","Analysis","HM Land Registry","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","London","London","430","415","53040","45960"
"In post","2023","Analysis","HM Revenue and Customs","North East (England)","Outside London","40","40","43180","41500"
"In post","2023","Analysis","HM Revenue and Customs","North West (England)","Outside London","320","305","44480","42140"
"In post","2023","Analysis","HM Revenue and Customs","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","South West (England)","Outside London","15","10","39490","41500"
"In post","2023","Analysis","HM Revenue and Customs","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Yorkshire and The Humber","Outside London","20","20","48020","43100"
"In post","2023","Analysis","HM Treasury","London","London","210","205","47050","43320"
"In post","2023","Analysis","HM Treasury","North East (England)","Outside London","20","20","39160","32790"
"In post","2023","Analysis","HM Treasury","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","London","London","475","465","46750","43700"
"In post","2023","Analysis","Home Office","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","North West (England)","Outside London","25","25","40600","39000"
"In post","2023","Analysis","Home Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Yorkshire and The Humber","Outside London","65","60","40050","39080"
"In post","2023","Analysis","Ministry of Defence","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","East of England","Outside London","10","10","41180","41200"
"In post","2023","Analysis","Ministry of Defence","London","London","140","140","46890","45750"
"In post","2023","Analysis","Ministry of Defence","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","South East (England)","Outside London","620","595","44650","44120"
"In post","2023","Analysis","Ministry of Defence","South West (England)","Outside London","585","565","43040","39890"
"In post","2023","Analysis","Ministry of Defence","West Midlands (England)","Outside London","10","10","30530","33830"
"In post","2023","Analysis","Ministry of Justice","East Midlands (England)","Outside London","20","20","38230","37680"
"In post","2023","Analysis","Ministry of Justice","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","London","London","565","545","49030","43650"
"In post","2023","Analysis","Ministry of Justice","North East (England)","Outside London","15","15","36310","37680"
"In post","2023","Analysis","Ministry of Justice","North West (England)","Outside London","30","30","38000","37680"
"In post","2023","Analysis","Ministry of Justice","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Wales","Outside London","25","25","40710","37680"
"In post","2023","Analysis","Ministry of Justice","West Midlands (England)","Outside London","15","15","41190","37680"
"In post","2023","Analysis","Ministry of Justice","Yorkshire and The Humber","Outside London","70","65","40360","37680"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","London","35","30","48530","36330"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","10","10","44730","33130"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","105","95","41600","40640"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","15","15","35400","32800"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","London","London","110","110","49660","46250"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Scotland","Outside London","55","55","43500","38500"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","London","London","30","30","58950","57140"
"In post","2023","Analysis","Office of Rail and Road","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","Scottish Government","Scotland","Outside London","20","20","40080","38170"
"In post","2023","Analysis","UK Export Finance","London","London","20","20","53170","51570"
"In post","2023","Analysis","UK Statistics Authority","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","London","London","175","170","46930","41890"
"In post","2023","Analysis","UK Statistics Authority","North East (England)","Outside London","85","85","33330","31560"
"In post","2023","Analysis","UK Statistics Authority","North West (England)","Outside London","20","20","34230","31560"
"In post","2023","Analysis","UK Statistics Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","Scotland","Outside London","15","15","41650","38470"
"In post","2023","Analysis","UK Statistics Authority","South East (England)","Outside London","520","490","39530","37760"
"In post","2023","Analysis","UK Statistics Authority","South West (England)","Outside London","15","10","37540","38570"
"In post","2023","Analysis","UK Statistics Authority","Wales","Outside London","1055","1015","38990","37760"
"In post","2023","Analysis","UK Statistics Authority","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","Yorkshire and The Humber","Outside London","15","10","37950","38070"
"In post","2023","Analysis","Water Services Regulation Authority","London","London","30","30","59140","48200"
"In post","2023","Analysis","Water Services Regulation Authority","West Midlands (England)","Outside London","20","20","61820","54660"
"In post","2023","Analysis","Welsh Government","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","London","London","15","15","36980","35190"
"In post","2023","Commercial","Attorney General's Departments","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Yorkshire and The Humber","Outside London","15","15","42510","38940"
"In post","2023","Commercial","Cabinet Office","East Midlands (England)","Outside London","20","15","72160","71560"
"In post","2023","Commercial","Cabinet Office","East of England","Outside London","135","130","51340","41050"
"In post","2023","Commercial","Cabinet Office","London","London","835","825","71240","66270"
"In post","2023","Commercial","Cabinet Office","North East (England)","Outside London","40","40","60830","65500"
"In post","2023","Commercial","Cabinet Office","North West (England)","Outside London","425","420","53050","51290"
"In post","2023","Commercial","Cabinet Office","Scotland","Outside London","80","80","64110","65500"
"In post","2023","Commercial","Cabinet Office","South East (England)","Outside London","75","75","74700","69990"
"In post","2023","Commercial","Cabinet Office","South West (England)","Outside London","125","120","75790","67850"
"In post","2023","Commercial","Cabinet Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Wales","Outside London","85","80","41570","38980"
"In post","2023","Commercial","Cabinet Office","West Midlands (England)","Outside London","105","100","71970","66790"
"In post","2023","Commercial","Cabinet Office","Yorkshire and The Humber","Outside London","210","205","63210","65500"
"In post","2023","Commercial","Chancellor's other departments","London","London","10","10","53630","49640"
"In post","2023","Commercial","Chancellor's other departments","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Charity Commission","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","London","London","5","5","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","London","London","30","25","47790","45190"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","155","145","44190","45150"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Wales","Outside London","20","20","40440","42620"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","London","London","30","30","48130","40040"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","10","10","39210","31880"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","East Midlands (England)","Outside London","25","25","47600","51360"
"In post","2023","Commercial","Department for Education","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","London","London","25","20","53150","55380"
"In post","2023","Commercial","Department for Education","North East (England)","Outside London","55","55","41080","39090"
"In post","2023","Commercial","Department for Education","North West (England)","Outside London","60","60","42670","38210"
"In post","2023","Commercial","Department for Education","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Education","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","West Midlands (England)","Outside London","35","35","43530","41880"
"In post","2023","Commercial","Department for Education","Yorkshire and The Humber","Outside London","80","80","39750","38830"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","20","20","28720","28120"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","East of England","Outside London","30","25","41940","37310"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","London","London","20","20","37240","40140"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","15","10","35140","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","40","40","38680","37550"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","45","40","38260","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Wales","Outside London","15","15","36820","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","25","25","34480","34670"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","25","25","36970","37300"
"In post","2023","Commercial","Department for International Trade","London","London","35","35","39920","38160"
"In post","2023","Commercial","Department for International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","London","London","30","30","44520","41820"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","East Midlands (England)","Outside London","10","10","37910","40180"
"In post","2023","Commercial","Department for Transport","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","London","London","120","115","53870","55190"
"In post","2023","Commercial","Department for Transport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","South East (England)","Outside London","20","20","40980","40370"
"In post","2023","Commercial","Department for Transport","South West (England)","Outside London","20","20","38220","33850"
"In post","2023","Commercial","Department for Transport","Wales","Outside London","200","180","34140","31660"
"In post","2023","Commercial","Department for Transport","West Midlands (England)","Outside London","15","15","34920","31660"
"In post","2023","Commercial","Department for Transport","Yorkshire and The Humber","Outside London","10","10","34780","31660"
"In post","2023","Commercial","Department for Work and Pensions","East Midlands (England)","Outside London","35","35","41860","36130"
"In post","2023","Commercial","Department for Work and Pensions","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","North West (England)","Outside London","30","25","33480","28120"
"In post","2023","Commercial","Department for Work and Pensions","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","South West (England)","Outside London","[c]","[c]","[c]","[c]"
