"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Economics","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","City of Edinburgh","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Croydon","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Croydon","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Darlington","AA/AO","10","10","21710","21200"
"In post","2023","Analysis","Economics","Darlington","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Darlington","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Darlington","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Darlington","SEO/HEO","15","15","32980","31560"
"In post","2023","Analysis","Economics","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Glasgow City","G6/G7","10","10","58240","55290"
"In post","2023","Analysis","Economics","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Greater Manchester South West","EO","10","10","26750","27650"
"In post","2023","Analysis","Economics","Greater Manchester South West","G6/G7","10","10","60840","57970"
"In post","2023","Analysis","Economics","Greater Manchester South West","SEO/HEO","30","30","36350","34700"
"In post","2023","Analysis","Economics","Hackney and Newham","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Hackney and Newham","SEO/HEO","20","20","39780","39110"
"In post","2023","Analysis","Economics","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Leeds","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Leeds","G6/G7","10","10","57840","53940"
"In post","2023","Analysis","Economics","Leeds","SEO/HEO","10","10","34130","31350"
"In post","2023","Analysis","Economics","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Liverpool","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Manchester","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Manchester","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Manchester","SEO/HEO","20","20","37510","36560"
"In post","2023","Analysis","Economics","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Monmouthshire and Newport","AA/AO","20","20","21390","21200"
"In post","2023","Analysis","Economics","Monmouthshire and Newport","EO","10","10","24840","24840"
"In post","2023","Analysis","Economics","Monmouthshire and Newport","G6/G7","25","25","55760","52490"
"In post","2023","Analysis","Economics","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Monmouthshire and Newport","SEO/HEO","55","55","34110","31560"
"In post","2023","Analysis","Economics","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Sheffield","G6/G7","10","10","57420","53450"
"In post","2023","Analysis","Economics","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Sheffield","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","South Hampshire","SEO/HEO","20","20","33010","31560"
"In post","2023","Analysis","Economics","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South Lanarkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Tower Hamlets","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Tower Hamlets","EO","20","20","29340","29000"
"In post","2023","Analysis","Economics","Tower Hamlets","G6/G7","110","105","66940","63790"
"In post","2023","Analysis","Economics","Tower Hamlets","SCS level","25","20","109070","101830"
"In post","2023","Analysis","Economics","Tower Hamlets","SEO/HEO","65","65","39170","35470"
"In post","2023","Analysis","Economics","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Westminster","AA/AO","20","20","25330","23740"
"In post","2023","Analysis","Economics","Westminster","EO","90","90","28670","28850"
"In post","2023","Analysis","Economics","Westminster","G6/G7","495","485","60290","57030"
"In post","2023","Analysis","Economics","Westminster","SCS level","50","50","86030","80150"
"In post","2023","Analysis","Economics","Westminster","SEO/HEO","420","415","37590","36270"
"In post","2023","Analysis","Economics","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Wolverhampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Dorset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Hackney and Newham","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Monmouthshire and Newport","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Monmouthshire and Newport","SEO/HEO","15","15","36550","32740"
"In post","2023","Analysis","Intelligence Analysis","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Oxfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Sefton","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Tower Hamlets","G6/G7","15","15","63700","58190"
"In post","2023","Analysis","Intelligence Analysis","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Tower Hamlets","SEO/HEO","10","10","44250","45190"
"In post","2023","Analysis","Intelligence Analysis","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Westminster","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wiltshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wiltshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Worcestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","York","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Stoke-on-Trent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Westminster","G6/G7","10","10","61270","59390"
"In post","2023","Analysis","Knowledge and Information Management","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Westminster","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Legal","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Angus and Dundee City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Croydon","SEO/HEO","10","10","39430","36380"
"In post","2023","Analysis","Operational Delivery","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Darlington","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Darlington","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Ayrshire and North Ayrshire mainland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hackney and Newham","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hackney and Newham","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
