"Status","Year","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","AA/AO","2145","[c]","22140","21780"
"Leaver Dept.","2023","Operational Delivery","EO","2230","[c]","28250","28120"
"Leaver Dept.","2023","Operational Delivery","G6/G7","250","[c]","58310","56730"
"Leaver Dept.","2023","Operational Delivery","SCS level","40","[c]","97250","91040"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","940","[c]","35840","34360"
"Leaver Dept.","2023","Operational Delivery","Unknown","125","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","40","[c]","37710","37680"
"Leaver Dept.","2023","Other","AA/AO","70","[c]","22010","21690"
"Leaver Dept.","2023","Other","EO","85","[c]","28430","28120"
"Leaver Dept.","2023","Other","G6/G7","55","[c]","58350","55310"
"Leaver Dept.","2023","Other","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","SEO/HEO","115","[c]","36330","36000"
"Leaver Dept.","2023","Other","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","AA/AO","25","[c]","23170","22500"
"Leaver Dept.","2023","Policy","EO","210","[c]","28260","28120"
"Leaver Dept.","2023","Policy","G6/G7","695","[c]","57730","55150"
"Leaver Dept.","2023","Policy","SCS level","100","[c]","84810","78170"
"Leaver Dept.","2023","Policy","SEO/HEO","1205","[c]","37270","36340"
"Leaver Dept.","2023","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","60","[c]","27600","27160"
"Leaver Dept.","2023","Project Delivery","G6/G7","120","[c]","57150","55120"
"Leaver Dept.","2023","Project Delivery","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SEO/HEO","370","[c]","36670","35880"
"Leaver Dept.","2023","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA/AO","10","[c]","21060","21150"
"Leaver Dept.","2023","Property","EO","25","[c]","26800","26020"
"Leaver Dept.","2023","Property","G6/G7","20","[c]","56990","55150"
"Leaver Dept.","2023","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO/HEO","55","[c]","38510","38530"
"Leaver Dept.","2023","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","EO","10","[c]","27700","27960"
"Leaver Dept.","2023","Science and Engineering","G6/G7","30","[c]","53580","49670"
"Leaver Dept.","2023","Science and Engineering","SEO/HEO","80","[c]","35660","33830"
"Leaver Dept.","2023","Security","AA/AO","40","[c]","25500","24910"
"Leaver Dept.","2023","Security","EO","15","[c]","28540","26960"
"Leaver Dept.","2023","Security","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO/HEO","50","[c]","38100","37850"
"Leaver Dept.","2023","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","G6/G7","15","[c]","61840","58030"
"Leaver Dept.","2023","Social Research","SEO/HEO","80","[c]","38110","38110"
"Leaver Dept.","2023","Statistics","EO","15","[c]","29400","29690"
"Leaver Dept.","2023","Statistics","G6/G7","20","[c]","60320","61480"
"Leaver Dept.","2023","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","SEO/HEO","150","[c]","35300","33770"
"Leaver Dept.","2023","Tax","AA/AO","115","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","EO","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","SEO/HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","115","[c]","23380","21990"
"Leaver Dept.","2023","Unknown","EO","330","[c]","27610","27500"
"Leaver Dept.","2023","Unknown","G6/G7","700","[c]","59090","56430"
"Leaver Dept.","2023","Unknown","SCS level","130","[c]","85280","78100"
"Leaver Dept.","2023","Unknown","SEO/HEO","1225","[c]","35820","34710"
"Leaver Dept.","2023","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AA/AO","95","[c]","22540","22220"
"New entrant CS","2023","Commercial","EO","115","[c]","26890","27080"
"New entrant CS","2023","Commercial","G6/G7","100","[c]","67440","68000"
"New entrant CS","2023","Commercial","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SEO/HEO","325","[c]","35340","34000"
"New entrant CS","2023","Commercial","Unknown","25","[c]","33360","32500"
"New entrant CS","2023","Communications","AA/AO","35","[c]","22600","22220"
"New entrant CS","2023","Communications","EO","105","[c]","27400","27080"
"New entrant CS","2023","Communications","G6/G7","65","[c]","58350","55290"
"New entrant CS","2023","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SEO/HEO","340","[c]","37390","37420"
"New entrant CS","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","AA/AO","230","[c]","23340","21690"
"New entrant CS","2023","Counter Fraud","EO","200","[c]","28420","27890"
"New entrant CS","2023","Counter Fraud","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","SEO/HEO","90","[c]","35740","34170"
"New entrant CS","2023","Digital, Data and Technology","AA/AO","115","[c]","22640","22220"
"New entrant CS","2023","Digital, Data and Technology","EO","585","[c]","27830","27650"
"New entrant CS","2023","Digital, Data and Technology","G6/G7","660","[c]","58030","56000"
"New entrant CS","2023","Digital, Data and Technology","SCS level","40","[c]","104340","1e+05"
"New entrant CS","2023","Digital, Data and Technology","SEO/HEO","1450","[c]","37480","37590"
"New entrant CS","2023","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Economics","AA/AO","70","[c]","22240","22520"
"New entrant CS","2023","Economics","EO","60","[c]","27420","28510"
"New entrant CS","2023","Economics","G6/G7","25","[c]","62060","57270"
"New entrant CS","2023","Economics","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SEO/HEO","220","[c]","34900","34480"
"New entrant CS","2023","Finance","AA/AO","215","[c]","22250","22520"
"New entrant CS","2023","Finance","EO","170","[c]","27300","27080"
"New entrant CS","2023","Finance","G6/G7","90","[c]","56620","54910"
"New entrant CS","2023","Finance","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","290","[c]","37390","37310"
"New entrant CS","2023","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","AA/AO","20","[c]","21690","21690"
"New entrant CS","2023","Geography","EO","15","[c]","28540","27610"
"New entrant CS","2023","Geography","SEO/HEO","15","[c]","36130","34370"
"New entrant CS","2023","Human Resources","AA/AO","290","[c]","22160","22180"
"New entrant CS","2023","Human Resources","EO","365","[c]","27450","27140"
"New entrant CS","2023","Human Resources","G6/G7","110","[c]","56690","54590"
"New entrant CS","2023","Human Resources","SCS level","10","[c]","99310","85000"
"New entrant CS","2023","Human Resources","SEO/HEO","415","[c]","36600","34570"
"New entrant CS","2023","Human Resources","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","145","[c]","75820","77470"
"New entrant CS","2023","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","165","[c]","47330","47750"
"New entrant CS","2023","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","EO","110","[c]","27310","27080"
"New entrant CS","2023","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","40","[c]","36500","35620"
"New entrant CS","2023","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","10","[c]","55620","54750"
"New entrant CS","2023","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","40","[c]","39170","39200"
"New entrant CS","2023","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","EO","70","[c]","27380","27420"
"New entrant CS","2023","International Trade","G6/G7","95","[c]","56790","55370"
"New entrant CS","2023","International Trade","SEO/HEO","330","[c]","39460","39700"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","45","[c]","22460","22220"
"New entrant CS","2023","Knowledge and Information Management","EO","60","[c]","27420","27080"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","15","[c]","55050","54630"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","80","[c]","34990","34170"
"New entrant CS","2023","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AA/AO","10","[c]","22240","24280"
"New entrant CS","2023","Legal","EO","170","[c]","28310","27760"
"New entrant CS","2023","Legal","G6/G7","410","[c]","54830","52600"
"New entrant CS","2023","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","250","[c]","39590","38760"
"New entrant CS","2023","Medicine","AA/AO","45","[c]","23500","23180"
"New entrant CS","2023","Medicine","EO","55","[c]","31510","32930"
"New entrant CS","2023","Medicine","G6/G7","85","[c]","75850","79240"
"New entrant CS","2023","Medicine","SCS level","35","[c]","107300","106000"
"New entrant CS","2023","Medicine","SEO/HEO","115","[c]","39280","40590"
"New entrant CS","2023","Operational Delivery","AA/AO","20455","[c]","24190","22520"
"New entrant CS","2023","Operational Delivery","EO","5830","[c]","27570","26780"
"New entrant CS","2023","Operational Delivery","G6/G7","360","[c]","58310","55150"
"New entrant CS","2023","Operational Delivery","SCS level","40","[c]","100650","95950"
"New entrant CS","2023","Operational Delivery","SEO/HEO","1735","[c]","36190","34400"
"New entrant CS","2023","Operational Delivery","Unknown","4100","[c]","23150","23640"
"New entrant CS","2023","Operational Research","AA/AO","95","[c]","22450","22520"
"New entrant CS","2023","Operational Research","EO","10","[c]","28390","27870"
"New entrant CS","2023","Operational Research","G6/G7","15","[c]","53750","49260"
"New entrant CS","2023","Operational Research","SEO/HEO","95","[c]","34320","34190"
"New entrant CS","2023","Other","AA/AO","930","[c]","21590","21690"
"New entrant CS","2023","Other","EO","235","[c]","28080","28650"
"New entrant CS","2023","Other","G6/G7","80","[c]","58130","54680"
"New entrant CS","2023","Other","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Other","SEO/HEO","325","[c]","35050","34170"
"New entrant CS","2023","Other","Unknown","150","[c]","22470","17530"
"New entrant CS","2023","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","G6/G7","80","[c]","49590","43740"
"New entrant CS","2023","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Policy","AA/AO","145","[c]","22100","22020"
"New entrant CS","2023","Policy","EO","440","[c]","27330","27820"
"New entrant CS","2023","Policy","G6/G7","320","[c]","56290","54640"
"New entrant CS","2023","Policy","SCS level","35","[c]","104680","88000"
"New entrant CS","2023","Policy","SEO/HEO","1190","[c]","35640","35000"
"New entrant CS","2023","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AA/AO","110","[c]","22500","23200"
"New entrant CS","2023","Project Delivery","EO","235","[c]","26850","26870"
"New entrant CS","2023","Project Delivery","G6/G7","255","[c]","56530","54440"
"New entrant CS","2023","Project Delivery","SCS level","20","[c]","95520","94000"
"New entrant CS","2023","Project Delivery","SEO/HEO","750","[c]","35890","35010"
"New entrant CS","2023","Project Delivery","Unknown","75","[c]","33400","32500"
"New entrant CS","2023","Property","AA/AO","210","[c]","22130","22520"
"New entrant CS","2023","Property","EO","125","[c]","27120","27080"
"New entrant CS","2023","Property","G6/G7","70","[c]","58240","56150"
"New entrant CS","2023","Property","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","SEO/HEO","275","[c]","36870","34840"
"New entrant CS","2023","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","AA/AO","25","[c]","24450","24070"
"New entrant CS","2023","Psychology","EO","90","[c]","28780","28480"
"New entrant CS","2023","Psychology","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","SEO/HEO","45","[c]","35490","30940"
"New entrant CS","2023","Science and Engineering","AA/AO","310","[c]","21980","21580"
"New entrant CS","2023","Science and Engineering","EO","215","[c]","26900","27140"
"New entrant CS","2023","Science and Engineering","G6/G7","100","[c]","55640","54190"
"New entrant CS","2023","Science and Engineering","SCS level","10","[c]","97440","85210"
"New entrant CS","2023","Science and Engineering","SEO/HEO","805","[c]","35320","33500"
"New entrant CS","2023","Science and Engineering","Unknown","90","[c]","37180","32500"
"New entrant CS","2023","Security","AA/AO","605","[c]","27650","27350"
"New entrant CS","2023","Security","EO","80","[c]","28330","27140"
"New entrant CS","2023","Security","G6/G7","25","[c]","61240","59270"
"New entrant CS","2023","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO/HEO","105","[c]","38560","37850"
"New entrant CS","2023","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","AA/AO","10","[c]","21890","22150"
"New entrant CS","2023","Social Research","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","SEO/HEO","195","[c]","35200","34400"
"New entrant CS","2023","Statistics","AA/AO","85","[c]","23430","23500"
"New entrant CS","2023","Statistics","EO","75","[c]","28020","27950"
"New entrant CS","2023","Statistics","G6/G7","15","[c]","56070","53040"
"New entrant CS","2023","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Statistics","SEO/HEO","200","[c]","34280","33830"
"New entrant CS","2023","Tax","AA/AO","10","[c]","22890","22520"
"New entrant CS","2023","Tax","EO","65","[c]","28030","27650"
"New entrant CS","2023","Tax","G6/G7","25","[c]","55220","52600"
"New entrant CS","2023","Tax","SEO/HEO","135","[c]","35490","34400"
"New entrant CS","2023","Unknown","AA/AO","1775","[c]","22890","22180"
"New entrant CS","2023","Unknown","EO","1335","[c]","28670","29100"
"New entrant CS","2023","Unknown","G6/G7","425","[c]","59650","55790"
"New entrant CS","2023","Unknown","SCS level","55","[c]","101990","89000"
"New entrant CS","2023","Unknown","SEO/HEO","1500","[c]","36440","35020"
"New entrant CS","2023","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Veterinarian","EO","10","[c]","25920","25920"
"New entrant CS","2023","Veterinarian","SEO/HEO","30","[c]","38300","37300"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
