"Status","Year","Parent_department","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon","AO","15","15","22370","22870"
"In post","2023","Attorney General's Departments","South West (England)","Devon","EO","25","20","27870","27440"
"In post","2023","Attorney General's Departments","South West (England)","Devon","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon","G7","45","45","55210","56450"
"In post","2023","Attorney General's Departments","South West (England)","Devon","HEO","15","15","32850","33100"
"In post","2023","Attorney General's Departments","South West (England)","Devon","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Dorset and Somerset","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","45","45","22390","22870"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","45","40","28080","27400"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","25","25","68780","67740"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","125","115","54330","52510"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","20","20","34270","33810"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","10","10","39110","38850"
"In post","2023","Attorney General's Departments","Wales","East Wales","AO","70","65","23000","22870"
"In post","2023","Attorney General's Departments","Wales","East Wales","EO","60","60","27820","27400"
"In post","2023","Attorney General's Departments","Wales","East Wales","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","East Wales","G7","145","130","54850","55290"
"In post","2023","Attorney General's Departments","Wales","East Wales","HEO","25","25","33830","33810"
"In post","2023","Attorney General's Departments","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","East Wales","SEO","20","20","39640","38760"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","AO","15","15","22730","22870"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","EO","15","15","27510","26900"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","G7","40","40","54450","54670"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","HEO","15","15","32230","31180"
"In post","2023","Attorney General's Departments","Wales","West Wales and The Valleys","SEO","15","15","38870","38940"
"In post","2023","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G7","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","AO","15","15","22750","22870"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","EO","15","15","27950","27980"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","G7","35","30","56570","56450"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","SEO","10","10","39050","38760"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","AO","120","115","22830","22870"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","EO","110","105","27690","26900"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","G6","20","20","73370","69810"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","G7","220","205","54440","53750"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","HEO","40","40","32230","31490"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","West Midlands","SEO","30","30","39550","38940"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","20","15","28210","28850"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G7","35","30","55390","56450"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","AO","10","10","22700","22870"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","EO","35","35","27340","27150"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","G6","20","20","72770","72170"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","G7","45","40","57220","57280"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","HEO","25","25","31980","32000"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","SEO","25","25","40230","39710"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","AO","50","45","22590","22870"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","EO","40","35","27760","27150"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","G7","45","40","54140","53750"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","HEO","15","15","33160","33100"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","SEO","10","10","38990","38760"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","AO","90","85","22740","22870"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","EO","120","110","27790","27030"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","G6","60","55","66990","65470"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","G7","250","230","54010","52370"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","HEO","65","65","34630","33560"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","SCS level","15","15","88730","86600"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","SEO","40","40","39440","38760"
"In post","2023","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","G6","15","15","71750","66240"
"In post","2023","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","G7","20","20","57070","56000"
"In post","2023","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","25","25","31850","32720"
"In post","2023","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedfordshire and Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","East Anglia","EO","20","15","26710","26410"
"In post","2023","Cabinet Office","East of England","East Anglia","G6","30","30","69730","69850"
"In post","2023","Cabinet Office","East of England","East Anglia","G7","55","55","56430","56000"
"In post","2023","Cabinet Office","East of England","East Anglia","HEO","55","50","32840","32350"
"In post","2023","Cabinet Office","East of England","East Anglia","SCS level","10","10","100640","105000"
"In post","2023","Cabinet Office","East of England","East Anglia","SEO","70","65","39880","40450"
"In post","2023","Cabinet Office","East of England","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Inner London - East","AO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","London","Inner London - East","EO","85","80","28930","28370"
"In post","2023","Cabinet Office","London","Inner London - East","G6","195","190","68940","66690"
"In post","2023","Cabinet Office","London","Inner London - East","G7","565","550","57890","56430"
"In post","2023","Cabinet Office","London","Inner London - East","HEO","245","245","33960","35570"
"In post","2023","Cabinet Office","London","Inner London - East","SCS level","100","95","107320","99220"
"In post","2023","Cabinet Office","London","Inner London - East","SEO","165","160","42290","41870"
"In post","2023","Cabinet Office","London","Inner London - West","AO","90","90","25280","25280"
"In post","2023","Cabinet Office","London","Inner London - West","EO","270","265","28780","28370"
"In post","2023","Cabinet Office","London","Inner London - West","G6","480","475","70600","66530"
"In post","2023","Cabinet Office","London","Inner London - West","G7","1015","1000","58780","56430"
"In post","2023","Cabinet Office","London","Inner London - West","HEO","1470","1465","32120","31900"
"In post","2023","Cabinet Office","London","Inner London - West","SCS level","425","415","102060","95000"
"In post","2023","Cabinet Office","London","Inner London - West","SEO","430","420","42190","41870"
"In post","2023","Cabinet Office","London","Outer London - East and North East","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - South","G6","10","10","79040","75750"
"In post","2023","Cabinet Office","London","Outer London - South","G7","10","10","64460","66790"
"In post","2023","Cabinet Office","London","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Outer London - West and North West","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","AO","125","110","21720","21720"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","EO","80","75","25350","24860"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","G6","10","10","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","G7","40","40","57930","54220"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","HEO","115","115","32270","33020"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","SEO","30","30","39120","38460"
"In post","2023","Cabinet Office","North East (England)","Tees Valley and Durham","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Tees Valley and Durham","G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Tees Valley and Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cheshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cheshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cheshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Cumbria","HEO","5","5","[c]","[c]"
