"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","HEO","15","15","31670","30320"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for International Trade","HEO","10","10","34760","35010"
"In post","2023","20-29","Commercial","Department for International Trade","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","EO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","G7","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","HEO","35","35","33760","33660"
"In post","2023","20-29","Commercial","Department for Transport","SEO","15","15","42330","43320"
"In post","2023","20-29","Commercial","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","HEO","15","15","31990","32120"
"In post","2023","20-29","Commercial","Department of Health and Social Care","SEO","15","15","40230","41030"
"In post","2023","20-29","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office","EO","10","10","28160","28540"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Foreign, Commonwealth and Development Office","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","HM Revenue and Customs","EO","10","10","27850","27770"
"In post","2023","20-29","Commercial","HM Revenue and Customs","HEO","15","15","34580","34400"
"In post","2023","20-29","Commercial","HM Revenue and Customs","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Home Office","EO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Home Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Home Office","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Home Office","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Defence","AO","85","85","23680","22220"
"In post","2023","20-29","Commercial","Ministry of Defence","EO","120","115","26940","27080"
"In post","2023","20-29","Commercial","Ministry of Defence","G7","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Defence","HEO","135","135","33950","33830"
"In post","2023","20-29","Commercial","Ministry of Defence","SEO","75","75","41410","42700"
"In post","2023","20-29","Commercial","Ministry of Defence","Unknown","30","30","31570","28030"
"In post","2023","20-29","Commercial","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Justice","HEO","20","20","33320","31850"
"In post","2023","20-29","Commercial","Ministry of Justice","SEO","25","25","41320","43650"
"In post","2023","20-29","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","AO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","EO","10","10","32400","32300"
"In post","2023","20-29","Commercial","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","G7","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","HEO","15","15","35520","35000"
"In post","2023","20-29","Commercial","UK Export Finance","SEO","20","20","43270","43150"
"In post","2023","20-29","Commercial","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Attorney General's Departments","HEO","10","10","32690","32660"
"In post","2023","20-29","Communications","Attorney General's Departments","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Cabinet Office","G7","10","10","56650","56110"
"In post","2023","20-29","Communications","Cabinet Office","HEO","35","35","35120","35240"
"In post","2023","20-29","Communications","Cabinet Office","SEO","15","15","40950","41640"
"In post","2023","20-29","Communications","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","G7","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","HEO","25","25","37470","39460"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","SEO","15","15","44470","46110"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","HEO","15","15","38180","37540"
"In post","2023","20-29","Communications","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Education","EO","20","20","29320","29530"
"In post","2023","20-29","Communications","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Education","HEO","25","25","35380","37870"
"In post","2023","20-29","Communications","Department for Education","SEO","15","15","43760","46600"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","EO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","HEO","30","30","32490","33830"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","SEO","15","15","39150","40260"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","G7","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","HEO","15","15","34670","35010"
"In post","2023","20-29","Communications","Department for International Trade","SEO","15","15","41850","41550"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Transport","EO","10","10","27570","26780"
"In post","2023","20-29","Communications","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Transport","HEO","25","25","34580","35400"
"In post","2023","20-29","Communications","Department for Transport","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Work and Pensions","HEO","10","10","39210","39150"
"In post","2023","20-29","Communications","Department for Work and Pensions","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department of Health and Social Care","EO","10","10","28030","28220"
"In post","2023","20-29","Communications","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department of Health and Social Care","HEO","15","15","34240","34190"
"In post","2023","20-29","Communications","Department of Health and Social Care","SEO","15","15","42500","41950"
"In post","2023","20-29","Communications","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
