"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Commercial","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Ministry of Justice","EO","15","15","26280","26320"
"In post","2023","50-59","Commercial","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Ministry of Justice","HEO","15","15","34100","35410"
"In post","2023","50-59","Commercial","Ministry of Justice","SEO","30","30","43240","43650"
"In post","2023","50-59","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Scottish Government","AO","15","15","28220","28490"
"In post","2023","50-59","Commercial","Scottish Government","EO","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Scottish Government","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","The National Archives","AO","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","UK Export Finance","G6","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","UK Export Finance","G7","25","25","58700","57000"
"In post","2023","50-59","Commercial","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","UK Export Finance","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","UK Export Finance","SEO","15","15","48350","47760"
"In post","2023","50-59","Commercial","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Attorney General's Departments","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Cabinet Office","G7","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Cabinet Office","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Cabinet Office","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Business, Energy and Industrial Strategy","HEO","15","15","35260","34600"
"In post","2023","50-59","Communications","Department for Business, Energy and Industrial Strategy","SEO","10","10","41380","40360"
"In post","2023","50-59","Communications","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Education","AO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Department for Education","EO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Education","G7","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Department for Education","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Education","SEO","15","15","43040","43860"
"In post","2023","50-59","Communications","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Environment, Food and Rural Affairs","G6","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Department for Environment, Food and Rural Affairs","G7","10","10","51560","49970"
"In post","2023","50-59","Communications","Department for Environment, Food and Rural Affairs","HEO","15","15","31120","30920"
"In post","2023","50-59","Communications","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Environment, Food and Rural Affairs","SEO","15","15","38420","38090"
"In post","2023","50-59","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Levelling Up, Housing and Communities","G7","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Department for Levelling Up, Housing and Communities","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Transport","EO","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Department for Transport","G6","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Transport","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Transport","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Work and Pensions","EO","20","20","31760","32520"
"In post","2023","50-59","Communications","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department for Work and Pensions","G7","10","10","53470","52170"
"In post","2023","50-59","Communications","Department for Work and Pensions","HEO","20","15","39070","39730"
"In post","2023","50-59","Communications","Department for Work and Pensions","SEO","20","15","43240","42590"
"In post","2023","50-59","Communications","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department of Health and Social Care","G7","10","10","56730","55870"
"In post","2023","50-59","Communications","Department of Health and Social Care","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Department of Health and Social Care","SEO","10","10","42260","41950"
"In post","2023","50-59","Communications","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Foreign, Commonwealth and Development Office","G6","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Revenue and Customs","EO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","HM Revenue and Customs","G6","5","5","[c]","[c]"
"In post","2023","50-59","Communications","HM Revenue and Customs","G7","25","25","60590","57970"
"In post","2023","50-59","Communications","HM Revenue and Customs","HEO","15","15","37080","36940"
"In post","2023","50-59","Communications","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Revenue and Customs","SEO","25","25","43840","42700"
"In post","2023","50-59","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Home Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Home Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Home Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Home Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Ministry of Defence","AO","35","35","22760","22220"
"In post","2023","50-59","Communications","Ministry of Defence","EO","55","50","28700","29080"
"In post","2023","50-59","Communications","Ministry of Defence","G6","10","10","[c]","[c]"
"In post","2023","50-59","Communications","Ministry of Defence","G7","20","20","55830","56470"
"In post","2023","50-59","Communications","Ministry of Defence","HEO","45","45","35120","34300"
"In post","2023","50-59","Communications","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Ministry of Defence","SEO","35","35","43110","41800"
"In post","2023","50-59","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Ministry of Justice","G7","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Ministry of Justice","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Communications","Ministry of Justice","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","UK Statistics Authority","G7","5","5","[c]","[c]"
"In post","2023","50-59","Communications","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Attorney General's Departments","EO","15","15","28420","27220"
"In post","2023","50-59","Counter Fraud","Attorney General's Departments","G6","15","15","76550","78670"
"In post","2023","50-59","Counter Fraud","Attorney General's Departments","G7","20","20","59890","60200"
"In post","2023","50-59","Counter Fraud","Attorney General's Departments","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Attorney General's Departments","SEO","15","15","42230","41400"
"In post","2023","50-59","Counter Fraud","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Cabinet Office","G7","15","15","56140","56430"
"In post","2023","50-59","Counter Fraud","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","AO","20","20","22920","23240"
"In post","2023","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","20","20","26750","25880"
"In post","2023","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","G7","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","HEO","50","50","37040","36540"
"In post","2023","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO","35","35","44910","44920"
"In post","2023","50-59","Counter Fraud","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Transport","EO","10","10","27520","26960"
"In post","2023","50-59","Counter Fraud","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Transport","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Work and Pensions","AA","10","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Work and Pensions","AO","500","435","23000","21690"
"In post","2023","50-59","Counter Fraud","Department for Work and Pensions","EO","1330","1240","29190","28120"
"In post","2023","50-59","Counter Fraud","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Department for Work and Pensions","G7","20","15","51390","50160"
"In post","2023","50-59","Counter Fraud","Department for Work and Pensions","HEO","415","400","35600","34170"
"In post","2023","50-59","Counter Fraud","Department for Work and Pensions","SEO","80","75","39220","38470"
"In post","2023","50-59","Counter Fraud","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Food Standards Agency","HEO","15","15","32600","31730"
"In post","2023","50-59","Counter Fraud","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Food Standards Agency","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","HM Revenue and Customs","AO","275","245","23370","22520"
"In post","2023","50-59","Counter Fraud","HM Revenue and Customs","EO","800","750","29720","29690"
"In post","2023","50-59","Counter Fraud","HM Revenue and Customs","G6","100","100","72600","71300"
"In post","2023","50-59","Counter Fraud","HM Revenue and Customs","G7","280","270","59740","57970"
"In post","2023","50-59","Counter Fraud","HM Revenue and Customs","HEO","905","870","36490","35000"
"In post","2023","50-59","Counter Fraud","HM Revenue and Customs","SCS level","15","15","84990","80500"
"In post","2023","50-59","Counter Fraud","HM Revenue and Customs","SEO","535","515","43730","42510"
"In post","2023","50-59","Counter Fraud","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Department for Work and Pensions","AA","10","5","[c]","[c]"
"In post","2023","50-59","Debt","Department for Work and Pensions","AO","620","530","21890","21690"
"In post","2023","50-59","Debt","Department for Work and Pensions","EO","115","100","28250","28120"
"In post","2023","50-59","Debt","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Department for Work and Pensions","HEO","40","40","34430","34170"
"In post","2023","50-59","Debt","Department for Work and Pensions","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Debt","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","HM Revenue and Customs","AO","725","650","23310","22520"
"In post","2023","50-59","Debt","HM Revenue and Customs","EO","300","280","29650","28910"
"In post","2023","50-59","Debt","HM Revenue and Customs","G6","5","5","[c]","[c]"
"In post","2023","50-59","Debt","HM Revenue and Customs","G7","15","15","58450","57970"
"In post","2023","50-59","Debt","HM Revenue and Customs","HEO","70","65","35980","35000"
"In post","2023","50-59","Debt","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","HM Revenue and Customs","SEO","30","30","42730","42510"
"In post","2023","50-59","Debt","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Attorney General's Departments","EO","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Attorney General's Departments","G6","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Attorney General's Departments","G7","20","20","54980","52450"
"In post","2023","50-59","Digital, Data & Technology","Attorney General's Departments","HEO","15","15","33500","32660"
"In post","2023","50-59","Digital, Data & Technology","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Attorney General's Departments","SEO","30","30","42340","41580"
"In post","2023","50-59","Digital, Data & Technology","Cabinet Office","EO","10","10","27730","27860"
"In post","2023","50-59","Digital, Data & Technology","Cabinet Office","G6","30","30","68250","67640"
"In post","2023","50-59","Digital, Data & Technology","Cabinet Office","G7","70","70","55790","56430"
"In post","2023","50-59","Digital, Data & Technology","Cabinet Office","HEO","25","25","34890","35650"
"In post","2023","50-59","Digital, Data & Technology","Cabinet Office","SCS level","10","10","115410","115010"
"In post","2023","50-59","Digital, Data & Technology","Cabinet Office","SEO","25","25","41300","41870"
"In post","2023","50-59","Digital, Data & Technology","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Charity Commission","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AO","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","40","40","29410","28210"
"In post","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6","65","65","64360","62170"
"In post","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","105","105","53300","49860"
"In post","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","HEO","110","105","36020","35570"
"In post","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","190","180","43090","42460"
"In post","2023","50-59","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Education","EO","20","20","29180","28620"
"In post","2023","50-59","Digital, Data & Technology","Department for Education","G6","25","25","64470","62880"
"In post","2023","50-59","Digital, Data & Technology","Department for Education","G7","65","65","53150","51640"
"In post","2023","50-59","Digital, Data & Technology","Department for Education","HEO","40","35","32770","31590"
"In post","2023","50-59","Digital, Data & Technology","Department for Education","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Education","SEO","55","50","39880","38210"
"In post","2023","50-59","Digital, Data & Technology","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","30","25","26410","25920"
"In post","2023","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6","35","35","60970","60520"
"In post","2023","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","105","105","50510","49400"
"In post","2023","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","HEO","45","45","31540","30500"
