"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","AA/AO","115","115","23560","22320"
"In post","2023","20-29","Commercial","EO","220","215","27310","27140"
"In post","2023","20-29","Commercial","G6/G7","115","115","61100","56200"
"In post","2023","20-29","Commercial","SEO/HEO","650","650","35680","34170"
"In post","2023","20-29","Commercial","Unknown","30","30","31730","28490"
"In post","2023","20-29","Communications","AA/AO","40","40","23320","22520"
"In post","2023","20-29","Communications","EO","155","155","27970","27840"
"In post","2023","20-29","Communications","G6/G7","55","55","55160","55370"
"In post","2023","20-29","Communications","SEO/HEO","560","555","37800","37300"
"In post","2023","20-29","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","AA/AO","225","225","23490","22520"
"In post","2023","20-29","Counter Fraud","EO","755","745","29050","28120"
"In post","2023","20-29","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","SEO/HEO","230","230","36060","34700"
"In post","2023","20-29","Digital, Data and Technology","AA/AO","165","165","23050","22500"
"In post","2023","20-29","Digital, Data and Technology","EO","895","880","28020","27890"
"In post","2023","20-29","Digital, Data and Technology","G6/G7","395","395","55960","55720"
"In post","2023","20-29","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","SEO/HEO","2040","2030","37000","36180"
"In post","2023","20-29","Digital, Data and Technology","Unknown","20","20","30060","26420"
"In post","2023","20-29","Economics","AA/AO","60","60","22920","22480"
"In post","2023","20-29","Economics","EO","130","130","28020","28720"
"In post","2023","20-29","Economics","G6/G7","305","305","57150","55740"
"In post","2023","20-29","Economics","SEO/HEO","740","740","37110","35760"
"In post","2023","20-29","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","AA/AO","285","275","23230","22520"
"In post","2023","20-29","Finance","EO","355","350","27700","27140"
"In post","2023","20-29","Finance","G6/G7","140","140","55990","55710"
"In post","2023","20-29","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","SEO/HEO","630","630","36220","34990"
"In post","2023","20-29","Finance","Unknown","15","15","32140","31920"
"In post","2023","20-29","Geography","AA/AO","25","25","21690","21690"
"In post","2023","20-29","Geography","EO","55","55","27610","27610"
"In post","2023","20-29","Geography","SEO/HEO","20","20","34540","34370"
"In post","2023","20-29","Human Resources","AA/AO","290","285","22570","22220"
"In post","2023","20-29","Human Resources","EO","420","415","27430","27140"
"In post","2023","20-29","Human Resources","G6/G7","155","155","55710","55150"
"In post","2023","20-29","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","SEO/HEO","660","660","35220","34170"
"In post","2023","20-29","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","EO","270","270","28420","28480"
"In post","2023","20-29","Intelligence Analysis","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","SEO/HEO","220","220","37890","37850"
"In post","2023","20-29","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","EO","10","10","28440","27610"
"In post","2023","20-29","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","SEO/HEO","40","40","35970","35500"
"In post","2023","20-29","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","EO","60","60","28490","29280"
"In post","2023","20-29","International Trade","G6/G7","125","125","56210","55370"
"In post","2023","20-29","International Trade","SEO/HEO","420","415","37990","38050"
"In post","2023","20-29","Knowledge and Information Management","AA/AO","55","55","23270","22220"
"In post","2023","20-29","Knowledge and Information Management","EO","95","95","27970","27980"
"In post","2023","20-29","Knowledge and Information Management","G6/G7","15","15","53730","55150"
"In post","2023","20-29","Knowledge and Information Management","SEO/HEO","125","125","35720","34280"
"In post","2023","20-29","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Legal","AA/AO","25","25","23340","22520"
"In post","2023","20-29","Legal","EO","420","415","29310","28130"
"In post","2023","20-29","Legal","G6/G7","325","325","52600","52360"
"In post","2023","20-29","Legal","SEO/HEO","335","335","38270","37680"
"In post","2023","20-29","Medicine","AA/AO","30","25","23370","23230"
"In post","2023","20-29","Medicine","EO","50","45","30400","29180"
"In post","2023","20-29","Medicine","G6/G7","15","10","64800","57230"
"In post","2023","20-29","Medicine","SEO/HEO","40","40","36190","35570"
"In post","2023","20-29","Operational Delivery","AA/AO","21395","20825","24940","22520"
"In post","2023","20-29","Operational Delivery","EO","11515","11365","28630","28120"
"In post","2023","20-29","Operational Delivery","G6/G7","290","290","56280","55120"
"In post","2023","20-29","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Delivery","SEO/HEO","3815","3790","35470","34700"
"In post","2023","20-29","Operational Delivery","Unknown","4510","4405","25700","24570"
"In post","2023","20-29","Operational Research","AA/AO","35","35","22310","22520"
"In post","2023","20-29","Operational Research","EO","15","15","27880","26940"
"In post","2023","20-29","Operational Research","G6/G7","35","35","56440","57620"
"In post","2023","20-29","Operational Research","SEO/HEO","280","280","36530","36000"
"In post","2023","20-29","Other","AA/AO","745","725","22020","21690"
"In post","2023","20-29","Other","EO","440","435","28530","28120"
"In post","2023","20-29","Other","G6/G7","50","50","57380","55720"
"In post","2023","20-29","Other","SEO/HEO","510","505","35220","34860"
"In post","2023","20-29","Other","Unknown","375","375","32320","33320"
"In post","2023","20-29","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning","EO","5","5","[c]","[c]"
"In post","2023","20-29","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning","SEO/HEO","25","25","37610","35760"
"In post","2023","20-29","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning Inspectors","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Policy","AA/AO","125","125","24480","24280"
"In post","2023","20-29","Policy","EO","865","860","28420","28510"
"In post","2023","20-29","Policy","G6/G7","2000","1995","55890","55120"
"In post","2023","20-29","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Policy","SEO/HEO","5355","5335","37400","36620"
"In post","2023","20-29","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","AA/AO","145","145","23280","23390"
"In post","2023","20-29","Project Delivery","EO","390","385","27560","27140"
"In post","2023","20-29","Project Delivery","G6/G7","270","270","55720","55130"
"In post","2023","20-29","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","SEO/HEO","1650","1645","35810","34700"
"In post","2023","20-29","Project Delivery","Unknown","85","85","29220","31920"
"In post","2023","20-29","Property","AA/AO","160","155","21920","22520"
"In post","2023","20-29","Property","EO","260","255","27660","26890"
"In post","2023","20-29","Property","G6/G7","20","20","53770","54380"
"In post","2023","20-29","Property","SEO/HEO","390","390","35230","33830"
"In post","2023","20-29","Property","Unknown","15","15","25210","23800"
"In post","2023","20-29","Psychology","AA/AO","30","30","24750","24070"
"In post","2023","20-29","Psychology","EO","180","180","28880","28480"
"In post","2023","20-29","Psychology","SEO/HEO","190","190","32280","30940"
"In post","2023","20-29","Science and Engineering","AA/AO","435","435","23410","22220"
"In post","2023","20-29","Science and Engineering","EO","520","520","26960","27060"
"In post","2023","20-29","Science and Engineering","G6/G7","60","60","51910","49590"
"In post","2023","20-29","Science and Engineering","SEO/HEO","1550","1545","34160","32550"
"In post","2023","20-29","Science and Engineering","Unknown","275","275","31050","28850"
"In post","2023","20-29","Security","AA/AO","705","700","27460","27350"
"In post","2023","20-29","Security","EO","155","155","29470","28120"
"In post","2023","20-29","Security","G6/G7","30","30","56200","56140"
"In post","2023","20-29","Security","SEO/HEO","205","205","37930","37020"
"In post","2023","20-29","Security","Unknown","10","10","29480","31920"
"In post","2023","20-29","Social Research","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Social Research","EO","10","10","27630","27520"
"In post","2023","20-29","Social Research","G6/G7","55","55","57220","56670"
"In post","2023","20-29","Social Research","SEO/HEO","545","540","37030","36710"
"In post","2023","20-29","Statistics","AA/AO","60","55","23560","23500"
"In post","2023","20-29","Statistics","EO","120","120","28650","28310"
"In post","2023","20-29","Statistics","G6/G7","105","105","56730","55540"
"In post","2023","20-29","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Statistics","SEO/HEO","740","735","36790","35760"
"In post","2023","20-29","Tax","AA/AO","690","660","22570","22520"
"In post","2023","20-29","Tax","EO","1095","1085","28230","27890"
"In post","2023","20-29","Tax","G6/G7","170","165","59400","57970"
"In post","2023","20-29","Tax","SEO/HEO","945","935","35950","34700"
"In post","2023","20-29","Unknown","AA/AO","1495","1460","23910","23340"
"In post","2023","20-29","Unknown","EO","1620","1605","29210","29100"
"In post","2023","20-29","Unknown","G6/G7","605","600","57140","55240"
"In post","2023","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","3010","3000","35920","34730"
"In post","2023","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Veterinarian","EO","10","10","[c]","[c]"
"In post","2023","20-29","Veterinarian","SEO/HEO","10","10","36290","37300"
"In post","2023","30-39","Commercial","AA/AO","60","55","23270","22500"
"In post","2023","30-39","Commercial","EO","175","165","27650","27140"
"In post","2023","30-39","Commercial","G6/G7","510","500","62680","64950"
"In post","2023","30-39","Commercial","SCS level","15","15","105610","105310"
"In post","2023","30-39","Commercial","SEO/HEO","975","950","38250","38180"
"In post","2023","30-39","Commercial","Unknown","50","50","40210","42440"
"In post","2023","30-39","Communications","AA/AO","25","25","22590","22490"
"In post","2023","30-39","Communications","EO","95","90","28170","27470"
"In post","2023","30-39","Communications","G6/G7","380","375","58840","57610"
"In post","2023","30-39","Communications","SCS level","15","15","83360","76550"
"In post","2023","30-39","Communications","SEO/HEO","675","650","39470","39790"
"In post","2023","30-39","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Corporate Finance","EO","5","5","[c]","[c]"
"In post","2023","30-39","Corporate Finance","G6/G7","10","10","72900","73110"
"In post","2023","30-39","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Corporate Finance","SEO/HEO","15","15","38030","36990"
"In post","2023","30-39","Counter Fraud","AA/AO","220","200","23090","21690"
"In post","2023","30-39","Counter Fraud","EO","950","910","28800","28120"
"In post","2023","30-39","Counter Fraud","G6/G7","55","55","60910","57970"
"In post","2023","30-39","Counter Fraud","SEO/HEO","505","500","36490","34870"
"In post","2023","30-39","Digital, Data and Technology","AA/AO","125","125","22970","22500"
"In post","2023","30-39","Digital, Data and Technology","EO","680","665","28520","28120"
"In post","2023","30-39","Digital, Data and Technology","G6/G7","1845","1820","58580","56610"
"In post","2023","30-39","Digital, Data and Technology","SCS level","45","45","87620","84570"
"In post","2023","30-39","Digital, Data and Technology","SEO/HEO","2925","2875","38490","38460"
"In post","2023","30-39","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Economics","EO","15","15","28050","28250"
"In post","2023","30-39","Economics","G6/G7","365","355","61720","60150"
"In post","2023","30-39","Economics","SCS level","35","30","80260","77200"
"In post","2023","30-39","Economics","SEO/HEO","95","90","40050","39440"
"In post","2023","30-39","Finance","AA/AO","165","155","23250","22520"
"In post","2023","30-39","Finance","EO","300","285","28050","27470"
"In post","2023","30-39","Finance","G6/G7","640","625","59840","58310"
"In post","2023","30-39","Finance","SCS level","45","45","83200","79290"
"In post","2023","30-39","Finance","SEO/HEO","980","950","38830","38470"
"In post","2023","30-39","Finance","Unknown","15","15","47360","48790"
"In post","2023","30-39","Geography","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Geography","EO","35","35","28590","27610"
"In post","2023","30-39","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Geography","SEO/HEO","85","85","36980","34370"
"In post","2023","30-39","Human Resources","AA/AO","225","205","22890","22220"
"In post","2023","30-39","Human Resources","EO","495","470","27790","27470"
"In post","2023","30-39","Human Resources","G6/G7","525","510","58660","57180"
"In post","2023","30-39","Human Resources","SCS level","30","30","81970","80000"
"In post","2023","30-39","Human Resources","SEO/HEO","1405","1360","38030","37680"
"In post","2023","30-39","Human Resources","Unknown","25","25","34800","34190"
"In post","2023","30-39","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Inspector of Education and Training","G6/G7","55","55","75370","77470"
"In post","2023","30-39","Inspector of Education and Training","SEO/HEO","95","90","49870","52750"
"In post","2023","30-39","Intelligence Analysis","AA/AO","10","10","24160","24070"
"In post","2023","30-39","Intelligence Analysis","EO","370","355","28080","27890"
"In post","2023","30-39","Intelligence Analysis","G6/G7","60","60","59660","59530"
"In post","2023","30-39","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Intelligence Analysis","SEO/HEO","370","365","38260","37180"
"In post","2023","30-39","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","EO","5","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","G6/G7","40","35","55040","53740"
"In post","2023","30-39","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","SEO/HEO","90","90","39960","41000"
"In post","2023","30-39","International Trade","EO","25","20","27570","28130"
"In post","2023","30-39","International Trade","G6/G7","340","335","58120","55500"
"In post","2023","30-39","International Trade","SCS level","35","30","76450","75020"
"In post","2023","30-39","International Trade","SEO/HEO","235","230","39010","39820"
"In post","2023","30-39","Knowledge and Information Management","AA/AO","50","45","22950","22220"
"In post","2023","30-39","Knowledge and Information Management","EO","120","115","27870","27890"
"In post","2023","30-39","Knowledge and Information Management","G6/G7","80","80","58870","57240"
"In post","2023","30-39","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Knowledge and Information Management","SEO/HEO","245","235","36790","35410"
"In post","2023","30-39","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Legal","AA/AO","20","20","23400","22520"
"In post","2023","30-39","Legal","EO","360","355","29460","28130"
"In post","2023","30-39","Legal","G6/G7","1935","1845","57840","54680"
"In post","2023","30-39","Legal","SCS level","40","40","81460","81600"
"In post","2023","30-39","Legal","SEO/HEO","640","625","38570","38760"
"In post","2023","30-39","Medicine","AA/AO","100","90","24690","24680"
"In post","2023","30-39","Medicine","EO","75","65","33240","32930"
"In post","2023","30-39","Medicine","G6/G7","140","115","72360","74450"
"In post","2023","30-39","Medicine","SCS level","35","30","95630","93900"
"In post","2023","30-39","Medicine","SEO/HEO","210","190","40770","40590"
"In post","2023","30-39","Operational Delivery","AA/AO","20755","19070","25090","22520"
"In post","2023","30-39","Operational Delivery","EO","18130","17205","29090","28120"
"In post","2023","30-39","Operational Delivery","G6/G7","1670","1635","57260","55720"
"In post","2023","30-39","Operational Delivery","SCS level","95","90","81740","77800"
"In post","2023","30-39","Operational Delivery","SEO/HEO","10020","9750","37120","35000"
"In post","2023","30-39","Operational Delivery","Unknown","4995","4645","29800","29050"
"In post","2023","30-39","Operational Research","AA/AO","30","25","22520","22520"
"In post","2023","30-39","Operational Research","EO","5","5","[c]","[c]"
"In post","2023","30-39","Operational Research","G6/G7","155","145","58020","57030"
"In post","2023","30-39","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Operational Research","SEO/HEO","150","145","39590","39890"
"In post","2023","30-39","Other","AA/AO","770","690","22340","21690"
"In post","2023","30-39","Other","EO","565","530","28590","28120"
"In post","2023","30-39","Other","G6/G7","360","345","59730","56150"
"In post","2023","30-39","Other","SCS level","20","20","84860","76600"
"In post","2023","30-39","Other","SEO/HEO","865","830","37720","37310"
"In post","2023","30-39","Other","Unknown","380","380","42160","41300"
"In post","2023","30-39","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","EO","10","10","27710","26960"
"In post","2023","30-39","Planning","G6/G7","15","15","54560","54630"
"In post","2023","30-39","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","SEO/HEO","35","35","39880","40300"
"In post","2023","30-39","Planning Inspectors","G6/G7","65","60","53850","48660"
"In post","2023","30-39","Planning Inspectors","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Policy","AA/AO","60","60","23960","25020"
"In post","2023","30-39","Policy","EO","370","355","28690","28720"
"In post","2023","30-39","Policy","G6/G7","5380","5260","58680","56430"
"In post","2023","30-39","Policy","SCS level","385","370","78960","76110"
"In post","2023","30-39","Policy","SEO/HEO","3745","3660","38690","38510"
"In post","2023","30-39","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","AA/AO","35","35","23190","22520"
"In post","2023","30-39","Project Delivery","EO","285","270","27780","27470"
"In post","2023","30-39","Project Delivery","G6/G7","1400","1375","57770","55780"
"In post","2023","30-39","Project Delivery","SCS level","55","55","83200","77520"
"In post","2023","30-39","Project Delivery","SEO/HEO","2390","2325","38250","38790"
"In post","2023","30-39","Project Delivery","Unknown","110","105","41100","40270"
"In post","2023","30-39","Property","AA/AO","100","95","21860","22500"
"In post","2023","30-39","Property","EO","175","165","27670","27140"
"In post","2023","30-39","Property","G6/G7","145","145","56410","55720"
"In post","2023","30-39","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","SEO/HEO","535","525","38060","36000"
"In post","2023","30-39","Property","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Psychology","AA/AO","15","15","25130","25340"
"In post","2023","30-39","Psychology","EO","160","155","29920","28480"
"In post","2023","30-39","Psychology","G6/G7","25","25","58010","57920"
"In post","2023","30-39","Psychology","SEO/HEO","430","410","38730","36690"
"In post","2023","30-39","Science and Engineering","AA/AO","90","85","23250","22850"
"In post","2023","30-39","Science and Engineering","EO","245","235","27720","27320"
"In post","2023","30-39","Science and Engineering","G6/G7","685","670","54050","51680"
"In post","2023","30-39","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Science and Engineering","SEO/HEO","1690","1655","38610","39890"
"In post","2023","30-39","Science and Engineering","Unknown","190","190","46240","44000"
"In post","2023","30-39","Security","AA/AO","985","980","31010","27990"
"In post","2023","30-39","Security","EO","215","210","33880","29890"
"In post","2023","30-39","Security","G6/G7","150","150","59500","57000"
"In post","2023","30-39","Security","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Security","SEO/HEO","380","375","38820","38470"
"In post","2023","30-39","Security","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Social Research","G6/G7","190","185","57330","55560"
"In post","2023","30-39","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Social Research","SEO/HEO","295","280","39310","39300"
"In post","2023","30-39","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Statistics","EO","40","35","28690","28540"
"In post","2023","30-39","Statistics","G6/G7","320","310","57900","56040"
"In post","2023","30-39","Statistics","SCS level","10","10","76370","75420"
"In post","2023","30-39","Statistics","SEO/HEO","485","470","39320","39300"
"In post","2023","30-39","Tax","AA/AO","540","490","22590","22520"
"In post","2023","30-39","Tax","EO","1330","1285","28290","28130"
"In post","2023","30-39","Tax","G6/G7","865","845","60530","57970"
"In post","2023","30-39","Tax","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Tax","SEO/HEO","2415","2355","36800","35000"
"In post","2023","30-39","Unknown","AA/AO","1050","995","24460","23340"
"In post","2023","30-39","Unknown","EO","1570","1505","29680","29100"
"In post","2023","30-39","Unknown","G6/G7","2080","2030","61010","58850"
"In post","2023","30-39","Unknown","SCS level","140","135","82190","77570"
"In post","2023","30-39","Unknown","SEO/HEO","3620","3515","39490","38460"
"In post","2023","30-39","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","30-39","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Veterinarian","G6/G7","15","15","52220","49400"
"In post","2023","30-39","Veterinarian","SEO/HEO","70","70","37790","37330"
"In post","2023","40-49","Commercial","AA/AO","75","70","23570","22920"
"In post","2023","40-49","Commercial","EO","130","125","28140","27470"
"In post","2023","40-49","Commercial","G6/G7","760","745","64240","65030"
"In post","2023","40-49","Commercial","SCS level","105","105","109950","102900"
"In post","2023","40-49","Commercial","SEO/HEO","865","835","39170","38760"
"In post","2023","40-49","Commercial","Unknown","50","45","43900","42620"
"In post","2023","40-49","Communications","AA/AO","30","25","23210","22500"
"In post","2023","40-49","Communications","EO","85","80","28760","27740"
"In post","2023","40-49","Communications","G6/G7","390","370","60240","59030"
"In post","2023","40-49","Communications","SCS level","60","60","90890","86700"
"In post","2023","40-49","Communications","SEO/HEO","510","480","40180","40280"
"In post","2023","40-49","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","EO","5","5","[c]","[c]"
"In post","2023","40-49","Corporate Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","SEO/HEO","10","10","44120","43890"
"In post","2023","40-49","Counter Fraud","AA/AO","295","255","23170","22200"
"In post","2023","40-49","Counter Fraud","EO","970","910","28930","28120"
"In post","2023","40-49","Counter Fraud","G6/G7","95","90","62790","63990"
"In post","2023","40-49","Counter Fraud","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SEO/HEO","705","685","37470","35290"
"In post","2023","40-49","Digital, Data and Technology","AA/AO","90","85","23020","22220"
"In post","2023","40-49","Digital, Data and Technology","EO","650","630","28770","28120"
"In post","2023","40-49","Digital, Data and Technology","G6/G7","2470","2435","60340","59000"
"In post","2023","40-49","Digital, Data and Technology","SCS level","160","160","94410","90520"
"In post","2023","40-49","Digital, Data and Technology","SEO/HEO","2885","2825","39390","39150"
"In post","2023","40-49","Digital, Data and Technology","Unknown","20","20","36650","38290"
"In post","2023","40-49","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Economics","G6/G7","165","155","65240","63900"
"In post","2023","40-49","Economics","SCS level","50","45","90470","85480"
"In post","2023","40-49","Economics","SEO/HEO","30","30","38900","39300"
"In post","2023","40-49","Finance","AA/AO","170","150","22910","22500"
"In post","2023","40-49","Finance","EO","305","290","28240","27650"
"In post","2023","40-49","Finance","G6/G7","825","800","60310","58330"
"In post","2023","40-49","Finance","SCS level","135","130","89230","81600"
"In post","2023","40-49","Finance","SEO/HEO","1235","1190","39250","38880"
"In post","2023","40-49","Finance","Unknown","15","15","53890","56240"
