"Status","Year","Organisation","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Valuation Office Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","20","20","40160","37020"
"In post","2023","Valuation Office Agency","West Midlands (England)","Shropshire and Staffordshire","Shropshire","5","5","[c]","[c]"
"In post","2023","Valuation Office Agency","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","10","5","[c]","[c]"
"In post","2023","Valuation Office Agency","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","70","65","36780","33470"
"In post","2023","Valuation Office Agency","West Midlands (England)","West Midlands","Birmingham","180","170","32010","28780"
"In post","2023","Valuation Office Agency","West Midlands (England)","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","West Midlands (England)","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","West Midlands (England)","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","60","55","32570","28230"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","15","15","40550","35020"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","North Yorkshire","York","10","5","[c]","[c]"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","South Yorkshire","Sheffield","50","45","40510","35150"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","10","10","[c]","[c]"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","West Yorkshire","Leeds","265","245","34530","32260"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","70","70","36400","34970"
"In post","2023","Vehicle Certification Agency","Overseas","Overseas","Overseas","10","10","69120","68310"
"In post","2023","Vehicle Certification Agency","South East (England)","Surrey, East and West Sussex","East Surrey","5","5","[c]","[c]"
"In post","2023","Vehicle Certification Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","125","115","34150","34620"
"In post","2023","Vehicle Certification Agency","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","South East (England)","Surrey, East and West Sussex","West Surrey","165","160","43210","40260"
"In post","2023","Water Services Regulation Authority","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Inner London - East","Tower Hamlets","80","75","65200","63460"
"In post","2023","Water Services Regulation Authority","West Midlands (England)","West Midlands","Birmingham","185","180","52730","47890"
"In post","2023","Welsh Government (excl. agencies)","London","Inner London - West","Westminster","10","10","60300","59880"
"In post","2023","Welsh Government (excl. agencies)","London","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Overseas","Overseas","Overseas","15","15","59350","63900"
"In post","2023","Welsh Government (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Wales","East Wales","Cardiff and Vale of Glamorgan","3140","2970","46160","39690"
"In post","2023","Welsh Government (excl. agencies)","Wales","East Wales","Flintshire and Wrexham","30","30","44610","49370"
"In post","2023","Welsh Government (excl. agencies)","Wales","East Wales","Monmouthshire and Newport","75","65","38140","39690"
"In post","2023","Welsh Government (excl. agencies)","Wales","East Wales","Powys","200","185","38260","34530"
"In post","2023","Welsh Government (excl. agencies)","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Wales","West Wales and The Valleys","Central Valleys","775","735","42540","39690"
"In post","2023","Welsh Government (excl. agencies)","Wales","West Wales and The Valleys","Conwy and Denbighshire","415","390","41610","39690"
"In post","2023","Welsh Government (excl. agencies)","Wales","West Wales and The Valleys","Gwent Valleys","235","220","40500","39690"
"In post","2023","Welsh Government (excl. agencies)","Wales","West Wales and The Valleys","Gwynedd","115","105","34140","30610"
"In post","2023","Welsh Government (excl. agencies)","Wales","West Wales and The Valleys","Isle of Anglesey","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Wales","West Wales and The Valleys","South West Wales","625","590","38860","39690"
"In post","2023","Welsh Government (excl. agencies)","Wales","West Wales and The Valleys","Swansea","315","300","44240","43660"
"In post","2023","Welsh Government (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","London","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Wales","East Wales","Cardiff and Vale of Glamorgan","15","15","53410","49710"
"In post","2023","Welsh Revenue Authority","Wales","West Wales and The Valleys","Central Valleys","60","60","44350","39690"
"In post","2023","Welsh Revenue Authority","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","West Midlands (England)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","85","80","35870","31620"
"Leaver CS","2023","Accountant in Bankruptcy","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","East of England","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","Westminster","20","[c]","47290","48040"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Northumberland, and Tyne and Wear","Tyneside","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","Glasgow City","10","[c]","29400","25160"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","North Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Wales","East Wales","Cardiff and Vale of Glamorgan","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East of England","Essex","Heart of Essex","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","London","Inner London - West","Westminster","35","[c]","30880","25340"
"Leaver CS","2023","Animal and Plant Health Agency","London","Outer London - West and North West","Harrow and Hillingdon","15","[c]","32880","31450"
"Leaver CS","2023","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","North West (England)","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","North West (England)","Cumbria","East Cumbria","20","[c]","26830","22150"
"Leaver CS","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","North West (England)","Lancashire","Mid Lancashire","15","[c]","27440","22150"
"Leaver CS","2023","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Central Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","South East (England)","Kent","East Kent","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","West Surrey","55","[c]","32120","29080"
"Leaver CS","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","South West (England)","Devon","Devon CC","15","[c]","27640","22150"
"Leaver CS","2023","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Somerset CC","10","[c]","33990","32070"
"Leaver CS","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Wales","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Gwynedd","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Wales","West Wales and The Valleys","South West Wales","15","[c]","26190","26270"
"Leaver CS","2023","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Shropshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","25","[c]","29560","26030"
"Leaver CS","2023","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","London","Inner London - West","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","London","Inner London - West","Westminster","35","[c]","40400","35620"
"Leaver CS","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","East of England","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","Inner London - East","Tower Hamlets","200","[c]","53880","56340"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","Inner London - West","Westminster","315","[c]","49560","41870"
"Leaver CS","2023","Cabinet Office (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Tyneside","35","[c]","26770","21720"
"Leaver CS","2023","Cabinet Office (excl. agencies)","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester South West","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Manchester","20","[c]","42110","38460"
"Leaver CS","2023","Cabinet Office (excl. agencies)","North West (England)","Merseyside","Liverpool","10","[c]","24650","21830"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","Glasgow City","50","[c]","35900","32000"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","15","[c]","37710","35240"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","10","[c]","37690","32510"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Wales","East Wales","Cardiff and Vale of Glamorgan","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","West Midlands (England)","West Midlands","Birmingham","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","York","50","[c]","31280","29200"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","London","Inner London - East","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","London","Inner London - West","Westminster","75","[c]","30730","30130"
"Leaver CS","2023","Central Civil Service Fast Stream","North East (England)","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","North West (England)","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","North West (England)","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","North West (England)","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Unknown","Unknown","Unknown","15","[c]","29490","29250"
"Leaver CS","2023","Central Civil Service Fast Stream","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","West Midlands (England)","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","Suffolk CC","40","[c]","33180","29750"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset and Somerset","Dorset","10","[c]","34480","30570"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Inner London - West","Westminster","10","[c]","39570","38800"
"Leaver CS","2023","Charity Commission","North West (England)","Merseyside","Sefton","35","[c]","31450","29160"
"Leaver CS","2023","Charity Commission","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Northern Ireland","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Scotland","Eastern Scotland","City of Edinburgh","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Wales","East Wales","Cardiff and Vale of Glamorgan","85","[c]","33580","27670"
"Leaver CS","2023","Companies House","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Inner London - East","Tower Hamlets","115","[c]","55200","53530"
"Leaver CS","2023","Competition and Markets Authority","North West (England)","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Wales","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","Glasgow City","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","East of England","East Anglia","Norwich and East Norfolk","25","[c]","39050","38650"
"Leaver CS","2023","Crown Commercial Service","London","Inner London - East","Tower Hamlets","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","North West (England)","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","North West (England)","Merseyside","Liverpool","20","[c]","30470","30830"
"Leaver CS","2023","Crown Commercial Service","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Wales","East Wales","Monmouthshire and Newport","15","[c]","34460","31980"
"Leaver CS","2023","Crown Commercial Service","West Midlands (England)","West Midlands","Birmingham","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Angus and Dundee City","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","City of Edinburgh","25","[c]","35680","24490"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Clackmannanshire and Fife","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Falkirk","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","South Lanarkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","Glasgow City","25","[c]","35390","24490"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","25","[c]","36570","32500"
"Leaver CS","2023","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","15","[c]","37780","26900"
"Leaver CS","2023","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","10","[c]","40140","29380"
"Leaver CS","2023","Crown Prosecution Service","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
