"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Property","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Defence","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Cabinet Office","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Cabinet Office","SEO/HEO","45","[c]","28840","28840"
"New entrant CS","2023","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government","AA/AO","60","[c]","22500","22180"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government","EO","75","[c]","29430","29100"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scottish Government","SEO/HEO","55","[c]","36790","35020"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Welsh Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Chancellor's other departments","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Chancellor's other departments","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Chancellor's other departments","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Transport","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department for Work and Pensions","SEO/HEO","45","[c]","35850","34170"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Revenue and Customs","SEO/HEO","45","[c]","36450","34700"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Defence","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Ministry of Justice","SEO/HEO","75","[c]","36280","35410"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","SEO/HEO","80","[c]","32730","31560"
"New entrant CS","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office","G6/G7","70","[c]","71920","70300"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Cabinet Office","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
