"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Standards and Testing Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Student Awards Agency for Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Student Awards Agency for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Student Awards Agency for Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Student Awards Agency for Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Student Awards Agency for Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Teaching Regulation Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Teaching Regulation Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Teaching Regulation Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Teaching Regulation Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Teaching Regulation Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","The Insolvency Service","London","EO","5","5","[c]","[c]"
"In post","2023","Black","The Insolvency Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Transport Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Transport Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Transport Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Transport Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Transport Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Debt Management Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Debt Management Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Debt Management Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Debt Management Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","London","EO","10","10","[c]","[c]"
"In post","2023","Black","UK Export Finance","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","UK Export Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","London","EO","45","40","29110","28360"
"In post","2023","Black","UK Health Security Agency","London","G6/G7","30","30","59340","56500"
"In post","2023","Black","UK Health Security Agency","London","SCS level","5","5","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","London","SEO/HEO","85","85","37880","37580"
"In post","2023","Black","UK Health Security Agency","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Outside London","SEO/HEO","45","45","37170","37420"
"In post","2023","Black","UK Health Security Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Health Security Agency","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Hydrographic Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Outside London","AA/AO","30","20","21720","21200"
"In post","2023","Black","UK Statistics Authority","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Outside London","SEO/HEO","45","45","34570","31560"
"In post","2023","Black","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","London","EO","20","15","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Vehicle Certification Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinary Medicines Directorate","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinary Medicines Directorate","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinary Medicines Directorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinary Medicines Directorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinary Medicines Directorate","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Revenue Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Revenue Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Revenue Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Revenue Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Revenue Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Revenue Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wilton Park","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wilton Park","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wilton Park","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wilton Park","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wilton Park","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Accountant in Bankruptcy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Accountant in Bankruptcy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Accountant in Bankruptcy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Accountant in Bankruptcy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Accountant in Bankruptcy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Active Travel England","London","G6/G7","[c]","[c]","[c]","[c]"
