"Status","Year","Age","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Derbyshire and Nottinghamshire","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","16-19","Derbyshire and Nottinghamshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Derbyshire and Nottinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Derbyshire and Nottinghamshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Derbyshire and Nottinghamshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Devon","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","16-19","Devon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon","Unknown","Male","5","5","[c]","[c]"
"In post","2023","16-19","Dorset and Somerset","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Dorset and Somerset","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Anglia","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","16-19","East Anglia","AA/AO","Male","25","20","[c]","[c]"
"In post","2023","16-19","East Anglia","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Anglia","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Wales","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","16-19","East Wales","AA/AO","Male","30","30","21330","21960"
"In post","2023","16-19","East Wales","EO","Female","5","5","[c]","[c]"
"In post","2023","16-19","East Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Yorkshire and Northern Lincolnshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Yorkshire and Northern Lincolnshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Eastern Scotland","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","16-19","Eastern Scotland","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","16-19","Essex","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Essex","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Essex","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","45","45","21380","20490"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","95","95","20190","19460"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","10","10","[c]","[c]"
"In post","2023","16-19","Greater Manchester","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","16-19","Greater Manchester","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Greater Manchester","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hampshire and Isle of Wight","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","16-19","Hampshire and Isle of Wight","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","16-19","Hampshire and Isle of Wight","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hampshire and Isle of Wight","EO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Hampshire and Isle of Wight","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hampshire and Isle of Wight","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Herefordshire, Worcestershire and Warwickshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Herefordshire, Worcestershire and Warwickshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Herefordshire, Worcestershire and Warwickshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Herefordshire, Worcestershire and Warwickshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Highlands and Islands","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Highlands and Islands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - East","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Inner London - East","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Inner London - East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - East","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - East","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - West","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","16-19","Inner London - West","AA/AO","Male","10","5","[c]","[c]"
"In post","2023","16-19","Inner London - West","EO","Female","20","20","[c]","[c]"
"In post","2023","16-19","Inner London - West","EO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Inner London - West","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - West","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","16-19","Kent","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","16-19","Kent","EO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancashire","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","16-19","Lancashire","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancashire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire, Rutland and Northamptonshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Leicestershire, Rutland and Northamptonshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Leicestershire, Rutland and Northamptonshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire, Rutland and Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lincolnshire","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Lincolnshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Merseyside","AA/AO","Female","30","25","22380","22400"
"In post","2023","16-19","Merseyside","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Merseyside","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Merseyside","EO","Male","5","5","[c]","[c]"
"In post","2023","16-19","North Eastern Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Eastern Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Yorkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Yorkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","AA/AO","Female","20","15","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","EO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - East and North East","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - East and North East","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - South","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Outer London - South","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Outer London - South","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - South","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - South","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - South","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - West and North West","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Outer London - West and North West","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Outer London - West and North West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - West and North West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Shropshire and Staffordshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Shropshire and Staffordshire","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Shropshire and Staffordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Shropshire and Staffordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Yorkshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","South Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Yorkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Yorkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Southern Scotland","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Southern Scotland","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","EO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2023","16-19","West Central Scotland","AA/AO","Female","30","25","[c]","[c]"
"In post","2023","16-19","West Central Scotland","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","16-19","West Central Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Central Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","16-19","West Midlands","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","16-19","West Midlands","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands","EO","Male","10","10","[c]","[c]"
"In post","2023","16-19","West Midlands","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Wales and The Valleys","AA/AO","Female","55","50","20880","21690"
"In post","2023","16-19","West Wales and The Valleys","AA/AO","Male","35","30","20800","21690"
"In post","2023","16-19","West Wales and The Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Wales and The Valleys","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Wales and The Valleys","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Wales and The Valleys","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Yorkshire","AA/AO","Female","40","40","23700","22520"
"In post","2023","16-19","West Yorkshire","AA/AO","Male","35","35","23430","22520"
"In post","2023","16-19","West Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Yorkshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Yorkshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Yorkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Yorkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bedfordshire and Hertfordshire","AA/AO","Female","160","155","26880","25600"
"In post","2023","20-29","Bedfordshire and Hertfordshire","AA/AO","Male","120","120","28460","30880"
"In post","2023","20-29","Bedfordshire and Hertfordshire","EO","Female","95","95","29000","28200"
"In post","2023","20-29","Bedfordshire and Hertfordshire","EO","Male","85","85","29420","28200"
"In post","2023","20-29","Bedfordshire and Hertfordshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","20-29","Bedfordshire and Hertfordshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","20-29","Bedfordshire and Hertfordshire","SEO/HEO","Female","60","60","37340","37910"
"In post","2023","20-29","Bedfordshire and Hertfordshire","SEO/HEO","Male","55","55","39710","38370"
"In post","2023","20-29","Bedfordshire and Hertfordshire","Unknown","Female","80","80","26850","25300"
"In post","2023","20-29","Bedfordshire and Hertfordshire","Unknown","Male","10","10","[c]","[c]"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Female","275","270","26860","25700"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Male","315","310","28610","28410"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","175","175","29830","28540"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","130","130","30050","29080"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","135","135","35280","34170"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","90","85","36730","35830"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","125","125","26810","25210"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","45","45","25370","23800"
"In post","2023","20-29","Cheshire","AA/AO","Female","160","155","26820","28880"
"In post","2023","20-29","Cheshire","AA/AO","Male","120","120","26300","28160"
"In post","2023","20-29","Cheshire","EO","Female","125","125","31870","32540"
"In post","2023","20-29","Cheshire","EO","Male","65","65","31230","30740"
"In post","2023","20-29","Cheshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cheshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cheshire","SEO/HEO","Female","55","55","36480","37300"
"In post","2023","20-29","Cheshire","SEO/HEO","Male","35","35","34610","33990"
"In post","2023","20-29","Cheshire","Unknown","Female","55","55","24290","23640"
"In post","2023","20-29","Cheshire","Unknown","Male","10","5","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","AA/AO","Female","35","30","21510","21690"
"In post","2023","20-29","Cornwall and Isles of Scilly","AA/AO","Male","25","20","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","EO","Female","30","30","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","EO","Male","15","15","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","Unknown","Female","10","10","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cumbria","AA/AO","Female","85","85","22990","22150"
"In post","2023","20-29","Cumbria","AA/AO","Male","75","75","23600","22150"
"In post","2023","20-29","Cumbria","EO","Female","25","25","[c]","[c]"
"In post","2023","20-29","Cumbria","EO","Male","10","10","[c]","[c]"
"In post","2023","20-29","Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cumbria","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","20-29","Cumbria","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","20-29","Cumbria","Unknown","Female","30","30","24080","23640"
"In post","2023","20-29","Cumbria","Unknown","Male","20","20","[c]","[c]"
"In post","2023","20-29","Derbyshire and Nottinghamshire","AA/AO","Female","505","485","24520","22520"
"In post","2023","20-29","Derbyshire and Nottinghamshire","AA/AO","Male","465","455","25250","22520"
"In post","2023","20-29","Derbyshire and Nottinghamshire","EO","Female","355","345","27670","27890"
"In post","2023","20-29","Derbyshire and Nottinghamshire","EO","Male","265","260","28150","27890"
"In post","2023","20-29","Derbyshire and Nottinghamshire","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","20-29","Derbyshire and Nottinghamshire","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","20-29","Derbyshire and Nottinghamshire","SEO/HEO","Female","265","265","34480","34700"
"In post","2023","20-29","Derbyshire and Nottinghamshire","SEO/HEO","Male","210","210","35450","34700"
"In post","2023","20-29","Derbyshire and Nottinghamshire","Unknown","Female","170","165","24760","23640"
"In post","2023","20-29","Derbyshire and Nottinghamshire","Unknown","Male","25","25","[c]","[c]"
"In post","2023","20-29","Devon","AA/AO","Female","245","240","23640","22520"
"In post","2023","20-29","Devon","AA/AO","Male","245","245","25200","23390"
"In post","2023","20-29","Devon","EO","Female","140","135","27470","28080"
"In post","2023","20-29","Devon","EO","Male","140","140","27910","26890"
"In post","2023","20-29","Devon","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","20-29","Devon","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","20-29","Devon","SEO/HEO","Female","125","120","34330","33830"
"In post","2023","20-29","Devon","SEO/HEO","Male","105","105","35700","33430"
"In post","2023","20-29","Devon","Unknown","Female","70","65","24930","23640"
"In post","2023","20-29","Devon","Unknown","Male","40","40","26630","26000"
"In post","2023","20-29","Dorset and Somerset","AA/AO","Female","130","125","24580","23230"
"In post","2023","20-29","Dorset and Somerset","AA/AO","Male","140","140","25800","23390"
"In post","2023","20-29","Dorset and Somerset","EO","Female","90","90","27960","27610"
"In post","2023","20-29","Dorset and Somerset","EO","Male","85","85","28090","27610"
"In post","2023","20-29","Dorset and Somerset","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Dorset and Somerset","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Dorset and Somerset","SEO/HEO","Female","50","50","35010","34370"
"In post","2023","20-29","Dorset and Somerset","SEO/HEO","Male","45","45","35570","34370"
"In post","2023","20-29","Dorset and Somerset","Unknown","Female","65","60","25710","24570"
"In post","2023","20-29","Dorset and Somerset","Unknown","Male","15","15","[c]","[c]"
"In post","2023","20-29","East Anglia","AA/AO","Female","365","350","25300","23230"
"In post","2023","20-29","East Anglia","AA/AO","Male","480","470","27500","28880"
"In post","2023","20-29","East Anglia","EO","Female","195","190","27560","27260"
"In post","2023","20-29","East Anglia","EO","Male","155","155","28120","27650"
"In post","2023","20-29","East Anglia","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","20-29","East Anglia","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","20-29","East Anglia","SEO/HEO","Female","155","150","33910","33710"
"In post","2023","20-29","East Anglia","SEO/HEO","Male","105","105","34180","33830"
"In post","2023","20-29","East Anglia","Unknown","Female","170","160","25150","24570"
"In post","2023","20-29","East Anglia","Unknown","Male","35","35","23070","23640"
"In post","2023","20-29","East Wales","AA/AO","Female","600","580","23700","22520"
"In post","2023","20-29","East Wales","AA/AO","Male","590","585","24000","22520"
"In post","2023","20-29","East Wales","EO","Female","455","450","27280","27650"
"In post","2023","20-29","East Wales","EO","Male","435","430","27500","27890"
"In post","2023","20-29","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","East Wales","G6/G7","Female","50","50","54300","53020"
"In post","2023","20-29","East Wales","G6/G7","Male","55","55","54290","52600"
"In post","2023","20-29","East Wales","SEO/HEO","Female","560","560","35150","34660"
"In post","2023","20-29","East Wales","SEO/HEO","Male","465","460","35550","34700"
"In post","2023","20-29","East Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","East Wales","Unknown","Female","110","110","25230","24570"
"In post","2023","20-29","East Wales","Unknown","Male","30","30","23210","23640"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","AA/AO","Female","210","205","26480","28350"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","AA/AO","Male","255","255","27760","28880"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","EO","Female","80","80","27950","28080"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","EO","Male","65","65","28900","28120"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","SEO/HEO","Female","30","30","34340","31460"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","Unknown","Female","70","70","24410","23640"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","Unknown","Male","10","10","[c]","[c]"
"In post","2023","20-29","Eastern Scotland","AA/AO","Female","730","705","23920","23340"
"In post","2023","20-29","Eastern Scotland","AA/AO","Male","595","590","24220","23340"
"In post","2023","20-29","Eastern Scotland","EO","Female","595","585","29990","29100"
"In post","2023","20-29","Eastern Scotland","EO","Male","385","385","30050","29100"
"In post","2023","20-29","Eastern Scotland","G6/G7","Female","85","85","54030","52360"
"In post","2023","20-29","Eastern Scotland","G6/G7","Male","60","60","54760","52360"
"In post","2023","20-29","Eastern Scotland","SEO/HEO","Female","515","510","36940","34730"
"In post","2023","20-29","Eastern Scotland","SEO/HEO","Male","335","335","37720","35940"
"In post","2023","20-29","Eastern Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Eastern Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
