"Status","Year","Age","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Unknown","Inspector of Education and Training","South West (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","East of England","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","London","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","North West (England)","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","South East (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","Scotland","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","East of England","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","London","35","35","60710","55500"
"In post","2023","50-59","Unknown","International Trade","North East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","North West (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","Overseas","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","South East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","South West (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","London","35","35","43590","37450"
"In post","2023","50-59","Unknown","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","South East (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","South West (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","East of England","30","30","39970","33300"
"In post","2023","50-59","Unknown","Legal","London","185","175","60970","60210"
"In post","2023","50-59","Unknown","Legal","North East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","North West (England)","60","55","44070","42800"
"In post","2023","50-59","Unknown","Legal","Northern Ireland","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","Scotland","30","25","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","South East (England)","40","40","53640","54100"
"In post","2023","50-59","Unknown","Legal","South West (England)","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","Wales","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","West Midlands (England)","30","25","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","East of England","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","London","35","30","65400","56500"
"In post","2023","50-59","Unknown","Medicine","North East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","Scotland","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","South East (England)","35","30","59620","48270"
"In post","2023","50-59","Unknown","Medicine","South West (England)","35","35","48850","40590"
"In post","2023","50-59","Unknown","Medicine","Wales","15","10","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Medicine","Yorkshire and The Humber","15","10","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Delivery","East Midlands (England)","420","395","28830","26920"
"In post","2023","50-59","Unknown","Operational Delivery","East of England","385","355","29740","27390"
"In post","2023","50-59","Unknown","Operational Delivery","London","1175","1125","36850","32110"
"In post","2023","50-59","Unknown","Operational Delivery","North East (England)","755","650","26050","22520"
"In post","2023","50-59","Unknown","Operational Delivery","North West (England)","1550","1450","28880","25750"
"In post","2023","50-59","Unknown","Operational Delivery","Northern Ireland","145","135","30920","27560"
"In post","2023","50-59","Unknown","Operational Delivery","Overseas","35","35","46300","47380"
"In post","2023","50-59","Unknown","Operational Delivery","Scotland","1860","1725","32530","31970"
"In post","2023","50-59","Unknown","Operational Delivery","South East (England)","1010","905","29830","26880"
"In post","2023","50-59","Unknown","Operational Delivery","South West (England)","500","470","30400","27110"
"In post","2023","50-59","Unknown","Operational Delivery","Unknown","50","45","40000","42250"
"In post","2023","50-59","Unknown","Operational Delivery","Wales","550","500","27110","23240"
"In post","2023","50-59","Unknown","Operational Delivery","West Midlands (England)","585","545","30240","27650"
"In post","2023","50-59","Unknown","Operational Delivery","Yorkshire and The Humber","625","590","28710","25880"
"In post","2023","50-59","Unknown","Operational Research","London","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Research","Scotland","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Research","South East (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Other","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Other","East of England","30","30","22800","21580"
"In post","2023","50-59","Unknown","Other","London","75","70","50350","36000"
"In post","2023","50-59","Unknown","Other","North East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Other","North West (England)","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Other","Northern Ireland","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Other","Scotland","195","185","35700","32930"
"In post","2023","50-59","Unknown","Other","South East (England)","45","45","33650","22980"
"In post","2023","50-59","Unknown","Other","South West (England)","115","110","37920","31920"
"In post","2023","50-59","Unknown","Other","Unknown","440","440","47400","43120"
"In post","2023","50-59","Unknown","Other","Wales","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Other","West Midlands (England)","30","25","[c]","[c]"
"In post","2023","50-59","Unknown","Other","Yorkshire and The Humber","50","50","25170","22220"
"In post","2023","50-59","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","South West (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","London","350","345","60190","59600"
"In post","2023","50-59","Unknown","Policy","North East (England)","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","North West (England)","35","35","45840","42510"
"In post","2023","50-59","Unknown","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","Overseas","105","105","64870","62510"
"In post","2023","50-59","Unknown","Policy","Scotland","50","50","48570","46000"
"In post","2023","50-59","Unknown","Policy","South East (England)","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","South West (England)","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","Wales","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Project Delivery","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Project Delivery","East of England","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Project Delivery","London","170","165","58870","55790"
"In post","2023","50-59","Unknown","Project Delivery","North East (England)","55","55","46350","42510"
"In post","2023","50-59","Unknown","Project Delivery","North West (England)","60","60","46970","42140"
"In post","2023","50-59","Unknown","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Project Delivery","Overseas","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Project Delivery","Scotland","40","40","44390","41670"
"In post","2023","50-59","Unknown","Project Delivery","South East (England)","65","65","44190","41100"
"In post","2023","50-59","Unknown","Project Delivery","South West (England)","130","130","49660","46470"
"In post","2023","50-59","Unknown","Project Delivery","Wales","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Project Delivery","West Midlands (England)","40","35","46860","43560"
"In post","2023","50-59","Unknown","Project Delivery","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Property","East Midlands (England)","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Property","East of England","50","45","29480","25820"
"In post","2023","50-59","Unknown","Property","London","40","40","48560","47010"
"In post","2023","50-59","Unknown","Property","North East (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Property","North West (England)","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Property","Northern Ireland","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Property","Scotland","30","30","[c]","[c]"
"In post","2023","50-59","Unknown","Property","South East (England)","40","40","37360","32990"
"In post","2023","50-59","Unknown","Property","South West (England)","35","35","37080","33990"
"In post","2023","50-59","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Property","Wales","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Property","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Property","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Psychology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","East of England","50","50","46310","46550"
"In post","2023","50-59","Unknown","Science and Engineering","London","30","30","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","North West (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","Scotland","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","South East (England)","60","55","49050","49260"
"In post","2023","50-59","Unknown","Science and Engineering","South West (England)","200","195","46450","46170"
"In post","2023","50-59","Unknown","Science and Engineering","Wales","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Security","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Security","East of England","35","35","39790","37940"
"In post","2023","50-59","Unknown","Security","London","90","90","44890","39880"
"In post","2023","50-59","Unknown","Security","North East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Security","North West (England)","35","30","37240","37680"
"In post","2023","50-59","Unknown","Security","Northern Ireland","40","40","22900","22130"
"In post","2023","50-59","Unknown","Security","Overseas","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Security","Scotland","125","125","35990","40880"
"In post","2023","50-59","Unknown","Security","South East (England)","95","90","34630","27500"
"In post","2023","50-59","Unknown","Security","South West (England)","115","115","32380","27500"
"In post","2023","50-59","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Security","Wales","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Security","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Security","Yorkshire and The Humber","40","40","38770","35550"
"In post","2023","50-59","Unknown","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","London","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Tax","East Midlands (England)","50","50","33800","32070"
"In post","2023","50-59","Unknown","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Tax","London","185","180","42200","39790"
"In post","2023","50-59","Unknown","Tax","North East (England)","80","75","31030","28010"
"In post","2023","50-59","Unknown","Tax","North West (England)","115","110","36560","35000"
"In post","2023","50-59","Unknown","Tax","Northern Ireland","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Tax","Scotland","80","80","38250","35000"
"In post","2023","50-59","Unknown","Tax","South East (England)","35","30","35770","35000"
"In post","2023","50-59","Unknown","Tax","South West (England)","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Tax","Wales","55","55","34410","34700"
"In post","2023","50-59","Unknown","Tax","West Midlands (England)","50","45","36800","35000"
"In post","2023","50-59","Unknown","Tax","Yorkshire and The Humber","45","45","33620","34700"
"In post","2023","50-59","Unknown","Unknown","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","East of England","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","London","250","240","60860","55200"
"In post","2023","50-59","Unknown","Unknown","North East (England)","30","30","40660","35000"
"In post","2023","50-59","Unknown","Unknown","North West (England)","60","55","41990","35000"
"In post","2023","50-59","Unknown","Unknown","Northern Ireland","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Scotland","1370","1315","44670","38330"
"In post","2023","50-59","Unknown","Unknown","South East (England)","40","40","44210","37390"
"In post","2023","50-59","Unknown","Unknown","South West (England)","30","30","49030","51970"
"In post","2023","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Wales","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","West Midlands (England)","40","40","49840","44930"
"In post","2023","50-59","Unknown","Unknown","Yorkshire and The Humber","65","60","45290","39440"
"In post","2023","50-59","Unknown","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","London","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","North West (England)","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","South East (England)","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","South West (England)","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Commercial","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","London","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","East Midlands (England)","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","East of England","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","London","35","30","31500","32520"
"In post","2023","60-64","Declared disabled","Counter Fraud","North East (England)","15","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","North West (England)","25","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","Scotland","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","South East (England)","25","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","South West (England)","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","Wales","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","West Midlands (England)","10","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Counter Fraud","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","London","30","25","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","North East (England)","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","North West (England)","30","25","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","Scotland","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","South East (England)","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","South West (England)","30","25","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","Wales","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","London","25","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","North West (England)","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","South East (England)","10","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","South West (England)","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","Wales","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Finance","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Geography","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Geography","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","East Midlands (England)","10","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","East of England","10","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","London","30","30","52850","43650"
"In post","2023","60-64","Declared disabled","Human Resources","North East (England)","15","10","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","North West (England)","5","5","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","South East (England)","20","20","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","South West (England)","25","25","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","Wales","15","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","West Midlands (England)","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Human Resources","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2023","60-64","Declared disabled","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
