"Status","Year","Age","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Scotland","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Yorkshire and The Humber","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Economics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Economics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Economics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Economics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Economics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Medicine","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","North West (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Delivery","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Planning","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Policy","London","45","[c]","50460","44420"
