"Status","Year","Parent_department","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Brighton and Hove","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","AA/AO","AO","45","40","22230","22870"
"In post","2023","Attorney General's Departments","Bristol, City of","EO","EO","40","40","28040","27400"
"In post","2023","Attorney General's Departments","Bristol, City of","G6/G7","G6","20","15","70480","71050"
"In post","2023","Attorney General's Departments","Bristol, City of","G6/G7","G7","100","95","54230","52310"
"In post","2023","Attorney General's Departments","Bristol, City of","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","SEO/HEO","HEO","15","15","33200","31180"
"In post","2023","Attorney General's Departments","Bristol, City of","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Bromley","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","G6/G7","G7","10","10","51400","49050"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","AA/AO","AO","55","50","23040","22870"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","EO","EO","45","45","27830","27400"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","G6/G7","G7","95","85","55100","55290"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","15","15","33300","33300"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","15","15","39570","38760"
"In post","2023","Attorney General's Departments","Central Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","EO","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","G7","10","10","53870","56450"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","EO","EO","10","10","28380","28170"
"In post","2023","Attorney General's Departments","Croydon","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","SEO/HEO","HEO","10","10","33360","32590"
"In post","2023","Attorney General's Departments","Croydon","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","AA/AO","AO","15","15","22370","22870"
"In post","2023","Attorney General's Departments","Devon CC","EO","EO","25","20","27870","27440"
"In post","2023","Attorney General's Departments","Devon CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","G6/G7","G7","45","45","55210","56450"
"In post","2023","Attorney General's Departments","Devon CC","SEO/HEO","HEO","15","15","32850","33100"
"In post","2023","Attorney General's Departments","Devon CC","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","G6/G7","G7","10","10","55330","54520"
"In post","2023","Attorney General's Departments","East Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","AA/AO","AO","30","30","23910","24480"
"In post","2023","Attorney General's Departments","East Kent","EO","EO","30","30","29340","29100"
"In post","2023","Attorney General's Departments","East Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","G6/G7","G7","45","40","59170","56380"
"In post","2023","Attorney General's Departments","East Kent","SEO/HEO","HEO","10","10","35420","36170"
"In post","2023","Attorney General's Departments","East Kent","SEO/HEO","SEO","10","10","41830","40800"
"In post","2023","Attorney General's Departments","East Merseyside","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","AA/AO","AO","15","15","22850","22870"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","EO","EO","15","15","27820","27420"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","G6/G7","G7","45","40","54010","53700"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","SEO/HEO","HEO","10","10","34670","34410"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","AA/AO","AO","45","40","24030","24480"
"In post","2023","Attorney General's Departments","Heart of Essex","EO","EO","45","40","29630","30210"
"In post","2023","Attorney General's Departments","Heart of Essex","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","G6/G7","G7","75","70","59270","57590"
"In post","2023","Attorney General's Departments","Heart of Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","SEO/HEO","HEO","15","15","35420","35550"
"In post","2023","Attorney General's Departments","Heart of Essex","SEO/HEO","SEO","20","20","40940","40800"
"In post","2023","Attorney General's Departments","Herefordshire, County of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","AA/AO","AO","40","40","23990","24480"
"In post","2023","Attorney General's Departments","Hertfordshire CC","EO","EO","40","35","29300","28870"
"In post","2023","Attorney General's Departments","Hertfordshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","G6/G7","G7","85","75","60770","62890"
"In post","2023","Attorney General's Departments","Hertfordshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","SEO/HEO","HEO","10","10","34250","32660"
"In post","2023","Attorney General's Departments","Hertfordshire CC","SEO/HEO","SEO","10","10","41940","41340"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","AA/AO","AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","EO","EO","20","15","28210","28850"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","G6/G7","G7","35","30","55360","56450"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","AA/AO","AO","80","70","22810","22870"
"In post","2023","Attorney General's Departments","Leeds","EO","EO","100","95","27850","26900"
"In post","2023","Attorney General's Departments","Leeds","G6/G7","G6","55","50","65880","64440"
"In post","2023","Attorney General's Departments","Leeds","G6/G7","G7","230","215","53730","52060"
"In post","2023","Attorney General's Departments","Leeds","SCS level","SCS level","15","15","88730","86600"
"In post","2023","Attorney General's Departments","Leeds","SEO/HEO","HEO","55","55","35230","33810"
"In post","2023","Attorney General's Departments","Leeds","SEO/HEO","SEO","25","25","39290","38760"
"In post","2023","Attorney General's Departments","Leicester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","AA/AO","AO","45","45","22100","22870"
"In post","2023","Attorney General's Departments","Leicester","EO","EO","25","25","28140","28850"
"In post","2023","Attorney General's Departments","Leicester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","G6/G7","G7","65","60","53420","52440"
"In post","2023","Attorney General's Departments","Leicester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire CC and Rutland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lewisham and Southwark","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire CC","G6/G7","G7","15","15","56150","56450"
"In post","2023","Attorney General's Departments","Liverpool","AA/AO","AO","105","100","22590","22870"
"In post","2023","Attorney General's Departments","Liverpool","EO","EO","95","90","27670","27150"
"In post","2023","Attorney General's Departments","Liverpool","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","G6/G7","G7","140","135","54440","53750"
"In post","2023","Attorney General's Departments","Liverpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Liverpool","SEO/HEO","HEO","35","35","32210","32000"
"In post","2023","Attorney General's Departments","Liverpool","SEO/HEO","SEO","35","35","39070","38940"
"In post","2023","Attorney General's Departments","Luton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","AA/AO","AO","80","75","22770","22870"
"In post","2023","Attorney General's Departments","Manchester","EO","EO","90","85","28190","28850"
"In post","2023","Attorney General's Departments","Manchester","G6/G7","G6","20","20","70800","70700"
"In post","2023","Attorney General's Departments","Manchester","G6/G7","G7","145","135","54980","54250"
"In post","2023","Attorney General's Departments","Manchester","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Manchester","SEO/HEO","HEO","25","25","33100","33050"
"In post","2023","Attorney General's Departments","Manchester","SEO/HEO","SEO","25","25","39230","38940"
"In post","2023","Attorney General's Departments","Medway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","AA/AO","AO","40","35","22760","22870"
"In post","2023","Attorney General's Departments","Mid Lancashire","EO","EO","40","35","28280","28850"
"In post","2023","Attorney General's Departments","Mid Lancashire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","G6/G7","G7","85","80","53810","53750"
"In post","2023","Attorney General's Departments","Mid Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Mid Lancashire","SEO/HEO","HEO","15","15","33320","33300"
"In post","2023","Attorney General's Departments","Mid Lancashire","SEO/HEO","SEO","10","10","39300","38760"
"In post","2023","Attorney General's Departments","Monmouthshire and Newport","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North and North East Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","AA/AO","AO","30","25","22380","22870"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","EO","EO","25","20","27500","26900"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","G6/G7","G7","25","20","56890","56450"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Norwich and East Norfolk","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","AA/AO","AO","80","75","22390","22870"
"In post","2023","Attorney General's Departments","Nottingham","EO","EO","70","65","27420","26900"
"In post","2023","Attorney General's Departments","Nottingham","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","G6/G7","G7","105","95","53820","52060"
"In post","2023","Attorney General's Departments","Nottingham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Nottingham","SEO/HEO","HEO","30","30","32280","31490"
"In post","2023","Attorney General's Departments","Nottingham","SEO/HEO","SEO","15","15","40180","38940"
"In post","2023","Attorney General's Departments","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Oxfordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Peterborough","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","AA/AO","AO","35","35","24030","24480"
"In post","2023","Attorney General's Departments","Portsmouth","EO","EO","25","25","29030","28200"
"In post","2023","Attorney General's Departments","Portsmouth","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","G6/G7","G7","50","45","60710","61920"
"In post","2023","Attorney General's Departments","Portsmouth","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Portsmouth","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Redbridge and Waltham Forest","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sefton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","AA/AO","AO","50","45","22590","22870"
"In post","2023","Attorney General's Departments","Sheffield","EO","EO","40","35","27790","27150"
"In post","2023","Attorney General's Departments","Sheffield","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Sheffield","G6/G7","G7","40","35","54000","52880"
"In post","2023","Attorney General's Departments","Sheffield","SEO/HEO","HEO","15","15","33300","33460"
"In post","2023","Attorney General's Departments","Sheffield","SEO/HEO","SEO","10","10","38990","38760"
"In post","2023","Attorney General's Departments","Shropshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Somerset CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","AA/AO","AO","30","30","23880","24480"
"In post","2023","Attorney General's Departments","South Hampshire","EO","EO","25","25","28970","28200"
"In post","2023","Attorney General's Departments","South Hampshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","G6/G7","G7","70","65","58700","55850"
"In post","2023","Attorney General's Departments","South Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Hampshire","SEO/HEO","HEO","20","20","34550","33970"
"In post","2023","Attorney General's Departments","South Hampshire","SEO/HEO","SEO","10","10","41970","40800"
"In post","2023","Attorney General's Departments","South Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","AA/AO","AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","South Teesside","EO","EO","25","20","27870","27400"
"In post","2023","Attorney General's Departments","South Teesside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","G6/G7","G7","40","35","54930","56030"
"In post","2023","Attorney General's Departments","South Teesside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Teesside","SEO/HEO","HEO","10","10","32780","32650"
"In post","2023","Attorney General's Departments","South Teesside","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South and West Derbyshire","G6/G7","G7","[c]","[c]","[c]","[c]"
