"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Queen Elizabeth II Centre","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Registers of Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Revenue Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Revenue Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Rural Payments Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Forestry","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Forestry","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Forestry","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Forestry","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Public Pensions Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scottish Public Pensions Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Security Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Security Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Security Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Standards and Testing Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Standards and Testing Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Standards and Testing Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Standards and Testing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Teaching Regulation Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The Insolvency Service","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The Insolvency Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Statistics Authority","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wilton Park","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wilton Park","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Active Travel England","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Active Travel England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Active Travel England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Animal and Plant Health Agency","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Animal and Plant Health Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Animal and Plant Health Agency","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Building Digital UK","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Building Digital UK","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Building Digital UK","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office (excl. agencies)","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office (excl. agencies)","EO","120","[c]","26850","27500"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office (excl. agencies)","G6","70","[c]","66710","66530"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office (excl. agencies)","G7","170","[c]","55290","55590"
"Leaver Dept.","2023","Declared non-disabled","Cabinet Office (excl. agencies)","HEO","185","[c]","34610","34550"
