"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Economics","SEO","Unknown","40","40","43300","43700"
"In post","2023","20-29","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","AO","Heterosexual / straight","180","175","23210","22520"
"In post","2023","20-29","Finance","AO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Finance","AO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Finance","AO","Unknown","80","75","23530","22520"
"In post","2023","20-29","Finance","EO","Heterosexual / straight","225","225","27800","27260"
"In post","2023","20-29","Finance","EO","LGBO","25","20","[c]","[c]"
"In post","2023","20-29","Finance","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Finance","EO","Unknown","90","85","27670","27140"
"In post","2023","20-29","Finance","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","G7","Heterosexual / straight","85","85","54710","55150"
"In post","2023","20-29","Finance","G7","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Finance","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Finance","G7","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Finance","HEO","Heterosexual / straight","275","270","34100","33990"
"In post","2023","20-29","Finance","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Finance","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Finance","HEO","Unknown","120","120","33480","33830"
"In post","2023","20-29","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","SEO","Heterosexual / straight","140","140","41150","41200"
"In post","2023","20-29","Finance","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Finance","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Finance","SEO","Unknown","40","40","41640","42140"
"In post","2023","20-29","Finance","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Geography","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","AO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Geography","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Geography","EO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Geography","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","EO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Geography","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Geography","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","AA","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","AO","Heterosexual / straight","170","165","22670","22220"
"In post","2023","20-29","Human Resources","AO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Human Resources","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","AO","Unknown","70","70","22780","22220"
"In post","2023","20-29","Human Resources","EO","Heterosexual / straight","280","275","27470","27180"
"In post","2023","20-29","Human Resources","EO","LGBO","35","30","26990","26900"
"In post","2023","20-29","Human Resources","EO","Undeclared","30","30","[c]","[c]"
"In post","2023","20-29","Human Resources","EO","Unknown","85","80","27440","27140"
"In post","2023","20-29","Human Resources","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","G7","Heterosexual / straight","100","100","54730","54690"
"In post","2023","20-29","Human Resources","G7","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Human Resources","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","G7","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","HEO","Heterosexual / straight","325","325","33050","32660"
"In post","2023","20-29","Human Resources","HEO","LGBO","45","45","33300","33500"
"In post","2023","20-29","Human Resources","HEO","Undeclared","30","30","32840","32000"
"In post","2023","20-29","Human Resources","HEO","Unknown","90","90","33340","32500"
"In post","2023","20-29","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","SEO","Heterosexual / straight","125","125","41490","41550"
"In post","2023","20-29","Human Resources","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","EO","Heterosexual / straight","170","170","28550","28480"
"In post","2023","20-29","Intelligence Analysis","EO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","EO","Unknown","80","80","27870","27090"
"In post","2023","20-29","Intelligence Analysis","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","HEO","Heterosexual / straight","105","105","35890","36180"
"In post","2023","20-29","Intelligence Analysis","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","HEO","Unknown","45","45","37030","37850"
"In post","2023","20-29","Intelligence Analysis","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Internal Audit","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","EO","Heterosexual / straight","30","30","28650","29280"
"In post","2023","20-29","International Trade","EO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","International Trade","EO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","International Trade","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","G7","Heterosexual / straight","60","60","55330","55370"
"In post","2023","20-29","International Trade","G7","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","International Trade","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","International Trade","G7","Unknown","40","40","55300","55370"
"In post","2023","20-29","International Trade","HEO","Heterosexual / straight","125","120","34640","35010"
"In post","2023","20-29","International Trade","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","International Trade","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","International Trade","HEO","Unknown","60","60","34930","35010"
"In post","2023","20-29","International Trade","SEO","Heterosexual / straight","115","115","41150","41550"
"In post","2023","20-29","International Trade","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","International Trade","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","International Trade","SEO","Unknown","70","70","41060","41550"
"In post","2023","20-29","Knowledge and Information Management","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","AO","Heterosexual / straight","35","35","23510","22220"
"In post","2023","20-29","Knowledge and Information Management","AO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","AO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","EO","Heterosexual / straight","55","55","28140","28120"
"In post","2023","20-29","Knowledge and Information Management","EO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","EO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","HEO","Heterosexual / straight","60","60","34590","34170"
"In post","2023","20-29","Knowledge and Information Management","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","AO","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Legal","EO","Heterosexual / straight","275","275","29340","28130"
"In post","2023","20-29","Legal","EO","LGBO","30","30","28830","28010"
"In post","2023","20-29","Legal","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Legal","EO","Unknown","90","90","29100","28110"
"In post","2023","20-29","Legal","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","G7","Heterosexual / straight","255","255","52330","52360"
"In post","2023","20-29","Legal","G7","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Legal","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Legal","G7","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Legal","HEO","Heterosexual / straight","120","120","37510","35000"
"In post","2023","20-29","Legal","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Legal","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Legal","HEO","Unknown","50","50","34850","34700"
"In post","2023","20-29","Legal","SEO","Heterosexual / straight","90","90","39410","38760"
"In post","2023","20-29","Legal","SEO","LGBO","10","10","[c]","[c]"
