"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Bristol, City of","15","10","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Monmouthshire and Newport","35","35","36840","37690"
"In post","2023","Asian","Analysis","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Birmingham","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Coventry","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Wolverhampton","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","Leeds","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","Sheffield","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Croydon","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","London","Tower Hamlets","40","40","44420","38680"
"In post","2023","Asian","Commercial","London","Westminster","165","165","53490","45130"
"In post","2023","Asian","Commercial","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Greater Manchester South West","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Manchester","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Milton Keynes","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Birmingham","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Coventry","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Staffordshire CC","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Leeds","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Sheffield","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
