"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","AO","Heterosexual / straight","30","[c]","21780","21780"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","AO","Unknown","35","[c]","21780","21780"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","AO","Heterosexual / straight","40","[c]","22730","22500"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","AO","Unknown","45","[c]","22480","22500"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Heterosexual / straight","45","[c]","27810","27840"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","Heterosexual / straight","35","[c]","33290","33500"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","Heterosexual / straight","35","[c]","41160","41190"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","30","[c]","25110","24150"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","35","[c]","31780","30930"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","30","[c]","38200","37420"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","Heterosexual / straight","230","[c]","23430","21380"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","Unknown","325","[c]","23600","23710"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","Heterosexual / straight","390","[c]","23460","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","Unknown","620","[c]","25100","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Heterosexual / straight","335","[c]","28200","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Unknown","330","[c]","28470","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","Heterosexual / straight","35","[c]","73910","67470"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","Unknown","40","[c]","78700","79240"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","Heterosexual / straight","45","[c]","57850","55110"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","Unknown","45","[c]","58970","55630"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","Heterosexual / straight","315","[c]","35140","33830"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","Unknown","295","[c]","36420","33990"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","Heterosexual / straight","140","[c]","42780","41200"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","Unknown","125","[c]","43430","41000"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Heterosexual / straight","100","[c]","27730","26500"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Unknown","75","[c]","28700","29660"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","Heterosexual / straight","60","[c]","55140","55720"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","Unknown","30","[c]","55430","55720"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","Heterosexual / straight","125","[c]","33430","33610"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","LGBO","30","[c]","33180","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","Unknown","105","[c]","33670","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","Heterosexual / straight","95","[c]","40620","39150"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","Unknown","50","[c]","41830","43650"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","AO","Heterosexual / straight","35","[c]","24230","22950"
"New entrant CS","2023","National Crime Agency","National Crime Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","EO","Heterosexual / straight","240","[c]","34220","34340"
"New entrant CS","2023","National Crime Agency","National Crime Agency","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","HEO","Heterosexual / straight","70","[c]","41450","41900"
"New entrant CS","2023","National Crime Agency","National Crime Agency","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","SEO","Heterosexual / straight","35","[c]","49400","49180"
"New entrant CS","2023","National Crime Agency","National Crime Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","AA","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
