"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","White","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Commercial","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Commercial","EO","40","[c]","27420","27140"
"Leaver CS","2023","White","Commercial","Commercial","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Commercial","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Commercial","HEO","60","[c]","34090","33850"
"Leaver CS","2023","White","Commercial","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Commercial","SEO","90","[c]","41280","41690"
"Leaver CS","2023","White","Commercial","Commercial","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Communications","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Communications","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Communications","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Communications","G7","35","[c]","55760","55740"
"Leaver CS","2023","White","Communications","Communications","HEO","65","[c]","34870","34070"
"Leaver CS","2023","White","Communications","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Communications","SEO","70","[c]","42860","42400"
"Leaver CS","2023","White","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Counter Fraud","AO","75","[c]","22290","21690"
"Leaver CS","2023","White","Counter Fraud","Counter Fraud","EO","175","[c]","28440","28120"
"Leaver CS","2023","White","Counter Fraud","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Counter Fraud","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Counter Fraud","HEO","45","[c]","34820","34290"
"Leaver CS","2023","White","Counter Fraud","Counter Fraud","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Legal","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Legal","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Legal","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Legal","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Operational Delivery","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Operational Delivery","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Operational Delivery","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Operational Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Other","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Other","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Other","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Other","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Tax","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Tax","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Tax","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Tax","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Tax","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Tax","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Operational Delivery","AO","165","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Operational Delivery","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Operational Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Other","AO","195","[c]","21670","21690"
"Leaver CS","2023","White","Debt","Other","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Other","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Tax","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Digital, Data and Technology","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Digital, Data and Technology","AO","45","[c]","22650","21950"
"Leaver CS","2023","White","Digital, Data & Technology","Digital, Data and Technology","EO","165","[c]","28090","27570"
"Leaver CS","2023","White","Digital, Data & Technology","Digital, Data and Technology","G6","75","[c]","70800","71250"
"Leaver CS","2023","White","Digital, Data & Technology","Digital, Data and Technology","G7","260","[c]","56820","55760"
"Leaver CS","2023","White","Digital, Data & Technology","Digital, Data and Technology","HEO","205","[c]","34540","34170"
"Leaver CS","2023","White","Digital, Data & Technology","Digital, Data and Technology","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Digital, Data and Technology","SEO","260","[c]","42270","41480"
"Leaver CS","2023","White","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Knowledge and Information Management","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Knowledge and Information Management","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Knowledge and Information Management","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Operational Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Operational Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Other","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Science and Engineering","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Science and Engineering","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Science and Engineering","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","G7","45","[c]","56940","56430"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Finance","AO","50","[c]","22610","21690"
"Leaver CS","2023","White","Finance","Finance","EO","85","[c]","27560","27430"
"Leaver CS","2023","White","Finance","Finance","G6","35","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Finance","G7","75","[c]","56840","55740"
"Leaver CS","2023","White","Finance","Finance","HEO","105","[c]","34220","34170"
"Leaver CS","2023","White","Finance","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Finance","SEO","95","[c]","44130","43310"
"Leaver CS","2023","White","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Operational Delivery","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Operational Delivery","AO","35","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Operational Delivery","AO","45","[c]","21800","21300"
"Leaver CS","2023","White","Grants Management","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Human Resources","AA","45","[c]","21270","20750"
"Leaver CS","2023","White","Human Resources","Human Resources","AO","255","[c]","22080","22220"
"Leaver CS","2023","White","Human Resources","Human Resources","EO","220","[c]","28470","27570"
"Leaver CS","2023","White","Human Resources","Human Resources","G6","45","[c]","69890","67100"
"Leaver CS","2023","White","Human Resources","Human Resources","G7","85","[c]","55550","54980"
"Leaver CS","2023","White","Human Resources","Human Resources","HEO","190","[c]","35320","34300"
"Leaver CS","2023","White","Human Resources","Human Resources","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Human Resources","SEO","90","[c]","43120","41800"
"Leaver CS","2023","White","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Operational Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Tax","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Internal Audit","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Internal Audit","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Internal Audit","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Internal Audit","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Legal","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Legal","G6","85","[c]","71130","70210"
"Leaver CS","2023","White","Legal","Legal","G7","190","[c]","55970","54800"
"Leaver CS","2023","White","Legal","Legal","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Legal","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Legal","SEO","35","[c]","41050","38760"
"Leaver CS","2023","White","Legal","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Operational Delivery","AO","105","[c]","22880","22870"
"Leaver CS","2023","White","Legal","Operational Delivery","EO","55","[c]","28290","28540"
"Leaver CS","2023","White","Legal","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Tax","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Tax","SEO","[c]","[c]","[c]","[c]"
