"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Analysis","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","EO","25","20","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","SEO","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","G6","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","G7","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","SEO","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","EO","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Other","G6","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Other","G7","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Other","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","EO","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","G7","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","G7","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","EO","25","25","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","G6","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","G7","55","50","58590","57970"
"In post","2023","Asian","Analysis","Statistics","HEO","70","70","35170","35000"
"In post","2023","Asian","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","SEO","70","65","43050","43250"
"In post","2023","Asian","Analysis","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","G6","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","G7","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","AO","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","EO","30","25","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","G6","30","30","71320","68310"
"In post","2023","Asian","Commercial","Commercial","G7","80","75","60670","59480"
"In post","2023","Asian","Commercial","Commercial","HEO","90","90","33540","33890"
"In post","2023","Asian","Commercial","Commercial","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","SEO","65","60","42930","42620"
"In post","2023","Asian","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","EO","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","G7","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","SEO","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","AO","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Communications","EO","35","35","29130","29140"
"In post","2023","Asian","Communications","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","G7","15","15","[c]","[c]"
"In post","2023","Asian","Communications","Communications","HEO","40","40","36250","35000"
"In post","2023","Asian","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","SEO","40","40","44830","44550"
"In post","2023","Asian","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","AA","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","AO","205","180","24160","25610"
"In post","2023","Asian","Counter Fraud","Counter Fraud","EO","435","415","30070","28130"
"In post","2023","Asian","Counter Fraud","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","G7","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","HEO","155","150","36850","35560"
"In post","2023","Asian","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","SEO","25","25","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","AO","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","EO","55","55","30960","32400"
"In post","2023","Asian","Counter Fraud","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","HEO","40","40","37990","39450"
"In post","2023","Asian","Counter Fraud","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","AO","40","35","23890","22520"
"In post","2023","Asian","Counter Fraud","Operational Delivery","EO","120","110","29780","28130"
"In post","2023","Asian","Counter Fraud","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","HEO","60","55","35910","35000"
"In post","2023","Asian","Counter Fraud","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
