"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Internal Audit","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","AO","100","[c]","22720","22870"
"Leaver CS","2023","Declared non-disabled","Legal","EO","100","[c]","28220","28030"
"Leaver CS","2023","Declared non-disabled","Legal","G6","75","[c]","70660","69280"
"Leaver CS","2023","Declared non-disabled","Legal","G7","205","[c]","56460","55170"
"Leaver CS","2023","Declared non-disabled","Legal","HEO","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","SEO","40","[c]","41600","40800"
"Leaver CS","2023","Declared non-disabled","No function","AA","1020","[c]","20080","19860"
"Leaver CS","2023","Declared non-disabled","No function","AO","6550","[c]","22230","21690"
"Leaver CS","2023","Declared non-disabled","No function","EO","4805","[c]","28390","28120"
"Leaver CS","2023","Declared non-disabled","No function","G6","350","[c]","70610","67010"
"Leaver CS","2023","Declared non-disabled","No function","G7","895","[c]","57090","54630"
"Leaver CS","2023","Declared non-disabled","No function","HEO","1805","[c]","34240","33860"
"Leaver CS","2023","Declared non-disabled","No function","SCS level","205","[c]","97950","91470"
"Leaver CS","2023","Declared non-disabled","No function","SEO","1245","[c]","42640","41660"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","1055","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","EO","70","[c]","27040","26950"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G6","90","[c]","69690","68560"
"Leaver CS","2023","Declared non-disabled","Project Delivery","G7","140","[c]","54640","55110"
"Leaver CS","2023","Declared non-disabled","Project Delivery","HEO","195","[c]","33440","33000"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","SEO","235","[c]","41990","41200"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","100","[c]","41660","34750"
"Leaver CS","2023","Declared non-disabled","Property","AA","40","[c]","20040","19060"
"Leaver CS","2023","Declared non-disabled","Property","AO","55","[c]","22660","22520"
"Leaver CS","2023","Declared non-disabled","Property","EO","75","[c]","27400","27040"
"Leaver CS","2023","Declared non-disabled","Property","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","G7","45","[c]","56770","56430"
"Leaver CS","2023","Declared non-disabled","Property","HEO","85","[c]","34510","34000"
"Leaver CS","2023","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","SEO","100","[c]","44260","44480"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","AA","135","[c]","22900","21500"
"Leaver CS","2023","Declared non-disabled","Security","AO","165","[c]","31390","28560"
"Leaver CS","2023","Declared non-disabled","Security","EO","65","[c]","35210","30110"
"Leaver CS","2023","Declared non-disabled","Security","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","HEO","70","[c]","40040","34340"
"Leaver CS","2023","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","SEO","40","[c]","44350","43740"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA","55","[c]","23810","23340"
"Leaver CS","2023","Declared non-disabled","Unknown","AO","140","[c]","25210","25380"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","185","[c]","29210","29430"
"Leaver CS","2023","Declared non-disabled","Unknown","G6","95","[c]","73990","75260"
"Leaver CS","2023","Declared non-disabled","Unknown","G7","140","[c]","57920","58370"
"Leaver CS","2023","Declared non-disabled","Unknown","HEO","170","[c]","36590","37940"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","50","[c]","94730","89130"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO","170","[c]","45370","47470"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","AA","155","[c]","19970","19770"
"Leaver CS","2023","Undeclared","No function","AO","655","[c]","22160","21690"
"Leaver CS","2023","Undeclared","No function","EO","390","[c]","28320","28100"
"Leaver CS","2023","Undeclared","No function","G6","40","[c]","69780","68680"
"Leaver CS","2023","Undeclared","No function","G7","100","[c]","55670","54570"
"Leaver CS","2023","Undeclared","No function","HEO","170","[c]","34200","33790"
"Leaver CS","2023","Undeclared","No function","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","SEO","150","[c]","41690","41320"
"Leaver CS","2023","Undeclared","No function","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","AO","30","[c]","34580","39070"
"Leaver CS","2023","Undeclared","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","AA","65","[c]","20780","19280"
"Leaver CS","2023","Unknown","Analysis","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","G7","65","[c]","52430","49260"
"Leaver CS","2023","Unknown","Analysis","HEO","115","[c]","30730","30650"
"Leaver CS","2023","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","SEO","75","[c]","40910","39890"
"Leaver CS","2023","Unknown","Commercial","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","G6","35","[c]","77360","75070"
"Leaver CS","2023","Unknown","Commercial","G7","100","[c]","63750","65500"
"Leaver CS","2023","Unknown","Commercial","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO","40","[c]","40710","41000"
"Leaver CS","2023","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","HEO","35","[c]","35470","34280"
"Leaver CS","2023","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO","30","[c]","42070","41550"
"Leaver CS","2023","Unknown","Counter Fraud","AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","EO","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AO","225","[c]","21530","21690"
"Leaver CS","2023","Unknown","Debt","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","100","[c]","28550","28120"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6","45","[c]","70950","68430"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G7","155","[c]","56650","55290"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HEO","135","[c]","33800","33020"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO","150","[c]","41460","40450"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HEO","40","[c]","34310","33730"
"Leaver CS","2023","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO","40","[c]","42890","42820"
"Leaver CS","2023","Unknown","Grants Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","AO","65","[c]","22330","22220"
"Leaver CS","2023","Unknown","Human Resources","EO","75","[c]","27180","27470"
"Leaver CS","2023","Unknown","Human Resources","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HEO","85","[c]","40410","38890"
"Leaver CS","2023","Unknown","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","AO","45","[c]","23310","23650"
"Leaver CS","2023","Unknown","Legal","EO","35","[c]","28200","27850"
"Leaver CS","2023","Unknown","Legal","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","G7","55","[c]","54440","54100"
"Leaver CS","2023","Unknown","Legal","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA","620","[c]","20500","19860"
"Leaver CS","2023","Unknown","No function","AO","3110","[c]","22810","22240"
"Leaver CS","2023","Unknown","No function","EO","1540","[c]","29310","28120"
"Leaver CS","2023","Unknown","No function","G6","155","[c]","68020","66230"
"Leaver CS","2023","Unknown","No function","G7","320","[c]","55510","54580"
"Leaver CS","2023","Unknown","No function","HEO","625","[c]","35020","33890"
"Leaver CS","2023","Unknown","No function","SCS level","90","[c]","100200","93000"
"Leaver CS","2023","Unknown","No function","SEO","410","[c]","42040","41440"
"Leaver CS","2023","Unknown","No function","Unknown","515","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G7","60","[c]","52200","51360"
"Leaver CS","2023","Unknown","Project Delivery","HEO","70","[c]","32230","32550"
"Leaver CS","2023","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SEO","60","[c]","41030","40000"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA","35","[c]","20240","19770"
"Leaver CS","2023","Unknown","Property","AO","50","[c]","23760","22520"
"Leaver CS","2023","Unknown","Property","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","AA","95","[c]","24610","25000"
"Leaver CS","2023","Unknown","Security","AO","120","[c]","32410","29840"
"Leaver CS","2023","Unknown","Security","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA","145","[c]","22780","22180"
"Leaver CS","2023","Unknown","Unknown","AO","115","[c]","24690","25540"
"Leaver CS","2023","Unknown","Unknown","EO","275","[c]","27540","29100"
"Leaver CS","2023","Unknown","Unknown","G6","130","[c]","76450","76720"
"Leaver CS","2023","Unknown","Unknown","G7","250","[c]","56060","54870"
"Leaver CS","2023","Unknown","Unknown","HEO","325","[c]","33780","33520"
"Leaver CS","2023","Unknown","Unknown","SCS level","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO","215","[c]","44290","42860"
"Leaver CS","2023","Unknown","Unknown","Unknown","200","[c]","36860","33920"
"Leaver Dept.","2023","Declared disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","HEO","40","[c]","33620","33570"
"Leaver Dept.","2023","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
