"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department for Work and Pensions","SEO/HEO","SEO","665","625","41510","38470"
"In post","2023","Declared disabled","Department of Health and Social Care","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","AA/AO","AO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","EO","EO","60","55","27440","27840"
"In post","2023","Declared disabled","Department of Health and Social Care","G6/G7","G6","50","50","68220","67690"
"In post","2023","Declared disabled","Department of Health and Social Care","G6/G7","G7","130","125","54480","54660"
"In post","2023","Declared disabled","Department of Health and Social Care","SCS level","SCS level","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care","SEO/HEO","HEO","105","105","33130","33790"
"In post","2023","Declared disabled","Department of Health and Social Care","SEO/HEO","SEO","100","100","41280","41640"
"In post","2023","Declared disabled","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","G6/G7","G6","10","5","[c]","[c]"
"In post","2023","Declared disabled","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","EO","EO","35","35","28560","28090"
"In post","2023","Declared disabled","Food Standards Agency","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","G6/G7","G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","SEO/HEO","HEO","30","30","32910","33000"
"In post","2023","Declared disabled","Food Standards Agency","SEO/HEO","SEO","45","45","39640","38670"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","AO","60","60","27980","28950"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","EO","EO","80","80","31510","31440"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","G6","60","60","69840","70100"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","G7","125","120","57620","57350"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","SCS level","35","35","86710","79000"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","185","180","36880","36620"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","75","75","44600","44450"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","AA/AO","AO","185","170","23430","23390"
"In post","2023","Declared disabled","HM Land Registry","EO","EO","270","230","28290","28080"
"In post","2023","Declared disabled","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","G6/G7","G7","20","15","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","SEO/HEO","HEO","130","115","35510","34850"
"In post","2023","Declared disabled","HM Land Registry","SEO/HEO","SEO","75","70","42680","41680"
"In post","2023","Declared disabled","HM Revenue and Customs","AA/AO","AA","90","75","22570","22520"
"In post","2023","Declared disabled","HM Revenue and Customs","AA/AO","AO","1875","1605","22790","22520"
"In post","2023","Declared disabled","HM Revenue and Customs","EO","EO","1435","1305","28950","28130"
"In post","2023","Declared disabled","HM Revenue and Customs","G6/G7","G6","200","190","73180","71300"
"In post","2023","Declared disabled","HM Revenue and Customs","G6/G7","G7","645","615","59130","57970"
"In post","2023","Declared disabled","HM Revenue and Customs","SCS level","SCS level","30","30","88810","84160"
"In post","2023","Declared disabled","HM Revenue and Customs","SEO/HEO","HEO","1560","1465","35730","35000"
"In post","2023","Declared disabled","HM Revenue and Customs","SEO/HEO","SEO","845","800","43350","42510"
"In post","2023","Declared disabled","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","EO","EO","30","30","28120","28130"
"In post","2023","Declared disabled","HM Treasury","G6/G7","G6","35","35","65420","64900"
"In post","2023","Declared disabled","HM Treasury","G6/G7","G7","70","70","54450","54090"
"In post","2023","Declared disabled","HM Treasury","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury","SEO/HEO","HEO","85","85","34680","33820"
"In post","2023","Declared disabled","HM Treasury","SEO/HEO","SEO","30","30","42150","40720"
"In post","2023","Declared disabled","Home Office","AA/AO","AA","95","80","20700","19500"
"In post","2023","Declared disabled","Home Office","AA/AO","AO","615","545","23330","22400"
"In post","2023","Declared disabled","Home Office","EO","EO","1200","1100","27670","26610"
"In post","2023","Declared disabled","Home Office","G6/G7","G6","90","90","71510","70840"
"In post","2023","Declared disabled","Home Office","G6/G7","G7","265","260","58730","59290"
"In post","2023","Declared disabled","Home Office","SCS level","SCS level","35","35","91630","87750"
"In post","2023","Declared disabled","Home Office","SEO/HEO","HEO","540","510","34290","33770"
"In post","2023","Declared disabled","Home Office","SEO/HEO","SEO","375","370","42240","43210"
"In post","2023","Declared disabled","Home Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence","AA/AO","AA","395","375","21200","21380"
"In post","2023","Declared disabled","Ministry of Defence","AA/AO","AO","1080","1025","24590","22220"
"In post","2023","Declared disabled","Ministry of Defence","EO","EO","880","850","28920","27470"
"In post","2023","Declared disabled","Ministry of Defence","G6/G7","G6","165","155","71490","70550"
"In post","2023","Declared disabled","Ministry of Defence","G6/G7","G7","685","665","54100","54510"
"In post","2023","Declared disabled","Ministry of Defence","SCS level","SCS level","45","40","98020","91630"
"In post","2023","Declared disabled","Ministry of Defence","SEO/HEO","HEO","1255","1220","34430","34300"
"In post","2023","Declared disabled","Ministry of Defence","SEO/HEO","SEO","1055","1020","42330","41800"
"In post","2023","Declared disabled","Ministry of Defence","Unknown","Unknown","250","240","41390","40270"
"In post","2023","Declared disabled","Ministry of Justice","AA/AO","AA","960","860","22500","23230"
"In post","2023","Declared disabled","Ministry of Justice","AA/AO","AO","3565","3230","26830","25340"
"In post","2023","Declared disabled","Ministry of Justice","EO","EO","1440","1365","30010","28480"
"In post","2023","Declared disabled","Ministry of Justice","G6/G7","G6","105","105","75090","70990"
"In post","2023","Declared disabled","Ministry of Justice","G6/G7","G7","285","280","58640","56710"
"In post","2023","Declared disabled","Ministry of Justice","SCS level","SCS level","35","35","89910","82400"
"In post","2023","Declared disabled","Ministry of Justice","SEO/HEO","HEO","1030","990","35460","35410"
"In post","2023","Declared disabled","Ministry of Justice","SEO/HEO","SEO","865","835","45660","44040"
"In post","2023","Declared disabled","Ministry of Justice","Unknown","Unknown","4035","3760","31140","29050"
"In post","2023","Declared disabled","National Crime Agency","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","EO","EO","120","120","35900","36040"
"In post","2023","Declared disabled","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","SEO/HEO","HEO","75","75","43120","42240"
"In post","2023","Declared disabled","National Crime Agency","SEO/HEO","SEO","40","40","50040","48900"
"In post","2023","Declared disabled","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","EO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","40","40","71250","72470"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","45","45","49080","52750"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","EO","EO","40","40","25230","24640"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","G6/G7","G7","30","30","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","EO","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","EO","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government","AA/AO","AA","225","205","23590","23340"
"In post","2023","Declared disabled","Scottish Government","AA/AO","AO","315","295","26520","26410"
"In post","2023","Declared disabled","Scottish Government","EO","EO","630","600","32550","31940"
"In post","2023","Declared disabled","Scottish Government","G6/G7","G6","90","85","77020","79110"
"In post","2023","Declared disabled","Scottish Government","G6/G7","G7","225","210","59930","58850"
"In post","2023","Declared disabled","Scottish Government","SCS level","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","Scottish Government","SEO/HEO","HEO","435","415","37740","38330"
"In post","2023","Declared disabled","Scottish Government","SEO/HEO","SEO","300","285","47310","48640"
"In post","2023","Declared disabled","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","EO","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","EO","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Export Finance","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","UK Statistics Authority","AA/AO","AA","35","20","20370","20150"
"In post","2023","Declared disabled","UK Statistics Authority","AA/AO","AO","115","85","21450","21200"
"In post","2023","Declared disabled","UK Statistics Authority","EO","EO","85","80","25700","24840"
"In post","2023","Declared disabled","UK Statistics Authority","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","UK Statistics Authority","G6/G7","G7","75","70","52820","51460"
"In post","2023","Declared disabled","UK Statistics Authority","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","UK Statistics Authority","SEO/HEO","HEO","155","150","31900","31560"
"In post","2023","Declared disabled","UK Statistics Authority","SEO/HEO","SEO","140","135","39220","39300"
"In post","2023","Declared disabled","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","EO","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Welsh Government","AA/AO","AO","65","60","25060","25620"
"In post","2023","Declared disabled","Welsh Government","EO","EO","70","65","29880","30610"
"In post","2023","Declared disabled","Welsh Government","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Welsh Government","G6/G7","G7","40","40","61510","63900"
"In post","2023","Declared disabled","Welsh Government","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Welsh Government","SEO/HEO","HEO","100","90","38330","39690"
"In post","2023","Declared disabled","Welsh Government","SEO/HEO","SEO","55","50","47450","49370"
"In post","2023","Declared non-disabled","Attorney General's Departments","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Attorney General's Departments","AA/AO","AO","1045","960","23210","22870"
"In post","2023","Declared non-disabled","Attorney General's Departments","EO","EO","1365","1285","28660","28410"
