"Status","Year","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","EO","40","[c]","28140","28120"
"Leaver Dept.","2023","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","75","[c]","33650","32000"
"Leaver Dept.","2023","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","West Central Scotland","AA/AO","175","[c]","22130","21690"
"Leaver Dept.","2023","West Central Scotland","EO","200","[c]","27200","27570"
"Leaver Dept.","2023","West Central Scotland","G6/G7","25","[c]","54770","52500"
"Leaver Dept.","2023","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Central Scotland","SEO/HEO","110","[c]","35600","33990"
"Leaver Dept.","2023","West Midlands","AA/AO","135","[c]","21710","21690"
"Leaver Dept.","2023","West Midlands","EO","210","[c]","27300","27570"
"Leaver Dept.","2023","West Midlands","G6/G7","65","[c]","55370","51770"
"Leaver Dept.","2023","West Midlands","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands","SEO/HEO","220","[c]","35590","34170"
"Leaver Dept.","2023","West Midlands","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","West Wales and The Valleys","AA/AO","95","[c]","21920","22500"
"Leaver Dept.","2023","West Wales and The Valleys","EO","110","[c]","27490","27570"
"Leaver Dept.","2023","West Wales and The Valleys","G6/G7","20","[c]","57030","52150"
"Leaver Dept.","2023","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Wales and The Valleys","SEO/HEO","120","[c]","35520","32950"
"Leaver Dept.","2023","West Wales and The Valleys","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Yorkshire","AA/AO","95","[c]","22280","21690"
"Leaver Dept.","2023","West Yorkshire","EO","190","[c]","27400","27570"
"Leaver Dept.","2023","West Yorkshire","G6/G7","75","[c]","55410","51910"
"Leaver Dept.","2023","West Yorkshire","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","West Yorkshire","SEO/HEO","230","[c]","34970","34170"
"Leaver Dept.","2023","West Yorkshire","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Bedfordshire and Hertfordshire","AA/AO","275","[c]","25760","24130"
"New entrant CS","2023","Bedfordshire and Hertfordshire","EO","90","[c]","28070","27230"
"New entrant CS","2023","Bedfordshire and Hertfordshire","G6/G7","20","[c]","63780","60050"
"New entrant CS","2023","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Bedfordshire and Hertfordshire","SEO/HEO","65","[c]","38680","38150"
"New entrant CS","2023","Bedfordshire and Hertfordshire","Unknown","90","[c]","22750","23640"
"New entrant CS","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","490","[c]","26590","24070"
"New entrant CS","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","130","[c]","28690","28120"
"New entrant CS","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","40","[c]","61660","57110"
"New entrant CS","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","170","[c]","36670","35830"
"New entrant CS","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","120","[c]","22980","23640"
"New entrant CS","2023","Cheshire","AA/AO","240","[c]","25760","24070"
"New entrant CS","2023","Cheshire","EO","90","[c]","31450","30740"
"New entrant CS","2023","Cheshire","G6/G7","25","[c]","58680","55250"
"New entrant CS","2023","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cheshire","SEO/HEO","75","[c]","38690","38640"
"New entrant CS","2023","Cheshire","Unknown","85","[c]","23510","23640"
"New entrant CS","2023","Cornwall and Isles of Scilly","AA/AO","35","[c]","21590","22220"
"New entrant CS","2023","Cornwall and Isles of Scilly","EO","25","[c]","27610","27080"
"New entrant CS","2023","Cornwall and Isles of Scilly","G6/G7","10","[c]","66730","62490"
"New entrant CS","2023","Cornwall and Isles of Scilly","SEO/HEO","25","[c]","39010","40170"
"New entrant CS","2023","Cornwall and Isles of Scilly","Unknown","35","[c]","22530","23640"
"New entrant CS","2023","Cumbria","AA/AO","210","[c]","23400","22150"
"New entrant CS","2023","Cumbria","EO","15","[c]","26640","26780"
"New entrant CS","2023","Cumbria","G6/G7","10","[c]","56710","55100"
"New entrant CS","2023","Cumbria","SEO/HEO","10","[c]","40400","37300"
"New entrant CS","2023","Cumbria","Unknown","75","[c]","32140","23640"
"New entrant CS","2023","Derbyshire and Nottinghamshire","AA/AO","945","[c]","23730","22520"
"New entrant CS","2023","Derbyshire and Nottinghamshire","EO","190","[c]","27630","27650"
"New entrant CS","2023","Derbyshire and Nottinghamshire","G6/G7","70","[c]","57590","54680"
"New entrant CS","2023","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Derbyshire and Nottinghamshire","SEO/HEO","220","[c]","37450","34700"
"New entrant CS","2023","Derbyshire and Nottinghamshire","Unknown","175","[c]","22730","23640"
"New entrant CS","2023","Devon","AA/AO","520","[c]","23920","22520"
"New entrant CS","2023","Devon","EO","140","[c]","26630","26650"
"New entrant CS","2023","Devon","G6/G7","70","[c]","53710","51890"
"New entrant CS","2023","Devon","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Devon","SEO/HEO","150","[c]","35690","34420"
"New entrant CS","2023","Devon","Unknown","105","[c]","26590","23640"
"New entrant CS","2023","Dorset and Somerset","AA/AO","310","[c]","23740","23230"
"New entrant CS","2023","Dorset and Somerset","EO","100","[c]","27990","27610"
"New entrant CS","2023","Dorset and Somerset","G6/G7","20","[c]","57160","54210"
"New entrant CS","2023","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Dorset and Somerset","SEO/HEO","100","[c]","37080","34400"
"New entrant CS","2023","Dorset and Somerset","Unknown","70","[c]","22490","23640"
"New entrant CS","2023","East Anglia","AA/AO","885","[c]","24920","23230"
"New entrant CS","2023","East Anglia","EO","155","[c]","26950","27080"
"New entrant CS","2023","East Anglia","G6/G7","50","[c]","62190","59500"
"New entrant CS","2023","East Anglia","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","East Anglia","SEO/HEO","180","[c]","37220","36890"
"New entrant CS","2023","East Anglia","Unknown","190","[c]","22530","23640"
"New entrant CS","2023","East Wales","AA/AO","1030","[c]","23250","22400"
"New entrant CS","2023","East Wales","EO","355","[c]","26510","25750"
"New entrant CS","2023","East Wales","G6/G7","155","[c]","57030","54000"
"New entrant CS","2023","East Wales","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","East Wales","SEO/HEO","550","[c]","36130","34430"
"New entrant CS","2023","East Wales","Unknown","120","[c]","22500","23640"
"New entrant CS","2023","East Yorkshire and Northern Lincolnshire","AA/AO","340","[c]","26520","28880"
"New entrant CS","2023","East Yorkshire and Northern Lincolnshire","EO","50","[c]","26910","25920"
"New entrant CS","2023","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","25","[c]","37350","37130"
"New entrant CS","2023","East Yorkshire and Northern Lincolnshire","Unknown","95","[c]","22520","23640"
"New entrant CS","2023","Eastern Scotland","AA/AO","1040","[c]","23230","22180"
"New entrant CS","2023","Eastern Scotland","EO","630","[c]","29180","29100"
"New entrant CS","2023","Eastern Scotland","G6/G7","235","[c]","58420","52600"
"New entrant CS","2023","Eastern Scotland","SCS level","15","[c]","88490","81890"
"New entrant CS","2023","Eastern Scotland","SEO/HEO","590","[c]","38140","36330"
"New entrant CS","2023","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Essex","AA/AO","240","[c]","24420","23230"
"New entrant CS","2023","Essex","EO","95","[c]","28170","25880"
"New entrant CS","2023","Essex","G6/G7","15","[c]","59710","54100"
"New entrant CS","2023","Essex","SEO/HEO","30","[c]","38170","37680"
"New entrant CS","2023","Essex","Unknown","105","[c]","22500","23640"
"New entrant CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","1135","[c]","22850","22220"
"New entrant CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","525","[c]","26830","26840"
"New entrant CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","315","[c]","56050","53720"
"New entrant CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","20","[c]","107240","110000"
"New entrant CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","1255","[c]","35490","33830"
"New entrant CS","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","330","[c]","28430","23640"
"New entrant CS","2023","Greater Manchester","AA/AO","930","[c]","23320","22400"
"New entrant CS","2023","Greater Manchester","EO","480","[c]","26480","25880"
"New entrant CS","2023","Greater Manchester","G6/G7","190","[c]","56750","53770"
"New entrant CS","2023","Greater Manchester","SCS level","15","[c]","113230","112500"
"New entrant CS","2023","Greater Manchester","SEO/HEO","600","[c]","35570","34400"
"New entrant CS","2023","Greater Manchester","Unknown","305","[c]","23000","23640"
"New entrant CS","2023","Hampshire and Isle of Wight","AA/AO","990","[c]","23230","22220"
"New entrant CS","2023","Hampshire and Isle of Wight","EO","305","[c]","26890","27080"
"New entrant CS","2023","Hampshire and Isle of Wight","G6/G7","125","[c]","58110","53670"
"New entrant CS","2023","Hampshire and Isle of Wight","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Hampshire and Isle of Wight","SEO/HEO","530","[c]","34590","33830"
"New entrant CS","2023","Hampshire and Isle of Wight","Unknown","135","[c]","22090","23640"
"New entrant CS","2023","Herefordshire, Worcestershire and Warwickshire","AA/AO","270","[c]","24280","22400"
"New entrant CS","2023","Herefordshire, Worcestershire and Warwickshire","EO","45","[c]","27130","27020"
"New entrant CS","2023","Herefordshire, Worcestershire and Warwickshire","G6/G7","20","[c]","57810","53730"
"New entrant CS","2023","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","25","[c]","36220","35480"
"New entrant CS","2023","Herefordshire, Worcestershire and Warwickshire","Unknown","70","[c]","23440","23640"
"New entrant CS","2023","Highlands and Islands","AA/AO","125","[c]","22480","22150"
"New entrant CS","2023","Highlands and Islands","EO","35","[c]","28220","28120"
"New entrant CS","2023","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Highlands and Islands","SEO/HEO","35","[c]","36540","36490"
"New entrant CS","2023","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inner London - East","AA/AO","500","[c]","28130","26920"
"New entrant CS","2023","Inner London - East","EO","390","[c]","30480","29750"
"New entrant CS","2023","Inner London - East","G6/G7","305","[c]","61630","59180"
"New entrant CS","2023","Inner London - East","SCS level","35","[c]","104700","99500"
"New entrant CS","2023","Inner London - East","SEO/HEO","510","[c]","38730","39110"
"New entrant CS","2023","Inner London - East","Unknown","195","[c]","26370","27640"
"New entrant CS","2023","Inner London - West","AA/AO","795","[c]","26190","25480"
"New entrant CS","2023","Inner London - West","EO","1150","[c]","28510","29000"
"New entrant CS","2023","Inner London - West","G6/G7","670","[c]","59870","55740"
"New entrant CS","2023","Inner London - West","SCS level","95","[c]","105280","95000"
"New entrant CS","2023","Inner London - West","SEO/HEO","2450","[c]","36490","35410"
"New entrant CS","2023","Inner London - West","Unknown","35","[c]","25620","27640"
"New entrant CS","2023","Kent","AA/AO","710","[c]","25270","23230"
"New entrant CS","2023","Kent","EO","365","[c]","27000","25750"
"New entrant CS","2023","Kent","G6/G7","20","[c]","60090","60770"
"New entrant CS","2023","Kent","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Kent","SEO/HEO","55","[c]","38030","37130"
"New entrant CS","2023","Kent","Unknown","135","[c]","22910","23640"
"New entrant CS","2023","Lancashire","AA/AO","720","[c]","24240","22520"
"New entrant CS","2023","Lancashire","EO","140","[c]","27810","28120"
"New entrant CS","2023","Lancashire","G6/G7","45","[c]","56950","54970"
"New entrant CS","2023","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Lancashire","SEO/HEO","110","[c]","36680","34850"
"New entrant CS","2023","Lancashire","Unknown","165","[c]","22800","23640"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","AA/AO","545","[c]","23750","21780"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","EO","70","[c]","27840","26780"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","G6/G7","15","[c]","57780","56180"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","SEO/HEO","50","[c]","35870","34620"
"New entrant CS","2023","Leicestershire, Rutland and Northamptonshire","Unknown","130","[c]","22760","23640"
"New entrant CS","2023","Lincolnshire","AA/AO","215","[c]","25170","23230"
"New entrant CS","2023","Lincolnshire","EO","40","[c]","27330","27080"
"New entrant CS","2023","Lincolnshire","G6/G7","15","[c]","68200","72790"
"New entrant CS","2023","Lincolnshire","SEO/HEO","55","[c]","36140","33830"
"New entrant CS","2023","Lincolnshire","Unknown","60","[c]","22990","23640"
"New entrant CS","2023","Merseyside","AA/AO","1735","[c]","22390","22400"
"New entrant CS","2023","Merseyside","EO","720","[c]","26020","25750"
"New entrant CS","2023","Merseyside","G6/G7","50","[c]","57600","55600"
"New entrant CS","2023","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Merseyside","SEO/HEO","235","[c]","35520","34400"
"New entrant CS","2023","Merseyside","Unknown","170","[c]","22710","23640"
"New entrant CS","2023","North Eastern Scotland","AA/AO","70","[c]","25100","22500"
"New entrant CS","2023","North Eastern Scotland","EO","50","[c]","28650","29100"
"New entrant CS","2023","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North Eastern Scotland","SEO/HEO","30","[c]","39730","34120"
"New entrant CS","2023","North Yorkshire","AA/AO","195","[c]","23080","22150"
"New entrant CS","2023","North Yorkshire","EO","100","[c]","26590","26830"
"New entrant CS","2023","North Yorkshire","G6/G7","70","[c]","55870","50690"
"New entrant CS","2023","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North Yorkshire","SEO/HEO","155","[c]","34550","33020"
"New entrant CS","2023","North Yorkshire","Unknown","60","[c]","22480","23640"
"New entrant CS","2023","Northern Ireland","AA/AO","305","[c]","22450","22400"
"New entrant CS","2023","Northern Ireland","EO","140","[c]","27250","25750"
"New entrant CS","2023","Northern Ireland","G6/G7","20","[c]","58640","55780"
"New entrant CS","2023","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","SEO/HEO","80","[c]","35680","34700"
"New entrant CS","2023","Northumberland, and Tyne and Wear","AA/AO","880","[c]","22260","22520"
"New entrant CS","2023","Northumberland, and Tyne and Wear","EO","380","[c]","27120","27650"
"New entrant CS","2023","Northumberland, and Tyne and Wear","G6/G7","125","[c]","56010","52820"
"New entrant CS","2023","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northumberland, and Tyne and Wear","SEO/HEO","330","[c]","36760","34700"
"New entrant CS","2023","Northumberland, and Tyne and Wear","Unknown","105","[c]","22270","23640"
"New entrant CS","2023","Outer London - East and North East","AA/AO","175","[c]","28990","30830"
"New entrant CS","2023","Outer London - East and North East","EO","40","[c]","30660","30780"
"New entrant CS","2023","Outer London - East and North East","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - East and North East","SEO/HEO","25","[c]","38340","36650"
"New entrant CS","2023","Outer London - East and North East","Unknown","55","[c]","27340","27640"
"New entrant CS","2023","Outer London - South","AA/AO","530","[c]","26370","26400"
"New entrant CS","2023","Outer London - South","EO","365","[c]","30180","29750"
"New entrant CS","2023","Outer London - South","G6/G7","65","[c]","63340","60020"
"New entrant CS","2023","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - South","SEO/HEO","185","[c]","38510","37440"
"New entrant CS","2023","Outer London - South","Unknown","50","[c]","26570","27640"
"New entrant CS","2023","Outer London - West and North West","AA/AO","430","[c]","27900","26400"
"New entrant CS","2023","Outer London - West and North West","EO","455","[c]","29780","29750"
"New entrant CS","2023","Outer London - West and North West","G6/G7","35","[c]","68760","55000"
"New entrant CS","2023","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outer London - West and North West","SEO/HEO","145","[c]","38140","36180"
"New entrant CS","2023","Outer London - West and North West","Unknown","55","[c]","26240","27640"
"New entrant CS","2023","Overseas","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","EO","15","[c]","37980","36740"
"New entrant CS","2023","Overseas","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SEO/HEO","40","[c]","47560","45780"
"New entrant CS","2023","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Shropshire and Staffordshire","AA/AO","570","[c]","25020","23230"
"New entrant CS","2023","Shropshire and Staffordshire","EO","180","[c]","27550","27140"
"New entrant CS","2023","Shropshire and Staffordshire","G6/G7","70","[c]","61870","59290"
"New entrant CS","2023","Shropshire and Staffordshire","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Shropshire and Staffordshire","SEO/HEO","240","[c]","38650","37210"
"New entrant CS","2023","Shropshire and Staffordshire","Unknown","55","[c]","22690","23640"
"New entrant CS","2023","South Yorkshire","AA/AO","690","[c]","23000","22400"
"New entrant CS","2023","South Yorkshire","EO","505","[c]","26290","25750"
"New entrant CS","2023","South Yorkshire","G6/G7","70","[c]","57520","54500"
"New entrant CS","2023","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","South Yorkshire","SEO/HEO","190","[c]","36040","34170"
"New entrant CS","2023","South Yorkshire","Unknown","85","[c]","23060","23640"
"New entrant CS","2023","Southern Scotland","AA/AO","470","[c]","22940","22520"
"New entrant CS","2023","Southern Scotland","EO","75","[c]","28500","28600"
"New entrant CS","2023","Southern Scotland","G6/G7","10","[c]","61110","54920"
"New entrant CS","2023","Southern Scotland","SEO/HEO","45","[c]","37510","36330"
"New entrant CS","2023","Surrey, East and West Sussex","AA/AO","485","[c]","26770","25340"
"New entrant CS","2023","Surrey, East and West Sussex","EO","190","[c]","28460","28120"
"New entrant CS","2023","Surrey, East and West Sussex","G6/G7","65","[c]","63290","60080"
"New entrant CS","2023","Surrey, East and West Sussex","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Surrey, East and West Sussex","SEO/HEO","130","[c]","38170","37320"
"New entrant CS","2023","Surrey, East and West Sussex","Unknown","140","[c]","23160","23640"
"New entrant CS","2023","Tees Valley and Durham","AA/AO","880","[c]","25070","23230"
"New entrant CS","2023","Tees Valley and Durham","EO","180","[c]","26010","25830"
"New entrant CS","2023","Tees Valley and Durham","G6/G7","75","[c]","53840","51360"
"New entrant CS","2023","Tees Valley and Durham","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Tees Valley and Durham","SEO/HEO","235","[c]","34470","31880"
"New entrant CS","2023","Tees Valley and Durham","Unknown","135","[c]","22170","23640"
"New entrant CS","2023","Unknown","AA/AO","105","[c]","24320","22400"
"New entrant CS","2023","Unknown","EO","65","[c]","27090","25750"
"New entrant CS","2023","Unknown","G6/G7","15","[c]","54230","55790"
"New entrant CS","2023","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO/HEO","25","[c]","35200","34170"
"New entrant CS","2023","Unknown","Unknown","155","[c]","22440","17660"
"New entrant CS","2023","West Central Scotland","AA/AO","1590","[c]","22660","22180"
"New entrant CS","2023","West Central Scotland","EO","805","[c]","27940","29100"
"New entrant CS","2023","West Central Scotland","G6/G7","160","[c]","58210","54930"
"New entrant CS","2023","West Central Scotland","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","West Central Scotland","SEO/HEO","600","[c]","37190","35020"
"New entrant CS","2023","West Central Scotland","Unknown","15","[c]","30440","21250"
"New entrant CS","2023","West Midlands","AA/AO","1375","[c]","22470","21780"
"New entrant CS","2023","West Midlands","EO","375","[c]","26870","25900"
"New entrant CS","2023","West Midlands","G6/G7","130","[c]","57040","53000"
"New entrant CS","2023","West Midlands","SCS level","15","[c]","107810","98000"
"New entrant CS","2023","West Midlands","SEO/HEO","440","[c]","36120","34400"
"New entrant CS","2023","West Midlands","Unknown","215","[c]","22670","23640"
"New entrant CS","2023","West Wales and The Valleys","AA/AO","885","[c]","21920","22400"
"New entrant CS","2023","West Wales and The Valleys","EO","210","[c]","27560","28120"
"New entrant CS","2023","West Wales and The Valleys","G6/G7","25","[c]","59120","53720"
"New entrant CS","2023","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","West Wales and The Valleys","SEO/HEO","160","[c]","36890","35610"
"New entrant CS","2023","West Wales and The Valleys","Unknown","160","[c]","22710","23640"
"New entrant CS","2023","West Yorkshire","AA/AO","1090","[c]","24320","22520"
"New entrant CS","2023","West Yorkshire","EO","380","[c]","26720","25900"
"New entrant CS","2023","West Yorkshire","G6/G7","150","[c]","56490","53700"
"New entrant CS","2023","West Yorkshire","SCS level","10","[c]","99180","95000"
"New entrant CS","2023","West Yorkshire","SEO/HEO","400","[c]","36080","34400"
"New entrant CS","2023","West Yorkshire","Unknown","220","[c]","22560","23640"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
