"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Debt","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Wales","AA/AO","10","5","[c]","[c]"
"In post","2023","Black","Debt","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","West Midlands (England)","AA/AO","50","45","22120","22520"
"In post","2023","Black","Debt","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","Black","Debt","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Yorkshire and The Humber","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Debt","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","London","EO","75","75","30310","29890"
"In post","2023","Black","Digital, Data & Technology","London","G6/G7","130","125","60710","59290"
"In post","2023","Black","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","London","SEO/HEO","245","245","40500","40830"
"In post","2023","Black","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North East (England)","SEO/HEO","30","30","37210","37640"
"In post","2023","Black","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North West (England)","EO","25","25","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North West (England)","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","North West (England)","SEO/HEO","70","70","36990","35000"
"In post","2023","Black","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Scotland","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South East (England)","EO","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South East (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","South West (England)","SEO/HEO","30","30","38040","39460"
"In post","2023","Black","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Wales","EO","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Wales","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","West Midlands (England)","EO","15","15","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","West Midlands (England)","SEO/HEO","45","45","37040","36990"
"In post","2023","Black","Digital, Data & Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Yorkshire and The Humber","SEO/HEO","30","30","36770","34840"
"In post","2023","Black","Digital, Data & Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Black","Finance","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Finance","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","Finance","London","EO","55","55","30860","30600"
"In post","2023","Black","Finance","London","G6/G7","75","70","60680","59490"
"In post","2023","Black","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","London","SEO/HEO","160","160","41390","40230"
"In post","2023","Black","Finance","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","North West (England)","EO","10","10","[c]","[c]"
"In post","2023","Black","Finance","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","North West (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Black","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","South East (England)","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","South East (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","South West (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","West Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Finance","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Finance","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Finance","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Yorkshire and The Humber","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Black","Grants Management","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Grants Management","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Grants Management","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","Human Resources","London","EO","70","70","30720","30770"
"In post","2023","Black","Human Resources","London","G6/G7","40","40","60730","59290"
"In post","2023","Black","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","London","SEO/HEO","160","155","39510","38680"
"In post","2023","Black","Human Resources","London","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","West Midlands (England)","EO","10","5","[c]","[c]"
"In post","2023","Black","Human Resources","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Internal Audit","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
