"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Internal Audit","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Legal","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Black","Legal","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Legal","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","East of England","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Legal","East of England","EO","5","5","[c]","[c]"
"In post","2023","Black","Legal","East of England","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Legal","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","London","AA/AO","100","95","24590","24480"
"In post","2023","Black","Legal","London","EO","130","130","29570","28810"
"In post","2023","Black","Legal","London","G6/G7","205","200","60320","58820"
"In post","2023","Black","Legal","London","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Legal","London","SEO/HEO","75","75","38060","37320"
"In post","2023","Black","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Legal","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Legal","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","South East (England)","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Legal","South East (England)","EO","5","5","[c]","[c]"
"In post","2023","Black","Legal","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Legal","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Legal","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Legal","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Black","Legal","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Legal","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Legal","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Legal","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Black","Legal","Yorkshire and The Humber","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Legal","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","No function","East Midlands (England)","AA/AO","190","170","23790","22490"
"In post","2023","Black","No function","East Midlands (England)","EO","160","155","28000","28120"
"In post","2023","Black","No function","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","No function","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","East Midlands (England)","SEO/HEO","80","75","37960","35000"
"In post","2023","Black","No function","East Midlands (England)","Unknown","85","80","28520","27980"
"In post","2023","Black","No function","East of England","AA/AO","165","155","26130","25610"
"In post","2023","Black","No function","East of England","EO","180","170","30100","31280"
"In post","2023","Black","No function","East of England","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","No function","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","East of England","SEO/HEO","70","70","37770","37200"
"In post","2023","Black","No function","East of England","Unknown","75","70","28170","24570"
"In post","2023","Black","No function","London","AA/AO","1785","1655","28010","26400"
"In post","2023","Black","No function","London","EO","2405","2285","31680","32520"
"In post","2023","Black","No function","London","G6/G7","470","460","59710","58350"
"In post","2023","Black","No function","London","SCS level","40","40","90460","79770"
"In post","2023","Black","No function","London","SEO/HEO","1605","1585","39810","39450"
"In post","2023","Black","No function","London","Unknown","690","665","34520","33050"
"In post","2023","Black","No function","North East (England)","AA/AO","60","55","22140","21780"
"In post","2023","Black","No function","North East (England)","EO","45","45","28280","28120"
"In post","2023","Black","No function","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","No function","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","North East (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","No function","North East (England)","Unknown","10","5","[c]","[c]"
"In post","2023","Black","No function","North West (England)","AA/AO","230","215","22870","22520"
"In post","2023","Black","No function","North West (England)","EO","230","220","27730","28120"
"In post","2023","Black","No function","North West (England)","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","No function","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","North West (England)","SEO/HEO","130","125","36080","34700"
"In post","2023","Black","No function","North West (England)","Unknown","70","70","29940","25300"
"In post","2023","Black","No function","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Overseas","G6/G7","25","25","[c]","[c]"
"In post","2023","Black","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Overseas","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Scotland","AA/AO","85","75","22410","22520"
"In post","2023","Black","No function","Scotland","EO","60","60","28870","28120"
"In post","2023","Black","No function","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Scotland","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","No function","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","South East (England)","AA/AO","310","290","28360","27300"
"In post","2023","Black","No function","South East (England)","EO","250","230","29990","30040"
"In post","2023","Black","No function","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","No function","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","South East (England)","SEO/HEO","100","100","40210","39190"
"In post","2023","Black","No function","South East (England)","Unknown","85","80","28940","26840"
"In post","2023","Black","No function","South West (England)","AA/AO","95","90","23650","21960"
"In post","2023","Black","No function","South West (England)","EO","55","50","27530","28120"
"In post","2023","Black","No function","South West (England)","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","No function","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","South West (England)","SEO/HEO","110","110","37800","37180"
"In post","2023","Black","No function","South West (England)","Unknown","30","30","29580","26840"
"In post","2023","Black","No function","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","No function","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Black","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Wales","AA/AO","55","50","22610","22500"
"In post","2023","Black","No function","Wales","EO","55","55","27860","28120"
"In post","2023","Black","No function","Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","No function","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Wales","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Black","No function","Wales","Unknown","10","10","[c]","[c]"
"In post","2023","Black","No function","West Midlands (England)","AA/AO","375","340","23210","21780"
"In post","2023","Black","No function","West Midlands (England)","EO","315","290","27840","28120"
"In post","2023","Black","No function","West Midlands (England)","G6/G7","30","30","[c]","[c]"
"In post","2023","Black","No function","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Black","No function","West Midlands (England)","SEO/HEO","190","185","36390","34700"
"In post","2023","Black","No function","West Midlands (England)","Unknown","195","185","29470","29050"
"In post","2023","Black","No function","Yorkshire and The Humber","AA/AO","150","145","23570","22400"
"In post","2023","Black","No function","Yorkshire and The Humber","EO","160","150","27920","28120"
"In post","2023","Black","No function","Yorkshire and The Humber","G6/G7","15","15","[c]","[c]"
