"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","City of Edinburgh","Female","30","30","50330","46110"
"In post","2023","Analysis","Eastern Scotland","City of Edinburgh","Male","30","30","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","35","30","43930","44000"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","35","35","37660","36990"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","115","105","41240","40850"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","105","100","42810","40650"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","145","140","40590","39890"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","375","365","44410","42540"
"In post","2023","Analysis","Greater Manchester","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Greater Manchester South West","Female","95","90","43040","41780"
"In post","2023","Analysis","Greater Manchester","Greater Manchester South West","Male","140","140","43420","41780"
"In post","2023","Analysis","Greater Manchester","Manchester","Female","85","85","39110","37590"
"In post","2023","Analysis","Greater Manchester","Manchester","Male","85","85","38770","34870"
"In post","2023","Analysis","Hampshire and Isle of Wight","Central Hampshire","Female","150","140","43100","39890"
"In post","2023","Analysis","Hampshire and Isle of Wight","Central Hampshire","Male","410","395","45950","49260"
"In post","2023","Analysis","Hampshire and Isle of Wight","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Portsmouth","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Portsmouth","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","Female","300","280","39590","39190"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","Male","225","220","39980","37760"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Hackney and Newham","Female","85","80","50170","45560"
"In post","2023","Analysis","Inner London - East","Hackney and Newham","Male","120","120","48630","45170"
"In post","2023","Analysis","Inner London - East","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Tower Hamlets","Female","360","345","49800","43790"
"In post","2023","Analysis","Inner London - East","Tower Hamlets","Male","425","415","52370","48070"
"In post","2023","Analysis","Inner London - West","Camden and City of London","Female","65","60","69140","69950"
"In post","2023","Analysis","Inner London - West","Camden and City of London","Male","110","110","72740","67430"
"In post","2023","Analysis","Inner London - West","Westminster","Female","1395","1345","48350","44710"
"In post","2023","Analysis","Inner London - West","Westminster","Male","1655","1635","49560","46570"
"In post","2023","Analysis","Inner London - West","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Mid Lancashire","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Lancashire","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Liverpool","Female","60","55","46110","42510"
"In post","2023","Analysis","Merseyside","Liverpool","Male","85","85","41610","41780"
"In post","2023","Analysis","Merseyside","Sefton","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Merseyside","Sefton","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Merseyside","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","North Yorkshire CC","Female","5","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","York","Female","10","10","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","York","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Tyneside","Female","85","80","42380","38470"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","Tyneside","Male","95","95","41760","38470"
"In post","2023","Analysis","Outer London - East and North East","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","Bromley","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","Croydon","Female","100","90","47050","43210"
"In post","2023","Analysis","Outer London - South","Croydon","Male","80","75","47060","43540"
"In post","2023","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - West and North West","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - West and North West","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - West and North West","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - West and North West","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - West and North West","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","Staffordshire CC","Female","10","5","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","Staffordshire CC","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Yorkshire","Sheffield","Female","180","160","44270","43250"
"In post","2023","Analysis","South Yorkshire","Sheffield","Male","175","170","46570","43700"
"In post","2023","Analysis","Southern Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Southern Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Southern Scotland","South Lanarkshire","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Southern Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tees Valley and Durham","Darlington","Female","80","80","36740","31560"
"In post","2023","Analysis","Tees Valley and Durham","Darlington","Male","85","85","38830","35880"
"In post","2023","Analysis","Tees Valley and Durham","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tees Valley and Durham","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tees Valley and Durham","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tees Valley and Durham","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Central Scotland","Glasgow City","Female","35","30","38820","34250"
"In post","2023","Analysis","West Central Scotland","Glasgow City","Male","60","60","42530","36840"
"In post","2023","Analysis","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","Birmingham","Female","45","45","42390","35780"
"In post","2023","Analysis","West Midlands","Birmingham","Male","55","55","43400","38230"
"In post","2023","Analysis","West Midlands","Coventry","Female","15","15","[c]","[c]"
"In post","2023","Analysis","West Midlands","Coventry","Male","15","15","[c]","[c]"
"In post","2023","Analysis","West Midlands","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","Sandwell","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","Sandwell","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","Wolverhampton","Female","10","10","[c]","[c]"
"In post","2023","Analysis","West Midlands","Wolverhampton","Male","10","10","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Central Valleys","Male","5","5","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","South West Wales","Female","[c]","[c]","[c]","[c]"
