"Status","Year","Age","Function_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Legal","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Portsmouth","Female","5","5","[c]","[c]"
"In post","2023","60-64","Legal","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Sheffield","Female","5","5","[c]","[c]"
"In post","2023","60-64","Legal","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","South Teesside","Female","5","5","[c]","[c]"
"In post","2023","60-64","Legal","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Tyneside","Female","15","10","[c]","[c]"
"In post","2023","60-64","Legal","Tyneside","Male","10","10","[c]","[c]"
"In post","2023","60-64","Legal","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Westminster","Female","130","115","52540","55170"
"In post","2023","60-64","Legal","Westminster","Male","100","90","61350","65640"
"In post","2023","60-64","Legal","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","York","Female","5","5","[c]","[c]"
"In post","2023","60-64","Legal","York","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Aberdeen City and Aberdeenshire","Female","50","35","30840","28120"
"In post","2023","60-64","No function","Aberdeen City and Aberdeenshire","Male","40","35","46180","31290"
"In post","2023","60-64","No function","Angus and Dundee City","Female","75","60","25920","21780"
"In post","2023","60-64","No function","Angus and Dundee City","Male","45","40","23910","21690"
"In post","2023","60-64","No function","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Ards and North Down","Male","10","10","[c]","[c]"
"In post","2023","60-64","No function","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Barking & Dagenham and Havering","Female","30","25","[c]","[c]"
"In post","2023","60-64","No function","Barking & Dagenham and Havering","Male","25","20","[c]","[c]"
"In post","2023","60-64","No function","Barnet","Female","70","60","41920","32520"
"In post","2023","60-64","No function","Barnet","Male","40","40","45000","33050"
"In post","2023","60-64","No function","Barnsley, Doncaster and Rotherham","Female","155","115","26650","25340"
"In post","2023","60-64","No function","Barnsley, Doncaster and Rotherham","Male","100","80","29920","28480"
"In post","2023","60-64","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","170","145","33950","31920"
"In post","2023","60-64","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","385","345","44550","43360"
"In post","2023","60-64","No function","Bedford","Female","25","20","[c]","[c]"
"In post","2023","60-64","No function","Bedford","Male","20","20","[c]","[c]"
"In post","2023","60-64","No function","Belfast","Female","65","50","29700","28130"
"In post","2023","60-64","No function","Belfast","Male","75","65","32450","30230"
"In post","2023","60-64","No function","Berkshire","Female","80","70","31950","31280"
"In post","2023","60-64","No function","Berkshire","Male","60","55","33750","31280"
"In post","2023","60-64","No function","Bexley and Greenwich","Female","80","60","29810","28130"
"In post","2023","60-64","No function","Bexley and Greenwich","Male","65","55","34500","32520"
"In post","2023","60-64","No function","Birmingham","Female","460","370","30530","28120"
"In post","2023","60-64","No function","Birmingham","Male","280","245","33840","28120"
"In post","2023","60-64","No function","Blackburn with Darwen","Female","25","20","[c]","[c]"
"In post","2023","60-64","No function","Blackburn with Darwen","Male","10","10","[c]","[c]"
"In post","2023","60-64","No function","Blackpool","Female","255","200","25350","21690"
"In post","2023","60-64","No function","Blackpool","Male","110","95","25300","21690"
"In post","2023","60-64","No function","Bournemouth, Christchurch and Poole","Female","50","40","29170","28120"
"In post","2023","60-64","No function","Bournemouth, Christchurch and Poole","Male","50","45","27790","26190"
"In post","2023","60-64","No function","Bradford","Female","95","70","27970","28120"
"In post","2023","60-64","No function","Bradford","Male","50","40","28510","28120"
"In post","2023","60-64","No function","Breckland and South Norfolk","Female","15","15","[c]","[c]"
"In post","2023","60-64","No function","Breckland and South Norfolk","Male","15","15","[c]","[c]"
"In post","2023","60-64","No function","Brent","Female","35","30","32490","32520"
"In post","2023","60-64","No function","Brent","Male","5","5","[c]","[c]"
"In post","2023","60-64","No function","Bridgend and Neath Port Talbot","Female","55","40","25410","21780"
"In post","2023","60-64","No function","Bridgend and Neath Port Talbot","Male","30","25","[c]","[c]"
"In post","2023","60-64","No function","Brighton and Hove","Female","30","25","27840","26570"
"In post","2023","60-64","No function","Brighton and Hove","Male","20","20","[c]","[c]"
"In post","2023","60-64","No function","Bristol, City of","Female","165","130","33240","28120"
"In post","2023","60-64","No function","Bristol, City of","Male","110","95","39400","29390"
"In post","2023","60-64","No function","Bromley","Female","45","40","33060","32520"
"In post","2023","60-64","No function","Bromley","Male","20","20","[c]","[c]"
"In post","2023","60-64","No function","Buckinghamshire","Female","80","70","32250","29300"
"In post","2023","60-64","No function","Buckinghamshire","Male","40","35","33480","29600"
"In post","2023","60-64","No function","Caithness and Sutherland, and Ross and Cromarty","Female","15","10","[c]","[c]"
"In post","2023","60-64","No function","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Calderdale and Kirklees","Female","65","50","28120","28120"
"In post","2023","60-64","No function","Calderdale and Kirklees","Male","30","25","26380","28120"
"In post","2023","60-64","No function","Cambridgeshire CC","Female","125","110","29990","27470"
"In post","2023","60-64","No function","Cambridgeshire CC","Male","130","110","34920","32920"
"In post","2023","60-64","No function","Camden and City of London","Female","80","75","30550","25480"
"In post","2023","60-64","No function","Camden and City of London","Male","75","70","33870","25480"
"In post","2023","60-64","No function","Cardiff and Vale of Glamorgan","Female","280","215","27950","23240"
"In post","2023","60-64","No function","Cardiff and Vale of Glamorgan","Male","190","160","30530","28120"
"In post","2023","60-64","No function","Central Bedfordshire","Female","10","10","[c]","[c]"
"In post","2023","60-64","No function","Central Bedfordshire","Male","25","25","[c]","[c]"
"In post","2023","60-64","No function","Central Hampshire","Female","70","60","27710","25920"
"In post","2023","60-64","No function","Central Hampshire","Male","100","95","32060","31190"
"In post","2023","60-64","No function","Central Valleys","Female","105","85","26760","28120"
"In post","2023","60-64","No function","Central Valleys","Male","50","45","28290","28120"
"In post","2023","60-64","No function","Cheshire East","Female","45","35","27300","24270"
"In post","2023","60-64","No function","Cheshire East","Male","45","35","33800","28120"
"In post","2023","60-64","No function","Cheshire West and Chester","Female","35","25","26250","26690"
"In post","2023","60-64","No function","Cheshire West and Chester","Male","15","10","[c]","[c]"
"In post","2023","60-64","No function","Chorley and West Lancashire","Female","50","40","29460","28080"
"In post","2023","60-64","No function","Chorley and West Lancashire","Male","75","55","33920","32920"
"In post","2023","60-64","No function","City of Edinburgh","Female","165","135","32710","28130"
"In post","2023","60-64","No function","City of Edinburgh","Male","170","135","36140","35000"
"In post","2023","60-64","No function","Clackmannanshire and Fife","Female","50","35","28210","28120"
"In post","2023","60-64","No function","Clackmannanshire and Fife","Male","55","40","33350","33120"
"In post","2023","60-64","No function","Conwy and Denbighshire","Female","15","15","[c]","[c]"
"In post","2023","60-64","No function","Conwy and Denbighshire","Male","10","5","[c]","[c]"
"In post","2023","60-64","No function","Cornwall and Isles of Scilly","Female","90","70","26950","28120"
"In post","2023","60-64","No function","Cornwall and Isles of Scilly","Male","90","85","27200","25950"
"In post","2023","60-64","No function","Coventry","Female","65","55","30710","28120"
"In post","2023","60-64","No function","Coventry","Male","40","35","35790","28120"
"In post","2023","60-64","No function","Croydon","Female","425","370","33960","30410"
"In post","2023","60-64","No function","Croydon","Male","285","260","39900","34370"
"In post","2023","60-64","No function","Darlington","Female","20","20","[c]","[c]"
"In post","2023","60-64","No function","Darlington","Male","20","15","[c]","[c]"
"In post","2023","60-64","No function","Derby","Female","65","50","24990","21780"
"In post","2023","60-64","No function","Derby","Male","25","25","[c]","[c]"
"In post","2023","60-64","No function","Devon CC","Female","195","145","27020","23180"
"In post","2023","60-64","No function","Devon CC","Male","160","130","30850","28480"
"In post","2023","60-64","No function","Dorset","Female","75","55","28680","27470"
"In post","2023","60-64","No function","Dorset","Male","105","85","31020","28080"
"In post","2023","60-64","No function","Dudley","Female","65","45","25080","21690"
"In post","2023","60-64","No function","Dudley","Male","25","20","[c]","[c]"
"In post","2023","60-64","No function","Dumfries and Galloway","Female","25","20","[c]","[c]"
"In post","2023","60-64","No function","Dumfries and Galloway","Male","10","10","[c]","[c]"
"In post","2023","60-64","No function","Durham","Female","285","205","27210","23230"
"In post","2023","60-64","No function","Durham","Male","250","180","30680","32310"
"In post","2023","60-64","No function","Ealing","Female","30","25","32670","32520"
"In post","2023","60-64","No function","Ealing","Male","20","15","[c]","[c]"
"In post","2023","60-64","No function","East Ayrshire and North Ayrshire mainland","Female","35","25","26280","26650"
"In post","2023","60-64","No function","East Ayrshire and North Ayrshire mainland","Male","45","40","28350","28600"
"In post","2023","60-64","No function","East Cumbria","Female","30","25","29250","24840"
"In post","2023","60-64","No function","East Cumbria","Male","30","30","28500","26840"
"In post","2023","60-64","No function","East Derbyshire","Female","30","20","[c]","[c]"
"In post","2023","60-64","No function","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","35","30","25280","22920"
"In post","2023","60-64","No function","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","45","40","33720","33090"
"In post","2023","60-64","No function","East Kent","Female","145","120","29090","27650"
"In post","2023","60-64","No function","East Kent","Male","175","130","30550","27650"
"In post","2023","60-64","No function","East Lancashire","Female","25","20","[c]","[c]"
"In post","2023","60-64","No function","East Lancashire","Male","10","10","[c]","[c]"
"In post","2023","60-64","No function","East Lothian and Midlothian","Female","15","10","[c]","[c]"
"In post","2023","60-64","No function","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","East Merseyside","Female","80","55","27000","28120"
"In post","2023","60-64","No function","East Merseyside","Male","30","25","[c]","[c]"
"In post","2023","60-64","No function","East Riding of Yorkshire","Female","45","40","28460","27470"
"In post","2023","60-64","No function","East Riding of Yorkshire","Male","90","70","33260","32920"
"In post","2023","60-64","No function","East Surrey","Female","40","35","34590","31280"
"In post","2023","60-64","No function","East Surrey","Male","45","40","33080","31280"
"In post","2023","60-64","No function","East Sussex CC","Female","115","90","25880","25830"
"In post","2023","60-64","No function","East Sussex CC","Male","80","70","28190","27490"
"In post","2023","60-64","No function","Enfield","Female","35","30","32380","32520"
"In post","2023","60-64","No function","Enfield","Male","10","10","[c]","[c]"
"In post","2023","60-64","No function","Essex Haven Gateway","Female","35","25","31480","31280"
"In post","2023","60-64","No function","Essex Haven Gateway","Male","40","30","30520","31280"
"In post","2023","60-64","No function","Essex Thames Gateway","Female","65","50","29540","31280"
"In post","2023","60-64","No function","Essex Thames Gateway","Male","25","25","[c]","[c]"
"In post","2023","60-64","No function","Falkirk","Female","90","65","25780","24490"
"In post","2023","60-64","No function","Falkirk","Male","55","40","30670","28490"
"In post","2023","60-64","No function","Flintshire and Wrexham","Female","75","60","25900","25340"
"In post","2023","60-64","No function","Flintshire and Wrexham","Male","85","75","29130","30060"
"In post","2023","60-64","No function","Glasgow City","Female","420","320","28200","26650"
"In post","2023","60-64","No function","Glasgow City","Male","315","260","30320","28120"
"In post","2023","60-64","No function","Gloucestershire CC","Female","85","65","28210","28080"
"In post","2023","60-64","No function","Gloucestershire CC","Male","55","45","33880","28590"
"In post","2023","60-64","No function","Greater Manchester North East","Female","55","45","28120","28120"
"In post","2023","60-64","No function","Greater Manchester North East","Male","40","35","27480","27490"
"In post","2023","60-64","No function","Greater Manchester North West","Female","150","110","25000","21690"
"In post","2023","60-64","No function","Greater Manchester North West","Male","55","45","27570","27140"
"In post","2023","60-64","No function","Greater Manchester South East","Female","85","70","24240","21690"
"In post","2023","60-64","No function","Greater Manchester South East","Male","35","30","28280","28120"
"In post","2023","60-64","No function","Greater Manchester South West","Female","235","180","28620","27890"
"In post","2023","60-64","No function","Greater Manchester South West","Male","165","135","30790","28120"
"In post","2023","60-64","No function","Gwent Valleys","Female","40","30","26540","28120"
"In post","2023","60-64","No function","Gwent Valleys","Male","10","10","[c]","[c]"
"In post","2023","60-64","No function","Gwynedd","Female","40","35","24830","21780"
"In post","2023","60-64","No function","Gwynedd","Male","25","25","[c]","[c]"
"In post","2023","60-64","No function","Hackney and Newham","Female","155","130","35330","32520"
"In post","2023","60-64","No function","Hackney and Newham","Male","145","135","42970","39790"
"In post","2023","60-64","No function","Haringey and Islington","Female","65","55","31840","32520"
"In post","2023","60-64","No function","Haringey and Islington","Male","60","55","34110","32650"
"In post","2023","60-64","No function","Harrow and Hillingdon","Female","175","135","32400","31230"
"In post","2023","60-64","No function","Harrow and Hillingdon","Male","195","155","32340","31470"
"In post","2023","60-64","No function","Hartlepool and Stockton-on-Tees","Female","65","55","28140","28120"
"In post","2023","60-64","No function","Hartlepool and Stockton-on-Tees","Male","50","40","29390","28760"
"In post","2023","60-64","No function","Heart of Essex","Female","40","35","26110","24960"
"In post","2023","60-64","No function","Heart of Essex","Male","30","25","[c]","[c]"
"In post","2023","60-64","No function","Herefordshire, County of","Female","15","10","[c]","[c]"
"In post","2023","60-64","No function","Herefordshire, County of","Male","15","15","[c]","[c]"
"In post","2023","60-64","No function","Hertfordshire CC","Female","135","120","31500","31280"
"In post","2023","60-64","No function","Hertfordshire CC","Male","55","50","35290","31280"
"In post","2023","60-64","No function","Hounslow and Richmond upon Thames","Female","105","90","30210","28180"
"In post","2023","60-64","No function","Hounslow and Richmond upon Thames","Male","100","90","34630","32520"
"In post","2023","60-64","No function","Inverclyde, East Renfrewshire, and Renfrewshire","Female","75","50","25610","24490"
"In post","2023","60-64","No function","Inverclyde, East Renfrewshire, and Renfrewshire","Male","55","40","31590","28490"
"In post","2023","60-64","No function","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","50","40","27850","28120"
"In post","2023","60-64","No function","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","60","55","27520","23960"
"In post","2023","60-64","No function","Isle of Anglesey","Female","10","5","[c]","[c]"
"In post","2023","60-64","No function","Isle of Anglesey","Male","10","10","[c]","[c]"
"In post","2023","60-64","No function","Isle of Wight","Female","50","40","27190","27670"
"In post","2023","60-64","No function","Isle of Wight","Male","50","40","28440","28480"
"In post","2023","60-64","No function","Kensington & Chelsea and Hammersmith & Fulham","Female","30","25","[c]","[c]"
"In post","2023","60-64","No function","Kensington & Chelsea and Hammersmith & Fulham","Male","30","25","34210","32520"
"In post","2023","60-64","No function","Kent Thames Gateway","Female","55","40","29170","29050"
"In post","2023","60-64","No function","Kent Thames Gateway","Male","65","55","32280","32410"
"In post","2023","60-64","No function","Kingston upon Hull, City of","Female","85","60","27320","28120"
"In post","2023","60-64","No function","Kingston upon Hull, City of","Male","80","65","29940","28120"
"In post","2023","60-64","No function","Lambeth","Female","65","55","39020","32520"
"In post","2023","60-64","No function","Lambeth","Male","75","70","44930","41800"
"In post","2023","60-64","No function","Lancaster and Wyre","Female","55","40","26640","23230"
"In post","2023","60-64","No function","Lancaster and Wyre","Male","40","30","31290","23230"
"In post","2023","60-64","No function","Leeds","Female","270","215","30300","28120"
"In post","2023","60-64","No function","Leeds","Male","210","175","33770","29730"
"In post","2023","60-64","No function","Leicester","Female","105","85","26790","25580"
"In post","2023","60-64","No function","Leicester","Male","75","65","28110","28080"
"In post","2023","60-64","No function","Leicestershire CC and Rutland","Female","95","75","26780","25340"
"In post","2023","60-64","No function","Leicestershire CC and Rutland","Male","85","70","31110","28120"
"In post","2023","60-64","No function","Lewisham and Southwark","Female","70","65","32290","32520"
"In post","2023","60-64","No function","Lewisham and Southwark","Male","60","55","37150","34390"
"In post","2023","60-64","No function","Lincolnshire CC","Female","145","120","26540","23850"
"In post","2023","60-64","No function","Lincolnshire CC","Male","170","150","30700","28120"
"In post","2023","60-64","No function","Lisburn and Castlereagh","Female","15","15","[c]","[c]"
"In post","2023","60-64","No function","Lisburn and Castlereagh","Male","10","5","[c]","[c]"
"In post","2023","60-64","No function","Liverpool","Female","525","415","26280","22520"
"In post","2023","60-64","No function","Liverpool","Male","335","290","28590","25750"
"In post","2023","60-64","No function","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","10","10","[c]","[c]"
"In post","2023","60-64","No function","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Luton","Female","25","20","[c]","[c]"
"In post","2023","60-64","No function","Luton","Male","20","15","[c]","[c]"
"In post","2023","60-64","No function","Manchester","Female","180","150","28660","26920"
"In post","2023","60-64","No function","Manchester","Male","150","115","32040","29050"
"In post","2023","60-64","No function","Medway","Female","70","60","28190","25480"
"In post","2023","60-64","No function","Medway","Male","55","50","37300","32920"
"In post","2023","60-64","No function","Merton, Kingston upon Thames and Sutton","Female","35","30","32910","31260"
"In post","2023","60-64","No function","Merton, Kingston upon Thames and Sutton","Male","25","25","[c]","[c]"
"In post","2023","60-64","No function","Mid Kent","Female","60","50","31400","29050"
"In post","2023","60-64","No function","Mid Kent","Male","45","45","32390","31280"
"In post","2023","60-64","No function","Mid Lancashire","Female","295","225","26490","22520"
"In post","2023","60-64","No function","Mid Lancashire","Male","180","140","30690","28120"
"In post","2023","60-64","No function","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Milton Keynes","Female","50","40","26310","24360"
"In post","2023","60-64","No function","Milton Keynes","Male","35","30","28080","28120"
"In post","2023","60-64","No function","Monmouthshire and Newport","Female","140","110","28410","24840"
"In post","2023","60-64","No function","Monmouthshire and Newport","Male","100","85","33510","28480"
"In post","2023","60-64","No function","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","North Hampshire","Female","55","55","27060","26650"
"In post","2023","60-64","No function","North Hampshire","Male","45","40","45770","34300"
"In post","2023","60-64","No function","North Lanarkshire","Female","85","65","24870","21690"
"In post","2023","60-64","No function","North Lanarkshire","Male","60","40","32830","37060"
"In post","2023","60-64","No function","North Northamptonshire","Female","15","15","[c]","[c]"
"In post","2023","60-64","No function","North Northamptonshire","Male","15","15","[c]","[c]"
"In post","2023","60-64","No function","North Nottinghamshire","Female","45","40","28100","28120"
"In post","2023","60-64","No function","North Nottinghamshire","Male","40","35","31890","28480"
"In post","2023","60-64","No function","North Yorkshire CC","Female","80","70","31220","28120"
"In post","2023","60-64","No function","North Yorkshire CC","Male","100","95","28310","26070"
"In post","2023","60-64","No function","North and North East Lincolnshire","Female","55","45","26730","27570"
"In post","2023","60-64","No function","North and North East Lincolnshire","Male","25","25","[c]","[c]"
"In post","2023","60-64","No function","North and West Norfolk","Female","35","30","27960","25340"
"In post","2023","60-64","No function","North and West Norfolk","Male","70","65","30620","29530"
"In post","2023","60-64","No function","Northumberland","Female","30","25","31930","28120"
"In post","2023","60-64","No function","Northumberland","Male","25","20","[c]","[c]"
"In post","2023","60-64","No function","Norwich and East Norfolk","Female","80","65","26320","27640"
"In post","2023","60-64","No function","Norwich and East Norfolk","Male","80","70","28780","27450"
"In post","2023","60-64","No function","Nottingham","Female","245","195","29070","27890"
"In post","2023","60-64","No function","Nottingham","Male","195","165","31040","28120"
"In post","2023","60-64","No function","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Overseas","Female","30","30","70130","66770"
"In post","2023","60-64","No function","Overseas","Male","70","70","63360","62200"
"In post","2023","60-64","No function","Oxfordshire CC","Female","115","95","33160","28120"
"In post","2023","60-64","No function","Oxfordshire CC","Male","110","100","37680","32190"
"In post","2023","60-64","No function","Perth and Kinross, and Stirling","Female","25","20","[c]","[c]"
"In post","2023","60-64","No function","Perth and Kinross, and Stirling","Male","65","45","32820","37060"
"In post","2023","60-64","No function","Peterborough","Female","95","80","27040","22400"
"In post","2023","60-64","No function","Peterborough","Male","65","60","29390","27140"
"In post","2023","60-64","No function","Plymouth","Female","75","60","29420","28080"
"In post","2023","60-64","No function","Plymouth","Male","70","60","32200","28120"
"In post","2023","60-64","No function","Portsmouth","Female","160","130","27800","23530"
"In post","2023","60-64","No function","Portsmouth","Male","145","125","32720","29730"
"In post","2023","60-64","No function","Powys","Female","20","15","[c]","[c]"
"In post","2023","60-64","No function","Powys","Male","20","20","[c]","[c]"
"In post","2023","60-64","No function","Redbridge and Waltham Forest","Female","100","85","29630","25610"
"In post","2023","60-64","No function","Redbridge and Waltham Forest","Male","40","35","32440","32520"
"In post","2023","60-64","No function","Sandwell","Female","30","25","[c]","[c]"
"In post","2023","60-64","No function","Sandwell","Male","15","15","[c]","[c]"
"In post","2023","60-64","No function","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Scottish Borders","Male","5","5","[c]","[c]"
"In post","2023","60-64","No function","Sefton","Female","215","170","27280","25300"
"In post","2023","60-64","No function","Sefton","Male","130","115","31910","28120"
"In post","2023","60-64","No function","Sheffield","Female","215","165","28070","25880"
"In post","2023","60-64","No function","Sheffield","Male","120","100","31850","28120"
"In post","2023","60-64","No function","Shetland Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Shropshire","Female","40","30","29670","25830"
"In post","2023","60-64","No function","Shropshire","Male","60","55","31920","30960"
"In post","2023","60-64","No function","Solihull","Female","40","25","26770","26940"
"In post","2023","60-64","No function","Solihull","Male","25","20","[c]","[c]"
"In post","2023","60-64","No function","Somerset CC","Female","95","75","30320","28120"
"In post","2023","60-64","No function","Somerset CC","Male","115","100","34360","32340"
"In post","2023","60-64","No function","South Ayrshire","Female","15","10","[c]","[c]"
"In post","2023","60-64","No function","South Ayrshire","Male","10","10","[c]","[c]"
"In post","2023","60-64","No function","South Hampshire","Female","210","145","24480","21200"
"In post","2023","60-64","No function","South Hampshire","Male","210","155","27010","21200"
"In post","2023","60-64","No function","South Lanarkshire","Female","205","145","27250","22520"
"In post","2023","60-64","No function","South Lanarkshire","Male","85","65","27110","22520"
"In post","2023","60-64","No function","South Nottinghamshire","Female","45","40","29980","25340"
"In post","2023","60-64","No function","South Nottinghamshire","Male","55","50","33300","28910"
"In post","2023","60-64","No function","South Teesside","Female","100","75","26410","28120"
"In post","2023","60-64","No function","South Teesside","Male","35","35","25290","21780"
"In post","2023","60-64","No function","South West Wales","Female","45","35","26830","28120"
"In post","2023","60-64","No function","South West Wales","Male","35","35","30420","28120"
"In post","2023","60-64","No function","South and West Derbyshire","Female","50","40","31850","28120"
"In post","2023","60-64","No function","South and West Derbyshire","Male","60","50","39390","31720"
"In post","2023","60-64","No function","Southampton","Female","50","45","28670","27460"
"In post","2023","60-64","No function","Southampton","Male","35","30","40300","29050"
"In post","2023","60-64","No function","Southend-on-Sea","Female","30","25","28340","30170"
"In post","2023","60-64","No function","Southend-on-Sea","Male","10","10","[c]","[c]"
"In post","2023","60-64","No function","Staffordshire CC","Female","155","120","29100","28120"
"In post","2023","60-64","No function","Staffordshire CC","Male","160","130","30020","28480"
"In post","2023","60-64","No function","Stoke-on-Trent","Female","60","45","24270","21780"
"In post","2023","60-64","No function","Stoke-on-Trent","Male","30","25","28200","27110"
"In post","2023","60-64","No function","Suffolk CC","Female","130","115","27750","27050"
"In post","2023","60-64","No function","Suffolk CC","Male","170","150","29900","28090"
"In post","2023","60-64","No function","Sunderland","Female","380","255","24730","22520"
"In post","2023","60-64","No function","Sunderland","Male","105","85","27390","27770"
"In post","2023","60-64","No function","Swansea","Female","455","310","23170","22500"
"In post","2023","60-64","No function","Swansea","Male","225","170","28610","23640"
"In post","2023","60-64","No function","Swindon","Female","20","15","[c]","[c]"
