"Status","Year","Age","Function_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Commercial","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Bradford","Female","10","5","[c]","[c]"
"In post","2023","16-19","Debt","Bradford","Male","10","10","[c]","[c]"
"In post","2023","16-19","Debt","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","South Lanarkshire","Male","5","5","[c]","[c]"
"In post","2023","16-19","Debt","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","5","5","[c]","[c]"
"In post","2023","16-19","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","10","10","[c]","[c]"
"In post","2023","16-19","Finance","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Birmingham","Female","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Leeds","Female","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Westminster","Female","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","10","10","[c]","[c]"
"In post","2023","16-19","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","55","55","19190","18780"
"In post","2023","16-19","No function","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Birmingham","Female","15","15","[c]","[c]"
"In post","2023","16-19","No function","Birmingham","Male","20","20","[c]","[c]"
"In post","2023","16-19","No function","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2023","16-19","No function","Bristol, City of","Male","5","5","[c]","[c]"
"In post","2023","16-19","No function","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cambridgeshire CC","Female","5","5","[c]","[c]"
"In post","2023","16-19","No function","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cardiff and Vale of Glamorgan","Female","10","10","[c]","[c]"
"In post","2023","16-19","No function","Cardiff and Vale of Glamorgan","Male","5","5","[c]","[c]"
"In post","2023","16-19","No function","Central Hampshire","Female","5","5","[c]","[c]"
"In post","2023","16-19","No function","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Chorley and West Lancashire","Male","5","5","[c]","[c]"
"In post","2023","16-19","No function","City of Edinburgh","Female","5","5","[c]","[c]"
"In post","2023","16-19","No function","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Croydon","Female","5","5","[c]","[c]"
"In post","2023","16-19","No function","Croydon","Male","5","5","[c]","[c]"
"In post","2023","16-19","No function","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Durham","Female","15","15","[c]","[c]"
"In post","2023","16-19","No function","Durham","Male","10","10","[c]","[c]"
"In post","2023","16-19","No function","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Ayrshire and North Ayrshire mainland","Male","10","10","[c]","[c]"
"In post","2023","16-19","No function","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Kent","Female","20","20","[c]","[c]"
"In post","2023","16-19","No function","East Kent","Male","20","20","[c]","[c]"
"In post","2023","16-19","No function","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Riding of Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","16-19","No function","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Flintshire and Wrexham","Male","10","10","[c]","[c]"
"In post","2023","16-19","No function","Glasgow City","Female","5","5","[c]","[c]"
