"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","SCS level","315","310","87180","79470"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","HEO","1120","1105","38250","38540"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","SEO","475","470","45420","44450"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","AO","175","170","25030","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","EO","175","165","27610","26900"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","G6","105","100","65400","65820"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","G7","210","200","52670","52000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","SCS level","20","20","82060","78410"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","HEO","235","225","35350","34950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","SEO","190","185","42470","41670"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","AO","20","20","26330","23950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","EO","40","40","28000","28530"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","G6","350","350","66810","66460"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","G7","675","675","55700","55490"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","SCS level","245","245","87200","77480"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","HEO","615","615","34840","34880"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","SEO","155","155","41840","41320"
"In post","2023","Forestry and Land Scotland","Outside London","AA/AO","AA","25","25","22150","22460"
"In post","2023","Forestry and Land Scotland","Outside London","AA/AO","AO","485","470","28220","28140"
"In post","2023","Forestry and Land Scotland","Outside London","EO","EO","290","280","33480","33260"
"In post","2023","Forestry and Land Scotland","Outside London","G6/G7","G6","10","10","74130","75960"
"In post","2023","Forestry and Land Scotland","Outside London","G6/G7","G7","25","25","59850","60270"
"In post","2023","Forestry and Land Scotland","Outside London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Forestry and Land Scotland","Outside London","SEO/HEO","HEO","165","160","40260","40510"
"In post","2023","Forestry and Land Scotland","Outside London","SEO/HEO","SEO","95","90","47900","49370"
"In post","2023","Government Actuary's Department","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","London","EO","EO","25","25","30600","30090"
"In post","2023","Government Actuary's Department","London","G6/G7","G6","95","85","93750","86930"
"In post","2023","Government Actuary's Department","London","G6/G7","G7","15","15","59400","58970"
"In post","2023","Government Actuary's Department","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","London","SEO/HEO","HEO","30","30","36920","36780"
"In post","2023","Government Actuary's Department","London","SEO/HEO","SEO","25","25","49370","49370"
"In post","2023","Government Actuary's Department","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Outside London","G6/G7","G6","10","10","79740","71780"
"In post","2023","Government Actuary's Department","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","London","G6/G7","G6","170","170","77280","74340"
"In post","2023","Government Commercial Organisation","London","G6/G7","G7","335","330","62880","62000"
"In post","2023","Government Commercial Organisation","London","SCS level","SCS level","125","125","127070","123930"
"In post","2023","Government Commercial Organisation","London","SEO/HEO","SEO","15","15","42240","41410"
"In post","2023","Government Commercial Organisation","Outside London","G6/G7","G6","210","210","77580","76420"
"In post","2023","Government Commercial Organisation","Outside London","G6/G7","G7","480","470","63590","65500"
"In post","2023","Government Commercial Organisation","Outside London","SCS level","SCS level","90","90","115660","110430"
"In post","2023","Government Commercial Organisation","Outside London","SEO/HEO","SEO","60","60","39530","39460"
"In post","2023","Government Commercial Organisation","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","London","EO","EO","15","15","30510","29510"
"In post","2023","Government Internal Audit Agency","London","G6/G7","G6","20","20","67380","67780"
"In post","2023","Government Internal Audit Agency","London","G6/G7","G7","45","45","57060","55530"
"In post","2023","Government Internal Audit Agency","London","SCS level","SCS level","10","10","93620","89480"
"In post","2023","Government Internal Audit Agency","London","SEO/HEO","HEO","35","35","36810","35500"
"In post","2023","Government Internal Audit Agency","London","SEO/HEO","SEO","50","45","47910","46760"
"In post","2023","Government Internal Audit Agency","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Outside London","EO","EO","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Outside London","G6/G7","G6","45","45","63110","64280"
"In post","2023","Government Internal Audit Agency","Outside London","G6/G7","G7","75","70","52060","51350"
"In post","2023","Government Internal Audit Agency","Outside London","SCS level","SCS level","15","15","90580","79270"
"In post","2023","Government Internal Audit Agency","Outside London","SEO/HEO","HEO","50","45","33120","32000"
"In post","2023","Government Internal Audit Agency","Outside London","SEO/HEO","SEO","95","85","42640","42700"
"In post","2023","Government Internal Audit Agency","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Unknown","SEO/HEO","SEO","10","10","43380","43290"
"In post","2023","Government Legal Department","London","AA/AO","AO","40","40","24860","24770"
"In post","2023","Government Legal Department","London","EO","EO","335","320","29240","28170"
"In post","2023","Government Legal Department","London","G6/G7","G6","800","725","69230","67650"
"In post","2023","Government Legal Department","London","G6/G7","G7","795","745","53620","52790"
"In post","2023","Government Legal Department","London","SCS level","SCS level","200","190","85270","80270"
"In post","2023","Government Legal Department","London","SEO/HEO","HEO","200","195","38020","34780"
"In post","2023","Government Legal Department","London","SEO/HEO","SEO","60","55","40230","38860"
"In post","2023","Government Legal Department","Outside London","EO","EO","20","20","28910","26680"
"In post","2023","Government Legal Department","Outside London","G6/G7","G6","75","70","65780","65410"
"In post","2023","Government Legal Department","Outside London","G6/G7","G7","105","95","52730","52020"
"In post","2023","Government Legal Department","Outside London","SCS level","SCS level","15","15","84220","78500"
"In post","2023","Government Legal Department","Outside London","SEO/HEO","HEO","25","25","37140","32500"
"In post","2023","Government Legal Department","Outside London","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Government Property Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","London","EO","EO","10","5","[c]","[c]"
"In post","2023","Government Property Agency","London","G6/G7","G6","20","20","66520","66020"
"In post","2023","Government Property Agency","London","G6/G7","G7","40","40","55730","56150"
"In post","2023","Government Property Agency","London","SCS level","SCS level","10","10","96970","92380"
"In post","2023","Government Property Agency","London","SEO/HEO","HEO","10","10","35730","35590"
"In post","2023","Government Property Agency","London","SEO/HEO","SEO","25","25","41130","41820"
"In post","2023","Government Property Agency","Outside London","EO","EO","15","15","24670","24820"
"In post","2023","Government Property Agency","Outside London","G6/G7","G6","50","50","62220","62010"
"In post","2023","Government Property Agency","Outside London","G6/G7","G7","90","90","51620","51020"
"In post","2023","Government Property Agency","Outside London","SCS level","SCS level","15","15","93800","93000"
"In post","2023","Government Property Agency","Outside London","SEO/HEO","HEO","45","45","33180","32960"
"In post","2023","Government Property Agency","Outside London","SEO/HEO","SEO","60","60","38980","38420"
"In post","2023","HM Courts and Tribunals Service","London","AA/AO","AA","355","325","23000","23000"
"In post","2023","HM Courts and Tribunals Service","London","AA/AO","AO","1560","1420","25460","25480"
"In post","2023","HM Courts and Tribunals Service","London","EO","EO","795","765","29760","29660"
"In post","2023","HM Courts and Tribunals Service","London","G6/G7","G6","65","65","70020","69890"
"In post","2023","HM Courts and Tribunals Service","London","G6/G7","G7","220","210","58810","56740"
"In post","2023","HM Courts and Tribunals Service","London","SCS level","SCS level","35","35","88380","86310"
"In post","2023","HM Courts and Tribunals Service","London","SEO/HEO","HEO","440","430","35580","35410"
"In post","2023","HM Courts and Tribunals Service","London","SEO/HEO","SEO","400","380","45250","43650"
"In post","2023","HM Courts and Tribunals Service","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Outside London","AA/AO","AA","1310","1100","19960","19930"
"In post","2023","HM Courts and Tribunals Service","Outside London","AA/AO","AO","6190","5380","21830","21780"
"In post","2023","HM Courts and Tribunals Service","Outside London","EO","EO","1975","1855","25960","25830"
"In post","2023","HM Courts and Tribunals Service","Outside London","G6/G7","G6","145","140","64420","63190"
"In post","2023","HM Courts and Tribunals Service","Outside London","G6/G7","G7","305","300","52870","51770"
"In post","2023","HM Courts and Tribunals Service","Outside London","SCS level","SCS level","40","40","85220","78520"
"In post","2023","HM Courts and Tribunals Service","Outside London","SEO/HEO","HEO","910","880","31570","31270"
"In post","2023","HM Courts and Tribunals Service","Outside London","SEO/HEO","SEO","1055","960","40600","37810"
"In post","2023","HM Courts and Tribunals Service","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","AA/AO","AO","15","15","22240","21780"
"In post","2023","HM Courts and Tribunals Service","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","London","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Outside London","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","London","AA/AO","AO","45","45","26770","26760"
"In post","2023","HM Land Registry","London","EO","EO","110","100","31860","31680"
"In post","2023","HM Land Registry","London","G6/G7","G6","20","20","75620","75690"
"In post","2023","HM Land Registry","London","G6/G7","G7","30","30","65670","66240"
"In post","2023","HM Land Registry","London","SCS level","SCS level","10","10","100730","90780"
"In post","2023","HM Land Registry","London","SEO/HEO","HEO","105","95","39390","38410"
"In post","2023","HM Land Registry","London","SEO/HEO","SEO","75","75","45990","44350"
"In post","2023","HM Land Registry","Outside London","AA/AO","AA","25","25","21500","20380"
"In post","2023","HM Land Registry","Outside London","AA/AO","AO","1520","1415","23400","23390"
"In post","2023","HM Land Registry","Outside London","EO","EO","2350","2095","28270","28080"
"In post","2023","HM Land Registry","Outside London","G6/G7","G6","45","45","70470","69870"
"In post","2023","HM Land Registry","Outside London","G6/G7","G7","230","215","59190","57880"
"In post","2023","HM Land Registry","Outside London","SCS level","SCS level","15","15","81020","83000"
"In post","2023","HM Land Registry","Outside London","SEO/HEO","HEO","1355","1185","35380","34850"
"In post","2023","HM Land Registry","Outside London","SEO/HEO","SEO","775","725","42550","41680"
"In post","2023","HM Prison and Probation Service","London","AA/AO","AA","605","565","26660","26630"
"In post","2023","HM Prison and Probation Service","London","AA/AO","AO","2325","2250","33740","33850"
"In post","2023","HM Prison and Probation Service","London","EO","EO","850","830","36020","37580"
"In post","2023","HM Prison and Probation Service","London","G6/G7","G6","115","110","83050","79330"
"In post","2023","HM Prison and Probation Service","London","G6/G7","G7","185","185","67490","68140"
"In post","2023","HM Prison and Probation Service","London","SCS level","SCS level","30","30","94280","87970"
"In post","2023","HM Prison and Probation Service","London","SEO/HEO","HEO","560","540","39850","40340"
"In post","2023","HM Prison and Probation Service","London","SEO/HEO","SEO","475","465","52660","53200"
"In post","2023","HM Prison and Probation Service","London","Unknown","Unknown","2395","2270","35160","33050"
"In post","2023","HM Prison and Probation Service","Outside London","AA/AO","AA","5590","5160","23170","23230"
"In post","2023","HM Prison and Probation Service","Outside London","AA/AO","AO","20155","19085","30280","30440"
"In post","2023","HM Prison and Probation Service","Outside London","EO","EO","6175","5880","33040","34170"
"In post","2023","HM Prison and Probation Service","Outside London","G6/G7","G6","265","260","84600","86630"
"In post","2023","HM Prison and Probation Service","Outside London","G6/G7","G7","365","360","66230","68140"
"In post","2023","HM Prison and Probation Service","Outside London","SCS level","SCS level","55","55","105320","106090"
"In post","2023","HM Prison and Probation Service","Outside London","SEO/HEO","HEO","4140","3915","36890","38180"
"In post","2023","HM Prison and Probation Service","Outside London","SEO/HEO","SEO","2275","2205","50450","52200"
"In post","2023","HM Prison and Probation Service","Outside London","Unknown","Unknown","19110","17730","29880","29050"
"In post","2023","HM Prison and Probation Service","Unknown","AA/AO","AA","20","20","23570","23230"
"In post","2023","HM Prison and Probation Service","Unknown","AA/AO","AO","40","40","28510","28880"
"In post","2023","HM Prison and Probation Service","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","AA/AO","AA","10","5","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","AA/AO","AO","975","880","26720","26920"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","EO","EO","1895","1790","32780","32540"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","G6/G7","G6","780","740","78070","78600"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","G6/G7","G7","1630","1575","64390","65230"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","SCS level","SCS level","250","240","91120","84160"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","HEO","2550","2450","39890","39790"
"In post","2023","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","SEO","1530","1475","46230","45960"
"In post","2023","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","AA","615","460","22530","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","AO","17730","15645","22540","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","Outside London","EO","EO","13450","12555","28270","28130"
"In post","2023","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","G6","1480","1425","70770","71300"
"In post","2023","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","G7","4890","4720","57300","57970"
"In post","2023","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","SCS level","260","255","85500","78430"
"In post","2023","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","HEO","13320","12745","34990","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","SEO","7030","6770","42480","42510"
"In post","2023","HM Treasury (excl. agencies)","London","AA/AO","AO","30","25","23920","23210"
"In post","2023","HM Treasury (excl. agencies)","London","EO","EO","170","170","27820","27850"
"In post","2023","HM Treasury (excl. agencies)","London","G6/G7","G6","260","250","65700","64950"
"In post","2023","HM Treasury (excl. agencies)","London","G6/G7","G7","570","565","55050","54090"
"In post","2023","HM Treasury (excl. agencies)","London","SCS level","SCS level","130","120","84820","78620"
"In post","2023","HM Treasury (excl. agencies)","London","SEO/HEO","HEO","465","460","34200","33630"
"In post","2023","HM Treasury (excl. agencies)","London","SEO/HEO","SEO","120","115","40080","39050"
"In post","2023","HM Treasury (excl. agencies)","Outside London","AA/AO","AO","20","20","22150","22020"
"In post","2023","HM Treasury (excl. agencies)","Outside London","EO","EO","60","60","25280","25460"
"In post","2023","HM Treasury (excl. agencies)","Outside London","G6/G7","G6","20","20","63870","64280"
"In post","2023","HM Treasury (excl. agencies)","Outside London","G6/G7","G7","55","50","52850","51180"
"In post","2023","HM Treasury (excl. agencies)","Outside London","SCS level","SCS level","10","10","94660","81500"
"In post","2023","HM Treasury (excl. agencies)","Outside London","SEO/HEO","HEO","95","90","30880","30510"
"In post","2023","HM Treasury (excl. agencies)","Outside London","SEO/HEO","SEO","10","10","37030","35960"
"In post","2023","Health and Safety Executive","London","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Health and Safety Executive","London","EO","EO","15","15","33940","34370"
"In post","2023","Health and Safety Executive","London","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Health and Safety Executive","London","G6/G7","G7","30","30","59910","59700"
"In post","2023","Health and Safety Executive","London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Health and Safety Executive","London","SEO/HEO","HEO","25","25","37750","37180"
"In post","2023","Health and Safety Executive","London","SEO/HEO","SEO","50","45","49680","47320"
"In post","2023","Health and Safety Executive","Outside London","AA/AO","AO","290","260","22900","23500"
"In post","2023","Health and Safety Executive","Outside London","EO","EO","485","460","28160","27320"
"In post","2023","Health and Safety Executive","Outside London","G6/G7","G6","105","100","71340","68150"
"In post","2023","Health and Safety Executive","Outside London","G6/G7","G7","445","430","59340","55320"
"In post","2023","Health and Safety Executive","Outside London","SCS level","SCS level","30","30","88230","85860"
"In post","2023","Health and Safety Executive","Outside London","SEO/HEO","HEO","450","430","33670","32800"
"In post","2023","Health and Safety Executive","Outside London","SEO/HEO","SEO","875","825","49810","46310"
"In post","2023","Home Office","London","AA/AO","AA","290","255","23490","23500"
"In post","2023","Home Office","London","AA/AO","AO","1720","1575","26420","26400"
"In post","2023","Home Office","London","EO","EO","4415","4115","30330","29980"
"In post","2023","Home Office","London","G6/G7","G6","805","785","72670","71050"
"In post","2023","Home Office","London","G6/G7","G7","2120","2080","60540","59290"
"In post","2023","Home Office","London","SCS level","SCS level","280","275","91660","83970"
"In post","2023","Home Office","London","SEO/HEO","HEO","2580","2500","36570","36180"
"In post","2023","Home Office","London","SEO/HEO","SEO","2345","2295","44030","43210"
"In post","2023","Home Office","London","Unknown","Unknown","40","35","[c]","[c]"
"In post","2023","Home Office","Outside London","AA/AO","AA","425","365","19510","19500"
"In post","2023","Home Office","Outside London","AA/AO","AO","7020","6345","22430","22400"
"In post","2023","Home Office","Outside London","EO","EO","12850","11990","26600","25880"
"In post","2023","Home Office","Outside London","G6/G7","G6","310","300","67820","65820"
"In post","2023","Home Office","Outside London","G6/G7","G7","1140","1115","55300","54260"
"In post","2023","Home Office","Outside London","SCS level","SCS level","60","60","88920","82500"
"In post","2023","Home Office","Outside London","SEO/HEO","HEO","4190","4030","32630","32160"
"In post","2023","Home Office","Outside London","SEO/HEO","SEO","2155","2100","39920","39190"
"In post","2023","Home Office","Outside London","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","Home Office","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","EO","EO","15","15","27070","26810"
"In post","2023","Home Office","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Home Office","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","Unknown","Unknown","125","125","[c]","[c]"
"In post","2023","Home Office","Unknown","AA/AO","AO","20","20","22400","22400"
"In post","2023","Home Office","Unknown","EO","EO","165","140","28210","26780"
"In post","2023","Home Office","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Home Office","Unknown","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Home Office","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Home Office","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","London","EO","EO","5","5","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","London","G6/G7","G6","20","20","67790","66610"
"In post","2023","Institute for Apprenticeships and Technical Education","London","G6/G7","G7","45","45","55770","55290"
"In post","2023","Institute for Apprenticeships and Technical Education","London","SCS level","SCS level","10","10","95690","87140"
"In post","2023","Institute for Apprenticeships and Technical Education","London","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","London","SEO/HEO","SEO","20","20","42420","41680"
"In post","2023","Institute for Apprenticeships and Technical Education","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","G6","20","20","63740","62820"
"In post","2023","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","G7","95","95","51800","51460"
"In post","2023","Institute for Apprenticeships and Technical Education","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","HEO","25","20","30860","30700"
"In post","2023","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","SEO","75","75","37960","37710"
"In post","2023","Intellectual Property Office","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","London","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Intellectual Property Office","London","G6/G7","G7","15","15","62600","61840"
"In post","2023","Intellectual Property Office","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","London","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Intellectual Property Office","London","SEO/HEO","SEO","20","20","45000","45040"
"In post","2023","Intellectual Property Office","Outside London","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Intellectual Property Office","Outside London","AA/AO","AO","190","170","23020","23100"
"In post","2023","Intellectual Property Office","Outside London","EO","EO","440","415","26920","25040"
"In post","2023","Intellectual Property Office","Outside London","G6/G7","G6","55","55","69940","69260"
"In post","2023","Intellectual Property Office","Outside London","G6/G7","G7","340","320","61280","61980"
"In post","2023","Intellectual Property Office","Outside London","SCS level","SCS level","20","20","78070","75670"
"In post","2023","Intellectual Property Office","Outside London","SEO/HEO","HEO","190","180","33470","31750"
"In post","2023","Intellectual Property Office","Outside London","SEO/HEO","SEO","395","380","43760","42770"
"In post","2023","Legal Aid Agency","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","London","AA/AO","AO","10","10","25480","25480"
"In post","2023","Legal Aid Agency","London","EO","EO","25","25","30570","30880"
"In post","2023","Legal Aid Agency","London","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Legal Aid Agency","London","G6/G7","G7","35","35","60640","58160"
"In post","2023","Legal Aid Agency","London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Legal Aid Agency","London","SEO/HEO","HEO","15","15","36900","36480"
"In post","2023","Legal Aid Agency","London","SEO/HEO","SEO","45","45","45280","43650"
"In post","2023","Legal Aid Agency","Outside London","AA/AO","AA","20","20","19930","19930"
"In post","2023","Legal Aid Agency","Outside London","AA/AO","AO","400","360","21780","21780"
"In post","2023","Legal Aid Agency","Outside London","EO","EO","315","295","26050","25830"
"In post","2023","Legal Aid Agency","Outside London","G6/G7","G6","15","15","66620","63190"
"In post","2023","Legal Aid Agency","Outside London","G6/G7","G7","45","45","57310","52860"
"In post","2023","Legal Aid Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Outside London","SEO/HEO","HEO","130","125","31940","31270"
"In post","2023","Legal Aid Agency","Outside London","SEO/HEO","SEO","105","100","39670","39660"
"In post","2023","Legal Aid Agency","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","London","EO","EO","5","5","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Outside London","AA/AO","AO","240","225","22590","22500"
"In post","2023","Maritime and Coastguard Agency","Outside London","EO","EO","230","225","27200","26960"
"In post","2023","Maritime and Coastguard Agency","Outside London","G6/G7","G6","35","35","65170","63780"
"In post","2023","Maritime and Coastguard Agency","Outside London","G6/G7","G7","135","135","54660","55240"
"In post","2023","Maritime and Coastguard Agency","Outside London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Outside London","SEO/HEO","HEO","270","265","32250","31940"
"In post","2023","Maritime and Coastguard Agency","Outside London","SEO/HEO","SEO","270","265","42470","41090"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","AO","10","10","24520","24520"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","London","EO","EO","135","130","28440","28220"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","G6","115","110","68830","68260"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","G7","165","160","55080","54460"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","London","SCS level","SCS level","105","100","86930","83000"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","HEO","125","125","34120","33940"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","SEO","190","185","42040","41480"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","EO","35","35","28240","28500"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","G6","45","45","70400","68260"
