"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for International Trade","Overseas","SEO/HEO","HEO","15","15","35930","35460"
"In post","2023","Department for International Trade","Overseas","SEO/HEO","SEO","30","30","40910","40580"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","AO","20","20","27870","27870"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","EO","160","160","30210","28850"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","G6","320","310","66760","64970"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","G7","705","690","55910","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","SCS level","145","140","87190","79880"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","HEO","375","370","34900","34310"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","SEO","385","380","41770","40800"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","AO","25","25","24850","24320"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","EO","90","85","26960","25830"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","G6","95","90","62220","59960"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","G7","320","310","51080","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","SCS level","30","30","88460","77440"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","HEO","300","290","32010","31290"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","SEO","280","275","38830","37540"
"In post","2023","Department for Transport (excl. agencies)","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","London","AA/AO","AO","120","105","32570","34390"
"In post","2023","Department for Transport (excl. agencies)","London","EO","EO","220","220","31610","31210"
"In post","2023","Department for Transport (excl. agencies)","London","G6/G7","G6","425","410","69200","68020"
"In post","2023","Department for Transport (excl. agencies)","London","G6/G7","G7","895","875","57070","55740"
"In post","2023","Department for Transport (excl. agencies)","London","SCS level","SCS level","230","220","88550","80240"
"In post","2023","Department for Transport (excl. agencies)","London","SEO/HEO","HEO","545","535","36540","35760"
"In post","2023","Department for Transport (excl. agencies)","London","SEO/HEO","SEO","585","575","44550","43750"
"In post","2023","Department for Transport (excl. agencies)","Outside London","AA/AO","AO","35","30","23200","22500"
"In post","2023","Department for Transport (excl. agencies)","Outside London","EO","EO","110","105","27850","26960"
"In post","2023","Department for Transport (excl. agencies)","Outside London","G6/G7","G6","60","55","74850","65440"
"In post","2023","Department for Transport (excl. agencies)","Outside London","G6/G7","G7","210","210","60730","52400"
"In post","2023","Department for Transport (excl. agencies)","Outside London","SCS level","SCS level","20","20","96410","94340"
"In post","2023","Department for Transport (excl. agencies)","Outside London","SEO/HEO","HEO","180","175","32930","31660"
"In post","2023","Department for Transport (excl. agencies)","Outside London","SEO/HEO","SEO","155","150","40750","39820"
"In post","2023","Department for Transport (excl. agencies)","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","London","AA/AO","AA","15","10","21720","21720"
"In post","2023","Department for Work and Pensions (excl. agencies)","London","AA/AO","AO","1330","1155","25210","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","London","EO","EO","5085","4685","32350","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","London","G6/G7","G6","215","205","74180","72550"
"In post","2023","Department for Work and Pensions (excl. agencies)","London","G6/G7","G7","505","480","57400","55150"
"In post","2023","Department for Work and Pensions (excl. agencies)","London","SCS level","SCS level","120","115","95060","85580"
"In post","2023","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","HEO","1220","1180","39070","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","SEO","560","545","44410","43760"
"In post","2023","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","AA","240","190","21280","21250"
"In post","2023","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","AO","23910","20500","21840","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Outside London","EO","EO","37615","33490","28330","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","G6","800","775","69580","66860"
"In post","2023","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","G7","2265","2180","52900","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","SCS level","160","155","88050","79700"
"In post","2023","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","HEO","7305","6840","34510","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","SEO","3255","3100","39480","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","AO","70","65","21620","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","EO","EO","140","135","28170","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","G6","10","10","70020","66860"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","G7","30","30","54770","51210"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","HEO","50","45","36280","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","SEO","35","35","42850","41320"
"In post","2023","Department of Health and Social Care (excl. agencies)","London","AA/AO","AO","30","30","24370","24750"
"In post","2023","Department of Health and Social Care (excl. agencies)","London","EO","EO","240","230","29090","28770"
"In post","2023","Department of Health and Social Care (excl. agencies)","London","G6/G7","G6","335","320","69100","67890"
"In post","2023","Department of Health and Social Care (excl. agencies)","London","G6/G7","G7","705","680","55490","54690"
"In post","2023","Department of Health and Social Care (excl. agencies)","London","SCS level","SCS level","190","185","90550","81900"
"In post","2023","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","HEO","410","400","34480","34190"
"In post","2023","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","SEO","475","460","42350","41950"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","AO","15","15","22070","21250"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outside London","EO","EO","125","120","25940","25190"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","G6","160","155","66820","63960"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","G7","410","390","52360","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","SCS level","70","70","91110","85930"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","HEO","205","200","31410","30370"
"In post","2023","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","SEO","295","285","39070","38120"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","Outside London","AA/AO","AA","190","180","23980","23340"
"In post","2023","Disclosure Scotland","Outside London","AA/AO","AO","25","25","27530","27740"
"In post","2023","Disclosure Scotland","Outside London","EO","EO","60","55","31820","31940"
"In post","2023","Disclosure Scotland","Outside London","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Disclosure Scotland","Outside London","G6/G7","G7","15","15","59940","58850"
"In post","2023","Disclosure Scotland","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","Outside London","SEO/HEO","HEO","35","35","37070","38330"
"In post","2023","Disclosure Scotland","Outside London","SEO/HEO","SEO","30","30","47240","47860"
"In post","2023","Driver and Vehicle Licensing Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outside London","AA/AO","AA","1145","915","19310","19000"
"In post","2023","Driver and Vehicle Licensing Agency","Outside London","AA/AO","AO","2835","2475","22590","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Outside London","EO","EO","900","850","27270","27190"
"In post","2023","Driver and Vehicle Licensing Agency","Outside London","G6/G7","G6","95","90","79750","84590"
"In post","2023","Driver and Vehicle Licensing Agency","Outside London","G6/G7","G7","205","195","58430","55440"
"In post","2023","Driver and Vehicle Licensing Agency","Outside London","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","HEO","565","540","33350","31940"
"In post","2023","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","SEO","470","460","43550","42050"
"In post","2023","Driver and Vehicle Standards Agency","London","AA/AO","AO","40","40","29780","31490"
"In post","2023","Driver and Vehicle Standards Agency","London","EO","EO","255","240","31960","31450"
"In post","2023","Driver and Vehicle Standards Agency","London","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","London","SEO/HEO","HEO","45","45","37100","36950"
"In post","2023","Driver and Vehicle Standards Agency","London","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Outside London","AA/AO","AA","10","10","19320","19000"
"In post","2023","Driver and Vehicle Standards Agency","Outside London","AA/AO","AO","1090","1015","25230","22540"
"In post","2023","Driver and Vehicle Standards Agency","Outside London","EO","EO","2365","2190","28390","27450"
"In post","2023","Driver and Vehicle Standards Agency","Outside London","G6/G7","G6","20","20","65720","64750"
"In post","2023","Driver and Vehicle Standards Agency","Outside London","G6/G7","G7","105","105","53820","51540"
