"Status","Year","Age","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","60-64","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Grants Management","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Human Resources","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","No function","Heterosexual / straight","475","[c]","29550","23640"
"New entrant CS","2023","60-64","White","No function","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","No function","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","No function","Unknown","35","[c]","29690","25610"
"New entrant CS","2023","60-64","White","Project Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Unknown","Heterosexual / straight","45","[c]","32400","29450"
"New entrant CS","2023","60-64","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","No function","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","No function","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
