"Status","Year","Profession_of_post","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Bradford","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Breckland and South Norfolk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Breckland and South Norfolk","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Brent","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Brighton and Hove","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","G6/G7","25","25","62350","60550"
"In post","2023","Commercial","Bristol, City of","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","Outside London","SEO/HEO","55","55","37230","37300"
"In post","2023","Commercial","Bristol, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Buckinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Buckinghamshire","Outside London","EO","15","15","28900","29080"
"In post","2023","Commercial","Buckinghamshire","Outside London","G6/G7","10","10","62640","67480"
"In post","2023","Commercial","Buckinghamshire","Outside London","SEO/HEO","45","45","41370","43200"
"In post","2023","Commercial","Calderdale and Kirklees","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","Outside London","SEO/HEO","45","40","39230","41000"
"In post","2023","Commercial","Camden and City of London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Camden and City of London","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","G6/G7","15","15","64410","66860"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","35","35","37400","38070"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Bedfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","EO","40","40","26710","27140"
"In post","2023","Commercial","Central Hampshire","Outside London","G6/G7","40","40","64550","66270"
"In post","2023","Commercial","Central Hampshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","Outside London","SEO/HEO","105","100","38060","39890"
"In post","2023","Commercial","Central Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Central Valleys","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire East","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Cheshire West and Chester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","Outside London","AA/AO","10","10","25950","26410"
"In post","2023","Commercial","City of Edinburgh","Outside London","EO","10","10","33130","32240"
"In post","2023","Commercial","City of Edinburgh","Outside London","G6/G7","10","10","67260","65300"
"In post","2023","Commercial","City of Edinburgh","Outside London","SEO/HEO","25","25","42800","39590"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Clackmannanshire and Fife","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","G6/G7","20","20","60330","54360"
"In post","2023","Commercial","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","Outside London","SEO/HEO","20","20","37710","38540"
"In post","2023","Commercial","Coventry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Croydon","London","AA/AO","10","10","28920","28180"
"In post","2023","Commercial","Croydon","London","EO","20","20","31220","31310"
"In post","2023","Commercial","Croydon","London","G6/G7","35","35","70680","70970"
"In post","2023","Commercial","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Croydon","London","SEO/HEO","75","75","43510","43210"
"In post","2023","Commercial","Darlington","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Darlington","Outside London","G6/G7","15","15","64670","65500"
"In post","2023","Commercial","Darlington","Outside London","SEO/HEO","25","25","36650","38050"
"In post","2023","Commercial","Devon CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon CC","Outside London","G6/G7","20","20","59250","61020"
"In post","2023","Commercial","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon CC","Outside London","SEO/HEO","30","25","37310","37300"
"In post","2023","Commercial","Dorset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Dorset","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Durham","Outside London","SEO/HEO","15","15","41720","43490"
"In post","2023","Commercial","East Ayrshire and North Ayrshire mainland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Commercial","East Merseyside","Outside London","SEO/HEO","15","15","39620","38120"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Riding of Yorkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Surrey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","EO","10","10","28660","28030"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","Outside London","SEO/HEO","10","10","38860","34680"
"In post","2023","Commercial","Glasgow City","Outside London","AA/AO","10","10","24740","22280"
"In post","2023","Commercial","Glasgow City","Outside London","EO","35","35","27180","27080"
"In post","2023","Commercial","Glasgow City","Outside London","G6/G7","40","35","64770","67490"
"In post","2023","Commercial","Glasgow City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Glasgow City","Outside London","SEO/HEO","105","105","37200","35720"
"In post","2023","Commercial","Gloucestershire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","EO","20","15","28140","28130"
"In post","2023","Commercial","Greater Manchester South West","Outside London","G6/G7","45","45","65300","65500"
"In post","2023","Commercial","Greater Manchester South West","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","Outside London","SEO/HEO","65","65","41590","41780"
"In post","2023","Commercial","Greater Manchester South West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Haringey and Islington","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hartlepool and Stockton-on-Tees","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, County of","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","AA/AO","20","20","23800","23460"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","G6/G7","10","10","60900","65890"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent Thames Gateway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","Outside London","AA/AO","15","15","21660","21690"
"In post","2023","Commercial","Leeds","Outside London","EO","20","20","26960","26710"
"In post","2023","Commercial","Leeds","Outside London","G6/G7","135","130","63860","65500"
"In post","2023","Commercial","Leeds","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","Outside London","SEO/HEO","195","185","36860","37680"
"In post","2023","Commercial","Leicester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicester","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Lewisham and Southwark","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Lisburn and Castlereagh","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Liverpool","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Liverpool","Outside London","EO","25","20","26500","26410"
"In post","2023","Commercial","Liverpool","Outside London","G6/G7","45","45","61510","65500"
"In post","2023","Commercial","Liverpool","Outside London","SCS level","10","10","94700","87160"
"In post","2023","Commercial","Liverpool","Outside London","SEO/HEO","165","160","36940","39860"
"In post","2023","Commercial","Luton","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Luton","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Manchester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Manchester","Outside London","EO","10","10","26810","26910"
"In post","2023","Commercial","Manchester","Outside London","G6/G7","90","90","66330","65760"
"In post","2023","Commercial","Manchester","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","Manchester","Outside London","SEO/HEO","105","105","36550","37590"
"In post","2023","Commercial","Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medway","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Mid and East Antrim","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","Outside London","EO","15","15","28670","28540"
"In post","2023","Commercial","Milton Keynes","Outside London","G6/G7","20","20","61140","58820"
"In post","2023","Commercial","Milton Keynes","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","Outside London","SEO/HEO","30","30","40290","40750"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","EO","20","20","26450","26220"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","G6/G7","25","25","57850","56000"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Monmouthshire and Newport","Outside London","SEO/HEO","70","70","35920","32710"
"In post","2023","Commercial","North Hampshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Hampshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","Outside London","SEO/HEO","10","10","40790","41200"
"In post","2023","Commercial","North and North East Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and West Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and West Norfolk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North and West Norfolk","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","Outside London","G6/G7","20","20","64390","65500"
"In post","2023","Commercial","Norwich and East Norfolk","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","Outside London","SEO/HEO","60","60","37500","39860"
"In post","2023","Commercial","Nottingham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
