"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","London","Inner London - West","140","135","43220","37850"
"In post","2023","Attorney General's Departments","Human Resources","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North West (England)","Merseyside","40","40","35850","31180"
"In post","2023","Attorney General's Departments","Human Resources","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands (England)","West Midlands","10","10","37780","32370"
"In post","2023","Attorney General's Departments","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Yorkshire and The Humber","North Yorkshire","20","20","42420","38940"
"In post","2023","Attorney General's Departments","Human Resources","Yorkshire and The Humber","West Yorkshire","10","10","38920","33990"
"In post","2023","Attorney General's Departments","Intelligence Analysis","London","Inner London - West","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","London","Inner London - West","50","45","45110","39700"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","130","120","53280","52060"
"In post","2023","Attorney General's Departments","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","85","80","51930","52060"
"In post","2023","Attorney General's Departments","Legal","East Midlands (England)","Lincolnshire","15","15","56150","56450"
"In post","2023","Attorney General's Departments","Legal","East of England","Bedfordshire and Hertfordshire","105","95","59460","61920"
"In post","2023","Attorney General's Departments","Legal","East of England","East Anglia","60","55","51350","51670"
"In post","2023","Attorney General's Departments","Legal","East of England","Essex","105","100","56480","55170"
"In post","2023","Attorney General's Departments","Legal","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","London","Inner London - West","2780","2595","60710","62290"
"In post","2023","Attorney General's Departments","Legal","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","London","Outer London - South","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","North East (England)","Northumberland, and Tyne and Wear","115","110","53390","53880"
"In post","2023","Attorney General's Departments","Legal","North East (England)","Tees Valley and Durham","55","50","53610","56450"
"In post","2023","Attorney General's Departments","Legal","North West (England)","Cheshire","20","15","65790","59480"
"In post","2023","Attorney General's Departments","Legal","North West (England)","Cumbria","15","15","54940","55290"
"In post","2023","Attorney General's Departments","Legal","North West (England)","Greater Manchester","195","180","54060","53750"
"In post","2023","Attorney General's Departments","Legal","North West (England)","Lancashire","105","100","52710","53750"
"In post","2023","Attorney General's Departments","Legal","North West (England)","Merseyside","160","155","52250","51270"
"In post","2023","Attorney General's Departments","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","65","60","55430","55170"
"In post","2023","Attorney General's Departments","Legal","South East (England)","Hampshire and Isle of Wight","140","135","58120","57650"
"In post","2023","Attorney General's Departments","Legal","South East (England)","Kent","65","60","56650","55170"
"In post","2023","Attorney General's Departments","Legal","South East (England)","Surrey, East and West Sussex","100","95","58440","58820"
"In post","2023","Attorney General's Departments","Legal","South West (England)","Cornwall and Isles of Scilly","15","10","51250","54800"
"In post","2023","Attorney General's Departments","Legal","South West (England)","Devon","55","50","53160","55870"
"In post","2023","Attorney General's Departments","Legal","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","165","150","55950","54320"
"In post","2023","Attorney General's Departments","Legal","Wales","East Wales","165","150","52740","53750"
"In post","2023","Attorney General's Departments","Legal","Wales","West Wales and The Valleys","45","45","52080","51270"
"In post","2023","Attorney General's Departments","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","West Midlands (England)","Shropshire and Staffordshire","45","40","55030","56450"
"In post","2023","Attorney General's Departments","Legal","West Midlands (England)","West Midlands","265","250","53770","53750"
"In post","2023","Attorney General's Departments","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","35","35","55620","56450"
"In post","2023","Attorney General's Departments","Legal","Yorkshire and The Humber","North Yorkshire","35","35","66750","66970"
"In post","2023","Attorney General's Departments","Legal","Yorkshire and The Humber","South Yorkshire","60","50","50660","51270"
"In post","2023","Attorney General's Departments","Legal","Yorkshire and The Humber","West Yorkshire","360","335","54260","52460"
"In post","2023","Attorney General's Departments","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","145","135","26310","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","80","75","24910","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","East of England","Bedfordshire and Hertfordshire","80","70","27760","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","East of England","East Anglia","75","65","27470","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","East of England","Essex","95","85","28980","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","London","Inner London - East","15","15","26080","25600"
"In post","2023","Attorney General's Departments","Operational Delivery","London","Inner London - West","1010","955","30660","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","London","Outer London - East and North East","15","15","25130","25600"
"In post","2023","Attorney General's Departments","Operational Delivery","London","Outer London - South","45","40","34500","31270"
"In post","2023","Attorney General's Departments","Operational Delivery","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","Northumberland, and Tyne and Wear","135","125","26500","24430"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","Tees Valley and Durham","55","45","26910","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","Cumbria","15","10","26160","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","Greater Manchester","180","170","28190","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","Lancashire","80","75","26390","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","Merseyside","195","185","26660","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","60","55","29110","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","Hampshire and Isle of Wight","135","125","28910","25600"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","Kent","70","65","27750","25600"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","Surrey, East and West Sussex","100","100","28540","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","15","10","25540","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","Devon","40","40","27710","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","26520","24430"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","East Wales","135","125","27200","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","West Wales and The Valleys","35","30","29030","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","30","30","26240","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","West Midlands","240","230","27230","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","40","35","25710","24430"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","North Yorkshire","35","35","32750","28140"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","South Yorkshire","90","85","26430","24430"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","West Yorkshire","205","190","27300","26900"
"In post","2023","Attorney General's Departments","Other","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","London","Inner London - West","40","40","45650","31640"
"In post","2023","Attorney General's Departments","Other","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","London","Inner London - West","80","80","56390","56490"
"In post","2023","Attorney General's Departments","Policy","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","London","Inner London - West","45","45","44310","39470"
"In post","2023","Attorney General's Departments","Project Delivery","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","West Yorkshire","10","10","43380","38940"
"In post","2023","Attorney General's Departments","Property","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","London","Inner London - West","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
