"Status","Year","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Building Digital UK","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","G6/G7","25","25","56460","53650"
"In post","2023","Cabinet Office (excl. agencies)","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","SEO/HEO","20","20","36680","35500"
"In post","2023","Cabinet Office (excl. agencies)","London","AA/AO","95","95","25280","25280"
"In post","2023","Cabinet Office (excl. agencies)","London","EO","345","335","28810","28370"
"In post","2023","Cabinet Office (excl. agencies)","London","G6/G7","1685","1650","60420","57470"
"In post","2023","Cabinet Office (excl. agencies)","London","SCS level","380","370","95360","84190"
"In post","2023","Cabinet Office (excl. agencies)","London","SEO/HEO","1055","1040","39190","40600"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","AA/AO","125","110","21720","21720"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","EO","80","75","25350","24860"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","G6/G7","25","25","54710","51290"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","SEO/HEO","105","105","34790","33020"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","AA/AO","15","15","21810","21830"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","EO","20","20","25320","24860"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","G6/G7","125","125","54190","51290"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","SEO/HEO","130","125","36440","38050"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","AA/AO","50","50","21700","21720"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","EO","60","55","25160","24610"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","G6/G7","80","80","55730","52790"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","SCS level","15","15","84840","80220"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","SEO/HEO","185","180","34640","33020"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","AA/AO","25","25","22100","21830"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","EO","10","10","27920","28370"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","G6/G7","10","10","59510","59610"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","SEO/HEO","65","65","36070","35370"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","EO","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","G6/G7","70","70","54960","51290"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","SEO/HEO","65","65","36210","35580"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","EO","50","50","25130","24610"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G6/G7","50","50","58020","56430"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","55","55","36280","35740"
"In post","2023","Cabinet Office (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Wales","G6/G7","25","20","53090","51290"
"In post","2023","Cabinet Office (excl. agencies)","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Wales","SEO/HEO","20","20","36830","38050"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","G6/G7","25","25","56950","56510"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","SCS level","15","15","105820","1e+05"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","SEO/HEO","15","15","34800","33020"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AA/AO","100","90","21800","21830"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","EO","165","155","25930","25970"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","G6/G7","140","130","55470","51290"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SCS level","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SEO/HEO","285","275","35950","34320"
"In post","2023","Central Civil Service Fast Stream","East Midlands (England)","SEO/HEO","20","20","31100","30130"
"In post","2023","Central Civil Service Fast Stream","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","SEO/HEO","1190","1185","30770","30130"
"In post","2023","Central Civil Service Fast Stream","North East (England)","SEO/HEO","40","40","30620","30130"
"In post","2023","Central Civil Service Fast Stream","North West (England)","SEO/HEO","115","115","30510","30130"
"In post","2023","Central Civil Service Fast Stream","Scotland","SEO/HEO","50","50","30820","30130"
"In post","2023","Central Civil Service Fast Stream","South East (England)","SEO/HEO","25","25","30730","28840"
"In post","2023","Central Civil Service Fast Stream","South West (England)","SEO/HEO","40","40","30280","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Wales","SEO/HEO","35","35","30880","30130"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","SEO/HEO","50","50","30610","30130"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","SEO/HEO","85","85","30500","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","AA/AO","20","15","21660","22150"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","EO","90","85","25990","25920"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","G6/G7","100","100","52600","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","SEO/HEO","260","245","34060","31480"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","EO","55","50","25990","25970"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","G6/G7","30","30","53070","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","SEO/HEO","85","85","33240","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","G6/G7","30","30","57390","53180"
"In post","2023","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","SEO/HEO","40","40","34620","32150"
"In post","2023","Charity Commission","North West (England)","AA/AO","20","15","21500","21100"
"In post","2023","Charity Commission","North West (England)","EO","110","105","25600","25300"
"In post","2023","Charity Commission","North West (England)","G6/G7","45","40","56070","52240"
"In post","2023","Charity Commission","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","SEO/HEO","205","200","33590","30170"
"In post","2023","Charity Commission","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","EO","10","5","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","SEO/HEO","20","20","35870","38800"
"In post","2023","Charity Commission","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","AA/AO","10","10","23120","23240"
"In post","2023","Companies House","Northern Ireland","EO","10","10","25870","25610"
"In post","2023","Companies House","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Companies House","Scotland","AA/AO","20","20","22550","22360"
"In post","2023","Companies House","Scotland","EO","20","20","27450","25700"
"In post","2023","Companies House","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Companies House","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Wales","AA/AO","405","355","22600","23240"
"In post","2023","Companies House","Wales","EO","255","235","27940","26060"
"In post","2023","Companies House","Wales","G6/G7","100","95","58380","56320"
"In post","2023","Companies House","Wales","SCS level","5","5","[c]","[c]"
"In post","2023","Companies House","Wales","SEO/HEO","340","330","39650","40620"
"In post","2023","Companies House","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","AA/AO","25","25","23320","23200"
"In post","2023","Competition and Markets Authority","London","EO","55","55","28820","28760"
"In post","2023","Competition and Markets Authority","London","G6/G7","410","395","67630","66210"
"In post","2023","Competition and Markets Authority","London","SCS level","115","110","110610","102320"
"In post","2023","Competition and Markets Authority","London","SEO/HEO","190","185","38250","35920"
"In post","2023","Competition and Markets Authority","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","G6/G7","10","10","66510","70180"
"In post","2023","Competition and Markets Authority","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","G6/G7","35","35","66150","62740"
"In post","2023","Competition and Markets Authority","Scotland","SCS level","10","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","SEO/HEO","25","25","37530","34370"
"In post","2023","Competition and Markets Authority","Wales","G6/G7","10","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Scotland","AA/AO","135","120","21640","21780"
"In post","2023","Criminal Injuries Compensation Authority","Scotland","EO","90","85","25990","25830"
"In post","2023","Criminal Injuries Compensation Authority","Scotland","G6/G7","15","10","58930","59590"
"In post","2023","Criminal Injuries Compensation Authority","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Scotland","SEO/HEO","95","95","32630","31270"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East of England","EO","15","15","27030","26520"
"In post","2023","Crown Commercial Service","East of England","G6/G7","30","30","57440","57410"
"In post","2023","Crown Commercial Service","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East of England","SEO/HEO","95","90","36900","39860"
"In post","2023","Crown Commercial Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","G6/G7","30","30","61490","61080"
"In post","2023","Crown Commercial Service","London","SCS level","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","London","SEO/HEO","20","20","40920","41560"
"In post","2023","Crown Commercial Service","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","North West (England)","EO","60","55","26430","26410"
"In post","2023","Crown Commercial Service","North West (England)","G6/G7","85","85","54900","52990"
