"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Welsh Government (excl. agencies)","Operational Delivery","G6/G7","Male","110","105","65720","63900"
"In post","2023","Welsh Government (excl. agencies)","Operational Delivery","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Operational Delivery","SCS level","Male","30","25","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Operational Delivery","SEO/HEO","Female","320","295","42610","39690"
"In post","2023","Welsh Government (excl. agencies)","Operational Delivery","SEO/HEO","Male","235","230","42740","39690"
"In post","2023","Welsh Government (excl. agencies)","Other","AA/AO","Female","25","20","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Other","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Other","EO","Female","45","40","30060","30610"
"In post","2023","Welsh Government (excl. agencies)","Other","EO","Male","20","20","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Other","G6/G7","Female","45","40","64470","63900"
"In post","2023","Welsh Government (excl. agencies)","Other","G6/G7","Male","35","30","64890","63900"
"In post","2023","Welsh Government (excl. agencies)","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Other","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Other","SEO/HEO","Female","335","315","43950","42680"
"In post","2023","Welsh Government (excl. agencies)","Other","SEO/HEO","Male","90","85","44720","49370"
"In post","2023","Welsh Government (excl. agencies)","Planning","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Policy","AA/AO","Female","55","55","25530","25620"
"In post","2023","Welsh Government (excl. agencies)","Policy","AA/AO","Male","35","35","25620","25620"
"In post","2023","Welsh Government (excl. agencies)","Policy","EO","Female","175","160","29780","30610"
"In post","2023","Welsh Government (excl. agencies)","Policy","EO","Male","125","120","29970","30610"
"In post","2023","Welsh Government (excl. agencies)","Policy","G6/G7","Female","205","195","63100","63900"
"In post","2023","Welsh Government (excl. agencies)","Policy","G6/G7","Male","155","150","64980","63900"
"In post","2023","Welsh Government (excl. agencies)","Policy","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Policy","SCS level","Male","40","40","93240","83390"
"In post","2023","Welsh Government (excl. agencies)","Policy","SEO/HEO","Female","535","500","42460","39690"
"In post","2023","Welsh Government (excl. agencies)","Policy","SEO/HEO","Male","305","295","43000","39690"
"In post","2023","Welsh Government (excl. agencies)","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Project Delivery","EO","Female","15","15","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Project Delivery","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Project Delivery","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Project Delivery","SEO/HEO","Female","50","50","42900","39690"
"In post","2023","Welsh Government (excl. agencies)","Project Delivery","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","AA/AO","Male","10","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","EO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","EO","Male","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Property","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Science and Engineering","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Social Research","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Social Research","EO","Male","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Social Research","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Social Research","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Social Research","SEO/HEO","Female","40","40","42180","41700"
"In post","2023","Welsh Government (excl. agencies)","Social Research","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Statistics","EO","Female","10","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Statistics","EO","Male","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Statistics","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Statistics","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Statistics","SEO/HEO","Female","30","25","42110","41700"
"In post","2023","Welsh Government (excl. agencies)","Statistics","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Unknown","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Veterinarian","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Veterinarian","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Operational Delivery","EO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Tax","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Tax","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Other","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Wilton Park","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Other","EO","Female","5","5","[c]","[c]"
"In post","2023","Wilton Park","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Project Delivery","EO","Female","10","10","[c]","[c]"
"In post","2023","Wilton Park","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Project Delivery","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Wilton Park","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","AA/AO","Female","45","[c]","22470","22150"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","EO","Male","30","[c]","26440","26030"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
