"Status","Year","Function_of_post","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Central Civil Service Fast Stream","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Tower Hamlets","10","10","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Civil Service Fast Stream","Westminster","65","65","31130","30130"
"In post","2023","Analysis","Central Civil Service Fast Stream","York","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Dorset","135","130","34820","30350"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Suffolk CC","345","325","36460","32080"
"In post","2023","Analysis","Charity Commission","Sefton","10","10","31600","30170"
"In post","2023","Analysis","Charity Commission","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Charity Commission","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Analysis","Companies House","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Companies House","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","City of Edinburgh","10","10","47640","34370"
"In post","2023","Analysis","Competition and Markets Authority","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Competition and Markets Authority","Tower Hamlets","125","120","64110","58050"
"In post","2023","Analysis","Defence Electronics and Components Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Central Hampshire","530","510","45550","49260"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Defence Science and Technology Laboratory","Wiltshire","510","495","43400","39890"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Birmingham","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester South West","20","20","35200","31120"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","180","180","43090","36230"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Manchester","10","10","44990","39620"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Westminster","110","105","51870","56760"
"In post","2023","Analysis","Department for Education (excl. agencies)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Bristol, City of","50","50","42410","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Coventry","20","20","42700","41510"
"In post","2023","Analysis","Department for Education (excl. agencies)","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Darlington","45","40","44630","43490"
"In post","2023","Analysis","Department for Education (excl. agencies)","Leeds","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Manchester","65","60","40120","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Nottingham","20","15","46720","43250"
"In post","2023","Analysis","Department for Education (excl. agencies)","Sheffield","140","130","46090","43690"
"In post","2023","Analysis","Department for Education (excl. agencies)","Tyneside","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education (excl. agencies)","Westminster","220","210","51070","47410"
"In post","2023","Analysis","Department for International Trade","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Darlington","10","10","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Westminster","245","240","49200","55370"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Darlington","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Westminster","210","205","49480","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Wolverhampton","20","20","36460","31290"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Birmingham","15","15","38540","39430"
"In post","2023","Analysis","Department for Transport (excl. agencies)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Leeds","20","20","38570","39430"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport (excl. agencies)","Westminster","320","310","51160","55500"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Birmingham","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Glasgow City","10","10","35010","34170"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Leeds","65","60","41790","38470"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Manchester","45","45","36240","34170"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Sheffield","125","115","48390","44730"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Tyneside","100","95","43190","38470"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Westminster","220","210","50320","43760"
"In post","2023","Analysis","Department for Work and Pensions (excl. agencies)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Bristol, City of","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Leeds","55","55","45810","50830"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Liverpool","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","Westminster","80","75","51800","54690"
"In post","2023","Analysis","Department of Health and Social Care (excl. agencies)","York","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Birmingham","5","5","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Bristol, City of","10","10","34790","32950"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Leeds","10","10","25650","22500"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Driver and Vehicle Standards Agency","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Coventry","5","5","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Sheffield","5","5","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Education and Skills Funding Agency","Westminster","5","5","[c]","[c]"
"In post","2023","Analysis","Estyn","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Westminster","10","10","39220","33780"
"In post","2023","Analysis","Food Standards Agency","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","York","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","45","40","53970","55850"
"In post","2023","Analysis","Government Actuary's Department","Camden and City of London","170","160","72380","67430"
"In post","2023","Analysis","Government Actuary's Department","City of Edinburgh","15","10","70680","70000"
"In post","2023","Analysis","Government Legal Department","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Government Legal Department","Westminster","5","5","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Courts and Tribunals Service","Westminster","40","40","49460","43650"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Crown Prosecution Service Inspectorate","York","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Croydon","10","10","57230","59150"
"In post","2023","Analysis","HM Land Registry","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Nottingham","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Prison and Probation Service","Greater Manchester South West","[c]","[c]","[c]","[c]"
