"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Attorney General's Departments","London","40","[c]","42030","30160"
"Leaver CS","2023","Black","Legal","Attorney General's Departments","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Business, Energy and Industrial Strategy","London","30","[c]","40540","40050"
"Leaver CS","2023","Black","No function","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Education","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Levelling Up, Housing and Communities","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Transport","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Transport","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department for Work and Pensions","London","230","[c]","30720","31060"
"Leaver CS","2023","Black","No function","Department for Work and Pensions","Outside London","190","[c]","26920","27570"
"Leaver CS","2023","Black","No function","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Department of Health and Social Care","London","75","[c]","35940","33330"
"Leaver CS","2023","Black","No function","Department of Health and Social Care","Outside London","55","[c]","34430","35570"
"Leaver CS","2023","Black","No function","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","HM Revenue and Customs","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","HM Revenue and Customs","Outside London","55","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Home Office","London","75","[c]","38540","35050"
"Leaver CS","2023","Black","No function","Home Office","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Ministry of Defence","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Ministry of Justice","London","225","[c]","29160","25480"
"Leaver CS","2023","Black","No function","Ministry of Justice","Outside London","185","[c]","25430","21780"
"Leaver CS","2023","Black","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office for Standards in Education, Children's Services and Skills","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","UK Statistics Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Home Office","London","[c]","[c]","[c]","[c]"
