"Status","Year","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Overseas","G6/G7","1310","1305","61690","59170"
"In post","2023","Overseas","SCS level","290","290","87530","77770"
"In post","2023","Overseas","SEO/HEO","1510","1510","42980","39450"
"In post","2023","Overseas","Unknown","150","150","52350","43590"
"In post","2023","Scotland","AA/AO","17180","15710","24020","22520"
"In post","2023","Scotland","EO","14745","13720","30100","28920"
"In post","2023","Scotland","G6/G7","6445","6190","63540","64690"
"In post","2023","Scotland","SCS level","420","410","89780","85200"
"In post","2023","Scotland","SEO/HEO","14590","13970","39970","38330"
"In post","2023","Scotland","Unknown","115","110","42870","42620"
"In post","2023","South East (England)","AA/AO","12935","11735","25820","23230"
"In post","2023","South East (England)","EO","12150","11255","29250","28120"
"In post","2023","South East (England)","G6/G7","4125","3945","59620","57030"
"In post","2023","South East (England)","SCS level","250","235","95220","91130"
"In post","2023","South East (England)","SEO/HEO","11015","10570","38110","37380"
"In post","2023","South East (England)","Unknown","2555","2360","30420","29050"
"In post","2023","South West (England)","AA/AO","9710","8935","23940","22220"
"In post","2023","South West (England)","EO","8770","8055","28160","28120"
"In post","2023","South West (England)","G6/G7","7650","7340","57320","55500"
"In post","2023","South West (England)","SCS level","380","370","97870","91620"
"In post","2023","South West (England)","SEO/HEO","17375","16615","37690","37330"
"In post","2023","South West (England)","Unknown","3510","3300","36630","32500"
"In post","2023","Unknown","AA/AO","195","185","23480","22000"
"In post","2023","Unknown","EO","380","350","28070","28120"
"In post","2023","Unknown","G6/G7","125","125","59580","57650"
"In post","2023","Unknown","SCS level","15","15","99000","85680"
"In post","2023","Unknown","SEO/HEO","290","280","40940","39190"
"In post","2023","Unknown","Unknown","1710","1705","41910","40000"
"In post","2023","Wales","AA/AO","12050","10695","22790","22500"
"In post","2023","Wales","EO","9630","8950","28090","28120"
"In post","2023","Wales","G6/G7","4095","3935","60590","59480"
"In post","2023","Wales","SCS level","350","340","88240","81600"
"In post","2023","Wales","SEO/HEO","10885","10420","38520","38180"
"In post","2023","Wales","Unknown","1640","1545","29940","29050"
"In post","2023","West Midlands (England)","AA/AO","10470","9505","23740","22150"
"In post","2023","West Midlands (England)","EO","9490","8755","28270","28120"
"In post","2023","West Midlands (England)","G6/G7","3290","3180","58710","56780"
"In post","2023","West Midlands (England)","SCS level","245","240","99160","91700"
"In post","2023","West Midlands (England)","SEO/HEO","8685","8350","37480","35610"
"In post","2023","West Midlands (England)","Unknown","2270","2090","30180","29050"
"In post","2023","Yorkshire and The Humber","AA/AO","11310","10220","24460","22520"
"In post","2023","Yorkshire and The Humber","EO","11050","10175","28210","28120"
"In post","2023","Yorkshire and The Humber","G6/G7","4960","4765","58010","55780"
"In post","2023","Yorkshire and The Humber","SCS level","305","295","87680","79770"
"In post","2023","Yorkshire and The Humber","SEO/HEO","10805","10320","36920","35020"
"In post","2023","Yorkshire and The Humber","Unknown","2425","2245","30070","29050"
"Leaver CS","2023","East Midlands (England)","AA/AO","1055","[c]","21860","21690"
"Leaver CS","2023","East Midlands (England)","EO","585","[c]","27570","27570"
"Leaver CS","2023","East Midlands (England)","G6/G7","105","[c]","59710","56750"
"Leaver CS","2023","East Midlands (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","SEO/HEO","385","[c]","37110","36330"
"Leaver CS","2023","East Midlands (England)","Unknown","170","[c]","[c]","[c]"
"Leaver CS","2023","East of England","AA/AO","1025","[c]","22890","22220"
"Leaver CS","2023","East of England","EO","715","[c]","28560","28120"
"Leaver CS","2023","East of England","G6/G7","120","[c]","61960","58550"
"Leaver CS","2023","East of England","SCS level","20","[c]","106760","114780"
"Leaver CS","2023","East of England","SEO/HEO","420","[c]","38370","37680"
"Leaver CS","2023","East of England","Unknown","210","[c]","[c]","[c]"
"Leaver CS","2023","London","AA/AO","1760","[c]","24460","25110"
"Leaver CS","2023","London","EO","2260","[c]","29940","30460"
"Leaver CS","2023","London","G6/G7","2545","[c]","60850","58630"
"Leaver CS","2023","London","SCS level","470","[c]","98450","89000"
"Leaver CS","2023","London","SEO/HEO","3220","[c]","38620","38510"
"Leaver CS","2023","London","Unknown","285","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","AA/AO","1340","[c]","21670","21690"
"Leaver CS","2023","North East (England)","EO","455","[c]","27240","27570"
"Leaver CS","2023","North East (England)","G6/G7","170","[c]","57910","56450"
"Leaver CS","2023","North East (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","SEO/HEO","370","[c]","36920","35310"
"Leaver CS","2023","North East (England)","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","AA/AO","2400","[c]","21740","21690"
"Leaver CS","2023","North West (England)","EO","1130","[c]","27450","27570"
"Leaver CS","2023","North West (England)","G6/G7","340","[c]","60610","58440"
"Leaver CS","2023","North West (England)","SCS level","25","[c]","91370","92800"
"Leaver CS","2023","North West (England)","SEO/HEO","860","[c]","37200","36710"
"Leaver CS","2023","North West (England)","Unknown","315","[c]","39340","36750"
"Leaver CS","2023","Northern Ireland","AA/AO","140","[c]","22950","22400"
"Leaver CS","2023","Northern Ireland","EO","65","[c]","28300","26920"
"Leaver CS","2023","Northern Ireland","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","SEO/HEO","50","[c]","36530","36230"
"Leaver CS","2023","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","G6/G7","40","[c]","70790","68920"
"Leaver CS","2023","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","SEO/HEO","90","[c]","45760","44760"
"Leaver CS","2023","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","AA/AO","1795","[c]","23650","22180"
"Leaver CS","2023","Scotland","EO","970","[c]","30110","28120"
"Leaver CS","2023","Scotland","G6/G7","310","[c]","64400","65280"
"Leaver CS","2023","Scotland","SCS level","20","[c]","90040","85200"
"Leaver CS","2023","Scotland","SEO/HEO","785","[c]","40560","38470"
"Leaver CS","2023","Scotland","Unknown","10","[c]","38220","34870"
"Leaver CS","2023","South East (England)","AA/AO","2150","[c]","23030","21690"
"Leaver CS","2023","South East (England)","EO","1165","[c]","28300","27570"
"Leaver CS","2023","South East (England)","G6/G7","285","[c]","60110","56180"
"Leaver CS","2023","South East (England)","SCS level","35","[c]","100390","95140"
"Leaver CS","2023","South East (England)","SEO/HEO","830","[c]","37650","37420"
"Leaver CS","2023","South East (England)","Unknown","290","[c]","24280","23180"
"Leaver CS","2023","South West (England)","AA/AO","1410","[c]","22280","21690"
"Leaver CS","2023","South West (England)","EO","905","[c]","27820","27570"
"Leaver CS","2023","South West (England)","G6/G7","465","[c]","58990","56180"
"Leaver CS","2023","South West (England)","SCS level","35","[c]","111300","99150"
"Leaver CS","2023","South West (England)","SEO/HEO","1375","[c]","37830","37420"
"Leaver CS","2023","South West (England)","Unknown","300","[c]","41600","37340"
"Leaver CS","2023","Unknown","AA/AO","55","[c]","22220","21690"
"Leaver CS","2023","Unknown","EO","70","[c]","29160","28120"
"Leaver CS","2023","Unknown","G6/G7","20","[c]","59310","63180"
"Leaver CS","2023","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","60","[c]","34740","33130"
"Leaver CS","2023","Unknown","Unknown","215","[c]","36900","34110"
"Leaver CS","2023","Wales","AA/AO","1420","[c]","21460","21690"
"Leaver CS","2023","Wales","EO","560","[c]","27500","27570"
"Leaver CS","2023","Wales","G6/G7","200","[c]","60990","59970"
"Leaver CS","2023","Wales","SCS level","25","[c]","94230","82500"
"Leaver CS","2023","Wales","SEO/HEO","510","[c]","38120","37760"
"Leaver CS","2023","Wales","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","AA/AO","1425","[c]","21790","21690"
"Leaver CS","2023","West Midlands (England)","EO","780","[c]","27690","27570"
"Leaver CS","2023","West Midlands (England)","G6/G7","225","[c]","59530","55250"
"Leaver CS","2023","West Midlands (England)","SCS level","25","[c]","108090","111770"
"Leaver CS","2023","West Midlands (England)","SEO/HEO","495","[c]","37860","37060"
"Leaver CS","2023","West Midlands (England)","Unknown","180","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","AA/AO","1295","[c]","22210","21690"
"Leaver CS","2023","Yorkshire and The Humber","EO","780","[c]","27490","27570"
"Leaver CS","2023","Yorkshire and The Humber","G6/G7","345","[c]","59900","58640"
"Leaver CS","2023","Yorkshire and The Humber","SCS level","30","[c]","91570","86310"
"Leaver CS","2023","Yorkshire and The Humber","SEO/HEO","645","[c]","36420","36330"
"Leaver CS","2023","Yorkshire and The Humber","Unknown","180","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","AA/AO","110","[c]","21710","21780"
"Leaver Dept.","2023","East Midlands (England)","EO","125","[c]","27320","27570"
"Leaver Dept.","2023","East Midlands (England)","G6/G7","20","[c]","53350","51230"
"Leaver Dept.","2023","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","SEO/HEO","100","[c]","35850","34540"
"Leaver Dept.","2023","East Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","AA/AO","70","[c]","22780","22220"
"Leaver Dept.","2023","East of England","EO","115","[c]","28170","28120"
"Leaver Dept.","2023","East of England","G6/G7","20","[c]","58540","59120"
"Leaver Dept.","2023","East of England","SEO/HEO","90","[c]","37550","37550"
"Leaver Dept.","2023","East of England","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","London","AA/AO","300","[c]","24980","25480"
"Leaver Dept.","2023","London","EO","1015","[c]","29860","29710"
"Leaver Dept.","2023","London","G6/G7","1720","[c]","59300","56430"
"Leaver Dept.","2023","London","SCS level","305","[c]","89890","81180"
"Leaver Dept.","2023","London","SEO/HEO","3155","[c]","37160","35700"
"Leaver Dept.","2023","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","AA/AO","310","[c]","21750","21690"
"Leaver Dept.","2023","North East (England)","EO","215","[c]","27230","27570"
"Leaver Dept.","2023","North East (England)","G6/G7","75","[c]","54140","51640"
"Leaver Dept.","2023","North East (England)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","SEO/HEO","240","[c]","34600","34170"
"Leaver Dept.","2023","North East (England)","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","AA/AO","500","[c]","21700","21690"
"Leaver Dept.","2023","North West (England)","EO","450","[c]","27310","27570"
"Leaver Dept.","2023","North West (England)","G6/G7","135","[c]","56260","54000"
"Leaver Dept.","2023","North West (England)","SCS level","15","[c]","84640","76540"
"Leaver Dept.","2023","North West (England)","SEO/HEO","480","[c]","35420","34290"
"Leaver Dept.","2023","North West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","EO","30","[c]","27120","26750"
"Leaver Dept.","2023","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SEO/HEO","20","[c]","42260","38990"
"Leaver Dept.","2023","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","AA/AO","400","[c]","22240","21690"
"Leaver Dept.","2023","Scotland","EO","395","[c]","27660","27570"
"Leaver Dept.","2023","Scotland","G6/G7","90","[c]","59160","56040"
"Leaver Dept.","2023","Scotland","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","SEO/HEO","230","[c]","37030","34730"
"Leaver Dept.","2023","South East (England)","AA/AO","230","[c]","22440","21720"
"Leaver Dept.","2023","South East (England)","EO","200","[c]","28360","28120"
"Leaver Dept.","2023","South East (England)","G6/G7","55","[c]","55050","54890"
"Leaver Dept.","2023","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","SEO/HEO","180","[c]","35790","35170"
"Leaver Dept.","2023","South East (England)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","AA/AO","150","[c]","21990","21690"
"Leaver Dept.","2023","South West (England)","EO","140","[c]","27350","27570"
"Leaver Dept.","2023","South West (England)","G6/G7","135","[c]","56330","54610"
"Leaver Dept.","2023","South West (England)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","SEO/HEO","310","[c]","36910","36740"
"Leaver Dept.","2023","South West (England)","Unknown","25","[c]","40530","38790"
"Leaver Dept.","2023","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","40","[c]","28140","28120"
"Leaver Dept.","2023","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","75","[c]","33650","32000"
"Leaver Dept.","2023","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","AA/AO","200","[c]","21840","21840"
"Leaver Dept.","2023","Wales","EO","235","[c]","27070","27260"
"Leaver Dept.","2023","Wales","G6/G7","85","[c]","55910","53120"
"Leaver Dept.","2023","Wales","SCS level","10","[c]","90660","81600"
"Leaver Dept.","2023","Wales","SEO/HEO","340","[c]","35760","33300"
"Leaver Dept.","2023","Wales","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","AA/AO","240","[c]","21750","21690"
"Leaver Dept.","2023","West Midlands (England)","EO","285","[c]","27360","27570"
"Leaver Dept.","2023","West Midlands (England)","G6/G7","80","[c]","55580","52030"
"Leaver Dept.","2023","West Midlands (England)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","SEO/HEO","275","[c]","35860","34300"
"Leaver Dept.","2023","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","AA/AO","165","[c]","22030","21690"
"Leaver Dept.","2023","Yorkshire and The Humber","EO","325","[c]","27210","27570"
"Leaver Dept.","2023","Yorkshire and The Humber","G6/G7","140","[c]","55520","53190"
"Leaver Dept.","2023","Yorkshire and The Humber","SCS level","20","[c]","79920","77440"
"Leaver Dept.","2023","Yorkshire and The Humber","SEO/HEO","400","[c]","35430","34320"
"Leaver Dept.","2023","Yorkshire and The Humber","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","East Midlands (England)","AA/AO","1705","[c]","23920","22520"
"New entrant CS","2023","East Midlands (England)","EO","305","[c]","27630","27650"
"New entrant CS","2023","East Midlands (England)","G6/G7","105","[c]","59280","56140"
"New entrant CS","2023","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","East Midlands (England)","SEO/HEO","330","[c]","36980","34640"
"New entrant CS","2023","East Midlands (England)","Unknown","365","[c]","22780","23640"
"New entrant CS","2023","East of England","AA/AO","1395","[c]","25000","23230"
"New entrant CS","2023","East of England","EO","340","[c]","27590","26780"
"New entrant CS","2023","East of England","G6/G7","85","[c]","62150","58280"
"New entrant CS","2023","East of England","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","East of England","SEO/HEO","280","[c]","37670","37300"
"New entrant CS","2023","East of England","Unknown","390","[c]","22570","23640"
"New entrant CS","2023","London","AA/AO","2430","[c]","27120","26400"
"New entrant CS","2023","London","EO","2400","[c]","29380","29750"
"New entrant CS","2023","London","G6/G7","1080","[c]","60930","57220"
"New entrant CS","2023","London","SCS level","140","[c]","104810","95000"
"New entrant CS","2023","London","SEO/HEO","3315","[c]","37040","36000"
"New entrant CS","2023","London","Unknown","385","[c]","26460","27640"
"New entrant CS","2023","North East (England)","AA/AO","1760","[c]","23670","22520"
"New entrant CS","2023","North East (England)","EO","560","[c]","26760","26780"
"New entrant CS","2023","North East (England)","G6/G7","200","[c]","55190","52600"
"New entrant CS","2023","North East (England)","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","North East (England)","SEO/HEO","560","[c]","35810","34400"
"New entrant CS","2023","North East (England)","Unknown","235","[c]","22210","23640"
"New entrant CS","2023","North West (England)","AA/AO","3835","[c]","23200","22400"
"New entrant CS","2023","North West (England)","EO","1445","[c]","26680","25880"
"New entrant CS","2023","North West (England)","G6/G7","325","[c]","57070","54260"
"New entrant CS","2023","North West (England)","SCS level","20","[c]","107200","100950"
"New entrant CS","2023","North West (England)","SEO/HEO","1030","[c]","35960","34400"
"New entrant CS","2023","North West (England)","Unknown","800","[c]","23850","23640"
"New entrant CS","2023","Northern Ireland","AA/AO","305","[c]","22450","22400"
"New entrant CS","2023","Northern Ireland","EO","140","[c]","27250","25750"
"New entrant CS","2023","Northern Ireland","G6/G7","20","[c]","58640","55780"
"New entrant CS","2023","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","SEO/HEO","80","[c]","35680","34700"
"New entrant CS","2023","Overseas","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","EO","15","[c]","37980","36740"
"New entrant CS","2023","Overseas","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SEO/HEO","40","[c]","47560","45780"
"New entrant CS","2023","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scotland","AA/AO","3290","[c]","22920","22220"
"New entrant CS","2023","Scotland","EO","1595","[c]","28490","29100"
"New entrant CS","2023","Scotland","G6/G7","415","[c]","58390","54870"
"New entrant CS","2023","Scotland","SCS level","25","[c]","87740","81890"
"New entrant CS","2023","Scotland","SEO/HEO","1305","[c]","37680","35020"
"New entrant CS","2023","Scotland","Unknown","15","[c]","32200","35000"
"New entrant CS","2023","South East (England)","AA/AO","2670","[c]","24980","23230"
"New entrant CS","2023","South East (England)","EO","990","[c]","27460","26780"
"New entrant CS","2023","South East (England)","G6/G7","245","[c]","60170","57000"
"New entrant CS","2023","South East (England)","SCS level","20","[c]","103350","94610"
"New entrant CS","2023","South East (England)","SEO/HEO","890","[c]","35730","33990"
"New entrant CS","2023","South East (England)","Unknown","530","[c]","22780","23640"
"New entrant CS","2023","South West (England)","AA/AO","2000","[c]","23240","22220"
"New entrant CS","2023","South West (England)","EO","790","[c]","26960","26910"
"New entrant CS","2023","South West (England)","G6/G7","415","[c]","56000","54000"
"New entrant CS","2023","South West (England)","SCS level","25","[c]","104050","109740"
"New entrant CS","2023","South West (England)","SEO/HEO","1530","[c]","35680","33990"
"New entrant CS","2023","South West (England)","Unknown","535","[c]","26970","23640"
"New entrant CS","2023","Unknown","AA/AO","105","[c]","24320","22400"
"New entrant CS","2023","Unknown","EO","65","[c]","27090","25750"
"New entrant CS","2023","Unknown","G6/G7","15","[c]","54230","55790"
"New entrant CS","2023","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO/HEO","25","[c]","35200","34170"
"New entrant CS","2023","Unknown","Unknown","155","[c]","22440","17660"
"New entrant CS","2023","Wales","AA/AO","1920","[c]","22630","22400"
"New entrant CS","2023","Wales","EO","565","[c]","26900","26780"
"New entrant CS","2023","Wales","G6/G7","180","[c]","57320","54000"
"New entrant CS","2023","Wales","SCS level","10","[c]","95650","85200"
"New entrant CS","2023","Wales","SEO/HEO","710","[c]","36300","34700"
"New entrant CS","2023","Wales","Unknown","280","[c]","22620","23640"
"New entrant CS","2023","West Midlands (England)","AA/AO","2210","[c]","23340","22220"
"New entrant CS","2023","West Midlands (England)","EO","600","[c]","27100","26810"
"New entrant CS","2023","West Midlands (England)","G6/G7","220","[c]","58620","55000"
"New entrant CS","2023","West Midlands (England)","SCS level","20","[c]","104240","96500"
"New entrant CS","2023","West Midlands (England)","SEO/HEO","705","[c]","36990","36990"
"New entrant CS","2023","West Midlands (England)","Unknown","340","[c]","22840","23640"
"New entrant CS","2023","Yorkshire and The Humber","AA/AO","2320","[c]","24140","22520"
"New entrant CS","2023","Yorkshire and The Humber","EO","1035","[c]","26510","25830"
"New entrant CS","2023","Yorkshire and The Humber","G6/G7","295","[c]","56560","53700"
"New entrant CS","2023","Yorkshire and The Humber","SCS level","20","[c]","95610","90000"
"New entrant CS","2023","Yorkshire and The Humber","SEO/HEO","775","[c]","35820","34400"
"New entrant CS","2023","Yorkshire and The Humber","Unknown","460","[c]","22640","23640"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
