"Status","Year","Organisation","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","20","20","33040","32130"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","EO","55","55","25520","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","HEO","60","55","33470","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","SEO","20","15","42250","41330"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","AO","10","10","24420","24960"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","EO","25","25","29650","29900"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","G7","20","20","61060","59400"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","HEO","65","60","38410","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","London","SEO","45","45","47980","48480"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Lancashire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","EO","55","50","25520","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","HEO","60","55","33070","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","SEO","15","15","41690","41070"
"In post","2023","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","EO","30","30","25530","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","HEO","45","40","33110","32200"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","SEO","15","10","43780","44310"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","EO","20","20","25590","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","HEO","35","35","32980","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","SEO","15","15","41710","41070"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","EO","20","20","25650","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","HEO","35","30","33280","32310"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","SEO","10","10","42190","41240"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","EO","15","15","26040","25920"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","HEO","10","10","31080","30320"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","SEO","15","15","40740","38630"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","AO","125","120","22280","22150"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","EO","35","30","26380","25920"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","Outside London","SEO","15","15","39510","38200"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","EO","10","10","25930","25920"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","HEO","10","10","30660","30320"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","AO","110","105","22180","22150"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","EO","45","45","26270","25920"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","G7","10","10","51970","49400"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","HEO","20","20","30810","30320"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Outside London","SEO","25","25","40560","38210"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Outside London","SEO","15","10","38910","37300"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","AO","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","EO","20","20","26770","25920"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","HEO","35","35","31440","30320"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","SEO","30","25","40320","37300"
"In post","2023","Animal and Plant Health Agency","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","AO","45","40","22120","22150"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","EO","20","20","26010","25920"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","HEO","15","15","30090","30320"
"In post","2023","Animal and Plant Health Agency","East Wales","Outside London","SEO","20","20","38080","37850"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","EO","15","15","26990","25920"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","HEO","10","10","31160","30320"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","AO","20","20","22300","22150"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","EO","10","10","26270","25920"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","HEO","10","10","31020","30320"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Outside London","EO","15","15","27990","29050"
"In post","2023","Animal and Plant Health Agency","Essex","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Outside London","HEO","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Outside London","SEO","10","10","39310","37300"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","60","60","22150","22150"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","55","50","26120","25920"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","20","20","30450","30320"
"In post","2023","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","20","20","38340","38080"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","EO","10","10","26890","25920"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Greater Manchester","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","EO","15","15","27290","25920"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","40","35","22300","22150"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","45","40","26250","25920"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","10","10","50560","51210"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","40","35","30740","30320"
"In post","2023","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","30","30","39300","37500"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Highlands and Islands","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - East","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - East","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inner London - West","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Kent","Outside London","EO","35","35","28580","29150"
"In post","2023","Animal and Plant Health Agency","Kent","Outside London","HEO","15","15","32210","32370"
"In post","2023","Animal and Plant Health Agency","Kent","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Kent","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","AO","30","25","22210","22150"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","EO","30","30","26450","25920"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","HEO","15","15","30950","30320"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lancashire","Outside London","SEO","10","10","39220","37300"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Eastern Scotland","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","AO","100","100","23430","22150"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","EO","80","80","26480","25920"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","G7","20","20","50940","49400"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","HEO","35","35","30590","30320"
"In post","2023","Animal and Plant Health Agency","North Yorkshire","Outside London","SEO","30","25","38190","37300"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","EO","15","10","26510","26280"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - East and North East","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outer London - West and North West","London","EO","30","30","32070","32720"
