"Status","Year","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","EO","EO","Male","1660","1615","29180","28120"
"In post","2023","Human Resources","G6/G7","G6","Female","505","490","68520","67890"
"In post","2023","Human Resources","G6/G7","G6","Male","240","235","69360","68930"
"In post","2023","Human Resources","G6/G7","G7","Female","1390","1335","55430","55250"
"In post","2023","Human Resources","G6/G7","G7","Male","640","630","56190","55860"
"In post","2023","Human Resources","SCS level","SCS level","Female","180","170","89490","81860"
"In post","2023","Human Resources","SCS level","SCS level","Male","90","90","89710","83270"
"In post","2023","Human Resources","SEO/HEO","HEO","Female","2480","2355","35370","34300"
"In post","2023","Human Resources","SEO/HEO","HEO","Male","1445","1420","36190","34640"
"In post","2023","Human Resources","SEO/HEO","SEO","Female","1630","1545","41900","41510"
"In post","2023","Human Resources","SEO/HEO","SEO","Male","875","860","42980","41800"
"In post","2023","Human Resources","Unknown","Unknown","Female","70","65","38650","38290"
"In post","2023","Human Resources","Unknown","Unknown","Male","35","35","37300","30810"
"In post","2023","Internal Audit","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","AO","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","AA/AO","AO","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","EO","EO","Female","25","25","[c]","[c]"
"In post","2023","Internal Audit","EO","EO","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","G6/G7","G6","Female","35","35","68470","66390"
"In post","2023","Internal Audit","G6/G7","G6","Male","45","45","66360","64280"
"In post","2023","Internal Audit","G6/G7","G7","Female","65","60","54410","54850"
"In post","2023","Internal Audit","G6/G7","G7","Male","75","75","55200","54930"
"In post","2023","Internal Audit","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","HEO","Female","90","85","34730","34300"
"In post","2023","Internal Audit","SEO/HEO","HEO","Male","60","55","35830","35000"
"In post","2023","Internal Audit","SEO/HEO","SEO","Female","155","140","44940","43980"
"In post","2023","Internal Audit","SEO/HEO","SEO","Male","120","115","45690","44590"
"In post","2023","Legal","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","AA","Male","15","15","[c]","[c]"
"In post","2023","Legal","AA/AO","AO","Female","1285","1165","23270","22870"
"In post","2023","Legal","AA/AO","AO","Male","530","515","23360","22870"
"In post","2023","Legal","EO","EO","Female","1650","1520","28700","28200"
"In post","2023","Legal","EO","EO","Male","635","620","28880","28200"
"In post","2023","Legal","G6/G7","G6","Female","1115","1010","71130","69990"
"In post","2023","Legal","G6/G7","G6","Male","675","655","72770","72050"
"In post","2023","Legal","G6/G7","G7","Female","3245","2945","56390","55170"
"In post","2023","Legal","G6/G7","G7","Male","1805","1735","57350","56450"
"In post","2023","Legal","SCS level","SCS level","Female","270","255","88540","83790"
"In post","2023","Legal","SCS level","SCS level","Male","215","215","91890","86170"
"In post","2023","Legal","SEO/HEO","HEO","Female","725","685","35440","34850"
"In post","2023","Legal","SEO/HEO","HEO","Male","445","435","35640","35000"
"In post","2023","Legal","SEO/HEO","SEO","Female","490","465","41210","40800"
"In post","2023","Legal","SEO/HEO","SEO","Male","285","275","41510","41340"
"In post","2023","Legal","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","AA/AO","AA","Female","7150","6045","21960","22520"
"In post","2023","No function","AA/AO","AA","Male","5820","5415","22150","23000"
"In post","2023","No function","AA/AO","AO","Female","54410","46875","23760","22490"
"In post","2023","No function","AA/AO","AO","Male","40225","38415","25690","22520"
"In post","2023","No function","EO","EO","Female","53920","48255","28770","28120"
"In post","2023","No function","EO","EO","Male","39850","38220","29470","28120"
"In post","2023","No function","G6/G7","G6","Female","4280","4040","70090","67890"
"In post","2023","No function","G6/G7","G6","Male","4400","4280","70640","68610"
"In post","2023","No function","G6/G7","G7","Female","11030","10615","56390","55370"
"In post","2023","No function","G6/G7","G7","Male","10860","10675","57380","56180"
"In post","2023","No function","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","SCS level","SCS level","Female","1825","1725","89640","80360"
"In post","2023","No function","SCS level","SCS level","Male","1865","1820","92870","83330"
"In post","2023","No function","SEO/HEO","HEO","Female","24005","22715","34770","34440"
"In post","2023","No function","SEO/HEO","HEO","Male","21050","20475","35740","34850"
"In post","2023","No function","SEO/HEO","SEO","Female","14880","14205","42880","42030"
"In post","2023","No function","SEO/HEO","SEO","Male","13365","13060","44000","42510"
"In post","2023","No function","Unknown","Unknown","Female","16335","15110","30280","29050"
"In post","2023","No function","Unknown","Unknown","Male","5415","5130","31280","29050"
"In post","2023","Project Delivery","AA/AO","AA","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","AA/AO","AA","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","AA/AO","AO","Female","250","225","23100","22520"
"In post","2023","Project Delivery","AA/AO","AO","Male","165","160","23130","22520"
"In post","2023","Project Delivery","EO","EO","Female","1140","1045","28170","28120"
"In post","2023","Project Delivery","EO","EO","Male","685","670","28320","28120"
"In post","2023","Project Delivery","G6/G7","G6","Female","955","920","69730","69430"
"In post","2023","Project Delivery","G6/G7","G6","Male","1165","1135","70430","69940"
"In post","2023","Project Delivery","G6/G7","G7","Female","2460","2355","55370","55240"
"In post","2023","Project Delivery","G6/G7","G7","Male","2535","2485","55810","55860"
"In post","2023","Project Delivery","SCS level","SCS level","Female","325","310","90460","83000"
"In post","2023","Project Delivery","SCS level","SCS level","Male","365","360","94400","86460"
"In post","2023","Project Delivery","SEO/HEO","HEO","Female","2845","2680","34150","34250"
"In post","2023","Project Delivery","SEO/HEO","HEO","Male","2075","2025","34540","34400"
"In post","2023","Project Delivery","SEO/HEO","SEO","Female","2885","2755","41640","41800"
"In post","2023","Project Delivery","SEO/HEO","SEO","Male","2695","2635","42180","41800"
"In post","2023","Project Delivery","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","Unknown","Female","490","460","38720","34920"
"In post","2023","Project Delivery","Unknown","Unknown","Male","1225","1210","45080","42620"
"In post","2023","Property","AA/AO","AA","Female","195","180","19730","19770"
"In post","2023","Property","AA/AO","AA","Male","425","415","19910","18830"
"In post","2023","Property","AA/AO","AO","Female","675","600","22960","22520"
"In post","2023","Property","AA/AO","AO","Male","585","570","24430","22520"
"In post","2023","Property","EO","EO","Female","835","760","28160","27740"
"In post","2023","Property","EO","EO","Male","770","745","28410","27740"
"In post","2023","Property","G6/G7","G6","Female","145","145","66260","66230"
"In post","2023","Property","G6/G7","G6","Male","235","230","67310","66610"
"In post","2023","Property","G6/G7","G7","Female","430","415","55120","55190"
"In post","2023","Property","G6/G7","G7","Male","715","700","56740","56180"
"In post","2023","Property","SCS level","SCS level","Female","35","35","84320","80740"
"In post","2023","Property","SCS level","SCS level","Male","75","75","97220","92290"
"In post","2023","Property","SEO/HEO","HEO","Female","875","840","33880","33990"
"In post","2023","Property","SEO/HEO","HEO","Male","1095","1070","34810","34300"
"In post","2023","Property","SEO/HEO","SEO","Female","750","705","42810","41800"
"In post","2023","Property","SEO/HEO","SEO","Male","1035","1000","43750","43440"
"In post","2023","Property","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Property","Unknown","Unknown","Male","30","30","[c]","[c]"
"In post","2023","Security","AA/AO","AA","Female","340","330","22600","21380"
"In post","2023","Security","AA/AO","AA","Male","2130","2070","22660","21380"
"In post","2023","Security","AA/AO","AO","Female","575","540","28160","25350"
"In post","2023","Security","AA/AO","AO","Male","2450","2415","34890","40010"
"In post","2023","Security","EO","EO","Female","510","480","29120","27470"
"In post","2023","Security","EO","EO","Male","960","945","34290","29530"
"In post","2023","Security","G6/G7","G6","Female","75","70","68790","67890"
"In post","2023","Security","G6/G7","G6","Male","150","150","72250","70500"
"In post","2023","Security","G6/G7","G7","Female","220","215","55880","55850"
"In post","2023","Security","G6/G7","G7","Male","365","360","57740","57000"
"In post","2023","Security","SCS level","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Security","SCS level","SCS level","Male","55","55","90950","88000"
"In post","2023","Security","SEO/HEO","HEO","Female","550","525","35950","34320"
"In post","2023","Security","SEO/HEO","HEO","Male","790","775","38460","35250"
"In post","2023","Security","SEO/HEO","SEO","Female","300","295","42780","42510"
"In post","2023","Security","SEO/HEO","SEO","Male","495","495","44740","43320"
"In post","2023","Security","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Security","Unknown","Unknown","Male","35","35","40930","39500"
"In post","2023","Unknown","AA/AO","AA","Female","1255","1145","23330","23340"
"In post","2023","Unknown","AA/AO","AA","Male","1005","980","23550","23340"
"In post","2023","Unknown","AA/AO","AO","Female","1380","1270","25770","25620"
"In post","2023","Unknown","AA/AO","AO","Male","1190","1160","27030","26220"
"In post","2023","Unknown","EO","EO","Female","2970","2790","30030","29450"
"In post","2023","Unknown","EO","EO","Male","2140","2100","30620","30440"
"In post","2023","Unknown","G6/G7","G6","Female","975","925","75250","76990"
"In post","2023","Unknown","G6/G7","G6","Male","835","810","75290","76990"
"In post","2023","Unknown","G6/G7","G7","Female","2335","2200","59060","59420"
"In post","2023","Unknown","G6/G7","G7","Male","2210","2150","58300","59480"
"In post","2023","Unknown","SCS level","SCS level","Female","280","265","87950","83530"
"In post","2023","Unknown","SCS level","SCS level","Male","310","300","92790","85200"
"In post","2023","Unknown","SEO/HEO","HEO","Female","3965","3775","35690","35020"
"In post","2023","Unknown","SEO/HEO","HEO","Male","2835","2790","35630","34730"
"In post","2023","Unknown","SEO/HEO","SEO","Female","2945","2780","45950","45970"
"In post","2023","Unknown","SEO/HEO","SEO","Male","2500","2455","45920","45970"
"In post","2023","Unknown","Unknown","Unknown","Female","170","170","37870","36860"
"In post","2023","Unknown","Unknown","Unknown","Male","1530","1530","42360","40530"
"Leaver CS","2023","Analysis","AA/AO","AA","Female","30","[c]","21610","22460"
"Leaver CS","2023","Analysis","AA/AO","AA","Male","35","[c]","20150","19280"
"Leaver CS","2023","Analysis","AA/AO","AO","Female","60","[c]","22130","22020"
"Leaver CS","2023","Analysis","AA/AO","AO","Male","85","[c]","21940","22150"
"Leaver CS","2023","Analysis","EO","EO","Female","40","[c]","26670","26250"
"Leaver CS","2023","Analysis","EO","EO","Male","60","[c]","28140","27990"
"Leaver CS","2023","Analysis","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6/G7","G7","Female","50","[c]","54230","54270"
"Leaver CS","2023","Analysis","G6/G7","G7","Male","85","[c]","53220","51680"
"Leaver CS","2023","Analysis","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO/HEO","HEO","Female","85","[c]","32910","31860"
"Leaver CS","2023","Analysis","SEO/HEO","HEO","Male","150","[c]","32310","31560"
"Leaver CS","2023","Analysis","SEO/HEO","SEO","Female","55","[c]","41990","40750"
"Leaver CS","2023","Analysis","SEO/HEO","SEO","Male","95","[c]","40730","39890"
"Leaver CS","2023","Commercial","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","EO","Female","35","[c]","27040","27110"
"Leaver CS","2023","Commercial","EO","EO","Male","35","[c]","27400","27020"
"Leaver CS","2023","Commercial","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","G6","Male","35","[c]","75930","72500"
"Leaver CS","2023","Commercial","G6/G7","G7","Female","75","[c]","60820","58620"
"Leaver CS","2023","Commercial","G6/G7","G7","Male","75","[c]","61340","60000"
"Leaver CS","2023","Commercial","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","HEO","Female","60","[c]","33640","33680"
"Leaver CS","2023","Commercial","SEO/HEO","HEO","Male","50","[c]","34030","33990"
"Leaver CS","2023","Commercial","SEO/HEO","SEO","Female","65","[c]","40840","41000"
"Leaver CS","2023","Commercial","SEO/HEO","SEO","Male","85","[c]","41870","42000"
"Leaver CS","2023","Commercial","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","EO","Female","40","[c]","28470","28200"
"Leaver CS","2023","Communications","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G7","Female","40","[c]","55360","55740"
"Leaver CS","2023","Communications","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","HEO","Female","65","[c]","35440","34310"
"Leaver CS","2023","Communications","SEO/HEO","HEO","Male","60","[c]","35610","34550"
"Leaver CS","2023","Communications","SEO/HEO","SEO","Female","75","[c]","42380","41930"
"Leaver CS","2023","Communications","SEO/HEO","SEO","Male","45","[c]","42670","41870"
"Leaver CS","2023","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","AO","Female","115","[c]","22880","21690"
"Leaver CS","2023","Counter Fraud","AA/AO","AO","Male","80","[c]","22760","21690"
"Leaver CS","2023","Counter Fraud","EO","EO","Female","210","[c]","28660","28120"
"Leaver CS","2023","Counter Fraud","EO","EO","Male","185","[c]","28800","28120"
"Leaver CS","2023","Counter Fraud","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","HEO","Female","75","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","HEO","Male","90","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","SEO","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA/AO","AO","Female","450","[c]","21720","21690"
"Leaver CS","2023","Debt","AA/AO","AO","Male","295","[c]","21770","21690"
"Leaver CS","2023","Debt","EO","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
