"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Centre for Environment, Fisheries and Aquaculture Science","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Centre for Environment, Fisheries and Aquaculture Science","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Operational Delivery","AA/AO","10","10","22660","23240"
"In post","2023","65+","Companies House","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Commercial Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Commercial Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Commercial Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Commercial Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Commercial Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Commercial Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Office and Procurator Fiscal Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Office and Procurator Fiscal Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Office and Procurator Fiscal Service","Legal","G6/G7","10","5","[c]","[c]"
"In post","2023","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","AA/AO","25","15","24520","24490"
"In post","2023","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2023","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Prosecution Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Prosecution Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Prosecution Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Prosecution Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Prosecution Service","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Prosecution Service","Legal","G6/G7","60","45","62590","63390"
"In post","2023","65+","Crown Prosecution Service","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Crown Prosecution Service","Operational Delivery","AA/AO","30","20","23740","24430"
"In post","2023","65+","Crown Prosecution Service","Operational Delivery","EO","25","20","29450","29850"
"In post","2023","65+","Crown Prosecution Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Prosecution Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Crown Prosecution Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Science and Engineering","EO","10","5","[c]","[c]"
"In post","2023","65+","Defence Electronics and Components Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Commercial","SEO/HEO","10","10","40690","43450"
"In post","2023","65+","Defence Equipment and Support","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Operational Delivery","AA/AO","55","50","23900","24000"
"In post","2023","65+","Defence Equipment and Support","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Operational Delivery","SEO/HEO","25","20","38180","37910"
"In post","2023","65+","Defence Equipment and Support","Other","AA/AO","10","10","22670","22100"
"In post","2023","65+","Defence Equipment and Support","Other","EO","5","5","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Other","SEO/HEO","20","15","37470","36670"
"In post","2023","65+","Defence Equipment and Support","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Project Delivery","G6/G7","10","5","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Project Delivery","SEO/HEO","15","15","42130","42790"
"In post","2023","65+","Defence Equipment and Support","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Science and Engineering","G6/G7","10","10","67960","61280"
"In post","2023","65+","Defence Equipment and Support","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Equipment and Support","Science and Engineering","SEO/HEO","70","60","41110","42620"
"In post","2023","65+","Defence Equipment and Support","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Other","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Defence Science and Technology Laboratory","Science and Engineering","G6/G7","50","35","57470","59830"
"In post","2023","65+","Defence Science and Technology Laboratory","Science and Engineering","SEO/HEO","15","10","36390","39180"
"In post","2023","65+","Defence Science and Technology Laboratory","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6/G7","20","15","64090","60800"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO/HEO","15","15","38580","37010"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
