"Status","Year","Disability","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","AO","55","[c]","21840","20980"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","EO","35","[c]","28190","27760"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Departments","SEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office","HEO","105","[c]","29330","28840"
"New entrant CS","2023","Declared disabled","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AO","85","[c]","22490","22150"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","45","[c]","26460","25920"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","40","[c]","31650","30350"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","35","[c]","38430","37300"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","AO","40","[c]","23280","22500"
"New entrant CS","2023","Declared disabled","Department for Transport","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","AO","260","[c]","21860","21690"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","EO","135","[c]","27920","28120"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","HEO","40","[c]","35760","34170"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs","AO","180","[c]","22900","22520"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs","EO","40","[c]","28030","27650"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs","HEO","35","[c]","35390","34400"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","AO","80","[c]","23100","22400"
"New entrant CS","2023","Declared disabled","Home Office","EO","70","[c]","26980","25750"
"New entrant CS","2023","Declared disabled","Home Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","AA","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","AO","60","[c]","23640","22220"
"New entrant CS","2023","Declared disabled","Ministry of Defence","EO","40","[c]","28400","27080"
"New entrant CS","2023","Declared disabled","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","HEO","75","[c]","32830","33830"
"New entrant CS","2023","Declared disabled","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","SEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","AA","145","[c]","22720","23230"
"New entrant CS","2023","Declared disabled","Ministry of Justice","AO","390","[c]","25760","24070"
"New entrant CS","2023","Declared disabled","Ministry of Justice","EO","70","[c]","27930","28480"
"New entrant CS","2023","Declared disabled","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","HEO","55","[c]","33300","33200"
"New entrant CS","2023","Declared disabled","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","SEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","Unknown","455","[c]","23160","23640"
"New entrant CS","2023","Declared disabled","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","AA","55","[c]","22200","22180"
"New entrant CS","2023","Declared disabled","Scottish Government","AO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","EO","75","[c]","29390","29100"
"New entrant CS","2023","Declared disabled","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","HEO","45","[c]","35280","34730"
"New entrant CS","2023","Declared disabled","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","AO","30","[c]","21170","21200"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","HEO","35","[c]","31570","31560"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","AO","320","[c]","21920","21120"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","EO","195","[c]","27670","27760"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","G7","170","[c]","53050","52020"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","HEO","85","[c]","37600","32660"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","SEO","100","[c]","39500","38760"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","AO","80","[c]","21460","21720"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","EO","65","[c]","25750","24610"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","G6","35","[c]","73900","70000"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","G7","125","[c]","59370","56430"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","HEO","125","[c]","32250","32640"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","SEO","60","[c]","39750","39860"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","G7","10","[c]","[c]","[c]"
