"Status","Year","Organisation","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","95","85","32550","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","20","20","35640","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","45","40","34310","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","80","75","32080","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","75","70","32870","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","70","60","33730","32110"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","20","20","35850","33810"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","20","20","35900","34950"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Nottingham","10","10","31060","26380"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","20","20","30190","30320"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","25","25","32300","30320"
"In post","2023","Animal and Plant Health Agency","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Heart of Essex","35","35","31930","29740"
"In post","2023","Animal and Plant Health Agency","East of England","Hertfordshire CC","10","10","34280","32480"
"In post","2023","Animal and Plant Health Agency","East of England","North and West Norfolk","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","15","15","33230","30320"
"In post","2023","Animal and Plant Health Agency","East of England","Suffolk CC","45","45","33480","31840"
"In post","2023","Animal and Plant Health Agency","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Harrow and Hillingdon","15","15","38850","38060"
"In post","2023","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","45","45","35330","32720"
"In post","2023","Animal and Plant Health Agency","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Westminster","20","20","44260","47300"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Tyneside","55","50","33200","29180"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire East","25","20","34230","30320"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","190","180","26020","22150"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Manchester","20","20","33070","29740"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","90","85","30680","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","15","15","33220","32070"
"In post","2023","Animal and Plant Health Agency","Scotland","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","10","10","33080","30320"
"In post","2023","Animal and Plant Health Agency","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","20","29480","25920"
"In post","2023","Animal and Plant Health Agency","Scotland","Perth and Kinross, and Stirling","45","45","30810","26320"
"In post","2023","Animal and Plant Health Agency","Scotland","Scottish Borders","15","15","33620","30320"
"In post","2023","Animal and Plant Health Agency","Scotland","South Ayrshire","15","15","30730","25920"
"In post","2023","Animal and Plant Health Agency","Scotland","South Lanarkshire","15","15","34280","33810"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Central Hampshire","30","30","31240","29150"
"In post","2023","Animal and Plant Health Agency","South East (England)","East Kent","40","35","30590","30320"
"In post","2023","Animal and Plant Health Agency","South East (England)","Mid Kent","25","25","30550","29150"
"In post","2023","Animal and Plant Health Agency","South East (England)","Oxfordshire CC","10","10","40190","37980"
"In post","2023","Animal and Plant Health Agency","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Surrey","655","630","34130","29240"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","25","25","34070","30990"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Bristol, City of","75","70","25370","22150"
"In post","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","60","60","32390","30320"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon CC","215","205","28220","24920"
"In post","2023","Animal and Plant Health Agency","South West (England)","Dorset","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire CC","80","75","31600","26030"
"In post","2023","Animal and Plant Health Agency","South West (England)","Somerset CC","30","30","37050","37300"
"In post","2023","Animal and Plant Health Agency","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Wiltshire","10","10","31150","26850"
"In post","2023","Animal and Plant Health Agency","Wales","Cardiff and Vale of Glamorgan","100","95","29890","25920"
"In post","2023","Animal and Plant Health Agency","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Gwynedd","65","55","28240","25920"
"In post","2023","Animal and Plant Health Agency","Wales","Powys","20","15","35260","34150"
"In post","2023","Animal and Plant Health Agency","Wales","South West Wales","155","145","28980","25920"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Shropshire","45","40","35170","31110"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Staffordshire CC","95","90","27530","22150"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Worcestershire CC","170","155","30710","27500"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","East Riding of Yorkshire","30","30","30350","29150"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire CC","140","135","31890","26990"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","York","130","130","27000","24920"
"In post","2023","Attorney General's Office","London","Westminster","50","50","50950","43000"
"In post","2023","Building Digital UK","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","Westminster","140","140","48800","53010"
"In post","2023","Building Digital UK","North East (England)","Darlington","5","5","[c]","[c]"
"In post","2023","Building Digital UK","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","Manchester","60","60","42750","39930"
"In post","2023","Building Digital UK","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Norwich and East Norfolk","45","45","50140","51290"
"In post","2023","Cabinet Office (excl. agencies)","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Tower Hamlets","1185","1155","56250","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Westminster","2375","2335","52630","55790"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Tyneside","335","310","29490","24860"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester South East","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester South West","85","85","43080","38460"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Liverpool","30","30","33080","33020"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Manchester","155","155","47200","50690"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","West Cumbria","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","City of Edinburgh","10","10","41920","38460"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Glasgow City","375","365","37590","33020"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Berkshire","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Milton Keynes","70","65","35000","34320"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","North Hampshire","25","25","42870","37110"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Portsmouth","10","10","34880","34320"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Bristol, City of","130","125","48520","51290"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Dorset","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","165","160","42460","36460"
"In post","2023","Cabinet Office (excl. agencies)","Wales","Cardiff and Vale of Glamorgan","45","45","46640","51290"
"In post","2023","Cabinet Office (excl. agencies)","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Birmingham","60","60","62460","53420"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Leeds","65","60","44220","41050"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Sheffield","45","40","43740","39580"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","York","575","550","34310","33020"
"In post","2023","Central Civil Service Fast Stream","East Midlands (England)","Nottingham","20","20","31100","30130"
"In post","2023","Central Civil Service Fast Stream","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Hackney and Newham","30","30","30990","30130"
"In post","2023","Central Civil Service Fast Stream","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Tower Hamlets","60","60","30620","30130"
"In post","2023","Central Civil Service Fast Stream","London","Westminster","1095","1090","30760","30130"
"In post","2023","Central Civil Service Fast Stream","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North East (England)","Tyneside","40","40","30530","30130"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Blackpool","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Greater Manchester South West","45","45","30670","30130"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Liverpool","15","15","30870","30130"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Manchester","40","40","30190","30130"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Scotland","City of Edinburgh","20","20","30310","30130"
"In post","2023","Central Civil Service Fast Stream","Scotland","Glasgow City","30","30","31190","30130"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Berkshire","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Central Hampshire","10","10","30750","30130"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South East (England)","South Hampshire","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Bristol, City of","25","25","30240","30130"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Wales","Cardiff and Vale of Glamorgan","35","35","30760","30130"
"In post","2023","Central Civil Service Fast Stream","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","Birmingham","45","45","30770","30130"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","Leeds","50","50","30800","30130"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","Sheffield","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","York","25","25","29880","28840"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","Suffolk CC","475","450","36290","31270"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset","160","150","35380","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Plymouth","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Charity Commission","London","Westminster","80","80","45710","41370"
"In post","2023","Charity Commission","North West (England)","Sefton","380","360","33830","30170"
"In post","2023","Charity Commission","South West (England)","Somerset CC","35","30","34850","32360"
"In post","2023","Charity Commission","Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Belfast","25","25","26290","25610"
"In post","2023","Companies House","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","City of Edinburgh","45","45","25940","25610"
"In post","2023","Companies House","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Wales","Cardiff and Vale of Glamorgan","1100","1020","32600","28070"
"In post","2023","Companies House","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Tower Hamlets","795","770","62880","58330"
"In post","2023","Competition and Markets Authority","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Manchester","15","15","48150","42920"
"In post","2023","Competition and Markets Authority","Northern Ireland","Belfast","15","15","59620","59300"
"In post","2023","Competition and Markets Authority","Scotland","City of Edinburgh","70","65","59150","55950"
"In post","2023","Competition and Markets Authority","Wales","Cardiff and Vale of Glamorgan","10","10","56500","57910"
"In post","2023","Criminal Injuries Compensation Authority","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Scotland","Glasgow City","335","310","28020","25830"
