"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","50","45","45120","44840"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","G6","15","15","65050","63900"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","G7","60","60","57110","57030"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","65","65","39330","39040"
"In post","2023","Analysis","Department for Education","EO","EO","30","30","29530","29530"
"In post","2023","Analysis","Department for Education","G6/G7","G6","45","45","66540","65780"
"In post","2023","Analysis","Department for Education","G6/G7","G7","155","145","54360","55020"
"In post","2023","Analysis","Department for Education","SCS level","SCS level","10","10","83070","76510"
"In post","2023","Analysis","Department for Education","SEO/HEO","HEO","120","115","34820","33950"
"In post","2023","Analysis","Department for Education","SEO/HEO","SEO","240","230","43910","43250"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","AO","20","20","21710","22150"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","EO","EO","125","115","26000","25920"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","G6","25","25","63700","60300"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","G7","80","75","50030","49400"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","165","160","30560","30350"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","130","125","37790","37310"
"In post","2023","Analysis","Department for International Trade","EO","EO","30","30","29180","29280"
"In post","2023","Analysis","Department for International Trade","G6/G7","G6","30","25","68200","67010"
"In post","2023","Analysis","Department for International Trade","G6/G7","G7","95","95","56640","55500"
"In post","2023","Analysis","Department for International Trade","SCS level","SCS level","10","10","81070","79690"
"In post","2023","Analysis","Department for International Trade","SEO/HEO","HEO","65","65","34980","35010"
"In post","2023","Analysis","Department for International Trade","SEO/HEO","SEO","30","30","43120","41840"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","EO","EO","25","20","28910","28850"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","G6/G7","G6","30","30","68400","67830"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","G6/G7","G7","105","100","55620","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","70","70","33290","33880"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","35","35","42300","42840"
"In post","2023","Analysis","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","AA/AO","AO","20","15","22720","22500"
"In post","2023","Analysis","Department for Transport","EO","EO","35","35","29910","30720"
"In post","2023","Analysis","Department for Transport","G6/G7","G6","45","40","68810","68020"
"In post","2023","Analysis","Department for Transport","G6/G7","G7","140","140","56400","55740"
"In post","2023","Analysis","Department for Transport","SCS level","SCS level","15","10","79220","79080"
"In post","2023","Analysis","Department for Transport","SEO/HEO","HEO","90","90","34340","35400"
"In post","2023","Analysis","Department for Transport","SEO/HEO","SEO","70","70","42940","43750"
"In post","2023","Analysis","Department for Work and Pensions","AA/AO","AO","10","10","22630","21690"
"In post","2023","Analysis","Department for Work and Pensions","EO","EO","55","50","29080","28210"
"In post","2023","Analysis","Department for Work and Pensions","G6/G7","G6","45","40","72800","70570"
"In post","2023","Analysis","Department for Work and Pensions","G6/G7","G7","185","170","57290","58370"
"In post","2023","Analysis","Department for Work and Pensions","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","SEO/HEO","HEO","220","215","36120","34170"
"In post","2023","Analysis","Department for Work and Pensions","SEO/HEO","SEO","160","150","41260","40820"
"In post","2023","Analysis","Department of Health and Social Care","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","EO","EO","40","40","27900","27840"
"In post","2023","Analysis","Department of Health and Social Care","G6/G7","G6","30","25","69020","68010"
"In post","2023","Analysis","Department of Health and Social Care","G6/G7","G7","75","70","54240","54660"
"In post","2023","Analysis","Department of Health and Social Care","SCS level","SCS level","10","10","80310","81220"
"In post","2023","Analysis","Department of Health and Social Care","SEO/HEO","HEO","40","40","33180","34190"
"In post","2023","Analysis","Department of Health and Social Care","SEO/HEO","SEO","40","40","40860","41480"
"In post","2023","Analysis","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","EO","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","SEO/HEO","HEO","15","15","33210","33000"
"In post","2023","Analysis","Food Standards Agency","SEO/HEO","SEO","20","20","40590","41160"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","G6/G7","G6","10","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","G6/G7","G7","15","15","58170","58340"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","15","15","35170","34400"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","SEO/HEO","HEO","10","10","35820","34850"
"In post","2023","Analysis","HM Land Registry","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","EO","EO","45","45","29810","28130"
"In post","2023","Analysis","HM Revenue and Customs","G6/G7","G6","65","65","75120","77100"
"In post","2023","Analysis","HM Revenue and Customs","G6/G7","G7","230","220","60960","59240"
"In post","2023","Analysis","HM Revenue and Customs","SCS level","SCS level","15","15","85650","84090"
"In post","2023","Analysis","HM Revenue and Customs","SEO/HEO","HEO","240","235","37050","36510"
"In post","2023","Analysis","HM Revenue and Customs","SEO/HEO","SEO","230","225","43950","43130"
"In post","2023","Analysis","HM Treasury","AA/AO","AO","10","10","23210","23210"
"In post","2023","Analysis","HM Treasury","EO","EO","25","25","25120","24790"
"In post","2023","Analysis","HM Treasury","G6/G7","G6","30","25","66580","65320"
"In post","2023","Analysis","HM Treasury","G6/G7","G7","70","70","55270","54130"
"In post","2023","Analysis","HM Treasury","SCS level","SCS level","10","10","90320","82400"
"In post","2023","Analysis","HM Treasury","SEO/HEO","HEO","75","75","35470","34690"
"In post","2023","Analysis","HM Treasury","SEO/HEO","SEO","10","10","39330","38830"
"In post","2023","Analysis","Home Office","AA/AO","AA","25","25","23180","23500"
"In post","2023","Analysis","Home Office","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Analysis","Home Office","EO","EO","50","50","29640","29890"
"In post","2023","Analysis","Home Office","G6/G7","G6","35","35","71210","70840"
"In post","2023","Analysis","Home Office","G6/G7","G7","135","130","60790","61260"
"In post","2023","Analysis","Home Office","SCS level","SCS level","10","10","83830","81390"
"In post","2023","Analysis","Home Office","SEO/HEO","HEO","160","155","35510","36180"
"In post","2023","Analysis","Home Office","SEO/HEO","SEO","155","155","43570","43780"
"In post","2023","Analysis","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","AA/AO","AO","40","40","23680","23340"
"In post","2023","Analysis","Ministry of Defence","EO","EO","75","75","28130","27470"
"In post","2023","Analysis","Ministry of Defence","G6/G7","G6","55","55","72230","70550"
"In post","2023","Analysis","Ministry of Defence","G6/G7","G7","535","510","53280","49260"
"In post","2023","Analysis","Ministry of Defence","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","SEO/HEO","HEO","295","290","31960","30650"
"In post","2023","Analysis","Ministry of Defence","SEO/HEO","SEO","360","350","40930","39890"
"In post","2023","Analysis","Ministry of Justice","EO","EO","50","50","29270","29660"
"In post","2023","Analysis","Ministry of Justice","G6/G7","G6","50","50","70180","69140"
"In post","2023","Analysis","Ministry of Justice","G6/G7","G7","210","205","58600","60150"
"In post","2023","Analysis","Ministry of Justice","SCS level","SCS level","15","10","84040","84160"
"In post","2023","Analysis","Ministry of Justice","SEO/HEO","HEO","205","200","34350","35410"
"In post","2023","Analysis","Ministry of Justice","SEO/HEO","SEO","235","225","42540","43650"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","EO","EO","25","25","27410","27140"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","25","25","61890","61480"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","60","55","33750","33130"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","50","50","41370","41050"
"In post","2023","Analysis","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","EO","EO","25","25","26830","26130"
"In post","2023","Analysis","Office of Gas and Electricity Markets","G6/G7","G6","40","40","69730","67320"
"In post","2023","Analysis","Office of Gas and Electricity Markets","G6/G7","G7","40","40","51940","48720"
"In post","2023","Analysis","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","SEO/HEO","HEO","35","35","34210","33400"
"In post","2023","Analysis","Office of Gas and Electricity Markets","SEO/HEO","SEO","20","20","39440","40000"
"In post","2023","Analysis","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","G6/G7","G7","25","20","58620","57150"
"In post","2023","Analysis","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","SEO/HEO","SEO","10","10","42560","41620"
"In post","2023","Analysis","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Government","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Scottish Government","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","AA/AO","AO","55","50","21330","21200"
"In post","2023","Analysis","UK Statistics Authority","EO","EO","165","150","25630","24840"
"In post","2023","Analysis","UK Statistics Authority","G6/G7","G6","80","75","63480","62460"
"In post","2023","Analysis","UK Statistics Authority","G6/G7","G7","335","320","52780","51460"
"In post","2023","Analysis","UK Statistics Authority","SCS level","SCS level","40","40","88320","74140"
"In post","2023","Analysis","UK Statistics Authority","SEO/HEO","HEO","645","625","31970","31560"
"In post","2023","Analysis","UK Statistics Authority","SEO/HEO","SEO","600","575","39320","39300"
"In post","2023","Analysis","Water Services Regulation Authority","EO","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","SEO/HEO","HEO","15","15","41880","38760"
"In post","2023","Analysis","Water Services Regulation Authority","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","EO","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","SEO/HEO","SEO","15","15","40510","38940"
"In post","2023","Commercial","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","EO","EO","45","45","26670","26410"
"In post","2023","Commercial","Cabinet Office","G6/G7","G6","415","415","76550","74000"
"In post","2023","Commercial","Cabinet Office","G6/G7","G7","910","895","62340","62000"
"In post","2023","Commercial","Cabinet Office","SCS level","SCS level","235","230","120730","117960"
"In post","2023","Commercial","Cabinet Office","SEO/HEO","HEO","240","235","31790","32110"
"In post","2023","Commercial","Cabinet Office","SEO/HEO","SEO","280","275","40190","40470"
"In post","2023","Commercial","Chancellor's other departments","EO","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","G6/G7","G7","10","10","51130","50000"
"In post","2023","Commercial","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","EO","EO","15","15","26050","25620"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","G6","30","25","61690","60640"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","G7","75","75","48530","47960"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","35","35","32420","31580"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","75","70","40910","40140"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","G7","10","10","54530","55260"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","25","25","35060","35040"
"In post","2023","Commercial","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","EO","EO","25","20","26450","25900"
"In post","2023","Commercial","Department for Education","G6/G7","G6","25","25","66060","63510"
"In post","2023","Commercial","Department for Education","G6/G7","G7","75","75","54280","52060"
"In post","2023","Commercial","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","SEO/HEO","HEO","50","50","31210","30330"
"In post","2023","Commercial","Department for Education","SEO/HEO","SEO","110","110","39610","39090"
"In post","2023","Commercial","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","AO","15","15","22950","22150"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","EO","EO","20","15","27300","26850"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","G7","20","20","51390","50000"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","60","55","31140","30320"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","115","110","38540","37710"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","SEO/HEO","HEO","20","20","34440","35010"
"In post","2023","Commercial","Department for International Trade","SEO/HEO","SEO","15","15","42330","41550"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","EO","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","20","20","41660","41750"
"In post","2023","Commercial","Department for Transport","AA/AO","AA","10","10","19000","19000"
"In post","2023","Commercial","Department for Transport","AA/AO","AO","35","30","22610","22500"
"In post","2023","Commercial","Department for Transport","EO","EO","50","45","27510","27260"
"In post","2023","Commercial","Department for Transport","G6/G7","G6","30","30","70360","68760"
"In post","2023","Commercial","Department for Transport","G6/G7","G7","60","55","55770","55220"
"In post","2023","Commercial","Department for Transport","SCS level","SCS level","10","5","[c]","[c]"
"In post","2023","Commercial","Department for Transport","SEO/HEO","HEO","105","105","33240","31940"
"In post","2023","Commercial","Department for Transport","SEO/HEO","SEO","90","90","42130","42820"
"In post","2023","Commercial","Department for Work and Pensions","AA/AO","AO","10","10","22290","22010"
"In post","2023","Commercial","Department for Work and Pensions","EO","EO","25","20","27930","28030"
"In post","2023","Commercial","Department for Work and Pensions","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","G6/G7","G7","10","10","54950","55320"
"In post","2023","Commercial","Department for Work and Pensions","SEO/HEO","HEO","30","30","34590","34170"
"In post","2023","Commercial","Department for Work and Pensions","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","EO","EO","30","30","28400","28620"
"In post","2023","Commercial","Department of Health and Social Care","G6/G7","G6","35","35","72650","68540"
"In post","2023","Commercial","Department of Health and Social Care","G6/G7","G7","50","45","54590","54690"
"In post","2023","Commercial","Department of Health and Social Care","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","SEO/HEO","HEO","50","45","32700","33330"
"In post","2023","Commercial","Department of Health and Social Care","SEO/HEO","SEO","80","75","40640","40880"
"In post","2023","Commercial","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","EO","EO","35","30","28680","28540"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","G6/G7","G6","10","10","76440","77760"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","G6/G7","G7","40","40","56010","54670"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","25","25","35590","34990"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","45","45","43160","43980"
"In post","2023","Commercial","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","EO","EO","30","25","28530","28130"
"In post","2023","Commercial","HM Revenue and Customs","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","SEO/HEO","HEO","40","35","35500","35000"
"In post","2023","Commercial","HM Revenue and Customs","SEO/HEO","SEO","60","55","42520","42510"
"In post","2023","Commercial","HM Treasury","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","EO","EO","20","20","27770","25880"
"In post","2023","Commercial","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","G6/G7","G7","15","15","58080","59290"
