"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
