"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","East Midlands (England)","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","Nottingham","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","South Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","South and West Derbyshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","South and West Derbyshire","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","West Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Bedford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Bedford","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Cambridgeshire CC","Heterosexual / straight","40","35","39820","35800"
"In post","2023","Commercial","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Cambridgeshire CC","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","East of England","Cambridgeshire CC","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","East of England","Central Bedfordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","East of England","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Hertfordshire CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","East of England","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","North and West Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","East of England","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Norwich and East Norfolk","Heterosexual / straight","60","55","44460","40450"
"In post","2023","Commercial","East of England","Norwich and East Norfolk","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","East of England","Norwich and East Norfolk","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","East of England","Norwich and East Norfolk","Unknown","20","15","[c]","[c]"
"In post","2023","Commercial","East of England","Peterborough","Heterosexual / straight","40","35","52310","45220"
"In post","2023","Commercial","East of England","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Peterborough","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","East of England","Peterborough","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","East of England","Suffolk CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","East of England","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","Suffolk CC","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","East of England","West Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East of England","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Barking & Dagenham and Havering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Barnet","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","London","Barnet","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Barnet","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Bexley and Greenwich","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Brent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Brent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Croydon","Heterosexual / straight","95","90","49920","46280"
"In post","2023","Commercial","London","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Croydon","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","London","Croydon","Unknown","35","35","45610","43000"
"In post","2023","Commercial","London","Enfield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Hackney and Newham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","London","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Hackney and Newham","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","London","Haringey and Islington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Hounslow and Richmond upon Thames","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","London","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Hounslow and Richmond upon Thames","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","London","Hounslow and Richmond upon Thames","Unknown","15","10","[c]","[c]"
"In post","2023","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Lambeth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Lewisham and Southwark","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Redbridge and Waltham Forest","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Tower Hamlets","Heterosexual / straight","110","105","53670","45970"
"In post","2023","Commercial","London","Tower Hamlets","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","London","Tower Hamlets","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","London","Tower Hamlets","Unknown","30","30","40510","32960"
"In post","2023","Commercial","London","Wandsworth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","London","Westminster","Heterosexual / straight","855","835","63660","56200"
"In post","2023","Commercial","London","Westminster","LGBO","55","55","61400","56270"
"In post","2023","Commercial","London","Westminster","Undeclared","90","90","58380","56100"
"In post","2023","Commercial","London","Westminster","Unknown","290","290","56570","56000"
"In post","2023","Commercial","North East (England)","Darlington","Heterosexual / straight","40","40","45960","40340"
"In post","2023","Commercial","North East (England)","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Durham","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","North East (England)","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Sunderland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Sunderland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Tyneside","Heterosexual / straight","75","70","45220","38470"
"In post","2023","Commercial","North East (England)","Tyneside","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","North East (England)","Tyneside","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","North East (England)","Tyneside","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","North West (England)","Blackpool","Heterosexual / straight","125","120","43400","38470"
"In post","2023","Commercial","North West (England)","Blackpool","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","North West (England)","Blackpool","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","North West (England)","Blackpool","Unknown","30","30","43030","38470"
"In post","2023","Commercial","North West (England)","Cheshire East","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Chorley and West Lancashire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","North West (England)","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","East Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","East Merseyside","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","North West (England)","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester North West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester South West","Heterosexual / straight","80","75","48300","42510"
"In post","2023","Commercial","North West (England)","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester South West","Undeclared","15","10","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester South West","Unknown","40","40","47340","42510"
"In post","2023","Commercial","North West (England)","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Liverpool","Heterosexual / straight","180","175","43930","40450"
"In post","2023","Commercial","North West (England)","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","North West (England)","Liverpool","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","North West (England)","Liverpool","Unknown","45","45","38480","32960"
"In post","2023","Commercial","North West (England)","Manchester","Heterosexual / straight","155","155","50120","40640"
"In post","2023","Commercial","North West (England)","Manchester","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","North West (England)","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","North West (England)","Manchester","Unknown","45","45","55230","56000"
"In post","2023","Commercial","North West (England)","Mid Lancashire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","North West (England)","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Sefton","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","North West (England)","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Warrington","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","North West (England)","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Warrington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","West Cumbria","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","North West (England)","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Wirral","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Commercial","North West (England)","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Wirral","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Wirral","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Lisburn and Castlereagh","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Aberdeen City and Aberdeenshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","City of Edinburgh","Heterosexual / straight","35","35","45050","39590"
"In post","2023","Commercial","Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","City of Edinburgh","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Scotland","Clackmannanshire and Fife","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Clackmannanshire and Fife","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Falkirk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Glasgow City","Heterosexual / straight","140","135","40460","35490"
"In post","2023","Commercial","Scotland","Glasgow City","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Glasgow City","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Glasgow City","Unknown","35","35","48340","41300"
"In post","2023","Commercial","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Perth and Kinross, and Stirling","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Perth and Kinross, and Stirling","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","South Ayrshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","South Lanarkshire","Heterosexual / straight","30","30","50780","50690"
"In post","2023","Commercial","Scotland","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","South Lanarkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","South Lanarkshire","Unknown","30","30","51250","49960"
"In post","2023","Commercial","Scotland","West Lothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","West Lothian","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Buckinghamshire","Heterosexual / straight","50","50","41710","43200"
"In post","2023","Commercial","South East (England)","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Buckinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Buckinghamshire","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","South East (England)","Central Hampshire","Heterosexual / straight","150","145","43410","39890"
"In post","2023","Commercial","South East (England)","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Central Hampshire","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","South East (England)","Central Hampshire","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","South East (England)","East Kent","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","East Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
