"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","East Midlands (England)","South and West Derbyshire","SEO/HEO","Male","135","130","39960","40660"
"In post","2023","East Midlands (England)","South and West Derbyshire","Unknown","Female","45","40","31870","30280"
"In post","2023","East Midlands (England)","South and West Derbyshire","Unknown","Male","15","15","[c]","[c]"
"In post","2023","East Midlands (England)","West Northamptonshire","AA/AO","Female","315","270","23430","21780"
"In post","2023","East Midlands (England)","West Northamptonshire","AA/AO","Male","175","170","27220","28880"
"In post","2023","East Midlands (England)","West Northamptonshire","EO","Female","155","145","27970","28120"
"In post","2023","East Midlands (England)","West Northamptonshire","EO","Male","115","110","29150","28120"
"In post","2023","East Midlands (England)","West Northamptonshire","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","East Midlands (England)","West Northamptonshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","East Midlands (England)","West Northamptonshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East Midlands (England)","West Northamptonshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","East Midlands (England)","West Northamptonshire","SEO/HEO","Female","85","80","38560","37680"
"In post","2023","East Midlands (England)","West Northamptonshire","SEO/HEO","Male","65","60","38720","37130"
"In post","2023","East Midlands (England)","West Northamptonshire","Unknown","Female","130","115","30650","29050"
"In post","2023","East Midlands (England)","West Northamptonshire","Unknown","Male","35","30","30070","29050"
"In post","2023","East of England","Bedford","AA/AO","Female","175","160","26500","24070"
"In post","2023","East of England","Bedford","AA/AO","Male","145","140","29400","30880"
"In post","2023","East of England","Bedford","EO","Female","145","130","28400","28120"
"In post","2023","East of England","Bedford","EO","Male","95","90","28530","28120"
"In post","2023","East of England","Bedford","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","East of England","Bedford","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","East of England","Bedford","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Bedford","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Bedford","SEO/HEO","Female","90","85","38770","38640"
"In post","2023","East of England","Bedford","SEO/HEO","Male","90","90","39640","38990"
"In post","2023","East of England","Bedford","Unknown","Female","90","85","28760","26070"
"In post","2023","East of England","Bedford","Unknown","Male","25","25","[c]","[c]"
"In post","2023","East of England","Breckland and South Norfolk","AA/AO","Female","125","110","26500","25340"
"In post","2023","East of England","Breckland and South Norfolk","AA/AO","Male","165","155","28470","28880"
"In post","2023","East of England","Breckland and South Norfolk","EO","Female","65","60","28490","28120"
"In post","2023","East of England","Breckland and South Norfolk","EO","Male","65","65","31280","28950"
"In post","2023","East of England","Breckland and South Norfolk","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","East of England","Breckland and South Norfolk","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","East of England","Breckland and South Norfolk","SEO/HEO","Female","45","45","39530","35670"
"In post","2023","East of England","Breckland and South Norfolk","SEO/HEO","Male","60","55","40710","39510"
"In post","2023","East of England","Breckland and South Norfolk","Unknown","Female","10","10","[c]","[c]"
"In post","2023","East of England","Breckland and South Norfolk","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Cambridgeshire CC","AA/AO","Female","465","420","25140","23230"
"In post","2023","East of England","Cambridgeshire CC","AA/AO","Male","650","620","29340","30120"
"In post","2023","East of England","Cambridgeshire CC","EO","Female","330","310","28280","28120"
"In post","2023","East of England","Cambridgeshire CC","EO","Male","355","345","31710","28480"
"In post","2023","East of England","Cambridgeshire CC","G6/G7","Female","145","140","58870","55110"
"In post","2023","East of England","Cambridgeshire CC","G6/G7","Male","170","165","60030","56180"
"In post","2023","East of England","Cambridgeshire CC","SCS level","Female","15","15","[c]","[c]"
"In post","2023","East of England","Cambridgeshire CC","SCS level","Male","20","20","[c]","[c]"
"In post","2023","East of England","Cambridgeshire CC","SEO/HEO","Female","535","515","37660","35300"
"In post","2023","East of England","Cambridgeshire CC","SEO/HEO","Male","600","585","39240","37860"
"In post","2023","East of England","Cambridgeshire CC","Unknown","Female","145","135","29780","29050"
"In post","2023","East of England","Cambridgeshire CC","Unknown","Male","30","30","32010","29050"
"In post","2023","East of England","Central Bedfordshire","AA/AO","Female","60","55","22080","22220"
"In post","2023","East of England","Central Bedfordshire","AA/AO","Male","70","65","22760","21600"
"In post","2023","East of England","Central Bedfordshire","EO","Female","70","65","28880","28120"
"In post","2023","East of England","Central Bedfordshire","EO","Male","60","60","28890","28120"
"In post","2023","East of England","Central Bedfordshire","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","East of England","Central Bedfordshire","G6/G7","Male","20","15","[c]","[c]"
"In post","2023","East of England","Central Bedfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Central Bedfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Central Bedfordshire","SEO/HEO","Female","45","45","37420","34720"
"In post","2023","East of England","Central Bedfordshire","SEO/HEO","Male","115","115","38830","37300"
"In post","2023","East of England","Essex Haven Gateway","AA/AO","Female","95","85","23680","22400"
"In post","2023","East of England","Essex Haven Gateway","AA/AO","Male","85","85","24900","22560"
"In post","2023","East of England","Essex Haven Gateway","EO","Female","215","195","30060","31280"
"In post","2023","East of England","Essex Haven Gateway","EO","Male","185","175","29400","29990"
"In post","2023","East of England","Essex Haven Gateway","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","East of England","Essex Haven Gateway","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","East of England","Essex Haven Gateway","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Essex Haven Gateway","SCS level","Male","5","5","[c]","[c]"
"In post","2023","East of England","Essex Haven Gateway","SEO/HEO","Female","95","90","38680","37520"
"In post","2023","East of England","Essex Haven Gateway","SEO/HEO","Male","95","90","38810","37520"
"In post","2023","East of England","Essex Haven Gateway","Unknown","Female","80","70","30610","27940"
"In post","2023","East of England","Essex Haven Gateway","Unknown","Male","25","25","[c]","[c]"
"In post","2023","East of England","Essex Thames Gateway","AA/AO","Female","275","240","24840","25610"
"In post","2023","East of England","Essex Thames Gateway","AA/AO","Male","80","75","25060","25610"
"In post","2023","East of England","Essex Thames Gateway","EO","Female","255","220","31190","31280"
"In post","2023","East of England","Essex Thames Gateway","EO","Male","105","100","31180","31280"
"In post","2023","East of England","Essex Thames Gateway","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","East of England","Essex Thames Gateway","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Essex Thames Gateway","SEO/HEO","Female","55","50","39090","37520"
"In post","2023","East of England","Essex Thames Gateway","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","East of England","Essex Thames Gateway","Unknown","Female","100","95","29020","26840"
"In post","2023","East of England","Essex Thames Gateway","Unknown","Male","20","20","[c]","[c]"
"In post","2023","East of England","Heart of Essex","AA/AO","Female","250","220","25030","24360"
"In post","2023","East of England","Heart of Essex","AA/AO","Male","215","210","28840","28880"
"In post","2023","East of England","Heart of Essex","EO","Female","165","155","30440","31220"
"In post","2023","East of England","Heart of Essex","EO","Male","120","120","31080","30560"
"In post","2023","East of England","Heart of Essex","G6/G7","Female","80","75","60670","58030"
"In post","2023","East of England","Heart of Essex","G6/G7","Male","40","40","65290","63450"
"In post","2023","East of England","Heart of Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Heart of Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Heart of Essex","SEO/HEO","Female","110","105","38340","37680"
"In post","2023","East of England","Heart of Essex","SEO/HEO","Male","90","85","41520","40180"
"In post","2023","East of England","Heart of Essex","Unknown","Female","115","105","28890","26840"
"In post","2023","East of England","Heart of Essex","Unknown","Male","40","40","31430","26840"
"In post","2023","East of England","Hertfordshire CC","AA/AO","Female","395","345","25810","25610"
"In post","2023","East of England","Hertfordshire CC","AA/AO","Male","290","285","28290","26530"
"In post","2023","East of England","Hertfordshire CC","EO","Female","495","445","31110","31280"
"In post","2023","East of England","Hertfordshire CC","EO","Male","315","310","31880","31280"
"In post","2023","East of England","Hertfordshire CC","G6/G7","Female","205","195","61430","60220"
"In post","2023","East of England","Hertfordshire CC","G6/G7","Male","165","160","62520","61440"
"In post","2023","East of England","Hertfordshire CC","SCS level","Female","15","15","[c]","[c]"
"In post","2023","East of England","Hertfordshire CC","SCS level","Male","20","20","[c]","[c]"
"In post","2023","East of England","Hertfordshire CC","SEO/HEO","Female","410","390","40440","39190"
"In post","2023","East of England","Hertfordshire CC","SEO/HEO","Male","290","285","41430","41190"
"In post","2023","East of England","Hertfordshire CC","Unknown","Female","185","170","31570","30810"
"In post","2023","East of England","Hertfordshire CC","Unknown","Male","40","40","29810","29050"
"In post","2023","East of England","Luton","AA/AO","Female","75","60","21640","21780"
"In post","2023","East of England","Luton","AA/AO","Male","35","30","21800","21780"
"In post","2023","East of England","Luton","EO","Female","145","130","27870","28120"
"In post","2023","East of England","Luton","EO","Male","155","140","28410","27650"
"In post","2023","East of England","Luton","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Luton","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","East of England","Luton","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2023","East of England","Luton","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2023","East of England","Luton","Unknown","Female","85","80","29160","29050"
"In post","2023","East of England","Luton","Unknown","Male","20","15","[c]","[c]"
"In post","2023","East of England","North and West Norfolk","AA/AO","Female","220","195","24680","22220"
"In post","2023","East of England","North and West Norfolk","AA/AO","Male","280","275","28060","28880"
"In post","2023","East of England","North and West Norfolk","EO","Female","95","80","28560","28120"
"In post","2023","East of England","North and West Norfolk","EO","Male","95","90","31150","28470"
"In post","2023","East of England","North and West Norfolk","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","East of England","North and West Norfolk","G6/G7","Male","15","10","[c]","[c]"
"In post","2023","East of England","North and West Norfolk","SEO/HEO","Female","70","65","37200","34260"
"In post","2023","East of England","North and West Norfolk","SEO/HEO","Male","120","110","38530","37080"
"In post","2023","East of England","North and West Norfolk","Unknown","Female","35","35","30810","26840"
"In post","2023","East of England","North and West Norfolk","Unknown","Male","20","20","[c]","[c]"
"In post","2023","East of England","Norwich and East Norfolk","AA/AO","Female","315","260","23260","21780"
"In post","2023","East of England","Norwich and East Norfolk","AA/AO","Male","325","315","26410","28590"
"In post","2023","East of England","Norwich and East Norfolk","EO","Female","320","270","27790","28120"
"In post","2023","East of England","Norwich and East Norfolk","EO","Male","250","235","29070","28120"
"In post","2023","East of England","Norwich and East Norfolk","G6/G7","Female","75","70","56760","55200"
"In post","2023","East of England","Norwich and East Norfolk","G6/G7","Male","70","65","59020","56440"
"In post","2023","East of England","Norwich and East Norfolk","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Norwich and East Norfolk","SCS level","Male","10","10","[c]","[c]"
"In post","2023","East of England","Norwich and East Norfolk","SEO/HEO","Female","175","165","36490","34920"
"In post","2023","East of England","Norwich and East Norfolk","SEO/HEO","Male","210","200","38250","37300"
"In post","2023","East of England","Norwich and East Norfolk","Unknown","Female","210","185","26390","24570"
"In post","2023","East of England","Norwich and East Norfolk","Unknown","Male","105","105","27780","25300"
"In post","2023","East of England","Peterborough","AA/AO","Female","450","380","22230","22400"
"In post","2023","East of England","Peterborough","AA/AO","Male","245","225","22350","22400"
"In post","2023","East of England","Peterborough","EO","Female","250","220","27380","28080"
"In post","2023","East of England","Peterborough","EO","Male","150","140","27670","28080"
"In post","2023","East of England","Peterborough","G6/G7","Female","60","55","58960","58370"
"In post","2023","East of England","Peterborough","G6/G7","Male","55","50","61820","59590"
"In post","2023","East of England","Peterborough","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Peterborough","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Peterborough","SEO/HEO","Female","205","195","36660","34850"
"In post","2023","East of England","Peterborough","SEO/HEO","Male","175","165","37080","34850"
"In post","2023","East of England","Peterborough","Unknown","Female","100","90","30220","29050"
"In post","2023","East of England","Peterborough","Unknown","Male","40","35","31360","29050"
"In post","2023","East of England","Southend-on-Sea","AA/AO","Female","85","65","23460","22520"
"In post","2023","East of England","Southend-on-Sea","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","East of England","Southend-on-Sea","EO","Female","95","80","31050","31280"
"In post","2023","East of England","Southend-on-Sea","EO","Male","40","35","30440","31280"
"In post","2023","East of England","Southend-on-Sea","G6/G7","Female","10","5","[c]","[c]"
"In post","2023","East of England","Southend-on-Sea","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","East of England","Southend-on-Sea","SEO/HEO","Female","40","30","38550","37520"
"In post","2023","East of England","Southend-on-Sea","SEO/HEO","Male","45","40","39830","40160"
"In post","2023","East of England","Southend-on-Sea","Unknown","Female","55","50","29480","29050"
"In post","2023","East of England","Southend-on-Sea","Unknown","Male","25","25","[c]","[c]"
"In post","2023","East of England","Suffolk CC","AA/AO","Female","785","700","23930","22400"
"In post","2023","East of England","Suffolk CC","AA/AO","Male","745","715","26300","23230"
"In post","2023","East of England","Suffolk CC","EO","Female","620","545","28000","28120"
"In post","2023","East of England","Suffolk CC","EO","Male","530","515","28730","28120"
"In post","2023","East of England","Suffolk CC","G6/G7","Female","120","110","58710","54880"
"In post","2023","East of England","Suffolk CC","G6/G7","Male","145","140","58470","56060"
"In post","2023","East of England","Suffolk CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Suffolk CC","SCS level","Male","5","5","[c]","[c]"
"In post","2023","East of England","Suffolk CC","SEO/HEO","Female","515","480","36430","35000"
"In post","2023","East of England","Suffolk CC","SEO/HEO","Male","540","520","37280","35650"
"In post","2023","East of England","Suffolk CC","Unknown","Female","225","195","29520","26840"
"In post","2023","East of England","Suffolk CC","Unknown","Male","65","60","30240","26840"
"In post","2023","East of England","Thurrock","AA/AO","Female","40","35","22800","22400"
"In post","2023","East of England","Thurrock","AA/AO","Male","55","55","22680","22400"
"In post","2023","East of England","Thurrock","EO","Female","120","110","28790","27650"
"In post","2023","East of England","Thurrock","EO","Male","125","120","27330","26180"
"In post","2023","East of England","Thurrock","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Thurrock","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Thurrock","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2023","East of England","Thurrock","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","East of England","West Essex","AA/AO","Female","25","20","[c]","[c]"
"In post","2023","East of England","West Essex","AA/AO","Male","30","30","20250","18830"
"In post","2023","East of England","West Essex","EO","Female","170","150","28720","27650"
"In post","2023","East of England","West Essex","EO","Male","185","165","28250","26860"
"In post","2023","East of England","West Essex","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","East of England","West Essex","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","East of England","West Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","West Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","East of England","West Essex","SEO/HEO","Female","85","80","36600","35200"
"In post","2023","East of England","West Essex","SEO/HEO","Male","75","70","35340","32310"
"In post","2023","East of England","West Essex","Unknown","Female","30","30","[c]","[c]"
"In post","2023","East of England","West Essex","Unknown","Male","10","10","[c]","[c]"
"In post","2023","London","Barking & Dagenham and Havering","AA/AO","Female","60","50","25260","25480"
"In post","2023","London","Barking & Dagenham and Havering","AA/AO","Male","40","40","26750","25610"
"In post","2023","London","Barking & Dagenham and Havering","EO","Female","215","190","32260","32520"
"In post","2023","London","Barking & Dagenham and Havering","EO","Male","140","135","32230","32520"
"In post","2023","London","Barking & Dagenham and Havering","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","London","Barking & Dagenham and Havering","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","London","Barking & Dagenham and Havering","SEO/HEO","Female","50","45","40900","39150"
"In post","2023","London","Barking & Dagenham and Havering","SEO/HEO","Male","30","30","40300","39150"
"In post","2023","London","Barking & Dagenham and Havering","Unknown","Female","70","65","34020","33050"
"In post","2023","London","Barking & Dagenham and Havering","Unknown","Male","20","20","[c]","[c]"
"In post","2023","London","Barnet","AA/AO","Female","150","125","25050","25070"
"In post","2023","London","Barnet","AA/AO","Male","75","70","25010","24780"
"In post","2023","London","Barnet","EO","Female","265","245","31090","32200"
"In post","2023","London","Barnet","EO","Male","160","155","30860","31450"
"In post","2023","London","Barnet","G6/G7","Female","180","175","60380","56500"
"In post","2023","London","Barnet","G6/G7","Male","150","145","62870","61850"
"In post","2023","London","Barnet","SCS level","Female","25","25","[c]","[c]"
"In post","2023","London","Barnet","SCS level","Male","20","15","[c]","[c]"
"In post","2023","London","Barnet","SEO/HEO","Female","345","335","39180","40880"
"In post","2023","London","Barnet","SEO/HEO","Male","220","215","40910","41280"
"In post","2023","London","Barnet","Unknown","Female","65","65","34150","33050"
