"Status","Year","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cheshire East","Unknown","185","170","30220","28880"
"In post","2023","Cheshire West and Chester","Heterosexual / straight","400","370","30250","28120"
"In post","2023","Cheshire West and Chester","LGBO","35","35","28920","25590"
"In post","2023","Cheshire West and Chester","Undeclared","40","40","29790","27780"
"In post","2023","Cheshire West and Chester","Unknown","55","50","31720","28120"
"In post","2023","Chorley and West Lancashire","Heterosexual / straight","1095","1020","33100","30940"
"In post","2023","Chorley and West Lancashire","LGBO","70","65","32620","31510"
"In post","2023","Chorley and West Lancashire","Undeclared","90","80","34600","32240"
"In post","2023","Chorley and West Lancashire","Unknown","295","270","31010","30440"
"In post","2023","City of Edinburgh","Heterosexual / straight","8160","7810","43170","38330"
"In post","2023","City of Edinburgh","LGBO","820","800","40240","35000"
"In post","2023","City of Edinburgh","Undeclared","675","640","42480","37940"
"In post","2023","City of Edinburgh","Unknown","4490","4265","38680","34100"
"In post","2023","Clackmannanshire and Fife","Heterosexual / straight","745","695","33940","30570"
"In post","2023","Clackmannanshire and Fife","LGBO","35","35","31700","28700"
"In post","2023","Clackmannanshire and Fife","Undeclared","65","60","36650","35090"
"In post","2023","Clackmannanshire and Fife","Unknown","415","385","31950","29100"
"In post","2023","Conwy and Denbighshire","Heterosexual / straight","580","545","36690","32460"
"In post","2023","Conwy and Denbighshire","LGBO","25","25","[c]","[c]"
"In post","2023","Conwy and Denbighshire","Undeclared","65","60","43410","39690"
"In post","2023","Conwy and Denbighshire","Unknown","55","50","30440","28120"
"In post","2023","Cornwall and Isles of Scilly","Heterosexual / straight","1235","1125","29260","28120"
"In post","2023","Cornwall and Isles of Scilly","LGBO","65","60","28130","28120"
"In post","2023","Cornwall and Isles of Scilly","Undeclared","165","150","29250","27600"
"In post","2023","Cornwall and Isles of Scilly","Unknown","260","230","27930","25300"
"In post","2023","Coventry","Heterosexual / straight","1825","1730","38820","36800"
"In post","2023","Coventry","LGBO","95","90","36720","33040"
"In post","2023","Coventry","Undeclared","185","175","38110","34850"
"In post","2023","Coventry","Unknown","410","380","35900","31200"
"In post","2023","Croydon","Heterosexual / straight","7230","6865","41720","36310"
"In post","2023","Croydon","LGBO","330","325","43600","39150"
"In post","2023","Croydon","Undeclared","990","935","41540","36420"
"In post","2023","Croydon","Unknown","2490","2405","37910","32540"
"In post","2023","Darlington","Heterosexual / straight","1350","1295","38790","37590"
"In post","2023","Darlington","LGBO","115","110","37650","31740"
"In post","2023","Darlington","Undeclared","120","115","39570","37470"
"In post","2023","Darlington","Unknown","160","150","35960","31440"
"In post","2023","Derby","Heterosexual / straight","760","685","28840","28120"
"In post","2023","Derby","LGBO","55","50","28160","26840"
"In post","2023","Derby","Undeclared","95","80","29620","24470"
"In post","2023","Derby","Unknown","220","195","26920","24930"
"In post","2023","Derry City and Strabane","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Devon CC","Heterosexual / straight","4300","3975","34800","32000"
"In post","2023","Devon CC","LGBO","265","255","31950","28160"
"In post","2023","Devon CC","Undeclared","670","615","35280","33700"
"In post","2023","Devon CC","Unknown","620","550","28820","28120"
"In post","2023","Dorset","Heterosexual / straight","1585","1485","31940","29890"
"In post","2023","Dorset","LGBO","90","85","31860","30440"
"In post","2023","Dorset","Undeclared","195","180","31900","30410"
"In post","2023","Dorset","Unknown","390","355","30910","28480"
"In post","2023","Dudley","Heterosexual / straight","885","780","26990","28120"
"In post","2023","Dudley","LGBO","55","50","26510","24110"
"In post","2023","Dudley","Undeclared","100","85","25770","23070"
"In post","2023","Dudley","Unknown","220","190","26090","26740"
"In post","2023","Dumfries and Galloway","Heterosexual / straight","330","305","32480","29450"
"In post","2023","Dumfries and Galloway","LGBO","10","10","[c]","[c]"
"In post","2023","Dumfries and Galloway","Undeclared","30","30","31570","28600"
"In post","2023","Dumfries and Galloway","Unknown","210","195","31250","29560"
"In post","2023","Durham","Heterosexual / straight","4030","3645","30050","28120"
"In post","2023","Durham","LGBO","240","230","29660","28120"
"In post","2023","Durham","Undeclared","385","335","29920","28080"
"In post","2023","Durham","Unknown","1305","1195","27810","27380"
"In post","2023","Ealing","Heterosexual / straight","295","280","34610","32520"
"In post","2023","Ealing","LGBO","15","15","[c]","[c]"
"In post","2023","Ealing","Undeclared","50","45","35530","32520"
"In post","2023","Ealing","Unknown","95","90","32860","32520"
"In post","2023","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","790","725","29320","28120"
"In post","2023","East Ayrshire and North Ayrshire mainland","LGBO","25","20","[c]","[c]"
"In post","2023","East Ayrshire and North Ayrshire mainland","Undeclared","70","65","30340","28120"
"In post","2023","East Ayrshire and North Ayrshire mainland","Unknown","175","160","27690","27600"
"In post","2023","East Cumbria","Heterosexual / straight","790","730","30240","26340"
"In post","2023","East Cumbria","LGBO","60","60","28380","25870"
"In post","2023","East Cumbria","Undeclared","110","100","28620","25920"
"In post","2023","East Cumbria","Unknown","145","125","31080","27120"
"In post","2023","East Derbyshire","Heterosexual / straight","280","250","29760","28120"
"In post","2023","East Derbyshire","LGBO","15","15","[c]","[c]"
"In post","2023","East Derbyshire","Undeclared","40","35","29570","28120"
"In post","2023","East Derbyshire","Unknown","50","45","30030","28120"
"In post","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","1510","1445","33780","30300"
"In post","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","45","45","32270","30210"
"In post","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","145","135","36090","34300"
"In post","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","625","605","31060","28490"
"In post","2023","East Kent","Heterosexual / straight","3245","3015","30240","27650"
"In post","2023","East Kent","LGBO","175","165","29850","27100"
"In post","2023","East Kent","Undeclared","520","475","30690","27650"
"In post","2023","East Kent","Unknown","1035","990","27200","25750"
"In post","2023","East Lancashire","Heterosexual / straight","320","300","29770","28120"
"In post","2023","East Lancashire","LGBO","20","20","[c]","[c]"
"In post","2023","East Lancashire","Undeclared","30","30","29920","28120"
"In post","2023","East Lancashire","Unknown","85","75","28960","28120"
"In post","2023","East Lothian and Midlothian","Heterosexual / straight","100","90","32710","28120"
"In post","2023","East Lothian and Midlothian","LGBO","5","5","[c]","[c]"
"In post","2023","East Lothian and Midlothian","Undeclared","10","10","[c]","[c]"
"In post","2023","East Lothian and Midlothian","Unknown","25","20","[c]","[c]"
"In post","2023","East Merseyside","Heterosexual / straight","805","725","30180","28120"
"In post","2023","East Merseyside","LGBO","35","35","33290","29050"
"In post","2023","East Merseyside","Undeclared","90","80","30600","28120"
"In post","2023","East Merseyside","Unknown","195","175","28540","28120"
"In post","2023","East Riding of Yorkshire","Heterosexual / straight","1490","1395","31660","29570"
"In post","2023","East Riding of Yorkshire","LGBO","70","65","31430","30410"
"In post","2023","East Riding of Yorkshire","Undeclared","190","175","31670","29570"
"In post","2023","East Riding of Yorkshire","Unknown","255","235","30520","28880"
"In post","2023","East Surrey","Heterosexual / straight","720","680","36080","35260"
"In post","2023","East Surrey","LGBO","65","65","35590","34110"
"In post","2023","East Surrey","Undeclared","95","90","36890","35810"
"In post","2023","East Surrey","Unknown","165","155","34270","33520"
"In post","2023","East Sussex CC","Heterosexual / straight","1385","1250","29380","28120"
"In post","2023","East Sussex CC","LGBO","110","105","29220","28120"
"In post","2023","East Sussex CC","Undeclared","195","175","31370","28120"
"In post","2023","East Sussex CC","Unknown","305","270","27980","28120"
"In post","2023","Enfield","Heterosexual / straight","195","185","34920","32520"
"In post","2023","Enfield","LGBO","10","10","[c]","[c]"
"In post","2023","Enfield","Undeclared","45","40","31690","32520"
"In post","2023","Enfield","Unknown","70","60","30890","32520"
"In post","2023","Essex Haven Gateway","Heterosexual / straight","645","600","32820","31280"
"In post","2023","Essex Haven Gateway","LGBO","35","35","33690","31280"
"In post","2023","Essex Haven Gateway","Undeclared","90","85","32440","30990"
"In post","2023","Essex Haven Gateway","Unknown","150","145","30040","27500"
"In post","2023","Essex Thames Gateway","Heterosexual / straight","650","590","29930","31280"
"In post","2023","Essex Thames Gateway","LGBO","40","40","30030","31280"
"In post","2023","Essex Thames Gateway","Undeclared","70","60","28260","25720"
"In post","2023","Essex Thames Gateway","Unknown","165","145","28680","25610"
"In post","2023","Falkirk","Heterosexual / straight","1030","900","29640","28120"
"In post","2023","Falkirk","LGBO","50","50","27920","28120"
"In post","2023","Falkirk","Undeclared","75","70","29330","28120"
"In post","2023","Falkirk","Unknown","615","545","30930","28490"
"In post","2023","Fermanagh and Omagh","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Flintshire and Wrexham","Heterosexual / straight","1490","1420","30490","28120"
"In post","2023","Flintshire and Wrexham","LGBO","100","95","29780","28880"
"In post","2023","Flintshire and Wrexham","Undeclared","380","360","30740","30060"
"In post","2023","Flintshire and Wrexham","Unknown","285","255","29080","28120"
"In post","2023","Glasgow City","Heterosexual / straight","10100","9455","35500","31270"
"In post","2023","Glasgow City","LGBO","890","865","33310","29100"
"In post","2023","Glasgow City","Undeclared","1000","910","32620","28120"
"In post","2023","Glasgow City","Unknown","4470","4190","32510","28130"
"In post","2023","Gloucestershire CC","Heterosexual / straight","960","880","33170","28120"
"In post","2023","Gloucestershire CC","LGBO","60","55","29430","28120"
"In post","2023","Gloucestershire CC","Undeclared","160","145","31910","28120"
"In post","2023","Gloucestershire CC","Unknown","265","235","31750","28080"
"In post","2023","Greater Manchester North East","Heterosexual / straight","780","730","30700","28120"
"In post","2023","Greater Manchester North East","LGBO","65","65","32150","28480"
"In post","2023","Greater Manchester North East","Undeclared","95","85","30670","28120"
"In post","2023","Greater Manchester North East","Unknown","160","145","29000","28120"
"In post","2023","Greater Manchester North West","Heterosexual / straight","1515","1390","28000","28120"
"In post","2023","Greater Manchester North West","LGBO","100","95","26750","24570"
"In post","2023","Greater Manchester North West","Undeclared","145","130","26290","23180"
"In post","2023","Greater Manchester North West","Unknown","435","390","26330","26650"
"In post","2023","Greater Manchester South East","Heterosexual / straight","710","645","27920","26650"
"In post","2023","Greater Manchester South East","LGBO","50","45","25050","22930"
"In post","2023","Greater Manchester South East","Undeclared","90","80","26580","26960"
"In post","2023","Greater Manchester South East","Unknown","185","165","27130","22400"
"In post","2023","Greater Manchester South West","Heterosexual / straight","6125","5820","36080","34400"
"In post","2023","Greater Manchester South West","LGBO","590","580","33720","31320"
"In post","2023","Greater Manchester South West","Undeclared","660","615","35640","33220"
"In post","2023","Greater Manchester South West","Unknown","2830","2695","32190","28130"
"In post","2023","Gwent Valleys","Heterosexual / straight","575","525","33550","28120"
"In post","2023","Gwent Valleys","LGBO","30","30","31800","28120"
"In post","2023","Gwent Valleys","Undeclared","60","55","33840","28120"
"In post","2023","Gwent Valleys","Unknown","70","65","28240","28120"
"In post","2023","Gwynedd","Heterosexual / straight","570","530","28840","27890"
"In post","2023","Gwynedd","LGBO","25","25","[c]","[c]"
"In post","2023","Gwynedd","Undeclared","85","75","28110","25620"
"In post","2023","Gwynedd","Unknown","140","125","25090","22150"
"In post","2023","Hackney and Newham","Heterosexual / straight","4315","4085","43380","39450"
"In post","2023","Hackney and Newham","LGBO","240","235","48260","39880"
"In post","2023","Hackney and Newham","Undeclared","595","560","43310","39790"
"In post","2023","Hackney and Newham","Unknown","2120","2015","40220","39110"
"In post","2023","Haringey and Islington","Heterosexual / straight","1005","955","34400","32520"
"In post","2023","Haringey and Islington","LGBO","65","65","35300","33800"
"In post","2023","Haringey and Islington","Undeclared","115","110","33820","32520"
"In post","2023","Haringey and Islington","Unknown","330","300","33140","32520"
"In post","2023","Harrow and Hillingdon","Heterosexual / straight","2415","2200","33160","30510"
"In post","2023","Harrow and Hillingdon","LGBO","70","65","31440","30200"
"In post","2023","Harrow and Hillingdon","Undeclared","410","360","34170","31230"
"In post","2023","Harrow and Hillingdon","Unknown","715","680","31440","29750"
"In post","2023","Hartlepool and Stockton-on-Tees","Heterosexual / straight","1055","985","30590","28880"
"In post","2023","Hartlepool and Stockton-on-Tees","LGBO","60","55","28980","28880"
"In post","2023","Hartlepool and Stockton-on-Tees","Undeclared","75","70","34330","32920"
"In post","2023","Hartlepool and Stockton-on-Tees","Unknown","160","145","29750","28480"
"In post","2023","Heart of Essex","Heterosexual / straight","890","840","34380","31280"
"In post","2023","Heart of Essex","LGBO","50","50","34540","31280"
"In post","2023","Heart of Essex","Undeclared","90","80","33270","30210"
"In post","2023","Heart of Essex","Unknown","205","190","31750","28880"
"In post","2023","Herefordshire, County of","Heterosexual / straight","330","315","30400","27480"
"In post","2023","Herefordshire, County of","LGBO","10","10","[c]","[c]"
"In post","2023","Herefordshire, County of","Undeclared","35","30","36170","33990"
"In post","2023","Herefordshire, County of","Unknown","100","95","28210","26070"
"In post","2023","Hertfordshire CC","Heterosexual / straight","2055","1935","37630","32520"
"In post","2023","Hertfordshire CC","LGBO","105","100","37090","32520"
"In post","2023","Hertfordshire CC","Undeclared","235","220","36950","32520"
"In post","2023","Hertfordshire CC","Unknown","435","400","36380","31280"
"In post","2023","Hounslow and Richmond upon Thames","Heterosexual / straight","1835","1740","35150","32720"
"In post","2023","Hounslow and Richmond upon Thames","LGBO","135","130","34780","34110"
"In post","2023","Hounslow and Richmond upon Thames","Undeclared","270","245","35670","32720"
"In post","2023","Hounslow and Richmond upon Thames","Unknown","685","655","33900","32180"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","685","620","33320","28120"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","25","25","[c]","[c]"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","95","80","31030","28120"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","295","265","30350","28120"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","810","765","31490","28120"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","30","30","30750","28120"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","80","75","32060","28120"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","315","295","32110","29500"
"In post","2023","Isle of Anglesey","Heterosexual / straight","185","170","29820","27690"
"In post","2023","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Isle of Anglesey","Undeclared","40","40","30220","27880"
"In post","2023","Isle of Anglesey","Unknown","40","35","26780","25880"
"In post","2023","Isle of Wight","Heterosexual / straight","680","625","29980","28480"
"In post","2023","Isle of Wight","LGBO","60","55","28140","28120"
"In post","2023","Isle of Wight","Undeclared","75","65","28720","28120"
"In post","2023","Isle of Wight","Unknown","120","110","29970","29050"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","575","550","34830","33800"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","LGBO","35","35","37940","35590"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","50","45","36180","33800"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","Unknown","205","190","34400","33330"
"In post","2023","Kent Thames Gateway","Heterosexual / straight","1075","1010","32420","31890"
"In post","2023","Kent Thames Gateway","LGBO","75","75","32820","32410"
"In post","2023","Kent Thames Gateway","Undeclared","90","85","33200","31770"
"In post","2023","Kent Thames Gateway","Unknown","290","270","30690","30880"
"In post","2023","Kingston upon Hull, City of","Heterosexual / straight","1515","1375","30260","28120"
"In post","2023","Kingston upon Hull, City of","LGBO","105","100","28990","28120"
"In post","2023","Kingston upon Hull, City of","Undeclared","195","175","30760","28120"
"In post","2023","Kingston upon Hull, City of","Unknown","360","325","28620","28080"
"In post","2023","Lambeth","Heterosexual / straight","1755","1695","43640","41910"
"In post","2023","Lambeth","LGBO","120","120","42010","37480"
"In post","2023","Lambeth","Undeclared","190","185","41730","39150"
"In post","2023","Lambeth","Unknown","370","355","40400","36140"
"In post","2023","Lancaster and Wyre","Heterosexual / straight","835","770","31000","28120"
"In post","2023","Lancaster and Wyre","LGBO","45","40","28120","27140"
"In post","2023","Lancaster and Wyre","Undeclared","80","75","31830","28120"
"In post","2023","Lancaster and Wyre","Unknown","245","230","28310","27140"
"In post","2023","Leeds","Heterosexual / straight","9065","8560","37220","34170"
"In post","2023","Leeds","LGBO","735","715","36290","33020"
"In post","2023","Leeds","Undeclared","1130","1060","37300","34170"
"In post","2023","Leeds","Unknown","2990","2840","33160","28130"
"In post","2023","Leicester","Heterosexual / straight","1670","1530","28970","28080"
"In post","2023","Leicester","LGBO","90","85","28880","27120"
"In post","2023","Leicester","Undeclared","220","195","28930","28080"
"In post","2023","Leicester","Unknown","395","355","27820","28080"
"In post","2023","Leicestershire CC and Rutland","Heterosexual / straight","1465","1370","31810","28880"
"In post","2023","Leicestershire CC and Rutland","LGBO","95","90","29570","28480"
"In post","2023","Leicestershire CC and Rutland","Undeclared","185","170","33850","30850"
"In post","2023","Leicestershire CC and Rutland","Unknown","340","315","28560","27260"
"In post","2023","Lewisham and Southwark","Heterosexual / straight","795","755","35590","32520"
"In post","2023","Lewisham and Southwark","LGBO","70","70","38270","32750"
"In post","2023","Lewisham and Southwark","Undeclared","110","100","34330","32520"
"In post","2023","Lewisham and Southwark","Unknown","230","215","33480","32520"
