"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","SEO","150","[c]","41460","40450"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","HEO","40","[c]","34310","33730"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","SEO","40","[c]","42890","42820"
"Leaver CS","2023","Unknown","Grants Management","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","AA/AO","AO","65","[c]","22330","22220"
"Leaver CS","2023","Unknown","Human Resources","EO","EO","75","[c]","27180","27470"
"Leaver CS","2023","Unknown","Human Resources","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","HEO","85","[c]","40410","38890"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","AA/AO","AO","45","[c]","23310","23650"
"Leaver CS","2023","Unknown","Legal","EO","EO","35","[c]","28200","27850"
"Leaver CS","2023","Unknown","Legal","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","G6/G7","G7","55","[c]","54440","54100"
"Leaver CS","2023","Unknown","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","AA","620","[c]","20500","19860"
"Leaver CS","2023","Unknown","No function","AA/AO","AO","3110","[c]","22810","22240"
"Leaver CS","2023","Unknown","No function","EO","EO","1540","[c]","29310","28120"
"Leaver CS","2023","Unknown","No function","G6/G7","G6","155","[c]","68020","66230"
"Leaver CS","2023","Unknown","No function","G6/G7","G7","320","[c]","55510","54580"
"Leaver CS","2023","Unknown","No function","SCS level","SCS level","90","[c]","100200","93000"
"Leaver CS","2023","Unknown","No function","SEO/HEO","HEO","625","[c]","35020","33890"
"Leaver CS","2023","Unknown","No function","SEO/HEO","SEO","410","[c]","42040","41440"
"Leaver CS","2023","Unknown","No function","Unknown","Unknown","515","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","G7","60","[c]","52200","51360"
"Leaver CS","2023","Unknown","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SEO/HEO","HEO","70","[c]","32230","32550"
"Leaver CS","2023","Unknown","Project Delivery","SEO/HEO","SEO","60","[c]","41030","40000"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","AA","35","[c]","20240","19770"
"Leaver CS","2023","Unknown","Property","AA/AO","AO","50","[c]","23760","22520"
"Leaver CS","2023","Unknown","Property","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","AA/AO","AA","95","[c]","24610","25000"
"Leaver CS","2023","Unknown","Security","AA/AO","AO","120","[c]","32410","29840"
"Leaver CS","2023","Unknown","Security","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","AA","145","[c]","22780","22180"
"Leaver CS","2023","Unknown","Unknown","AA/AO","AO","115","[c]","24690","25540"
"Leaver CS","2023","Unknown","Unknown","EO","EO","275","[c]","27540","29100"
"Leaver CS","2023","Unknown","Unknown","G6/G7","G6","130","[c]","76450","76720"
"Leaver CS","2023","Unknown","Unknown","G6/G7","G7","250","[c]","56060","54870"
"Leaver CS","2023","Unknown","Unknown","SCS level","SCS level","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","HEO","325","[c]","33780","33520"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","SEO","215","[c]","44290","42860"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","200","[c]","36860","33920"
"Leaver Dept.","2023","Declared disabled","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO/HEO","HEO","40","[c]","33620","33570"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","AA/AO","AO","220","[c]","22120","21690"
"Leaver Dept.","2023","Declared disabled","No function","EO","EO","295","[c]","28430","28120"
"Leaver Dept.","2023","Declared disabled","No function","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","G6/G7","G7","85","[c]","54610","54630"
"Leaver Dept.","2023","Declared disabled","No function","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","SEO/HEO","HEO","150","[c]","34020","34170"
"Leaver Dept.","2023","Declared disabled","No function","SEO/HEO","SEO","95","[c]","40420","40050"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","G6/G7","G7","60","[c]","57340","57500"
"Leaver Dept.","2023","Declared non-disabled","Analysis","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","SEO/HEO","HEO","110","[c]","33690","33610"
"Leaver Dept.","2023","Declared non-disabled","Analysis","SEO/HEO","SEO","85","[c]","42520","42980"
"Leaver Dept.","2023","Declared non-disabled","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","SEO/HEO","SEO","65","[c]","41650","41880"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","SEO/HEO","HEO","65","[c]","34340","33630"
"Leaver Dept.","2023","Declared non-disabled","Communications","SEO/HEO","SEO","45","[c]","42760","41930"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","EO","EO","120","[c]","29130","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","AA/AO","AO","100","[c]","21610","21690"
"Leaver Dept.","2023","Declared non-disabled","Debt","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","EO","EO","70","[c]","27430","27170"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","G7","95","[c]","54640","54510"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","HEO","95","[c]","33640","33990"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","SEO","100","[c]","41190","40390"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","EO","EO","45","[c]","28050","28120"
"Leaver Dept.","2023","Declared non-disabled","Finance","G6/G7","G6","30","[c]","69960","70440"
"Leaver Dept.","2023","Declared non-disabled","Finance","G6/G7","G7","45","[c]","54360","53190"
"Leaver Dept.","2023","Declared non-disabled","Finance","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","SEO/HEO","HEO","55","[c]","34700","34170"
"Leaver Dept.","2023","Declared non-disabled","Finance","SEO/HEO","SEO","65","[c]","40650","40320"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","AA/AO","AO","30","[c]","21800","22150"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","AA/AO","AO","65","[c]","21930","21720"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","EO","EO","100","[c]","27520","27570"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","G6/G7","G7","60","[c]","54200","54800"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","SEO/HEO","HEO","140","[c]","32670","32400"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","SEO/HEO","SEO","95","[c]","41190","41240"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","EO","EO","40","[c]","27810","27760"
"Leaver Dept.","2023","Declared non-disabled","Legal","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","G6/G7","G7","40","[c]","54880","52790"
"Leaver Dept.","2023","Declared non-disabled","Legal","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","AA/AO","AA","60","[c]","20310","19930"
"Leaver Dept.","2023","Declared non-disabled","No function","AA/AO","AO","1210","[c]","22070","21690"
"Leaver Dept.","2023","Declared non-disabled","No function","EO","EO","1695","[c]","28250","28120"
"Leaver Dept.","2023","Declared non-disabled","No function","G6/G7","G6","205","[c]","66870","66220"
"Leaver Dept.","2023","Declared non-disabled","No function","G6/G7","G7","590","[c]","55190","54700"
"Leaver Dept.","2023","Declared non-disabled","No function","SCS level","SCS level","140","[c]","89160","81190"
"Leaver Dept.","2023","Declared non-disabled","No function","SEO/HEO","HEO","975","[c]","34000","34170"
"Leaver Dept.","2023","Declared non-disabled","No function","SEO/HEO","SEO","640","[c]","41270","41120"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","Unknown","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
