"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","The National Archives","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","The National Archives","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","The National Archives","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The National Archives","The National Archives","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Transport Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Export Finance","UK Export Finance","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","AA","45","[c]","20710","20100"
"Leaver CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","AO","130","[c]","21600","20880"
"Leaver CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","EO","185","[c]","25780","26010"
"Leaver CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","G6","40","[c]","68580","66910"
"Leaver CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","G7","110","[c]","52680","52610"
"Leaver CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","HEO","285","[c]","32320","32330"
"Leaver CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","SCS level","35","[c]","110420","109830"
"Leaver CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","SEO","230","[c]","40000","40470"
"Leaver CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","AA","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","AO","150","[c]","20610","20350"
"Leaver CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","EO","30","[c]","25340","24840"
"Leaver CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","HEO","40","[c]","31940","31560"
"Leaver CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","SEO","40","[c]","38510","37770"
"Leaver CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","AO","35","[c]","22830","22520"
"Leaver CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","EO","35","[c]","28030","27370"
"Leaver CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","SEO","45","[c]","46460","46730"
"Leaver CS","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","EO","35","[c]","28310","29430"
"Leaver CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","HEO","35","[c]","36490","38160"
"Leaver CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","SEO","35","[c]","46310","47470"
"Leaver CS","2023","Declared non-disabled","Welsh Revenue Authority","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Building Digital UK","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","G6","[c]","[c]","[c]","[c]"
