"Status","Year","Disability","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Northern Ireland","Male","165","160","30290","27890"
"In post","2023","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Female","1800","1540","29030","28120"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Male","1085","1010","30800","28120"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outer London - East and North East","Female","440","395","31990","32520"
"In post","2023","Declared disabled","Outer London - East and North East","Male","200","195","32550","32520"
"In post","2023","Declared disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outer London - South","Female","800","740","37480","32520"
"In post","2023","Declared disabled","Outer London - South","Male","460","445","42310","38470"
"In post","2023","Declared disabled","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outer London - West and North West","Female","530","475","33730","32520"
"In post","2023","Declared disabled","Outer London - West and North West","Male","390","365","34820","32520"
"In post","2023","Declared disabled","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Female","75","75","48400","44650"
"In post","2023","Declared disabled","Overseas","Male","115","115","49580","44770"
"In post","2023","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Female","715","640","31670","28120"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Male","525","500","32930","29730"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","South Yorkshire","Female","920","800","32070","28120"
"In post","2023","Declared disabled","South Yorkshire","Male","550","520","33580","30330"
"In post","2023","Declared disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Southern Scotland","Female","320","275","28960","28120"
"In post","2023","Declared disabled","Southern Scotland","Male","175","160","31650","28120"
"In post","2023","Declared disabled","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Female","720","640","30850","28120"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Male","450","415","32150","28310"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Tees Valley and Durham","Female","915","800","29620","28120"
"In post","2023","Declared disabled","Tees Valley and Durham","Male","510","475","30610","28120"
"In post","2023","Declared disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Female","75","65","34040","28120"
"In post","2023","Declared disabled","Unknown","Male","45","45","34400","28120"
"In post","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","West Central Scotland","Female","1340","1180","30680","28120"
"In post","2023","Declared disabled","West Central Scotland","Male","920","865","32090","28120"
"In post","2023","Declared disabled","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","West Midlands","Female","1740","1540","30560","28120"
"In post","2023","Declared disabled","West Midlands","Male","935","885","32460","28120"
"In post","2023","Declared disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","West Wales and The Valleys","Female","1470","1265","27370","26960"
"In post","2023","Declared disabled","West Wales and The Valleys","Male","730","690","29410","28120"
"In post","2023","Declared disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","West Yorkshire","Female","1450","1300","32520","28120"
"In post","2023","Declared disabled","West Yorkshire","Male","845","800","33920","29050"
"In post","2023","Declared disabled","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Female","1790","1620","33960","31270"
"In post","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Male","1285","1250","36270","32410"
"In post","2023","Declared non-disabled","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","3075","2840","33880","31270"
"In post","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","2725","2655","37650","34300"
"In post","2023","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Cheshire","Female","1445","1320","33030","28880"
"In post","2023","Declared non-disabled","Cheshire","Male","1010","975","35370","32550"
"In post","2023","Declared non-disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","Female","670","585","28470","28120"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","Male","500","485","29980","28090"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Cumbria","Female","935","830","29330","25920"
"In post","2023","Declared non-disabled","Cumbria","Male","630","615","32770","28120"
"In post","2023","Declared non-disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Female","5165","4670","33320","28480"
"In post","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Male","3860","3740","35690","32710"
"In post","2023","Declared non-disabled","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Devon","Female","3255","2865","32740","28120"
"In post","2023","Declared non-disabled","Devon","Male","3320","3185","36560","33960"
"In post","2023","Declared non-disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Dorset and Somerset","Female","1825","1630","30960","28120"
"In post","2023","Declared non-disabled","Dorset and Somerset","Male","1775","1715","34060","31920"
"In post","2023","Declared non-disabled","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","East Anglia","Female","4510","4060","31150","28120"
"In post","2023","Declared non-disabled","East Anglia","Male","4050","3910","33880","31650"
"In post","2023","Declared non-disabled","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","East Wales","Female","7760","7120","35900","31330"
"In post","2023","Declared non-disabled","East Wales","Male","6320","6130","38600","34300"
"In post","2023","Declared non-disabled","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Female","1860","1640","29380","28120"
"In post","2023","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Male","1655","1570","31770","29570"
"In post","2023","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Eastern Scotland","Female","6305","5810","38340","33260"
"In post","2023","Declared non-disabled","Eastern Scotland","Male","4820","4695","40020","34730"
"In post","2023","Declared non-disabled","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Essex","Female","1790","1605","31530","31270"
"In post","2023","Declared non-disabled","Essex","Male","1185","1140","33230","31280"
"In post","2023","Declared non-disabled","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","9340","8605","37110","33990"
"In post","2023","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","10275","10025","41770","39500"
"In post","2023","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Greater Manchester","Female","7650","7050","33690","28480"
"In post","2023","Declared non-disabled","Greater Manchester","Male","6320","6160","36160","32310"
"In post","2023","Declared non-disabled","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Hampshire and Isle of Wight","Female","4840","4390","33780","30650"
"In post","2023","Declared non-disabled","Hampshire and Isle of Wight","Male","4590","4385","37540","34020"
"In post","2023","Declared non-disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Female","1535","1390","30380","28120"
"In post","2023","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Male","1180","1140","32060","28880"
"In post","2023","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Highlands and Islands","Female","735","670","31010","28120"
"In post","2023","Declared non-disabled","Highlands and Islands","Male","635","615","32360","29560"
"In post","2023","Declared non-disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inner London - East","Female","6005","5625","43460","39110"
"In post","2023","Declared non-disabled","Inner London - East","Male","5145","5030","47680","41910"
"In post","2023","Declared non-disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inner London - West","Female","19155","18290","49740","45750"
"In post","2023","Declared non-disabled","Inner London - West","Male","16755","16545","52000","52020"
"In post","2023","Declared non-disabled","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Kent","Female","2910","2640","30940","28880"
"In post","2023","Declared non-disabled","Kent","Male","2700","2595","32240","31280"
"In post","2023","Declared non-disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Lancashire","Female","5895","5230","30540","28120"
"In post","2023","Declared non-disabled","Lancashire","Male","4160","3980","32640","28120"
"In post","2023","Declared non-disabled","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Female","2465","2180","29390","28080"
"In post","2023","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Male","1645","1585","31540","28480"
"In post","2023","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Lincolnshire","Female","1080","995","29640","28120"
"In post","2023","Declared non-disabled","Lincolnshire","Male","940","905","32730","30470"
"In post","2023","Declared non-disabled","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Merseyside","Female","8515","7635","30960","28120"
"In post","2023","Declared non-disabled","Merseyside","Male","5550","5375","33110","28120"
"In post","2023","Declared non-disabled","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North Eastern Scotland","Female","535","475","35900","30440"
"In post","2023","Declared non-disabled","North Eastern Scotland","Male","530","510","45500","38210"
"In post","2023","Declared non-disabled","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North Yorkshire","Female","1640","1525","34510","30810"
"In post","2023","Declared non-disabled","North Yorkshire","Male","1495","1455","35500","32040"
"In post","2023","Declared non-disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","Female","1230","1135","32160","28130"
"In post","2023","Declared non-disabled","Northern Ireland","Male","1375","1340","31390","27890"
"In post","2023","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northumberland, and Tyne and Wear","Female","8980","7870","31040","28120"
"In post","2023","Declared non-disabled","Northumberland, and Tyne and Wear","Male","6400","6180","34540","28130"
"In post","2023","Declared non-disabled","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outer London - East and North East","Female","1725","1530","32130","32520"
"In post","2023","Declared non-disabled","Outer London - East and North East","Male","1155","1125","34450","32520"
"In post","2023","Declared non-disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outer London - South","Female","4440","4095","39500","35260"
"In post","2023","Declared non-disabled","Outer London - South","Male","3275","3205","43260","39190"
"In post","2023","Declared non-disabled","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Outer London - West and North West","Female","3185","2890","34780","32520"
"In post","2023","Declared non-disabled","Outer London - West and North West","Male","2610","2490","35690","32520"
"In post","2023","Declared non-disabled","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Female","765","760","51570","47710"
"In post","2023","Declared non-disabled","Overseas","Male","1190","1185","51930","49280"
"In post","2023","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Shropshire and Staffordshire","Female","3350","3070","32540","28480"
"In post","2023","Declared non-disabled","Shropshire and Staffordshire","Male","2740","2650","35580","32730"
"In post","2023","Declared non-disabled","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South Yorkshire","Female","4155","3640","33250","28120"
"In post","2023","Declared non-disabled","South Yorkshire","Male","2980","2880","36340","32160"
"In post","2023","Declared non-disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Southern Scotland","Female","1955","1720","30720","28120"
"In post","2023","Declared non-disabled","Southern Scotland","Male","1330","1275","32300","28140"
"In post","2023","Declared non-disabled","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Surrey, East and West Sussex","Female","3420","3055","32680","29050"
"In post","2023","Declared non-disabled","Surrey, East and West Sussex","Male","2455","2345","34870","31280"
"In post","2023","Declared non-disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Tees Valley and Durham","Female","4135","3695","30620","28120"
"In post","2023","Declared non-disabled","Tees Valley and Durham","Male","2720","2590","32590","30410"
"In post","2023","Declared non-disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Female","290","275","35330","28120"
"In post","2023","Declared non-disabled","Unknown","Male","295","285","36510","28880"
"In post","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Central Scotland","Female","6885","6235","33550","28120"
"In post","2023","Declared non-disabled","West Central Scotland","Male","5345","5190","35480","30950"
"In post","2023","Declared non-disabled","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Midlands","Female","7930","7120","32310","28120"
"In post","2023","Declared non-disabled","West Midlands","Male","5395","5235","34690","28850"
"In post","2023","Declared non-disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Wales and The Valleys","Female","7645","6740","29920","27890"
"In post","2023","Declared non-disabled","West Wales and The Valleys","Male","4715","4545","32930","28120"
"In post","2023","Declared non-disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","West Yorkshire","Female","6960","6285","34300","29180"
"In post","2023","Declared non-disabled","West Yorkshire","Male","5410","5225","36240","32160"
"In post","2023","Declared non-disabled","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Bedfordshire and Hertfordshire","Female","130","120","34590","31280"
"In post","2023","Undeclared","Bedfordshire and Hertfordshire","Male","125","125","35780","34020"
"In post","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Female","350","315","36350","34080"
"In post","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Male","425","410","40220","38150"
"In post","2023","Undeclared","Cheshire","Female","125","115","31220","28120"
"In post","2023","Undeclared","Cheshire","Male","140","130","34110","32920"
"In post","2023","Undeclared","Cornwall and Isles of Scilly","Female","35","30","27980","28120"
"In post","2023","Undeclared","Cornwall and Isles of Scilly","Male","55","50","31290","27470"
"In post","2023","Undeclared","Cumbria","Female","70","65","26880","24910"
"In post","2023","Undeclared","Cumbria","Male","65","60","31250","28120"
"In post","2023","Undeclared","Derbyshire and Nottinghamshire","Female","420","380","33800","29050"
"In post","2023","Undeclared","Derbyshire and Nottinghamshire","Male","385","365","34900","32920"
"In post","2023","Undeclared","Devon","Female","175","150","30440","28120"
"In post","2023","Undeclared","Devon","Male","270","255","33470","32500"
"In post","2023","Undeclared","Dorset and Somerset","Female","145","130","31680","28120"
"In post","2023","Undeclared","Dorset and Somerset","Male","230","215","33690","32920"
"In post","2023","Undeclared","East Anglia","Female","425","380","32680","29000"
"In post","2023","Undeclared","East Anglia","Male","585","545","35050","32920"
"In post","2023","Undeclared","East Wales","Female","355","325","33350","28760"
"In post","2023","Undeclared","East Wales","Male","520","495","35150","32420"
"In post","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Female","130","115","32110","29050"
"In post","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Male","230","215","32690","32920"
"In post","2023","Undeclared","Eastern Scotland","Female","290","265","35650","29730"
"In post","2023","Undeclared","Eastern Scotland","Male","255","245","35780","30060"
"In post","2023","Undeclared","Essex","Female","130","115","31930","29990"
"In post","2023","Undeclared","Essex","Male","115","110","35620","31280"
"In post","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Female","765","705","37950","34700"
"In post","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Male","1020","990","42980","41200"
"In post","2023","Undeclared","Greater Manchester","Female","570","525","33070","28480"
"In post","2023","Undeclared","Greater Manchester","Male","665","635","35370","32920"
"In post","2023","Undeclared","Hampshire and Isle of Wight","Female","380","345","32390","28120"
"In post","2023","Undeclared","Hampshire and Isle of Wight","Male","545","510","34530","32920"
"In post","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Female","180","165","30940","28120"
"In post","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Male","195","185","33320","33170"
"In post","2023","Undeclared","Highlands and Islands","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Highlands and Islands","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Inner London - East","Female","535","505","42710","37170"
"In post","2023","Undeclared","Inner London - East","Male","520","500","46600","39790"
"In post","2023","Undeclared","Inner London - West","Female","1515","1455","48030","43650"
"In post","2023","Undeclared","Inner London - West","Male","1655","1630","51020","47060"
"In post","2023","Undeclared","Kent","Female","295","270","31300","30910"
"In post","2023","Undeclared","Kent","Male","360","340","33110","32110"
"In post","2023","Undeclared","Lancashire","Female","475","425","30540","28120"
"In post","2023","Undeclared","Lancashire","Male","475","440","32280","32340"
"In post","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Female","205","180","28130","27470"
"In post","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Male","210","205","32410","32420"
"In post","2023","Undeclared","Lincolnshire","Female","100","90","29410","27470"
"In post","2023","Undeclared","Lincolnshire","Male","150","140","32770","32060"
"In post","2023","Undeclared","Merseyside","Female","445","400","31620","28120"
"In post","2023","Undeclared","Merseyside","Male","445","425","34350","31390"
"In post","2023","Undeclared","North Eastern Scotland","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","North Eastern Scotland","Male","30","30","[c]","[c]"
"In post","2023","Undeclared","North Yorkshire","Female","155","145","35140","32920"
"In post","2023","Undeclared","North Yorkshire","Male","185","180","36410","32920"
"In post","2023","Undeclared","Northern Ireland","Female","100","95","32800","31260"
"In post","2023","Undeclared","Northern Ireland","Male","115","110","30500","26810"
"In post","2023","Undeclared","Northumberland, and Tyne and Wear","Female","480","420","30570","27890"
"In post","2023","Undeclared","Northumberland, and Tyne and Wear","Male","575","555","34020","28130"
"In post","2023","Undeclared","Outer London - East and North East","Female","140","125","31890","32520"
"In post","2023","Undeclared","Outer London - East and North East","Male","145","140","35370","35030"
"In post","2023","Undeclared","Outer London - South","Female","325","305","40070","35260"
"In post","2023","Undeclared","Outer London - South","Male","275","265","44480","39790"
"In post","2023","Undeclared","Outer London - West and North West","Female","415","380","42450","36180"
"In post","2023","Undeclared","Outer London - West and North West","Male","365","350","43000","36920"
"In post","2023","Undeclared","Overseas","Female","50","50","52520","53640"
"In post","2023","Undeclared","Overseas","Male","90","90","54900","53970"
"In post","2023","Undeclared","Shropshire and Staffordshire","Female","265","240","33020","28480"
"In post","2023","Undeclared","Shropshire and Staffordshire","Male","355","335","34130","32910"
"In post","2023","Undeclared","South Yorkshire","Female","265","240","33510","31270"
"In post","2023","Undeclared","South Yorkshire","Male","310","295","35760","32920"
"In post","2023","Undeclared","Southern Scotland","Female","75","65","31740","27690"
"In post","2023","Undeclared","Southern Scotland","Male","75","70","31410","28120"
"In post","2023","Undeclared","Surrey, East and West Sussex","Female","295","270","34780","31270"
"In post","2023","Undeclared","Surrey, East and West Sussex","Male","320","305","36310","34040"
"In post","2023","Undeclared","Tees Valley and Durham","Female","315","275","30770","28120"
"In post","2023","Undeclared","Tees Valley and Durham","Male","425","380","33060","32920"
"In post","2023","Undeclared","Unknown","Female","20","20","[c]","[c]"
