"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Mixed","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Debt","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Debt","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","AA/AO","AA","55","[c]","22500","23230"
"New entrant CS","2023","Mixed","No function","AA/AO","AO","280","[c]","25510","22740"
"New entrant CS","2023","Mixed","No function","EO","EO","125","[c]","28220","28120"
"New entrant CS","2023","Mixed","No function","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","SEO/HEO","HEO","70","[c]","33510","33100"
"New entrant CS","2023","Mixed","No function","SEO/HEO","SEO","35","[c]","42260","42000"
"New entrant CS","2023","Mixed","No function","Unknown","Unknown","140","[c]","23870","23640"
"New entrant CS","2023","Mixed","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Debt","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Debt","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","AA/AO","AO","75","[c]","25100","23210"
"New entrant CS","2023","Other ethnicity","No function","EO","EO","40","[c]","27700","27820"
"New entrant CS","2023","Other ethnicity","No function","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
