"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Legal","Operational Delivery","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","London","Heterosexual / straight","30","[c]","53600","56890"
"Leaver CS","2023","No function","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Geography","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Inspector of Education and Training","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Inspector of Education and Training","Outside London","Heterosexual / straight","115","[c]","67890","77470"
"Leaver CS","2023","No function","Inspector of Education and Training","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","London","Heterosexual / straight","50","[c]","36010","36070"
"Leaver CS","2023","No function","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","Outside London","Heterosexual / straight","60","[c]","29860","27650"
"Leaver CS","2023","No function","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","London","Heterosexual / straight","40","[c]","51660","51710"
"Leaver CS","2023","No function","International Trade","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","Outside London","Heterosexual / straight","55","[c]","41720","43060"
"Leaver CS","2023","No function","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Outside London","Heterosexual / straight","205","[c]","47900","40590"
"Leaver CS","2023","No function","Medicine","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Outside London","Unknown","75","[c]","52140","40590"
"Leaver CS","2023","No function","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","London","Heterosexual / straight","2075","[c]","34580","31060"
"Leaver CS","2023","No function","Operational Delivery","London","LGBO","205","[c]","36390","32000"
"Leaver CS","2023","No function","Operational Delivery","London","Undeclared","255","[c]","33890","31060"
"Leaver CS","2023","No function","Operational Delivery","London","Unknown","1120","[c]","36500","31060"
"Leaver CS","2023","No function","Operational Delivery","Outside London","Heterosexual / straight","11670","[c]","27200","26050"
"Leaver CS","2023","No function","Operational Delivery","Outside London","LGBO","975","[c]","26530","25900"
"Leaver CS","2023","No function","Operational Delivery","Outside London","Undeclared","1370","[c]","26850","24650"
"Leaver CS","2023","No function","Operational Delivery","Outside London","Unknown","6340","[c]","26590","23310"
"Leaver CS","2023","No function","Operational Delivery","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Unknown","Heterosexual / straight","45","[c]","31380","28120"
"Leaver CS","2023","No function","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Delivery","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","London","Heterosexual / straight","90","[c]","39610","33810"
"Leaver CS","2023","No function","Other","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Outside London","Heterosexual / straight","285","[c]","28940","22220"
"Leaver CS","2023","No function","Other","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Outside London","Undeclared","40","[c]","27940","22280"
"Leaver CS","2023","No function","Other","Outside London","Unknown","75","[c]","27090","22920"
"Leaver CS","2023","No function","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","London","Heterosexual / straight","850","[c]","49260","50690"
"Leaver CS","2023","No function","Policy","London","LGBO","120","[c]","45970","41440"
"Leaver CS","2023","No function","Policy","London","Undeclared","120","[c]","46450","42750"
"Leaver CS","2023","No function","Policy","London","Unknown","240","[c]","45790","41490"
"Leaver CS","2023","No function","Policy","Outside London","Heterosexual / straight","275","[c]","40390","36340"
"Leaver CS","2023","No function","Policy","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Outside London","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Outside London","Unknown","70","[c]","32390","30690"
"Leaver CS","2023","No function","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","London","Heterosexual / straight","50","[c]","58250","58370"
"Leaver CS","2023","No function","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","London","Heterosexual / straight","90","[c]","38020","35620"
"Leaver CS","2023","No function","Science and Engineering","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Outside London","Heterosexual / straight","655","[c]","35710","33710"
"Leaver CS","2023","No function","Science and Engineering","Outside London","LGBO","35","[c]","32320","29590"
"Leaver CS","2023","No function","Science and Engineering","Outside London","Undeclared","100","[c]","37920","35570"
"Leaver CS","2023","No function","Science and Engineering","Outside London","Unknown","110","[c]","33810","31840"
"Leaver CS","2023","No function","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Social Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","Unknown","725","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","London","Heterosexual / straight","255","[c]","49900","43750"
"Leaver CS","2023","No function","Unknown","London","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","London","Undeclared","40","[c]","44880","37450"
"Leaver CS","2023","No function","Unknown","London","Unknown","105","[c]","44240","40600"
"Leaver CS","2023","No function","Unknown","Outside London","Heterosexual / straight","415","[c]","43780","38650"
"Leaver CS","2023","No function","Unknown","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Outside London","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Outside London","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Inspector of Education and Training","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","Heterosexual / straight","35","[c]","45370","35180"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","London","Heterosexual / straight","135","[c]","50200","46100"
"Leaver CS","2023","Project Delivery","Project Delivery","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","London","Unknown","65","[c]","38870","33300"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","Heterosexual / straight","520","[c]","42020","39520"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","Undeclared","65","[c]","43440","41200"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","Unknown","215","[c]","40880","39890"
"Leaver CS","2023","Project Delivery","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
