"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Operational Delivery","Outside London","Unknown","165","160","33450","31060"
"In post","2023","Analysis","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","Heterosexual / straight","205","195","52960","53480"
"In post","2023","Analysis","Operational Research","London","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","Undeclared","30","30","52070","48320"
"In post","2023","Analysis","Operational Research","London","Unknown","60","60","45550","43350"
"In post","2023","Analysis","Operational Research","Outside London","Heterosexual / straight","345","330","43200","42510"
"In post","2023","Analysis","Operational Research","Outside London","LGBO","30","30","[c]","[c]"
"In post","2023","Analysis","Operational Research","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Analysis","Operational Research","Outside London","Unknown","75","75","40550","39890"
"In post","2023","Analysis","Other","London","Heterosexual / straight","275","260","59800","52020"
"In post","2023","Analysis","Other","London","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Other","London","Undeclared","45","45","57760","48150"
"In post","2023","Analysis","Other","London","Unknown","60","60","43930","36770"
"In post","2023","Analysis","Other","Outside London","Heterosexual / straight","130","125","40990","37680"
"In post","2023","Analysis","Other","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Other","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Other","Outside London","Unknown","35","30","37420","37110"
"In post","2023","Analysis","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","London","Heterosexual / straight","110","105","52390","55370"
"In post","2023","Analysis","Policy","London","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Policy","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Policy","London","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Policy","Outside London","Heterosexual / straight","75","70","45660","38470"
"In post","2023","Analysis","Policy","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Policy","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Policy","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Outside London","Heterosexual / straight","750","720","43650","39890"
"In post","2023","Analysis","Science and Engineering","Outside London","LGBO","60","60","35470","34270"
"In post","2023","Analysis","Science and Engineering","Outside London","Undeclared","40","40","39140","37300"
"In post","2023","Analysis","Science and Engineering","Outside London","Unknown","480","465","40350","38030"
"In post","2023","Analysis","Social Research","London","Heterosexual / straight","395","380","51470","48070"
"In post","2023","Analysis","Social Research","London","LGBO","50","50","49440","44180"
"In post","2023","Analysis","Social Research","London","Undeclared","40","35","48740","46600"
"In post","2023","Analysis","Social Research","London","Unknown","85","80","46520","43610"
"In post","2023","Analysis","Social Research","Outside London","Heterosexual / straight","625","590","41760","39300"
"In post","2023","Analysis","Social Research","Outside London","LGBO","90","85","38150","34290"
"In post","2023","Analysis","Social Research","Outside London","Undeclared","50","50","40600","39300"
"In post","2023","Analysis","Social Research","Outside London","Unknown","105","100","40860","39300"
"In post","2023","Analysis","Statistics","London","Heterosexual / straight","805","780","49950","45960"
"In post","2023","Analysis","Statistics","London","LGBO","85","85","48350","44710"
"In post","2023","Analysis","Statistics","London","Undeclared","80","75","49370","46260"
"In post","2023","Analysis","Statistics","London","Unknown","215","210","39920","36840"
"In post","2023","Analysis","Statistics","Outside London","Heterosexual / straight","1080","1030","43300","40080"
"In post","2023","Analysis","Statistics","Outside London","LGBO","135","135","40300","38470"
"In post","2023","Analysis","Statistics","Outside London","Undeclared","105","100","41020","38210"
"In post","2023","Analysis","Statistics","Outside London","Unknown","220","215","41630","39300"
"In post","2023","Analysis","Statistics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tax","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","London","Heterosexual / straight","70","70","50620","45960"
"In post","2023","Analysis","Unknown","London","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Unknown","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Unknown","London","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Unknown","Outside London","Heterosexual / straight","35","30","43650","39430"
"In post","2023","Analysis","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Unknown","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Commercial","London","Heterosexual / straight","895","880","62880","56200"
"In post","2023","Commercial","Commercial","London","LGBO","60","60","60190","56100"
"In post","2023","Commercial","Commercial","London","Undeclared","105","105","57080","56000"
"In post","2023","Commercial","Commercial","London","Unknown","335","330","53790","55190"
"In post","2023","Commercial","Commercial","Outside London","Heterosexual / straight","3485","3370","44540","40620"
"In post","2023","Commercial","Commercial","Outside London","LGBO","170","165","40070","37300"
"In post","2023","Commercial","Commercial","Outside London","Undeclared","365","345","42280","41200"
"In post","2023","Commercial","Commercial","Outside London","Unknown","815","795","45400","40350"
"In post","2023","Commercial","Commercial","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicine","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","London","Heterosexual / straight","185","185","52650","47250"
"In post","2023","Commercial","Operational Delivery","London","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","London","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","Outside London","Heterosexual / straight","110","105","38490","36550"
"In post","2023","Commercial","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Commercial","Operational Delivery","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Other","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Other","Outside London","Heterosexual / straight","130","120","41530","39650"
"In post","2023","Commercial","Other","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Other","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Commercial","Other","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Policy","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","Outside London","Heterosexual / straight","35","30","53190","52830"
"In post","2023","Commercial","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","Outside London","Heterosexual / straight","55","50","38700","34170"
"In post","2023","Commercial","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Project Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Statistics","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","London","Heterosexual / straight","35","35","58650","56460"
"In post","2023","Commercial","Unknown","London","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","London","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Unknown","Outside London","Heterosexual / straight","65","60","51380","42510"
"In post","2023","Commercial","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Outside London","Unknown","30","30","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","London","Heterosexual / straight","1120","1095","49760","45980"
"In post","2023","Communications","Communications","London","LGBO","130","130","47530","44520"
"In post","2023","Communications","Communications","London","Undeclared","120","120","49000","45200"
"In post","2023","Communications","Communications","London","Unknown","445","440","47960","43750"
"In post","2023","Communications","Communications","Outside London","Heterosexual / straight","1305","1240","38970","37300"
"In post","2023","Communications","Communications","Outside London","LGBO","85","85","37000","34700"
"In post","2023","Communications","Communications","Outside London","Undeclared","145","135","35780","33040"
"In post","2023","Communications","Communications","Outside London","Unknown","290","280","38930","36950"
"In post","2023","Communications","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","London","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","London","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Communications","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Communications","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Human Resources","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Communications","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","London","Heterosexual / straight","45","45","42900","40580"
"In post","2023","Communications","Knowledge and Information Management","London","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","London","Unknown","25","25","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Communications","Operational Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Outside London","Heterosexual / straight","35","35","36060","32240"
"In post","2023","Communications","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","Operational Delivery","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","Other","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Communications","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","London","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","Other","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Communications","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Communications","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","Outside London","Heterosexual / straight","5","5","[c]","[c]"
