"Status","Year","Region_ITL3","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","West Lothian","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Lothian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Lothian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Lothian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Northamptonshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Northamptonshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Northamptonshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Northamptonshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Northamptonshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (North East)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Sussex (South West)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","AA/AO","Heterosexual / straight","55","[c]","24430","24640"
"Leaver Dept.","2023","Westminster","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","EO","Heterosexual / straight","340","[c]","28830","28490"
"Leaver Dept.","2023","Westminster","EO","LGBO","45","[c]","28240","27850"
"Leaver Dept.","2023","Westminster","EO","Undeclared","55","[c]","29220","29360"
"Leaver Dept.","2023","Westminster","EO","Unknown","105","[c]","28770","28670"
"Leaver Dept.","2023","Westminster","G6/G7","Heterosexual / straight","905","[c]","58960","56430"
"Leaver Dept.","2023","Westminster","G6/G7","LGBO","115","[c]","58430","55500"
"Leaver Dept.","2023","Westminster","G6/G7","Undeclared","155","[c]","59580","56430"
"Leaver Dept.","2023","Westminster","G6/G7","Unknown","360","[c]","59140","56430"
"Leaver Dept.","2023","Westminster","SCS level","Heterosexual / straight","180","[c]","90380","80000"
"Leaver Dept.","2023","Westminster","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","SCS level","Unknown","55","[c]","86230","76640"
"Leaver Dept.","2023","Westminster","SEO/HEO","Heterosexual / straight","1340","[c]","37810","36530"
"Leaver Dept.","2023","Westminster","SEO/HEO","LGBO","200","[c]","37430","36170"
"Leaver Dept.","2023","Westminster","SEO/HEO","Undeclared","220","[c]","37700","36180"
"Leaver Dept.","2023","Westminster","SEO/HEO","Unknown","885","[c]","35480","34000"
"Leaver Dept.","2023","Westminster","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wiltshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wirral","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wolverhampton","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Worcestershire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","York","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","York","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","York","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","York","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","York","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","York","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","York","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","York","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","York","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","York","SEO/HEO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2023","York","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","York","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","York","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","York","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","York","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","York","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","AA/AO","Unknown","35","[c]","26380","25210"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","EO","Unknown","35","[c]","28890","29100"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","AA/AO","Heterosexual / straight","85","[c]","22710","22180"
"New entrant CS","2023","Angus and Dundee City","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","AA/AO","Unknown","245","[c]","22320","22180"
"New entrant CS","2023","Angus and Dundee City","EO","Heterosexual / straight","125","[c]","29110","29100"
"New entrant CS","2023","Angus and Dundee City","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","EO","Unknown","130","[c]","29250","29100"
"New entrant CS","2023","Angus and Dundee City","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","SEO/HEO","Heterosexual / straight","35","[c]","37040","35020"
"New entrant CS","2023","Angus and Dundee City","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Angus and Dundee City","SEO/HEO","Unknown","35","[c]","36070","35020"
"New entrant CS","2023","Antrim and Newtownabbey","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Antrim and Newtownabbey","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Antrim and Newtownabbey","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Antrim and Newtownabbey","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Antrim and Newtownabbey","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Antrim and Newtownabbey","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Antrim and Newtownabbey","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Antrim and Newtownabbey","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Antrim and Newtownabbey","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ards and North Down","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Armagh City, Banbridge and Craigavon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Armagh City, Banbridge and Craigavon","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Armagh City, Banbridge and Craigavon","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Armagh City, Banbridge and Craigavon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","SEO/HEO","Unknown","35","[c]","37860","38760"
"New entrant CS","2023","Barnet","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnet","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","AA/AO","Heterosexual / straight","105","[c]","25280","23230"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","AA/AO","Unknown","80","[c]","25070","23230"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Heterosexual / straight","245","[c]","22920","21780"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Unknown","270","[c]","22260","22220"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Heterosexual / straight","105","[c]","28150","27000"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Unknown","65","[c]","26870","26000"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Heterosexual / straight","50","[c]","58950","55750"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","Unknown","[c]","[c]","[c]","[c]"
