"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Analysis","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","London","30","30","31870","28550"
"In post","2023","Asian","Analysis","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","South East (England)","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","Wales","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","London","40","40","49520","44940"
"In post","2023","Asian","Analysis","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","North West (England)","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","London","60","60","45780","39000"
"In post","2023","Asian","Analysis","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","London","25","25","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","South West (England)","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","London","35","35","48730","44710"
"In post","2023","Asian","Analysis","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","South East (England)","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","Wales","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","London","145","145","45810","43650"
"In post","2023","Asian","Analysis","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","North West (England)","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","South East (England)","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","South West (England)","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","Wales","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","London","25","25","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","East of England","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","London","165","165","52840","46480"
"In post","2023","Asian","Commercial","Commercial","North East (England)","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","North West (England)","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","South East (England)","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","South West (England)","30","30","42900","39420"
"In post","2023","Asian","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","West Midlands (England)","30","30","42180","37270"
"In post","2023","Asian","Commercial","Commercial","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","London","50","45","47620","36820"
"In post","2023","Asian","Commercial","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","North West (England)","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","North West (England)","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","London","115","110","41750","39460"
"In post","2023","Asian","Communications","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","North West (England)","15","15","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","South East (England)","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
