"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Ministry of Defence","G6/G7","Female","50","[c]","67750","64620"
"New entrant CS","2023","Unknown","Ministry of Defence","G6/G7","Male","55","[c]","62260","57320"
"New entrant CS","2023","Unknown","Ministry of Defence","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Defence","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Defence","SEO/HEO","Female","240","[c]","37070","35000"
"New entrant CS","2023","Unknown","Ministry of Defence","SEO/HEO","Male","340","[c]","37430","35600"
"New entrant CS","2023","Unknown","Ministry of Defence","Unknown","Female","50","[c]","26170","20750"
"New entrant CS","2023","Unknown","Ministry of Defence","Unknown","Male","175","[c]","25460","18280"
"New entrant CS","2023","Unknown","Ministry of Justice","AA/AO","Female","1645","[c]","25480","24070"
"New entrant CS","2023","Unknown","Ministry of Justice","AA/AO","Male","1530","[c]","27120","28880"
"New entrant CS","2023","Unknown","Ministry of Justice","EO","Female","155","[c]","28320","28480"
"New entrant CS","2023","Unknown","Ministry of Justice","EO","Male","80","[c]","28500","28480"
"New entrant CS","2023","Unknown","Ministry of Justice","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Justice","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Ministry of Justice","SEO/HEO","Female","165","[c]","36010","35410"
"New entrant CS","2023","Unknown","Ministry of Justice","SEO/HEO","Male","135","[c]","36620","35410"
"New entrant CS","2023","Unknown","Ministry of Justice","Unknown","Female","810","[c]","22740","23640"
"New entrant CS","2023","Unknown","Ministry of Justice","Unknown","Male","295","[c]","23070","23640"
"New entrant CS","2023","Unknown","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","National Crime Agency","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Government","AA/AO","Female","735","[c]","23130","22180"
"New entrant CS","2023","Unknown","Scottish Government","AA/AO","Male","545","[c]","23580","22180"
"New entrant CS","2023","Unknown","Scottish Government","EO","Female","345","[c]","29490","29100"
"New entrant CS","2023","Unknown","Scottish Government","EO","Male","260","[c]","29860","29100"
"New entrant CS","2023","Unknown","Scottish Government","G6/G7","Female","80","[c]","59450","52360"
"New entrant CS","2023","Unknown","Scottish Government","G6/G7","Male","75","[c]","60390","58770"
"New entrant CS","2023","Unknown","Scottish Government","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Government","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Government","SEO/HEO","Female","290","[c]","37530","35020"
"New entrant CS","2023","Unknown","Scottish Government","SEO/HEO","Male","205","[c]","38960","38330"
"New entrant CS","2023","Unknown","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","AA/AO","Female","50","[c]","21340","21200"
"New entrant CS","2023","Unknown","UK Statistics Authority","AA/AO","Male","40","[c]","21480","21200"
"New entrant CS","2023","Unknown","UK Statistics Authority","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Attorney General's Departments","AA/AO","Female","205","[c]","21590","21090"
"New entrant CS","2023","White","Attorney General's Departments","AA/AO","Male","95","[c]","21780","20980"
"New entrant CS","2023","White","Attorney General's Departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Attorney General's Departments","EO","Female","120","[c]","27790","27760"
"New entrant CS","2023","White","Attorney General's Departments","EO","Male","45","[c]","27800","27760"
"New entrant CS","2023","White","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Attorney General's Departments","G6/G7","Female","105","[c]","53390","52020"
"New entrant CS","2023","White","Attorney General's Departments","G6/G7","Male","55","[c]","54170","52020"
"New entrant CS","2023","White","Attorney General's Departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Attorney General's Departments","SEO/HEO","Female","110","[c]","38500","38760"
"New entrant CS","2023","White","Attorney General's Departments","SEO/HEO","Male","65","[c]","38540","38760"
"New entrant CS","2023","White","Attorney General's Departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Cabinet Office","AA/AO","Female","40","[c]","21590","21720"
"New entrant CS","2023","White","Cabinet Office","AA/AO","Male","40","[c]","22600","21720"
"New entrant CS","2023","White","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Cabinet Office","EO","Female","45","[c]","25700","24610"
"New entrant CS","2023","White","Cabinet Office","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Cabinet Office","G6/G7","Female","70","[c]","61510","57110"
"New entrant CS","2023","White","Cabinet Office","G6/G7","Male","95","[c]","63340","62390"
"New entrant CS","2023","White","Cabinet Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Cabinet Office","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Cabinet Office","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Cabinet Office","SEO/HEO","Female","300","[c]","30720","28840"
"New entrant CS","2023","White","Cabinet Office","SEO/HEO","Male","195","[c]","31140","28840"
"New entrant CS","2023","White","Cabinet Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","AA/AO","Female","95","[c]","21470","21380"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","AA/AO","Male","85","[c]","20780","21380"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","EO","Female","75","[c]","26610","25610"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","EO","Male","70","[c]","26780","25610"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","G6/G7","Female","35","[c]","52130","50680"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","G6/G7","Male","40","[c]","53460","53290"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","170","[c]","36550","36200"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","150","[c]","36900","35570"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","35","[c]","35360","35040"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","EO","Female","70","[c]","26140","25900"
"New entrant CS","2023","White","Department for Education","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","G6/G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Education","SEO/HEO","Female","120","[c]","35340","37590"
"New entrant CS","2023","White","Department for Education","SEO/HEO","Male","45","[c]","36030","37590"
"New entrant CS","2023","White","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Environment, Food and Rural Affairs","AA/AO","Female","250","[c]","22410","22150"
"New entrant CS","2023","White","Department for Environment, Food and Rural Affairs","AA/AO","Male","180","[c]","22500","22150"
"New entrant CS","2023","White","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Department for Environment, Food and Rural Affairs","EO","Female","140","[c]","26270","25920"
