"Status","Year","Age","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Digital, Data & Technology","Outside London","Unknown","25","25","28810","24750"
"In post","2023","20-29","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Overseas","SEO/HEO","15","15","37450","37420"
"In post","2023","20-29","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","London","AA/AO","15","15","26070","25610"
"In post","2023","20-29","Finance","London","EO","90","90","29970","29660"
"In post","2023","20-29","Finance","London","G6/G7","105","105","57890","55850"
"In post","2023","20-29","Finance","London","SEO/HEO","265","260","37790","38540"
"In post","2023","20-29","Finance","Outside London","AA/AO","355","340","22920","22520"
"In post","2023","20-29","Finance","Outside London","EO","325","325","27240","27140"
"In post","2023","20-29","Finance","Outside London","G6/G7","55","55","53080","51580"
"In post","2023","20-29","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Outside London","SEO/HEO","485","485","35700","34400"
"In post","2023","20-29","Finance","Outside London","Unknown","15","15","32140","31920"
"In post","2023","20-29","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","London","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Grants Management","London","SEO/HEO","10","10","39750","43000"
"In post","2023","20-29","Grants Management","Outside London","AA/AO","300","290","22110","22150"
"In post","2023","20-29","Grants Management","Outside London","EO","85","85","25800","25920"
"In post","2023","20-29","Grants Management","Outside London","SEO/HEO","25","25","32650","30320"
"In post","2023","20-29","Human Resources","London","AA/AO","20","20","25160","24780"
"In post","2023","20-29","Human Resources","London","EO","130","130","29330","29080"
"In post","2023","20-29","Human Resources","London","G6/G7","110","110","57250","55740"
"In post","2023","20-29","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","London","SEO/HEO","270","265","36600","35760"
"In post","2023","20-29","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Outside London","AA/AO","240","235","22240","22220"
"In post","2023","20-29","Human Resources","Outside London","EO","385","380","27110","27140"
"In post","2023","20-29","Human Resources","Outside London","G6/G7","60","60","54140","52370"
"In post","2023","20-29","Human Resources","Outside London","SEO/HEO","445","440","34150","33120"
"In post","2023","20-29","Human Resources","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","SEO/HEO","15","15","36520","35500"
"In post","2023","20-29","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","EO","10","10","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","SEO/HEO","20","20","35090","33990"
"In post","2023","20-29","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","London","AA/AO","150","150","23980","24480"
"In post","2023","20-29","Legal","London","EO","330","325","29360","28200"
"In post","2023","20-29","Legal","London","G6/G7","140","140","54870","52020"
"In post","2023","20-29","Legal","London","SEO/HEO","160","160","39330","39450"
"In post","2023","20-29","Legal","Outside London","AA/AO","450","445","22720","22870"
"In post","2023","20-29","Legal","Outside London","EO","360","355","27400","26900"
"In post","2023","20-29","Legal","Outside London","G6/G7","210","210","51910","52360"
"In post","2023","20-29","Legal","Outside London","SEO/HEO","175","175","36490","35000"
"In post","2023","20-29","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","London","AA/AO","1800","1770","28830","26630"
"In post","2023","20-29","No function","London","EO","2980","2950","30860","29890"
"In post","2023","20-29","No function","London","G6/G7","2445","2435","57050","55370"
"In post","2023","20-29","No function","London","SCS level","10","10","[c]","[c]"
"In post","2023","20-29","No function","London","SEO/HEO","6180","6160","38490","38020"
"In post","2023","20-29","No function","London","Unknown","500","490","29480","28580"
"In post","2023","20-29","No function","Outside London","AA/AO","18915","18390","24660","22520"
"In post","2023","20-29","No function","Outside London","EO","10925","10790","27980","28080"
"In post","2023","20-29","No function","Outside London","G6/G7","510","505","53480","51770"
"In post","2023","20-29","No function","Outside London","SEO/HEO","5595","5555","34470","34170"
"In post","2023","20-29","No function","Outside London","Unknown","3955","3860","25180","24310"
"In post","2023","20-29","No function","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Overseas","EO","10","10","33130","32910"
"In post","2023","20-29","No function","Overseas","G6/G7","40","40","53610","53290"
"In post","2023","20-29","No function","Overseas","SEO/HEO","220","220","36220","33680"
"In post","2023","20-29","No function","Unknown","AA/AO","50","45","23770","22400"
"In post","2023","20-29","No function","Unknown","EO","35","35","27220","28120"
"In post","2023","20-29","No function","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","No function","Unknown","SEO/HEO","15","15","38550","38020"
"In post","2023","20-29","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","London","AA/AO","25","25","24950","23200"
"In post","2023","20-29","Project Delivery","London","EO","120","115","29890","29660"
"In post","2023","20-29","Project Delivery","London","G6/G7","190","190","57660","55640"
"In post","2023","20-29","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","London","SEO/HEO","715","715","37290","36620"
"In post","2023","20-29","Project Delivery","Outside London","AA/AO","185","185","22140","22220"
"In post","2023","20-29","Project Delivery","Outside London","EO","350","345","26640","26710"
"In post","2023","20-29","Project Delivery","Outside London","G6/G7","130","130","53260","51770"
"In post","2023","20-29","Project Delivery","Outside London","SEO/HEO","1195","1190","35030","34170"
"In post","2023","20-29","Project Delivery","Outside London","Unknown","410","410","30210","31530"
"In post","2023","20-29","Project Delivery","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","London","AA/AO","15","15","25760","26920"
"In post","2023","20-29","Property","London","EO","55","55","30070","30570"
"In post","2023","20-29","Property","London","G6/G7","15","15","58960","56150"
"In post","2023","20-29","Property","London","SEO/HEO","125","125","36540","36030"
"In post","2023","20-29","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Outside London","AA/AO","315","305","22430","22520"
"In post","2023","20-29","Property","Outside London","EO","235","230","27020","26890"
"In post","2023","20-29","Property","Outside London","G6/G7","25","25","51260","51790"
"In post","2023","20-29","Property","Outside London","SEO/HEO","310","310","34800","32970"
"In post","2023","20-29","Property","Outside London","Unknown","10","10","24100","23800"
"In post","2023","20-29","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","London","AA/AO","40","40","28720","28460"
"In post","2023","20-29","Security","London","EO","55","55","30300","29890"
"In post","2023","20-29","Security","London","G6/G7","35","35","55420","55850"
"In post","2023","20-29","Security","London","SEO/HEO","135","135","38860","37850"
"In post","2023","20-29","Security","Outside London","AA/AO","710","710","27020","26410"
"In post","2023","20-29","Security","Outside London","EO","155","155","27940","27140"
"In post","2023","20-29","Security","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Security","Outside London","SEO/HEO","120","120","35830","34020"
"In post","2023","20-29","Security","Outside London","Unknown","10","10","29480","31920"
"In post","2023","20-29","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Unknown","EO","25","25","25150","24610"
"In post","2023","20-29","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","London","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","London","EO","60","60","29880","29660"
"In post","2023","20-29","Unknown","London","G6/G7","40","40","56410","55150"
"In post","2023","20-29","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","London","SEO/HEO","850","850","32500","30130"
"In post","2023","20-29","Unknown","Outside London","AA/AO","1395","1355","24050","23340"
"In post","2023","20-29","Unknown","Outside London","EO","1125","1115","29490","29100"
"In post","2023","20-29","Unknown","Outside London","G6/G7","135","130","54780","53440"
"In post","2023","20-29","Unknown","Outside London","SEO/HEO","1850","1840","35600","34730"
"In post","2023","20-29","Unknown","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","375","375","32320","33320"
"In post","2023","30-39","Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","London","EO","40","40","30240","29890"
"In post","2023","30-39","Analysis","London","G6/G7","705","680","62930","61300"
"In post","2023","30-39","Analysis","London","SCS level","35","30","79530","78350"
"In post","2023","30-39","Analysis","London","SEO/HEO","400","390","41460","42370"
"In post","2023","30-39","Analysis","Outside London","AA/AO","15","10","22680","22500"
"In post","2023","30-39","Analysis","Outside London","EO","110","105","26240","25920"
"In post","2023","30-39","Analysis","Outside London","G6/G7","545","525","54680","51770"
"In post","2023","30-39","Analysis","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","Outside London","SEO/HEO","1020","980","36930","37760"
"In post","2023","30-39","Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","London","EO","15","15","29840","28960"
"In post","2023","30-39","Commercial","London","G6/G7","205","205","63790","65500"
"In post","2023","30-39","Commercial","London","SCS level","15","15","111230","106600"
"In post","2023","30-39","Commercial","London","SEO/HEO","140","140","40310","41410"
"In post","2023","30-39","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Outside London","AA/AO","60","55","22690","22220"
"In post","2023","30-39","Commercial","Outside London","EO","145","135","27070","26980"
"In post","2023","30-39","Commercial","Outside London","G6/G7","345","340","60420","56590"
"In post","2023","30-39","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Outside London","SEO/HEO","770","750","37400","37680"
"In post","2023","30-39","Commercial","Outside London","Unknown","45","45","40260","42620"
"In post","2023","30-39","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","London","EO","25","25","29870","29530"
"In post","2023","30-39","Communications","London","G6/G7","340","335","60040","58470"
"In post","2023","30-39","Communications","London","SCS level","25","25","87170","78930"
"In post","2023","30-39","Communications","London","SEO/HEO","345","340","42070","42000"
"In post","2023","30-39","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Outside London","AA/AO","20","15","22440","22220"
"In post","2023","30-39","Communications","Outside London","EO","65","60","27670","27140"
"In post","2023","30-39","Communications","Outside London","G6/G7","75","70","54930","53510"
"In post","2023","30-39","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Outside London","SEO/HEO","315","300","36760","36170"
"In post","2023","30-39","Communications","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","AA/AO","35","35","25700","25610"
"In post","2023","30-39","Counter Fraud","London","EO","270","265","32410","32520"
"In post","2023","30-39","Counter Fraud","London","G6/G7","70","70","64610","65230"
"In post","2023","30-39","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","SEO/HEO","285","280","40640","39790"
"In post","2023","30-39","Counter Fraud","Outside London","AA/AO","250","230","22700","22520"
"In post","2023","30-39","Counter Fraud","Outside London","EO","1315","1260","28200","28120"
"In post","2023","30-39","Counter Fraud","Outside London","G6/G7","210","205","58250","57970"
"In post","2023","30-39","Counter Fraud","Outside London","SEO/HEO","1090","1065","36120","35000"
"In post","2023","30-39","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","London","AA/AO","55","45","26790","26920"
"In post","2023","30-39","Debt","London","EO","10","10","31980","32520"
"In post","2023","30-39","Debt","Outside London","AA/AO","1165","1050","22250","22520"
"In post","2023","30-39","Debt","Outside London","EO","275","265","28000","28120"
"In post","2023","30-39","Debt","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Debt","Outside London","SEO/HEO","80","75","36270","34700"
"In post","2023","30-39","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","EO","105","105","30590","29890"
"In post","2023","30-39","Digital, Data & Technology","London","G6/G7","705","690","61220","59150"
"In post","2023","30-39","Digital, Data & Technology","London","SCS level","35","35","91550","85000"
"In post","2023","30-39","Digital, Data & Technology","London","SEO/HEO","605","595","40840","41580"
"In post","2023","30-39","Digital, Data & Technology","Outside London","AA/AO","130","125","22410","22220"
"In post","2023","30-39","Digital, Data & Technology","Outside London","EO","705","690","27950","27650"
"In post","2023","30-39","Digital, Data & Technology","Outside London","G6/G7","1215","1195","56090","54570"
"In post","2023","30-39","Digital, Data & Technology","Outside London","SCS level","15","15","89970","88740"
"In post","2023","30-39","Digital, Data & Technology","Outside London","SEO/HEO","2835","2780","37750","37680"
"In post","2023","30-39","Digital, Data & Technology","Outside London","Unknown","15","15","35790","38790"
"In post","2023","30-39","Digital, Data & Technology","Overseas","EO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Overseas","SEO/HEO","10","10","39890","38050"
"In post","2023","30-39","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","London","AA/AO","15","15","25950","25500"
"In post","2023","30-39","Finance","London","EO","55","55","30200","30000"
"In post","2023","30-39","Finance","London","G6/G7","350","345","63520","62000"
"In post","2023","30-39","Finance","London","SCS level","35","35","82720","80500"
"In post","2023","30-39","Finance","London","SEO/HEO","275","265","40850","40600"
"In post","2023","30-39","Finance","Outside London","AA/AO","255","230","22750","22520"
"In post","2023","30-39","Finance","Outside London","EO","315","300","27540","27650"
"In post","2023","30-39","Finance","Outside London","G6/G7","360","350","56940","55500"
"In post","2023","30-39","Finance","Outside London","SCS level","15","15","80840","75890"
"In post","2023","30-39","Finance","Outside London","SEO/HEO","935","905","37750","37590"
"In post","2023","30-39","Finance","Outside London","Unknown","15","10","47360","48790"
"In post","2023","30-39","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Grants Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Grants Management","London","G6/G7","15","15","59630","59290"
"In post","2023","30-39","Grants Management","London","SEO/HEO","5","5","[c]","[c]"
